Date,leader_weight,valuation_weight,gross_return,turnover,cost,net_return,wealth,drawdown
2023-01-06,0.6,0.4,0.056519166875345084,0.4,0.002,0.05451916687534508,1.054519166875345,0.0
2023-01-13,0.6,0.4,0.0017312912323040144,0.0,0.0,0.0017312912323040144,1.0563448466632528,0.0
2023-01-20,0.6,0.4,0.01686238725440216,0.0,0.0,0.01686238725440216,1.0741573425418807,0.0
2023-01-27,0.6,0.4,0.029739025400732318,0.0,0.0,0.029739025400732318,1.1061017350361169,0.0
2023-02-03,0.6,0.4,-0.0032356157978331206,0.0,0.0,-0.0032356157978331206,1.1025228147882233,-0.003235615797833158
2023-02-10,0.6,0.4,-0.011428874076203497,0.0,0.0,-0.011428874076203497,1.0899222203718673,-0.014627510428524282
2023-02-17,0.6,0.4,-0.02710038166507825,0.0,0.0,-0.02710038166507825,1.0603849122145401,-0.041331480978179624
2023-02-24,0.6,0.4,0.01444946521177483,0.0,0.0,0.01444946521177483,1.075706907114675,-0.027479233562950123
2023-03-03,0.6,0.4,-0.05514655997563258,0.0,0.0,-0.05514655997563258,1.0163853716452733,-0.08111040833681915
2023-03-10,0.6,0.4,-0.009530042929206686,0.0,0.0,-0.009530042929206686,1.0066991754208763,-0.0898674655925703
2023-03-17,0.6,0.4,0.014666624905648462,0.0,0.0,0.014666624905648462,1.0214640546195999,-0.07651889309598936
2023-03-24,0.6,0.4,0.02874639839653345,0.0,0.0,0.02874639839653345,1.0508274672814333,-0.04997213728525496
2023-03-31,0.6,0.4,-0.008320964976823267,0.0,0.0,-0.008320964976823267,1.0420835687295007,-0.05787728585791052
2023-04-07,0.6,0.4,0.008212077291920463,0.0,0.0,0.008212077291920463,1.0506412395405478,-0.05014050131090175
2023-04-14,0.6,0.4,-0.025604797890391877,0.0,0.0,-0.025604797890391877,1.0237397829468013,-0.07446146179910496
2023-04-21,0.6,0.4,-0.0062651934959296034,0.0,0.0,-0.0062651934959296034,1.0173258551171587,-0.08026013982887337
2023-04-28,0.6,0.4,-0.0009047861359661379,0.0,0.0,-0.0009047861359661379,1.0164053927876888,-0.08109230770305165
2023-05-05,0.6,0.4,0.0036567478584530137,0.0,0.0,0.0036567478584530137,1.0201221310310853,-0.07773209396712877
2023-05-12,0.6,0.4,0.027742141362556712,0.0,0.0,0.027742141362556712,1.0484225033972223,-0.05214640734381559
2023-05-19,0.6,0.4,0.019294834337458853,0.0,0.0,0.019294834337458853,1.0686516419159355,-0.033857729297349426
2023-05-26,0.6,0.4,0.028553415667327504,0.0,0.0,0.028553415667327504,1.0991652964511334,-0.006271067448200829
2023-06-02,0.6,0.4,-0.0006112266640619735,0.0,0.0,-0.0006112266640619735,1.0984934573137308,-0.00687846106862644
2023-06-09,0.6,0.4,0.026156345481699365,0.0,0.0,0.026156345481699365,1.127226031692615,0.0
2023-06-16,0.6,0.4,-0.022500457052294767,0.0,0.0,-0.022500457052294767,1.1018629307782868,-0.022500457052294642
2023-06-23,0.6,0.4,0.04620755075167013,0.0,0.0,0.04620755075167013,1.1527773180736085,0.0
2023-06-30,0.6,0.4,-0.024357785561844647,0.0,0.0,-0.024357785561844647,1.1246982153594132,-0.024357785561844647
2023-07-07,0.6,0.4,0.028080519137210467,0.0,0.0,0.028080519137210467,1.1562803251193996,0.0
2023-07-14,0.6,0.4,-0.001464246804551669,0.0,0.0,-0.001464246804551669,1.1545872453481776,-0.0014642468045515944
2023-07-21,0.6,0.4,0.022642682596616247,0.0,0.0,0.022642682596616247,1.1807301978746978,0.0
2023-07-28,0.6,0.4,-0.024480609277920076,0.0,0.0,-0.024480609277920076,1.1518252032378862,-0.02448060927791995
2023-08-04,0.6,0.4,-0.01837635229425832,0.0,0.0,-0.01837635229425832,1.130658857521781,-0.042407097271709215
2023-08-11,0.6,0.4,-0.03412116560043988,0.0,0.0,-0.03412116560043988,1.0920794594066763,-0.07508128328350705
2023-08-18,0.6,0.4,0.008962216934567432,0.0,0.0,0.008962216934567432,1.101866912431664,-0.06679196109745211
2023-08-25,0.6,0.4,0.053588050521235296,0.0,0.0,0.053588050521235296,1.1609138122027296,-0.016783161561919502
2023-09-01,0.6,0.4,-0.014345937552309772,0.0,0.0,-0.014345937552309772,1.1442594151492553,-0.030888328926531594
2023-09-08,0.6,0.4,-0.021790494007058722,0.0,0.0,-0.021790494007058722,1.119325437220925,-0.052005750987228705
2023-09-15,0.6,0.4,-0.014564204801180395,0.0,0.0,-0.014564204801180395,1.1030233523140687,-0.06581253338019188
2023-09-22,0.6,0.4,0.0007491599267932883,0.0,0.0,0.0007491599267932883,1.1038496932079396,-0.06511267756608774
2023-09-29,0.6,0.4,-0.009542834327800745,0.0,0.0,-0.009542834327800745,1.0933158384628625,-0.07403415239923583
2023-10-06,0.6,0.4,0.002330278383941649,0.0,0.0,0.002330278383941649,1.0958635687280536,-0.07187639420030356
2023-10-13,0.6,0.4,-0.012995421821341273,0.0,0.0,-0.012995421821341273,1.0816223593937921,-0.08393775196001485
2023-10-20,0.6,0.4,-0.03252292102295144,0.0,0.0,-0.03252292102295144,1.0464448408225695,-0.11373077210512661
2023-10-27,0.6,0.4,0.05964218853596463,0.0,0.0,0.05964218853596463,1.1088571013113966,-0.060871735721396814
2023-11-03,0.6,0.4,0.02685693480340936,0.0,0.0,0.02685693480340936,1.1386376041876143,-0.035649629155627416
2023-11-10,0.6,0.4,0.028601442464455378,0.0,0.0,0.028601442464455378,1.1712042821116517,-0.008067817508345732
2023-11-17,0.6,0.4,0.005149366155717507,0.0,0.0,0.005149366155717507,1.177235241803389,-0.002959995499056234
2023-11-24,0.6,0.4,0.005786605350891915,0.0,0.0,0.005786605350891915,1.184047437552867,0.0
2023-12-01,0.6,0.4,0.0011245845990634782,0.0,0.0,0.0011245845990634782,1.1853789990656995,0.0
2023-12-08,0.6,0.4,0.03803645079623213,0.0,0.0,0.03803645079623213,1.2304666090385488,0.0
2023-12-15,0.6,0.4,0.011232229092038328,0.0,0.0,0.011232229092038328,1.2442874918813733,0.0
2023-12-22,0.6,0.4,0.015130330138257961,0.0,0.0,0.015130330138257961,1.2631139724204434,0.0
