annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_number_of_etfs_held,weeks,strategy_name,strategy_type,model_name,target,top_n,weighting,split,cost_bps
0.04266622888023197,0.30307950289214086,0.14077569902645615,-0.6474471224858254,0.06589917137390022,-0.09022489084517976,0.40042598509052185,0.020822151224707135,3.0,939,deep_dropout_mlp_classifier_top_quintile_forward_4w__top3__equal_weight,model,deep_dropout_mlp_classifier_top_quintile_forward_4w,top_quintile_forward_4w,3.0,equal_weight,train,10.0
-0.27600177794872527,0.21133534655088484,-1.30598966265338,-0.5186562404663186,-0.5321478012114051,-0.05852483290894911,0.37179487179487175,0.019333333333333334,3.0,104,deep_dropout_mlp_classifier_top_quintile_forward_4w__top3__equal_weight,model,deep_dropout_mlp_classifier_top_quintile_forward_4w,top_quintile_forward_4w,3.0,equal_weight,validation,10.0
-0.014241460134708284,0.2830769859149987,-0.05030949474283528,-0.7182364536617875,-0.0198283727623417,-0.08002367539356159,0.36847389558232924,0.019160642570281126,2.9909638554216866,332,deep_dropout_mlp_classifier_top_quintile_forward_4w__top3__equal_weight,model,deep_dropout_mlp_classifier_top_quintile_forward_4w,top_quintile_forward_4w,3.0,equal_weight,holdout,10.0
0.0767518080210714,0.29192223540650486,0.2629186773463614,-0.6192862112401444,0.12393592272525003,-0.08980906848448304,0.5019748170723433,0.02610269048776185,3.0,939,deep_dropout_mlp_classifier_top_quintile_forward_4w__top3__inverse_vol,model,deep_dropout_mlp_classifier_top_quintile_forward_4w,top_quintile_forward_4w,3.0,inverse_vol,train,10.0
-0.2379754959034618,0.18140060525945836,-1.311878180136632,-0.45299096015750606,-0.5253427040149259,-0.056069591732470836,0.5007232415892506,0.026037608562641035,3.0,104,deep_dropout_mlp_classifier_top_quintile_forward_4w__top3__inverse_vol,model,deep_dropout_mlp_classifier_top_quintile_forward_4w,top_quintile_forward_4w,3.0,inverse_vol,validation,10.0
0.036112894730919276,0.2760677619851089,0.13081170532641623,-0.6195227817678066,0.05829147174841775,-0.07959540941280502,0.4979872713462912,0.025895338110007143,2.9909638554216866,332,deep_dropout_mlp_classifier_top_quintile_forward_4w__top3__inverse_vol,model,deep_dropout_mlp_classifier_top_quintile_forward_4w,top_quintile_forward_4w,3.0,inverse_vol,holdout,10.0
0.046158911495395305,0.25123119232298885,0.183730814110265,-0.6266513535569314,0.07365963742580788,-0.07872606030785702,0.319062832800852,0.016591267305644305,5.0,939,deep_dropout_mlp_classifier_top_quintile_forward_4w__top5__equal_weight,model,deep_dropout_mlp_classifier_top_quintile_forward_4w,top_quintile_forward_4w,5.0,equal_weight,train,10.0
-0.0704838474400602,0.13784404906699102,-0.5113303615000866,-0.20351644276547687,-0.34632998927404895,-0.04089505649704766,0.3884615384615385,0.020200000000000003,5.0,104,deep_dropout_mlp_classifier_top_quintile_forward_4w__top5__equal_weight,model,deep_dropout_mlp_classifier_top_quintile_forward_4w,top_quintile_forward_4w,5.0,equal_weight,validation,10.0
0.05494510066236624,0.21821868810355913,0.25178916223843845,-0.4204218147436538,0.13069041314106936,-0.06184085384191178,0.39096385542168677,0.020330120481927713,4.984939759036145,332,deep_dropout_mlp_classifier_top_quintile_forward_4w__top5__equal_weight,model,deep_dropout_mlp_classifier_top_quintile_forward_4w,top_quintile_forward_4w,5.0,equal_weight,holdout,10.0
0.0658101650221179,0.23715347252951444,0.27750032213391956,-0.6249796810743798,0.10529968735781303,-0.07560834018741634,0.4280940788433354,0.022260892099853442,5.0,939,deep_dropout_mlp_classifier_top_quintile_forward_4w__top5__inverse_vol,model,deep_dropout_mlp_classifier_top_quintile_forward_4w,top_quintile_forward_4w,5.0,inverse_vol,train,10.0
