date,factor,ticker,characteristic_loading_score,portfolio_weight
2010-01-01,ipca_style_f1,BIL,0.4341327015421638,0.03350169804616037
2010-01-01,ipca_style_f1,DBA,0.4535990961933105,0.03500390525914722
2010-01-01,ipca_style_f1,EEM,-0.35730129165603675,-0.02757267522589761
2010-01-01,ipca_style_f1,EFA,0.16777117681408252,0.0129467770718684
2010-01-01,ipca_style_f1,EWJ,0.6461427110302052,0.04986235296895505
2010-01-01,ipca_style_f1,GLD,-0.37254959564850765,-0.028749375516516486
2010-01-01,ipca_style_f1,HYG,-0.3940525923694089,-0.03040874579816583
2010-01-01,ipca_style_f1,IAU,-0.42227528538385384,-0.032586670050498576
2010-01-01,ipca_style_f1,IEF,0.6640411210023597,0.051243559969172854
2010-01-01,ipca_style_f1,IWM,0.04739978020006129,0.003657805823140916
2010-01-01,ipca_style_f1,LQD,0.11348850313618888,0.008757823472577222
2010-01-01,ipca_style_f1,MBB,0.09661730081023166,0.0074558853232691985
2010-01-01,ipca_style_f1,PDBC,0.11851647678400111,0.0
2010-01-01,ipca_style_f1,QQQ,-0.7772485446267279,-0.05997969274464634
2010-01-01,ipca_style_f1,SHY,0.21026697048069062,0.01622614589755998
2010-01-01,ipca_style_f1,SLV,-0.1309556438809411,-0.010105749746920875
2010-01-01,ipca_style_f1,SPY,-0.23457624730667787,-0.018102074730038525
2010-01-01,ipca_style_f1,TIP,0.0010144035092141245,7.828076517142176e-05
2010-01-01,ipca_style_f1,TLT,1.2048171823798437,0.09297484686487059
2010-01-01,ipca_style_f1,USO,0.7581966415784325,0.058509471540711705
2010-01-01,ipca_style_f1,UUP,0.6683365202156821,0.051575032735267784
2010-01-01,ipca_style_f1,VEA,0.17676221642411227,0.013640608918827365
2010-01-01,ipca_style_f1,VNQ,-0.47902527664662026,-0.03696602471476081
2010-01-01,ipca_style_f1,VTV,0.02933332216579533,0.0022636306788185474
2010-01-01,ipca_style_f1,VUG,-0.5937615613925651,-0.045820138567143794
2010-01-01,ipca_style_f1,VWO,-0.3294419976570271,-0.025422794205604598
2010-01-01,ipca_style_f1,XLB,-0.1720787848775749,-0.013279191985860571
2010-01-01,ipca_style_f1,XLE,0.12258073863849123,0.009459464531361015
2010-01-01,ipca_style_f1,XLF,0.6160856333436636,0.047542870614302936
