date,sleeve_return_baseline_60_40_proxy,sleeve_return_baseline_equal_weight_risk_assets,sleeve_return_baseline_market_proxy_buy_hold,sleeve_return_composite_anti_chop_clarity,sleeve_return_composite_breadth_filtered,sleeve_return_composite_calm_carry_sleeve,sleeve_return_composite_calm_trend_participation,sleeve_return_composite_calm_trend_specialist,sleeve_return_composite_confirmation_aware_momentum,sleeve_return_composite_equal_weight,sleeve_return_composite_healthier_recovery_specialist,sleeve_return_composite_ic_weighted,sleeve_return_composite_macro_trend_diversifier_sleeve,sleeve_return_composite_recovery_confirmed_offense_sleeve,sleeve_return_composite_recovery_transition,sleeve_return_composite_regime_conditioned,sleeve_return_composite_selective_concentrated,sleeve_return_composite_selective_signals,sleeve_return_composite_selective_strength_weighted,sleeve_return_composite_selective_trend_ensemble,sleeve_return_composite_structural_defense_sleeve,sleeve_return_composite_trend_quality_module,sleeve_return_composite_trend_quality_refined,sleeve_return_cross_sectional_reversal_combo_ls,sleeve_return_cta_trend_long_only,sleeve_return_cta_trend_long_short_research,sleeve_return_cta_trend_vol_managed,sleeve_return_dual_momentum_single_best,sleeve_return_dual_momentum_topn,sleeve_return_pairs_stat_arb_research,sleeve_return_sector_factor_rotation,sleeve_return_sector_rotation_with_sma_filter,sleeve_return_taa_10m_sma,ggg1_component_return_composite_regime_offense_component,ggg1_component_return_composite_regime_defense_component,ggg1_component_return_composite_regime_cash_component,portfolio_return_production_improved_phase2b_regime_confidence_boost,portfolio_return_shadow_improved_phase2b_combo_abc,portfolio_return_ggg1_improved_phaseggg_confirmed_only_robust_offense,ggg1_sleeve_weight_dual_momentum_topn,ggg1_sleeve_weight_cta_trend_long_only,ggg1_sleeve_weight_composite_selective_signals,ggg1_sleeve_weight_composite_regime_offense_component,ggg1_sleeve_weight_composite_regime_defense_component,ggg1_sleeve_weight_taa_10m_sma,ggg1_sleeve_weight_cash_BIL
2005-04-08,-0.0123967281722907,-0.0151905337184328,-0.0326271643074386,0.0075620288294762,-0.0008836176623041,0.0,0.0085393629507633,0.0031970311612042,0.0,-0.0044180883115205,0.0083553180439003,0.0,0.0,0.0,0.0083553180439003,-0.0033135662336404,0.0113946136172759,0.0085459602129569,0.0170919204259138,0.0085459602129569,0.0,0.0,0.0,-0.0208130509513926,0.0,0.0,0.0,0.0,0.0,0.0,-0.0349555734694333,0.0,0.0,-0.0532490942419386,0.0169240271670394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-04-15,0.0075110174913726,0.0079763302829441,0.0124399218663197,0.0102879927780989,0.0009310039582538,0.0,0.0060759861115455,0.0066382182500034,0.0,0.0046550197912691,0.0023651064705975,0.0,0.0,0.0,0.0023651064705975,0.0034912648434518,0.002848279021072,0.002136209265804,0.004272418531608,0.002136209265804,0.0,0.0,0.0,0.0015685174259527,0.0,0.0,0.0,0.0,0.0,0.0,0.004721406709996,0.0,0.0,0.0100248252089497,0.0042633125223036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-04-22,0.0029561190354404,0.0019847773711026,0.0015574504119763,0.0043280461367236,0.0006864846751442,0.0,0.0047038851802252,0.0026325264204746,0.0,0.0034324233757212,0.0043119204558254,0.0,0.0,0.0,0.0043119204558254,0.0025743175317909,0.005621586913682,0.0042161901852615,0.0084323803705231,0.0042161901852615,0.0,0.0,0.0,-0.0082766834912467,0.0,0.0,0.0,0.0,0.0,0.0,0.0079575256310885,0.0,0.0,-0.0031399918568225,0.0083947056788973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-04-29,0.0061810725827941,0.0073380385694152,0.0115765823165023,-0.0114947315090929,-0.0018130613662987,0.0,-0.0075970665539387,-0.0062403117699789,0.0,-0.0090653068314936,-0.004155129032825,0.0,0.0,0.0,-0.004155129032825,-0.0067989801236202,-0.0123012360880221,-0.0090653068314936,-0.0106859856042845,-0.0090653068314936,0.0,0.0,0.0,0.0083625182624969,0.0,0.0,0.0,0.0,0.0,0.0,0.009376899762031,0.0,0.0,-0.0003588664585437,-0.0127230837715631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-05-06,-0.0037292166627662,-0.0074803797335908,-0.0117004481124742,0.0019411910369369,0.0006311894599936,0.0,0.0026384788557027,-0.0028453179350766,0.0,0.0031559472999682,0.0036938903558489,0.0,0.0,0.0,0.0036938903558489,0.0023669604749762,0.0017792388084221,0.0031559472999682,0.0007691520714256,0.0031559472999682,0.0,0.0,0.0,-0.0126846606759221,0.0,0.0,0.0,0.0,0.0,0.0,-0.011132273871633,0.0,0.0,0.0072596575774631,0.001688906101539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-05-13,0.0182350407173856,0.0129165747024482,0.0293813831024939,3.396670393709077e-05,0.0019902692964995,0.0,0.0009385284141218,-0.0010612919863382,0.0,0.0099513464824979,0.0016663816681918,0.0,0.0,0.0,0.0016663816681918,0.0074635098618734,0.0001885306116439,0.0099513464824979,0.0053817463276936,0.0099513464824979,0.0,0.0,0.0,-0.0053384205577566,0.0,0.0,0.0,0.0,0.0,0.0,0.0343113380940363,0.0,0.0,0.0384894786501972,0.000171962305543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-05-20,0.0077867044781841,0.004557934988589,0.0094859612225061,0.0044542168807017,-0.0003172325313325,0.0,0.0042857263148948,0.0041735819986057,0.0,-0.0015861626566626,0.0032433394895761,0.0,0.0,0.0,0.0032433394895761,-0.0011896219924969,0.0055412192347432,-0.0015861626566626,0.0012788849112445,-0.0015861626566626,0.0,0.0,0.0,0.0054128645150428,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046534270453907,0.0,0.0,-0.0232361897283739,0.005525391701455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-05-27,0.0016039366480555,0.0036407959936126,-0.0008316070465198,0.0104604656928634,0.002708974319306,0.0,0.0091561083187899,0.0057889563401329,0.0,0.0135448715965303,0.0071790255732759,0.0,0.0,0.0,0.0071790255732759,0.0101586536973977,0.0118265010645331,0.0135448715965303,0.0127129609821314,0.0135448715965303,0.0,0.0,0.0,0.0011946183159171,0.0,0.0,0.0,0.0,0.0,0.0,0.0064684965422405,0.0,0.0,0.0185272881149358,0.0117447028481862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-06-03,-0.0010441720600824,0.0025553893927635,0.0004163365877023,0.0018728882930874,0.0011264337294577,0.0,-0.0006020757184333,0.0005170829549696,0.0,0.0056321686472886,-0.0020137490016844,0.0,0.0,0.0,-0.0020137490016844,0.0042241264854664,0.0010991996886793,0.0056321686472886,0.005072276423538,0.0056321686472886,0.0,0.0,0.0,-0.0005108489546083,0.0,0.0,0.0,0.0,0.0,0.0,0.0089537479598854,0.0079537479598854,0.0,0.0190484954838958,0.0010758100604097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-06-10,0.007354177481757,0.0115433312118029,0.0137254458498898,0.0055526459585678,0.0020452815022003,0.0,0.0005022760082697,0.0027122380068969,0.0,0.0102264075110018,-0.0027572832194081,0.0,0.0,0.0,-0.0027572832194081,0.0076698056332514,0.0044301047101846,0.0102264075110018,0.0098660576489167,0.0102264075110018,0.0,0.0,0.0,-0.0003159289914983,0.0,0.0,0.0,0.0,0.0,0.0013498129569756,0.0223954524718014,0.0223954524718014,0.0,0.0272408906904506,0.0043287374439355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-06-17,-0.0075381456046526,-0.0068211028551835,-0.0196111547996263,0.0116838348285132,0.0012082351700666,0.0,0.0107612630470574,0.0068604474284886,0.0,0.0060411758503332,0.008741053212133,0.0,0.0,0.0,0.008741053212133,0.0045308818877499,0.013507468033643,0.0060411758503332,0.007210442930199,0.0060411758503332,0.0,0.0,0.0,0.0093586302764878,0.0,0.0,0.0,0.0,0.0,-0.0056337950316264,-0.0133778364781552,-0.0133778364781552,0.0,-0.0164929649893286,0.0133969539440175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-06-24,-0.000804438155715,0.0002397025341107,0.00462279115027,-0.0130260636086887,-0.0011393908958089,0.0,-0.0071029559994662,-0.0064529453281984,0.0,-0.0056969544790447,-0.0025555539643378,0.0,0.0,0.0,-0.0025555539643378,-0.0042727158592835,-0.0128231173649606,-0.0056969544790447,-0.0082675900761892,-0.0056969544790447,0.0,0.0,0.0,-0.0030539881088312,0.0,0.0,0.0,0.0,0.0,-9.232537764077704e-07,0.0093899424977987,0.0093899424977987,-0.0048805058617031,0.0155598494088662,-0.0129641789676616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-07-01,0.0076820302530599,0.0071863131731663,0.0149754367231191,-0.0057695265949553,0.0005818629267294,0.0,-0.0031996679645858,-0.0022629241760291,0.0,0.0029093146336472,-0.0013546193511702,0.0,0.0,0.0,-0.0013546193511702,0.0021819859752354,-0.0055802995498841,0.0029093146336472,0.0001213237486399,0.0029093146336472,0.0,0.0,0.0,0.0081171421862199,0.0,0.0,0.0,0.0,0.0,0.0013646864475607,0.0122333035139069,0.0122333035139069,0.0066737671747044,0.027982956573222,-0.0056041517031506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-07-08,0.0055092244840409,0.0041560798479377,0.0125286152879668,-0.0048015582636289,-0.0011327715201348,0.0,-0.0039383431623427,-0.002857124547249,0.0,-0.005663857600674,-0.0028442122868477,0.0,0.0,0.0,-0.0028442122868477,-0.0042478932005055,-0.0053616030999956,-0.005663857600674,-0.0055300527010467,-0.005663857600674,0.0,0.0,0.0,-0.000323529430426,0.0,0.0,0.0,0.0,0.0,0.000977553018967,0.0045040115884862,0.0045040115884862,0.0007401321233113,-0.0065923026599317,-0.0053767439433223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-07-15,0.0029969283103453,0.0067011550300348,0.0056985573722113,0.0018465888676332,0.000915893519263,0.0,0.0004994847215065,0.0021466197449022,0.0,0.0045794675963151,-0.0020416308946325,0.0,0.0,0.0,0.0069193408407087,0.0034346006972363,0.0018619853450836,0.0045794675963151,0.0039072555745544,0.0045794675963151,0.0,0.0,0.0,-0.0077482801171973,0.0,0.0,0.0,0.0,0.0,0.0017067645012015,-0.0002635559490854,-0.0002635559490854,0.0061620559373845,0.0126515449802197,0.001843611258007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-07-22,-0.000672861529999,0.0040817703033663,0.0016191147921413,0.0014583300392101,0.0015574148999749,0.0,0.0002577071893403,0.0019056399812848,0.0,0.0077870744998745,0.0062074442901092,0.0,0.0,0.0,0.0099346995999476,0.0058403058749059,0.0014576339923457,0.0077870744998745,0.0059391873168065,0.0077870744998745,0.0,0.0,0.0,-0.0022258961027386,0.0,0.0,0.0,0.0,0.0,0.0002966557932359,0.0151638697336899,0.0151638697336899,0.0080125166220008,0.0264232079264946,0.0014413238574702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-07-29,-0.0067681159819485,-0.0048394772456448,-0.0069503605608608,0.0016735793319613,-0.0022157756642618,0.0,-0.0014892694384034,0.0020438645174413,-0.0245521616001417,-0.0110788783213091,-0.0050650881885765,0.0,0.0,0.0,-0.0141655072354232,-0.0083091587409818,0.0009169381108414,-0.0110788783213091,-0.0065575923023694,-0.0110788783213091,0.0,0.0,-0.0163828179806732,-0.0024042154341144,0.0,0.0,0.0,0.0,0.0,0.0027081118067315,-0.019593675943717,-0.019593675943717,-0.013531360155828,-0.0482099765094965,0.0008363535557656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-05,0.0041177537186183,0.010983435390002,0.0014650120255725,0.0143184463417968,0.0017113059594171,0.0,0.0096003467791942,0.0067029703153318,0.0006584342922387,0.0085565297970859,0.0035833283962531,0.0,0.0,0.0,0.0008371597107054,0.0064173973478144,0.0147457739408774,0.0085565297970859,0.0102771911889672,0.0085565297970859,0.0,0.0,0.0034533002357709,0.0067348257115987,0.0,0.0,0.0,0.0,0.0,-0.0049522279192816,-0.0028981048983007,-0.0028981048983007,0.0104165484784501,-0.0100616517097359,0.0146182589689112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-12,-0.0011754473202676,-0.0061798192500798,-0.0047946460270926,-0.0051704036871648,-0.0008774122006571,0.0,-0.001582658182419,-0.0037970330245649,-0.0022622498108199,-0.0043870610032856,-0.0070801703434467,0.0,0.0,0.0,-0.0070253776587402,-0.0032902957524642,-0.0048378954448221,-0.0043870610032856,-0.0061252874059339,-0.0043870610032856,0.0,0.0,0.0006140806620812,0.009179433291888,0.0,0.0,0.0,0.0,0.0,-0.0003922311182617,-0.0032190766418786,-0.0032190766418786,-0.0050419103289987,-0.0030391712846954,-0.004909745595019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-19,-0.007531106128664,-0.001442746192898,-0.0139625636259673,0.0031838898407706,0.0005302235685517,0.0,0.0031073290748041,0.0016321152349465,-0.0041202592612291,0.0026511178427588,0.0021050819351533,0.0,0.0,0.0,0.0022050819351533,0.0019883383820691,0.0037036977846431,0.0026511178427588,0.0024563768488853,0.0026511178427588,0.0,0.0,0.0025937661421824,-0.0005575023014754,0.0,0.0,0.0,0.0,0.0,-0.002620321134405,-0.0015233654922586,-0.0015233654922586,-0.0026352466126394,-0.0005067503591716,0.0036926467425636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-08-26,0.0127814368280247,0.0139775755516886,0.0125041669129599,0.0098481648563502,0.0029360821797943,-0.002,0.0070631776953581,0.0057077080676774,0.0190699607947065,0.0146804108989715,0.0043207738835252,0.0164842547781174,0.0,0.0,0.0043207738835252,0.0110103081742286,0.0105527937387342,0.0146804108989715,0.0140250459483856,0.0146804108989715,0.0,0.0,0.0174588741945687,-0.0025359427409248,0.0,0.0,0.0,0.0,0.0,0.0011879111322759,0.0175440791354295,0.0175440791354295,0.0218282872132368,0.0267035282505181,0.0104915669331403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-02,0.0092021479967484,0.0097710476810159,0.0190558954877252,-0.0003416853143476,0.0006992338305081,0.015231757820566,-0.0027783062533344,0.0004414487360337,0.0107724237289001,0.0034961691525407,-0.0041687905351779,0.0047722172901378,0.0,0.0,-0.0041687905351779,0.0026221268644055,-0.0012673060645831,0.0034961691525407,0.0040101132951755,0.0034961691525407,0.0,0.0,0.0114894873836176,0.0064066336706539,0.0,0.0,0.0,0.0,0.0,0.0033059257341781,0.013958728259283,0.013958728259283,0.0132123355281088,0.0176302643292403,-0.0013257342907922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-09,-0.0064117621456852,-0.0013441678050696,-0.0046090480437743,-0.0008481055021122,-0.0008372252852457,0.0037770216628534,-0.0050955744275581,0.0001014792004732,-0.0100997008516285,-0.0041861264262285,-0.0073632791342188,-0.0113194477170734,0.0,0.0,-0.0073632791342188,-0.0031395948196713,-0.0026149643840219,-0.0041861264262285,-0.0013200786750138,-0.0041861264262285,0.0,0.0,-0.0103355381689484,-0.0043270213644222,0.0,0.0,0.0,0.0,0.0,0.0055482501189115,0.0012330623423382,0.0012330623423382,-0.0012467850527114,-0.0089394506431538,-0.002777554192696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-16,-0.0096302725986554,-0.0059942452065772,-0.0166796508944682,0.0057800107463328,-0.0006708907582628,-0.0020000600578897,0.0036564807415414,0.0029932989615638,-0.0164101001718723,-0.0033544537913143,-0.0071812725103774,-0.0116927173853087,0.0,0.0,-0.0044489217684257,-0.0025158403434857,0.0059218921873238,-0.0033544537913143,-0.0010897360948621,-0.0033544537913143,0.0,0.0,-0.0163645247624154,0.0034254016862063,0.0,0.0,0.0,0.0,0.0,-0.0022963686119104,-0.0233682930818072,-0.0233682930818072,-0.0082870672005296,-0.0316800469702128,0.0058993177849883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-23,0.0058784795056549,0.0125259595026634,0.0131747194079893,0.0010398346893789,0.0015589158181381,-0.0102103185221195,-0.0011153064024308,5.3786699601991034e-05,0.0144389752257684,0.0077945790906908,0.0158543847917701,0.0101668171435952,0.0,0.0,0.0143896396574951,0.0058459343180181,0.0002448115287983,0.0077945790906908,0.0069961913558076,0.0077945790906908,0.0,0.0,0.0157259180500827,-0.0098978181914795,0.0,0.0,0.0,0.0,0.0,-0.0005,0.0221461091199338,0.0221461091199338,0.0170479570816719,0.0299896625888326,0.0002253316618908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-30,-0.0171211872382174,-0.0157684934308156,-0.0278773319884043,0.0048108887466987,-0.0016559385126857,0.0,0.0017911795669671,0.0023968664583923,-0.0296244697169221,-0.0082796925634286,-0.0009298273403987,-0.0147982703791841,0.0,0.0,-0.0008298273403987,-0.0062097694225714,-0.0160838430226847,-0.0082796925634286,-0.0075950668465854,-0.0082796925634286,0.0,0.0,-0.0380031897222458,-0.0038360051314984,0.0,0.0,0.0,0.0,0.0,0.0,-0.0274764048049143,-0.0274764048049143,-0.0202755734253939,-0.0474255569367397,0.0043667905063025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-07,-0.007521709648312,-0.0061520439492156,-0.0078582692992479,-0.0118029960822368,-0.0025931737255831,-0.002,-0.0097238569849937,-0.0069519762607391,-0.0145842786354913,-0.0129658686279157,-0.0070737129719369,-0.0107212438041344,0.0,0.0,-0.0070737129719369,-0.0097244014709368,-0.0133463737809569,-0.0129658686279157,-0.0132223663406476,-0.0129658686279157,0.0,0.0,-0.014843028166324,0.0037741661662185,0.0,0.0,0.0,0.0,0.0,0.0,-0.0078897522088813,-0.0078897522088813,-0.0123128139589639,-0.0123921996429796,-0.0132753275726381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-14,-0.0001430739626863,-0.0042364637261897,-0.0045505361016144,0.0035348029631148,0.0007344635763292,-0.013895005920213,0.0047006284048211,0.0017264037706573,0.0018135587809434,0.0036723178816462,0.0049331340655118,0.0070293707694484,0.0,0.0,0.0049331340655118,0.0027542384112346,0.0068907171745414,0.0036723178816462,0.0054207157819167,0.0036723178816462,-0.001,0.0,-0.0010739717960237,-0.0050945605014231,0.0,0.0,0.0,0.0,0.0,-0.0006086778905675,0.0011334839087808,0.0011334839087808,-0.0080060081831597,0.0008777288294988,0.004561511378252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
