candidate_id,cost_bps,observations,years,total_return,annual_return,annual_volatility,sharpe_zero_rf,sortino_zero_target,max_drawdown,max_drawdown_duration_weeks,calmar,cvar_5_weekly,positive_week_share,worst_week,best_week
candidate-3aa6e07c0cd53e52,10.0,1126,21.653846153846153,2.534853078149253,0.060045319025388455,0.09674225452736686,0.6516827389700346,0.9407802665939906,-0.27065824396546934,132,0.2218492152526086,-0.030847601443890788,0.5879218472468917,-0.13605060663462964,0.11783536739716904
candidate-3aa6e07c0cd53e52,25.0,1126,21.653846153846153,2.4450433800017133,0.05878622096146713,0.0967424167279383,0.6393836550554861,0.9221592305441587,-0.27171243929884736,132,0.21635454421286227,-0.03086575641991843,0.5879218472468917,-0.13605060663462964,0.11783536739716904
candidate-3aa6e07c0cd53e52,50.0,1126,21.653846153846153,2.3003648897491926,0.056690490637279156,0.0967475174843865,0.6188543737314871,0.8911578576874771,-0.27346657537200336,133,0.2073031797767668,-0.030898136333476,0.5861456483126111,-0.13605060663462964,0.11783536739716904
candidate-3aa6e07c0cd53e52,100.0,1126,21.653846153846153,2.028850919863842,0.05250938617791401,0.0967758282193198,0.577694182984496,0.8293005931575631,-0.2769641585932958,144,0.1895891022311688,-0.03096345840457854,0.58348134991119,-0.13605060663462964,0.11783536739716904
candidate-8a27cb8ba5a612a7,10.0,1126,21.653846153846153,3.409563672812806,0.07092472400156824,0.08179916033100856,0.8794378860884586,1.2496603943687137,-0.2278818022191912,82,0.31123469847473095,-0.026495500197670625,0.5728241563055062,-0.11291379326244859,0.10315694216468603
candidate-8a27cb8ba5a612a7,25.0,1126,21.653846153846153,2.9675556373515346,0.06571356796872263,0.08179990337266761,0.8197273946647908,1.158889041836335,-0.22826062291254112,94,0.2878883231379817,-0.026594157975047644,0.5692717584369449,-0.11291379326244859,0.10315694216468603
candidate-8a27cb8ba5a612a7,50.0,1126,21.653846153846153,2.326630883915844,0.05707739325431005,0.08187222107157506,0.7195870502604655,1.0088064989526764,-0.22889199073479116,98,0.2493638727640914,-0.026773987019212787,0.5595026642984015,-0.11291379326244859,0.10315694216468603
candidate-8a27cb8ba5a612a7,100.0,1126,21.653846153846153,1.33736581459498,0.0399877665778432,0.08228219781995055,0.5181597958744338,0.7143875054099639,-0.23015472637929135,132,0.17374297372431097,-0.027185682205296713,0.5408525754884547,-0.11291379326244859,0.10315694216468603
candidate-81ffdbdf4dcdab3c,10.0,1126,21.653846153846153,5.204816286070482,0.0879505377321077,0.15596227381596323,0.6192258989678437,0.9127542344216479,-0.4534291306758965,123,0.1939675503446497,-0.049270867403299085,0.5612788632326821,-0.18576654802174558,0.15264618699337212
candidate-81ffdbdf4dcdab3c,25.0,1126,21.653846153846153,3.1755222508801335,0.06823093971191363,0.1560216289833593,0.5016664519644529,0.7322141250082033,-0.4638320481857997,145,0.14710268507488294,-0.049691427827118176,0.5515097690941385,-0.18576654802174558,0.15189618699337212
candidate-81ffdbdf4dcdab3c,50.0,1126,21.653846153846153,1.1567269275990686,0.03613191679361516,0.1561777430808372,0.30582065763453,0.4390571688963029,-0.4821052509107635,338,0.07494611752383316,-0.05039339306953293,0.5257548845470693,-0.18576654802174558,0.15064618699337212
candidate-81ffdbdf4dcdab3c,100.0,1126,21.653846153846153,-0.42569673529169316,-0.0252867670627972,0.1567035369332611,-0.08458324586931536,-0.11743778162434791,-0.6287576639351982,983,-0.04021703195557921,-0.051840761490585564,0.49023090586145646,-0.18576654802174558,0.1489415006868684
