candidate_id,neighbor_count,median_2016_2020_sharpe,median_2021_present_sharpe,positive_neighbors_2016_2020,positive_neighbors_2021_present,worst_neighbor_drawdown,pass
candidate-3aa6e07c0cd53e52,9,0.6602085639193128,0.5980086530611599,9,9,-0.2487451936959043,True
candidate-8a27cb8ba5a612a7,9,0.6206080678088634,0.9839757583528955,9,9,-0.24127687715604262,True
candidate-81ffdbdf4dcdab3c,9,0.5484443421406406,0.6540022070890222,9,9,-0.2997142346960242,True
