url,retrieved_at_utc,sha256,bytes,http_status,content_type,content_encoding,cache_key
https://data.sec.gov/submissions/CIK0000051143-submissions-004.json,2026-08-13T06:47:03.177422+00:00,a09859a7c08c09307f03128a9952ec4956a14da18e222b35bd8f50f9891ec81c,94312,200,application/json,gzip,submissions_0000051143_CIK0000051143-submissions-004
https://data.sec.gov/submissions/CIK0000051143.json,2026-08-13T06:47:01.082283+00:00,e0e5593958185ed32cecec141d71a6aeef02b61ab4ed6e5da1a30b94cd8b3f8b,168048,200,application/json,gzip,submissions_0000051143
https://data.sec.gov/api/xbrl/companyfacts/CIK0000051143.json,2026-08-13T06:47:04.849126+00:00,1660477fa5713e5749c3038cf22b3c776414acfc6e1e721d1772c91101dc5e5c,5650571,200,application/json,gzip,companyfacts_0000051143
https://data.sec.gov/submissions/CIK0000804328-submissions-001.json,2026-08-13T06:47:06.054278+00:00,0f84e882f8d7482e6cbbb3965eec02fedd3785a44de9af7d6954feefbbce7d84,315911,200,application/json,gzip,submissions_0000804328_CIK0000804328-submissions-001
https://data.sec.gov/submissions/CIK0000804328-submissions-002.json,2026-08-13T06:47:06.428929+00:00,7fe60cffd88f8fc0a54176ffd8b875e57c5a51b2f7f4c4d548fabbf3a9220577,313209,200,application/json,gzip,submissions_0000804328_CIK0000804328-submissions-002
https://data.sec.gov/submissions/CIK0000804328-submissions-003.json,2026-08-13T06:47:06.851558+00:00,eaf5d86f62a9bacca6be1d2bbac33472e90c1ca17e7767b8e15c0ceb727f2bd3,26405,200,application/json,gzip,submissions_0000804328_CIK0000804328-submissions-003
https://data.sec.gov/submissions/CIK0000804328.json,2026-08-13T06:47:05.655281+00:00,352e8d09cb92dc811288e08f35fb6fe584ceb50e419f6193f6335a0fc5c1d70e,159539,200,application/json,gzip,submissions_0000804328
https://data.sec.gov/api/xbrl/companyfacts/CIK0000804328.json,2026-08-13T06:47:08.060106+00:00,a466da4777ec1202313896d695272832882fd9875e955bab974ce9185bf4a8e7,4357830,200,application/json,gzip,companyfacts_0000804328
https://data.sec.gov/submissions/CIK0001163165-submissions-001.json,2026-08-13T06:47:09.679186+00:00,2574fafb87850d5520a71c0493c88c6153b0403479175e9e581d1e8b03a60cec,319558,200,application/json,gzip,submissions_0001163165_CIK0001163165-submissions-001
https://data.sec.gov/submissions/CIK0001163165-submissions-002.json,2026-08-13T06:47:10.151489+00:00,569e6268e06cddea93d81c962bd3125a9b9af7c1acab9a8aaefccae9469fe5ec,88578,200,application/json,gzip,submissions_0001163165_CIK0001163165-submissions-002
https://data.sec.gov/submissions/CIK0001163165.json,2026-08-13T06:47:09.098842+00:00,c3c11fde48f2f99c088930c45305ab4f38cf06d91ce7ce73021208937728fc00,156525,200,application/json,gzip,submissions_0001163165
https://data.sec.gov/api/xbrl/companyfacts/CIK0001163165.json,2026-08-13T06:47:11.126855+00:00,cccc8afe3602880e8f2909266e778aa195b42e745da669a801925c593720d2fc,4981846,200,application/json,gzip,companyfacts_0001163165
https://data.sec.gov/submissions/CIK0001510295-submissions-001.json,2026-08-13T06:47:12.621648+00:00,31b4bf867f0a54b65530186c6e06e99711d3de13bb41e75f37699db01cd4279d,137147,200,application/json,gzip,submissions_0001510295_CIK0001510295-submissions-001
https://data.sec.gov/submissions/CIK0001510295.json,2026-08-13T06:47:12.094438+00:00,4fb668fd2dddaefe6efadd9b7783c90d87fd7a51e1e0f91923c5833854e5ce6d,156762,200,application/json,gzip,submissions_0001510295
https://data.sec.gov/api/xbrl/companyfacts/CIK0001510295.json,2026-08-13T06:47:13.219394+00:00,959e8816abb188a8475cc8bdaca0862c7fbe5e3bba650152fcb4f83ea821d849,4256473,200,application/json,gzip,companyfacts_0001510295
https://data.sec.gov/submissions/CIK0000107263-submissions-001.json,2026-08-13T06:47:17.961431+00:00,37aecf0ed580789201ecf23b509afb27e681bedcf60b32a6209cd5f452c649e6,317553,200,application/json,gzip,submissions_0000107263_CIK0000107263-submissions-001
https://data.sec.gov/submissions/CIK0000107263-submissions-002.json,2026-08-13T06:47:18.450615+00:00,e76aec4decef92b0d3d59b5c4ef64aabc11df68f5be6a521d8e026081eee80e9,50465,200,application/json,gzip,submissions_0000107263_CIK0000107263-submissions-002
https://data.sec.gov/submissions/CIK0000107263.json,2026-08-13T06:47:17.340687+00:00,f6fcff795e33b71d9c9a6fac9beec9974651335c98b386c2f79d3e9cf2edddc7,159757,200,application/json,gzip,submissions_0000107263
https://data.sec.gov/api/xbrl/companyfacts/CIK0000107263.json,2026-08-13T06:47:22.358955+00:00,23d9ec196a95c65fc8e1fe8dc6b893b6e67c127dcf5f98076da2c11fe2aaacac,4891102,200,application/json,gzip,companyfacts_0000107263
https://data.sec.gov/submissions/CIK0001534701-submissions-001.json,2026-08-13T06:47:23.859329+00:00,a222facd924f2401cf310ad500186db6f318702022c010435eec3464fb26607d,44263,200,application/json,gzip,submissions_0001534701_CIK0001534701-submissions-001
https://data.sec.gov/submissions/CIK0001534701.json,2026-08-13T06:47:23.292442+00:00,a0176911dbf092e28641e90728de5ef2f55b129075e8b71fbedc3ce946132def,163322,200,application/json,gzip,submissions_0001534701
https://data.sec.gov/api/xbrl/companyfacts/CIK0001534701.json,2026-08-13T06:47:24.721543+00:00,3028219aae0a803439eec9cf0b3d541801320ce121e9d404858405ee31de09e6,3678031,200,application/json,gzip,companyfacts_0001534701
https://data.sec.gov/submissions/CIK0000087347-submissions-001.json,2026-08-13T06:47:25.835255+00:00,3011268613cbd39184d83b66fcf2fd9c379418c71988f7bfbc34581e4c7bbe13,251608,200,application/json,gzip,submissions_0000087347_CIK0000087347-submissions-001
https://data.sec.gov/submissions/CIK0000087347.json,2026-08-13T06:47:25.417619+00:00,90e20e7df11d006c1e40915aaf87ce640ee1a7d4dd65930048243fcc4d124e5b,159385,200,application/json,gzip,submissions_0000087347
https://data.sec.gov/api/xbrl/companyfacts/CIK0000087347.json,2026-08-13T06:47:26.632074+00:00,50de683a74f113fec001e81d22c656dd012f5fe8ab44e7e7494ee02f88e1cbc8,3892557,200,application/json,gzip,companyfacts_0000087347
https://data.sec.gov/submissions/CIK0000821189-submissions-001.json,2026-08-13T06:47:28.066321+00:00,49d9c1e2265947c86faa58d45461e2aec0037f9b8b47720e78c65d092880a0b6,313111,200,application/json,gzip,submissions_0000821189_CIK0000821189-submissions-001
https://data.sec.gov/submissions/CIK0000821189-submissions-002.json,2026-08-13T06:47:28.503464+00:00,24a82631cfa220bc9c463c29625d53a5a4952ad218759c9962f0320f6e5919b4,92080,200,application/json,gzip,submissions_0000821189_CIK0000821189-submissions-002
https://data.sec.gov/submissions/CIK0000821189.json,2026-08-13T06:47:27.568538+00:00,5e342c4de77ddce92d12ad71f415b0ada82b3a9bf07f06456b7dd3ac1b13197d,157707,200,application/json,gzip,submissions_0000821189
https://data.sec.gov/api/xbrl/companyfacts/CIK0000821189.json,2026-08-13T06:47:29.458643+00:00,79f3107794b95507caaecb0a0817c98eca48a6cf6986fa1e01879c164c7b3da3,3514634,200,application/json,gzip,companyfacts_0000821189
https://data.sec.gov/submissions/CIK0001506307-submissions-001.json,2026-08-13T06:47:30.763219+00:00,44f211702f5b302fed24d9f26ae90fb6fe37c06ddeea3f52682127ef3b6b39a7,88422,200,application/json,gzip,submissions_0001506307_CIK0001506307-submissions-001
https://data.sec.gov/submissions/CIK0001506307.json,2026-08-13T06:47:30.279350+00:00,3c5529fa74abd10bf7ac693038197db88d7509fc03a296080cea104f71fc37ec,164185,200,application/json,gzip,submissions_0001506307
https://data.sec.gov/api/xbrl/companyfacts/CIK0001506307.json,2026-08-13T06:47:31.195238+00:00,1a60fc0f9776bfc713f1569c0d588be4a28901044e47de75c24e1a6a9b4369c7,3840097,200,application/json,gzip,companyfacts_0001506307
https://data.sec.gov/submissions/CIK0000797468-submissions-001.json,2026-08-13T06:47:32.753139+00:00,531f8e2ae6b686fc63f9469ebb0f80137264ef09e4a3dc13df67f2488aa5dfeb,273373,200,application/json,gzip,submissions_0000797468_CIK0000797468-submissions-001
https://data.sec.gov/submissions/CIK0000797468.json,2026-08-13T06:47:32.187851+00:00,64826d530963d1179e9a492ee455e21e1d319c2296ce6bf9ff986c3826c8adc3,156643,200,application/json,gzip,submissions_0000797468
https://data.sec.gov/api/xbrl/companyfacts/CIK0000797468.json,2026-08-13T06:47:33.641744+00:00,4b911cbb64fe1b78f022a147470bd4376ebf25ec71897240d6ed85654d8bd410,3830831,200,application/json,gzip,companyfacts_0000797468
https://data.sec.gov/submissions/CIK0000002488-submissions-001.json,2026-08-13T06:47:34.911313+00:00,0adb5b293e2b4662971f2152ecf2ee9ecec2c12af430508b7ef2d71165ee5c73,315432,200,application/json,gzip,submissions_0000002488_CIK0000002488-submissions-001
https://data.sec.gov/submissions/CIK0000002488-submissions-002.json,2026-08-13T06:47:35.324177+00:00,6b47cd5bd00428f5eeb1936530ca17bd20e799d269634b630719848e50f5c2fd,44005,200,application/json,gzip,submissions_0000002488_CIK0000002488-submissions-002
https://data.sec.gov/submissions/CIK0000002488.json,2026-08-13T06:47:34.531091+00:00,ef5ae124ed4927d4279a343fd90740bf2f642ea7aa83aff2bf24ea97dabeb076,163497,200,application/json,gzip,submissions_0000002488
https://data.sec.gov/api/xbrl/companyfacts/CIK0000002488.json,2026-08-13T06:47:40.216920+00:00,c9d1c506d334271b84818fe694b792fa122ce125e5a1a0f0631b15c0e21cad9b,3670885,200,application/json,gzip,companyfacts_0000002488
https://data.sec.gov/submissions/CIK0001108524-submissions-001.json,2026-08-13T06:47:46.526091+00:00,fbdd411df9b8ce169fab98a9c65114bca1eb42f337b8e0f989cbf089b845ee55,309986,200,application/json,gzip,submissions_0001108524_CIK0001108524-submissions-001
https://data.sec.gov/submissions/CIK0001108524-submissions-002.json,2026-08-13T06:47:47.128848+00:00,57a305d464ff8cb36adcdbdd9365af46a81bde13c6e33ae6c09b3c342de00921,307007,200,application/json,gzip,submissions_0001108524_CIK0001108524-submissions-002
https://data.sec.gov/submissions/CIK0001108524-submissions-003.json,2026-08-13T06:47:47.869304+00:00,5d11603c191c0cb1ab76b15a1cb7258be521ce0269a00e419200d78aeb1f1b1a,307471,200,application/json,gzip,submissions_0001108524_CIK0001108524-submissions-003
https://data.sec.gov/submissions/CIK0001108524-submissions-004.json,2026-08-13T06:47:48.438679+00:00,8b4dab9c66ca5c4563f414ab1f596619aa276f224f95412e19182c2a74ed55b8,311969,200,application/json,gzip,submissions_0001108524_CIK0001108524-submissions-004
https://data.sec.gov/submissions/CIK0001108524-submissions-005.json,2026-08-13T06:47:49.070467+00:00,9f7b406f4a9ba9427f20ba66c790d69a25898543f719032f0b8f225a476ea6b7,105248,200,application/json,gzip,submissions_0001108524_CIK0001108524-submissions-005
https://data.sec.gov/submissions/CIK0001108524.json,2026-08-13T06:47:45.841612+00:00,fec572bf941ad9aa543f5aa82c563227a0409486a12f0e1fad9a6e7fde59a911,156365,200,application/json,gzip,submissions_0001108524
https://data.sec.gov/api/xbrl/companyfacts/CIK0001108524.json,2026-08-13T06:48:03.140754+00:00,07c432de58f0536b73226c24d4baed3edf4ad8718c3f736d3d8d1bd657c55d82,4664726,200,application/json,gzip,companyfacts_0001108524
https://data.sec.gov/submissions/CIK0002115436.json,2026-08-13T06:48:10.005801+00:00,6c4b7c84ae3cf7501768f4e2301bbf7009ee5163fe3c57f11400ca9dfe4db49b,5989,200,application/json,gzip,submissions_0002115436
https://data.sec.gov/api/xbrl/companyfacts/CIK0002115436.json,2026-08-13T06:48:10.456638+00:00,2719a5e960fbd38d2759a183008267387324a5d705cca2c8c72a6980b3ed199b,77964,200,application/json,gzip,companyfacts_0002115436
