url,retrieved_at_utc,sha256,bytes,http_status,content_type,content_encoding,cache_key
https://www.sec.gov/files/company_tickers_exchange.json,2026-08-13T06:46:44.969017+00:00,7418667f5bab4947ac600ea925484634c9a2d667d47b9b262eac348a2f2aefac,521432,200,application/json,gzip,company_tickers_exchange
https://data.sec.gov/submissions/CIK0001045810-submissions-001.json,2026-08-13T06:46:45.878858+00:00,99338730d8c4a90a4cb2b4a5c55034fa5e228b9a45aaf7df79f07dbe242f8597,233917,200,application/json,gzip,submissions_0001045810_CIK0001045810-submissions-001
https://data.sec.gov/submissions/CIK0001045810.json,2026-08-13T06:46:45.419949+00:00,4c94636e55b6e1792bc9771840eb81fe41adda5ffb8adb2e51eabc8964e03593,161046,200,application/json,gzip,submissions_0001045810
https://data.sec.gov/api/xbrl/companyfacts/CIK0001045810.json,2026-08-13T06:46:46.602240+00:00,93edcffe24f55d08284ff1736e41aa1a8e743ab6e4a6eea52cb8e9392b0ae6be,4039082,200,application/json,gzip,companyfacts_0001045810
https://data.sec.gov/submissions/CIK0000320193-submissions-001.json,2026-08-13T06:46:47.852683+00:00,83dea6790a6df2596b6fe8774fe80e9959cce905952c4a658902ad059d6389a5,200506,200,application/json,gzip,submissions_0000320193_CIK0000320193-submissions-001
https://data.sec.gov/submissions/CIK0000320193.json,2026-08-13T06:46:47.498758+00:00,705a5cb6e9c7b8b2490a0cdac53645cbfbfe6401e4042c36717eeecf5c175d9c,164531,200,application/json,gzip,submissions_0000320193
https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,2026-08-13T06:46:48.606653+00:00,73a86c6aedc31f77cac2ea4df5f80f0b3bd7e6eb58bb4e01444fbedf3afb9c43,3789099,200,application/json,gzip,companyfacts_0000320193
https://data.sec.gov/submissions/CIK0000789019-submissions-001.json,2026-08-13T06:46:50.082499+00:00,2df35e6cd5c9e53e5422f867ee046695e9e9452b36fa61f93b3f373329d2a2a1,307278,200,application/json,gzip,submissions_0000789019_CIK0000789019-submissions-001
https://data.sec.gov/submissions/CIK0000789019-submissions-002.json,2026-08-13T06:46:50.615450+00:00,94e4c92ec93d32b0cabe823697ee9c2b196b614241c33af804d74ab97946648e,231555,200,application/json,gzip,submissions_0000789019_CIK0000789019-submissions-002
https://data.sec.gov/submissions/CIK0000789019.json,2026-08-13T06:46:49.604352+00:00,3fdd6b07aa3950609976affbb7e655f7783cb665333b42f76e73a379715aae96,183608,200,application/json,gzip,submissions_0000789019
https://data.sec.gov/api/xbrl/companyfacts/CIK0000789019.json,2026-08-13T06:46:51.765759+00:00,f8aae2965b20ad0df44bdf7ccbedf797d275b6b8dc030154a7a311361bb7246f,4881196,200,application/json,gzip,companyfacts_0000789019
https://data.sec.gov/submissions/CIK0001730168.json,2026-08-13T06:46:52.879484+00:00,da697e3931a5150a2d4bfbfeff9172190f208a9687fdfda3fc84212fb045b0cf,158214,200,application/json,gzip,submissions_0001730168
https://data.sec.gov/api/xbrl/companyfacts/CIK0001730168.json,2026-08-13T06:46:53.389631+00:00,b6399ff9bc3e4047dfe955ad7866ca51208a9f617457e7b917cbfc2effcbc916,2297600,200,application/json,gzip,companyfacts_0001730168
https://data.sec.gov/submissions/CIK0000858877-submissions-001.json,2026-08-13T06:46:54.461746+00:00,448c451a86cdfe71adf58a10cd9c6fe64aff1b3b00cedc960646fbb53881c262,305634,200,application/json,gzip,submissions_0000858877_CIK0000858877-submissions-001
https://data.sec.gov/submissions/CIK0000858877-submissions-002.json,2026-08-13T06:46:55.000516+00:00,b2f4e546d5e179fd642fb1da1ae1b80a45860dd744002193492045c959047838,82062,200,application/json,gzip,submissions_0000858877_CIK0000858877-submissions-002
https://data.sec.gov/submissions/CIK0000858877.json,2026-08-13T06:46:53.881576+00:00,67b6509c8d8f09048e09f02f9c5251e9111eba3a14da8b7b11cf844d3ff9a343,157627,200,application/json,gzip,submissions_0000858877
https://data.sec.gov/api/xbrl/companyfacts/CIK0000858877.json,2026-08-13T06:46:55.973870+00:00,7d45a349ddedf38636c5b2924026bf187c2f9749dbc2aae4b082b54f06d17d61,6063886,200,application/json,gzip,companyfacts_0000858877
https://data.sec.gov/submissions/CIK0001341439-submissions-001.json,2026-08-13T06:46:57.427367+00:00,7c6aea3611c9b3ff2f30814a577db4113f875732861a304091e5f509e80fad09,205642,200,application/json,gzip,submissions_0001341439_CIK0001341439-submissions-001
https://data.sec.gov/submissions/CIK0001341439.json,2026-08-13T06:46:56.935181+00:00,c431ef8d2d24e1fdb729f77094bb9ccfde65ed89458237e10f18236ddb55ee89,158561,200,application/json,gzip,submissions_0001341439
https://data.sec.gov/api/xbrl/companyfacts/CIK0001341439.json,2026-08-13T06:46:58.060411+00:00,60e4f8db39c9a84106bd02677f578db14a54c8bccabcdba2b828e595c32edeca,3914974,200,application/json,gzip,companyfacts_0001341439
https://data.sec.gov/submissions/CIK0000093410-submissions-001.json,2026-08-13T06:46:59.376922+00:00,f7674d3364bed418cccabca46e0bbd98fba0fe05295d13982e1660339ec79115,291816,200,application/json,gzip,submissions_0000093410_CIK0000093410-submissions-001
https://data.sec.gov/submissions/CIK0000093410.json,2026-08-13T06:46:59.009962+00:00,5daab13657803836ab13822bfd3b98f16927e62784ec8e30030fb3e14c6c7ba7,158354,200,application/json,gzip,submissions_0000093410
https://data.sec.gov/api/xbrl/companyfacts/CIK0000093410.json,2026-08-13T06:47:00.133767+00:00,c09b160603412cb45acf1bb9bf3732e531dedfb548afa0e275fd8aefd7ab397e,4810683,200,application/json,gzip,companyfacts_0000093410
https://data.sec.gov/submissions/CIK0000051143-submissions-001.json,2026-08-13T06:47:01.618982+00:00,faf3d07141ad9d5d6a6b3a79e13c090a91a69e94cb801496824750c04b684b08,310096,200,application/json,gzip,submissions_0000051143_CIK0000051143-submissions-001
https://data.sec.gov/submissions/CIK0000051143-submissions-002.json,2026-08-13T06:47:02.162853+00:00,15f53be8712b5e02b2296931bb9c5de394004d945115b685c9a5a9e887196729,289086,200,application/json,gzip,submissions_0000051143_CIK0000051143-submissions-002
https://data.sec.gov/submissions/CIK0000051143-submissions-003.json,2026-08-13T06:47:02.670207+00:00,64af0654eb895d5b4e8526f7b69b4e5bd7ba7c4b919c87349804738dc7488895,288625,200,application/json,gzip,submissions_0000051143_CIK0000051143-submissions-003
