candidate,additional_delay_weeks,holdout_cagr,holdout_sharpe,holdout_sortino,holdout_drawdown,holdout_turnover,full_cagr,full_sharpe,full_drawdown,holdout_cagr_advantage_over_breadth
benchmark::XLK,1,0.3172123706509087,1.2744003128515127,2.0834640922222563,-0.24020284417635906,0.0,0.15830157872106776,0.8214118501281004,-0.507039807511918,0.03553603038511466
benchmark::XLK,2,0.3172123706509087,1.2744003128515127,2.0834640922222563,-0.24020284417635906,0.0,0.15962078110516797,0.8273341130443437,-0.507039807511918,0.03553603038511466
benchmark::XLK,4,0.3172123706509087,1.2744003128515127,2.0834640922222563,-0.24020284417635906,0.0,0.15820158617304192,0.8214528380285558,-0.507039807511918,0.03553603038511466
benchmark_portfolio::XLK75_XLE25,1,0.27721817959962736,1.3899988443911604,2.1122630348151015,-0.210697621607159,0.0,0.1463537150335097,0.794458646937753,-0.49464985194206257,-0.004458160666166666
benchmark_portfolio::XLK75_XLE25,2,0.27721817959962736,1.3899988443911604,2.1122630348151015,-0.210697621607159,0.0,0.14735333257473515,0.799156783146158,-0.49464985194206246,-0.004458160666166666
benchmark_portfolio::XLK75_XLE25,4,0.27721817959962736,1.3899988443911604,2.1122630348151015,-0.210697621607159,0.0,0.1453672199699232,0.7906009972804625,-0.49464985194206224,-0.004458160666166666
ceiling_blend::leadership_persistence__top1__equal::75,1,0.256480795428657,1.1781805849423597,1.91122782232507,-0.2567283326600577,6.74934805150617,0.05842941999282658,0.38982213851003755,-0.4220975689868792,-0.02519554483713704
ceiling_blend::leadership_persistence__top1__equal::75,2,0.20945061894315709,0.9742742632777879,1.5529399127728754,-0.26207172195834516,6.758605249025463,0.04552062015050384,0.32379490650432885,-0.4791029182415738,-0.07222572132263694
ceiling_blend::leadership_persistence__top1__equal::75,4,0.2550660777438527,1.1134651501644695,1.8175840897677145,-0.29691727860984607,6.758605249025463,0.03179783317709406,0.25648470562838865,-0.48429745494069365,-0.02661026252194132
ml::extra_trees::confidence_70,1,0.2790153197098342,1.1781325725260472,1.8808885312691646,-0.2402028441763595,1.03993787278355,0.11939738654248044,0.6762424873385344,-0.507039807511918,-0.0026610205559598477
ml::extra_trees::confidence_70,2,0.29362814957061856,1.221753675315832,1.9603719498558552,-0.2402028441763593,0.943656723088491,0.11936038141614169,0.674939619812067,-0.507039807511918,0.011951809304824534
ml::extra_trees::confidence_70,4,0.26877425280735867,1.1541786750954248,1.831781653617094,-0.2402028441763595,0.943656723088491,0.11681421466300579,0.6635380443210566,-0.507039807511918,-0.012902087458435352
ml::extra_trees::sign,1,0.23996256226825596,1.0444270592144616,1.6234185611946206,-0.24020284417635918,2.0798757455671,0.09417812589959573,0.5615787405984453,-0.507039807511918,-0.04171377799753806
ml::extra_trees::sign,2,0.26862922558408986,1.1356447221705854,1.7815500989824846,-0.2402028441763593,1.8873134461769825,0.09511364331465,0.5653330030074695,-0.507039807511918,-0.013047114681704164
ml::extra_trees::sign,4,0.21973875096451478,0.9851425247906723,1.540928579562169,-0.24020284417635895,1.8873134461769825,0.08770422330428351,0.529981497592208,-0.507039807511918,-0.06193758930127924
ml::gradient_boosting::confidence_70,1,0.2273817723173479,1.0307267524595891,1.5995613543365068,-0.23378572480459714,2.152524713779664,0.12812730148107732,0.7167947994900481,-0.507039807511918,-0.054294567948446115
ml::gradient_boosting::confidence_70,2,0.25589750115696686,1.1371045309901568,1.7736095093050348,-0.22215787107807206,2.056769551910208,0.1318176323665614,0.7335537096510697,-0.507039807511918,-0.025778839108827167
ml::gradient_boosting::confidence_70,4,0.24001513679674824,1.0731542635580678,1.6825885274583379,-0.2200856104525012,2.056769551910208,0.12040872051354334,0.679042121849281,-0.507039807511918,-0.04166120346904578
ml::gradient_boosting::sign,1,0.1862077359633687,0.8821786239862058,1.3333747590025897,-0.22751598774092485,3.6426290453937216,0.1221992813326811,0.6916583847604307,-0.507039807511918,-0.09546860430242532
ml::gradient_boosting::sign,2,0.22272360869369234,1.030246853478943,1.5564157143227537,-0.20383676619921398,3.4511187216548103,0.1179117670635823,0.672852397683513,-0.507039807511918,-0.05895273157210168
ml::gradient_boosting::sign,4,0.19349421492475805,0.9131233416188123,1.395300930132883,-0.19967213697768926,3.4511187216548103,0.09220786769442935,0.5500899309734076,-0.507039807511918,-0.08818212534103598
ml::hist_gradient_boosting::confidence_70,1,0.2825232112086491,1.2212907121108776,1.9271304868341586,-0.2402028441763593,2.5176524768794524,0.11855292773879667,0.6793895220888547,-0.507039807511918,0.0008468709428550714
ml::hist_gradient_boosting::confidence_70,2,0.32099271383384465,1.3361688362067003,2.1389262703841156,-0.2402028441763594,2.4488545188587136,0.12035690869549542,0.6878698108897977,-0.507039807511918,0.03931637356805062
ml::hist_gradient_boosting::confidence_70,4,0.25700768688397413,1.1236431594282645,1.7581365604202848,-0.2402028441763595,2.4488545188587136,0.11024585925356534,0.6367472803942997,-0.507039807511918,-0.024668653381819894
ml::hist_gradient_boosting::sign,1,0.29801355479470204,1.2408957744086706,1.947646215948981,-0.2402028441763593,3.837321972795689,0.11530339086685326,0.6621727347548872,-0.507039807511918,0.016337214528908017
ml::hist_gradient_boosting::sign,2,0.3532546720951175,1.4035068790733884,2.2359765746290656,-0.2402028441763593,3.6997260567542103,0.10907027788743284,0.6327150100194577,-0.507039807511918,0.0715783318293235
ml::hist_gradient_boosting::sign,4,0.23227521098499704,1.0187434221926468,1.5922687447170096,-0.2402028441763593,3.6997260567542103,0.08729094730028919,0.5259490535198069,-0.507039807511918,-0.049401129280796985
ml::random_forest::confidence_70,1,0.27937993759823954,1.1909741939001743,1.8820305434513611,-0.24020284417635918,1.841958358630119,0.11936680464248806,0.6774059791129737,-0.507039807511918,-0.002296402667554487
ml::random_forest::confidence_70,2,0.3072423518854306,1.2639272865760374,2.0304741556341233,-0.2402028441763593,1.7462031967606635,0.12665901402167856,0.7088007671510101,-0.507039807511918,0.025566011619636564
