candidate,first_hash,second_hash,deterministic
standalone::trend_quality_52__top3__equal,6ad9a7f38f67a5fa3e0c6d8a9973c054e0fabc879a554a8cbbac06f597f61b02,6ad9a7f38f67a5fa3e0c6d8a9973c054e0fabc879a554a8cbbac06f597f61b02,True
xlk_blend::trend_quality_52__top3__equal::25,d763b6e60b80016819f56658f71e5c2bf8c346d60ce5d5100cc06a89317783b1,d763b6e60b80016819f56658f71e5c2bf8c346d60ce5d5100cc06a89317783b1,True
ceiling_blend::trend_quality_52__top3__equal::25,93d2cb9f1b1d4d41a471dfa1d404f9bcfd50eabc8280f2e637f31860daf7ce11,93d2cb9f1b1d4d41a471dfa1d404f9bcfd50eabc8280f2e637f31860daf7ce11,True
xlk_blend::trend_quality_52__top3__equal::50,98ff6201abd8d5cff2954e998ffd0ab7d60ba931395ca437f5211877a8e3c384,98ff6201abd8d5cff2954e998ffd0ab7d60ba931395ca437f5211877a8e3c384,True
ceiling_blend::trend_quality_52__top3__equal::50,55d1ddbaa03932634f4f6509381e1ed2fa8404c21a5b327d9a2068bd8245476e,55d1ddbaa03932634f4f6509381e1ed2fa8404c21a5b327d9a2068bd8245476e,True
xlk_blend::trend_quality_52__top3__equal::75,52709dc6585f0cfae49345a3160f37cb9b532fd3eb6d8a5b3632cc9f4eb74100,52709dc6585f0cfae49345a3160f37cb9b532fd3eb6d8a5b3632cc9f4eb74100,True
ceiling_blend::trend_quality_52__top3__equal::75,0c249064fd3fd62b07e7e1bb577bd2330246f3caf42e54850d9ff6e065a8936e,0c249064fd3fd62b07e7e1bb577bd2330246f3caf42e54850d9ff6e065a8936e,True
regime::tech_leadership::trend_quality_52__top3__equal,7f30bf538a8c87a618d79d4dc20a2d6530d725c7a4e04a41ccacf1a8d9591b07,7f30bf538a8c87a618d79d4dc20a2d6530d725c7a4e04a41ccacf1a8d9591b07,True
regime::broad_risk_on::trend_quality_52__top3__equal,5c719271a1a723a71b7b6cf0486296c76df1feb229330f8b250c95ccf044d417,5c719271a1a723a71b7b6cf0486296c76df1feb229330f8b250c95ccf044d417,True
regime::high_dispersion::trend_quality_52__top3__equal,02608f077c390589cac47c6e75d8f5c02de84e4a5af3953e676029f46464d2d9,02608f077c390589cac47c6e75d8f5c02de84e4a5af3953e676029f46464d2d9,True
regime::low_volatility_risk_on::trend_quality_52__top3__equal,5ff5a5bfd9ddd3c07a95e67581982376a84415ca5d64e66a4ba9d39bcb9b077e,5ff5a5bfd9ddd3c07a95e67581982376a84415ca5d64e66a4ba9d39bcb9b077e,True
standalone::trend_quality_52__top3__score_invvol,0fa6a0f5b0668481a41859e8be4672b5425ebc5ac57dbfc4c01b834092ad0c98,0fa6a0f5b0668481a41859e8be4672b5425ebc5ac57dbfc4c01b834092ad0c98,True
xlk_blend::trend_quality_52__top3__score_invvol::25,e9e816cbf61d463ba5d6238254602104dd7e36903e8bdd50c62324e4f5bf6a46,e9e816cbf61d463ba5d6238254602104dd7e36903e8bdd50c62324e4f5bf6a46,True
ceiling_blend::trend_quality_52__top3__score_invvol::25,74acb152b6b7ac17f8cdeec77a00ae0bb8766ca81839312de8a5a3990b830998,74acb152b6b7ac17f8cdeec77a00ae0bb8766ca81839312de8a5a3990b830998,True
xlk_blend::trend_quality_52__top3__score_invvol::50,993fa9daa25a4b5e83b29d6243c1e9d9791076204d2212159223da80b4b37942,993fa9daa25a4b5e83b29d6243c1e9d9791076204d2212159223da80b4b37942,True
ceiling_blend::trend_quality_52__top3__score_invvol::50,8d54afa3931344b0ee43ec563a9918f6436cbc3b6e12913572e24e9f2decfa79,8d54afa3931344b0ee43ec563a9918f6436cbc3b6e12913572e24e9f2decfa79,True
xlk_blend::trend_quality_52__top3__score_invvol::75,d74b9e030f34a0bb73b8a27f9c5fa28c83a5b357fe507b1e66ac98dcea5c3766,d74b9e030f34a0bb73b8a27f9c5fa28c83a5b357fe507b1e66ac98dcea5c3766,True
ceiling_blend::trend_quality_52__top3__score_invvol::75,215097d3ff8bb4269d09ba3e52d22240c8592caf47e248175e18d57960b7293a,215097d3ff8bb4269d09ba3e52d22240c8592caf47e248175e18d57960b7293a,True
regime::tech_leadership::trend_quality_52__top3__score_invvol,dc14afe68943ccf4416f33c4b7d9d4c11259a5e417ef7014f36f8b330a3000a4,dc14afe68943ccf4416f33c4b7d9d4c11259a5e417ef7014f36f8b330a3000a4,True
regime::broad_risk_on::trend_quality_52__top3__score_invvol,ee1ef5acb0c767761f28a2b97217981e12d364660bd269cc628e03020087e5fd,ee1ef5acb0c767761f28a2b97217981e12d364660bd269cc628e03020087e5fd,True
regime::high_dispersion::trend_quality_52__top3__score_invvol,82324355f2289168431b33247dae9551f27f8c49e203d4e3b7fb38e196a8b28f,82324355f2289168431b33247dae9551f27f8c49e203d4e3b7fb38e196a8b28f,True
regime::low_volatility_risk_on::trend_quality_52__top3__score_invvol,560d4b275a623848a5a0d41eed7ef9efe244d4032e066f5a30775701eda746ed,560d4b275a623848a5a0d41eed7ef9efe244d4032e066f5a30775701eda746ed,True
standalone::leadership_persistence__top1__equal,64eed3c4da767b552b2841d2e83b21c3a72500db99dfd0afca7f2bc237088a37,64eed3c4da767b552b2841d2e83b21c3a72500db99dfd0afca7f2bc237088a37,True
xlk_blend::leadership_persistence__top1__equal::25,3a85bda86660649b3cb0c3e0da72561088ea0810a17ed6be5b733d2e9097755d,3a85bda86660649b3cb0c3e0da72561088ea0810a17ed6be5b733d2e9097755d,True
ceiling_blend::leadership_persistence__top1__equal::25,1708f47916e9a46a83d871538c2b82d7f2770e45d4ffc57b1e0194a0b6993c68,1708f47916e9a46a83d871538c2b82d7f2770e45d4ffc57b1e0194a0b6993c68,True
xlk_blend::leadership_persistence__top1__equal::50,d35b376184136383ecde6ef11edc51d3217eb0e7f4f8160fc18ab8b0fb4286d7,d35b376184136383ecde6ef11edc51d3217eb0e7f4f8160fc18ab8b0fb4286d7,True
ceiling_blend::leadership_persistence__top1__equal::50,5e085757da9fc8cecd7c2f17eba45a04361d7765f2fb7132066eee1c71213638,5e085757da9fc8cecd7c2f17eba45a04361d7765f2fb7132066eee1c71213638,True
xlk_blend::leadership_persistence__top1__equal::75,0d495f89a30605c8ba0c31de7826922dd5001713d055c9cb4837321d5b5e4e84,0d495f89a30605c8ba0c31de7826922dd5001713d055c9cb4837321d5b5e4e84,True
ceiling_blend::leadership_persistence__top1__equal::75,eaa19c7aa56ec31ed2c643fe4d8788bd188517cfa2efdd93f097593f56b95374,eaa19c7aa56ec31ed2c643fe4d8788bd188517cfa2efdd93f097593f56b95374,True
regime::tech_leadership::leadership_persistence__top1__equal,fc27e6d2362ef38257bd733ac3d45e6457631a1185cd0d3334468cbd203b8564,fc27e6d2362ef38257bd733ac3d45e6457631a1185cd0d3334468cbd203b8564,True
regime::broad_risk_on::leadership_persistence__top1__equal,e9753453ea9597797464c5b4015e0e430312ff6b6e95b65473d156f25a9135e1,e9753453ea9597797464c5b4015e0e430312ff6b6e95b65473d156f25a9135e1,True
regime::high_dispersion::leadership_persistence__top1__equal,6ef468bec28bab0144933e8a4bd5b5688770a3eb5fbcbf13c6f597d2bd161d42,6ef468bec28bab0144933e8a4bd5b5688770a3eb5fbcbf13c6f597d2bd161d42,True
regime::low_volatility_risk_on::leadership_persistence__top1__equal,725624b106fc52da8a605890a665373ea91302ca57de90f9c91d449f8f1ab6c7,725624b106fc52da8a605890a665373ea91302ca57de90f9c91d449f8f1ab6c7,True
standalone::leadership_persistence__top1__score_invvol,64eed3c4da767b552b2841d2e83b21c3a72500db99dfd0afca7f2bc237088a37,64eed3c4da767b552b2841d2e83b21c3a72500db99dfd0afca7f2bc237088a37,True
xlk_blend::leadership_persistence__top1__score_invvol::25,3a85bda86660649b3cb0c3e0da72561088ea0810a17ed6be5b733d2e9097755d,3a85bda86660649b3cb0c3e0da72561088ea0810a17ed6be5b733d2e9097755d,True
ceiling_blend::leadership_persistence__top1__score_invvol::25,1708f47916e9a46a83d871538c2b82d7f2770e45d4ffc57b1e0194a0b6993c68,1708f47916e9a46a83d871538c2b82d7f2770e45d4ffc57b1e0194a0b6993c68,True
xlk_blend::leadership_persistence__top1__score_invvol::50,d35b376184136383ecde6ef11edc51d3217eb0e7f4f8160fc18ab8b0fb4286d7,d35b376184136383ecde6ef11edc51d3217eb0e7f4f8160fc18ab8b0fb4286d7,True
ceiling_blend::leadership_persistence__top1__score_invvol::50,5e085757da9fc8cecd7c2f17eba45a04361d7765f2fb7132066eee1c71213638,5e085757da9fc8cecd7c2f17eba45a04361d7765f2fb7132066eee1c71213638,True
xlk_blend::leadership_persistence__top1__score_invvol::75,0d495f89a30605c8ba0c31de7826922dd5001713d055c9cb4837321d5b5e4e84,0d495f89a30605c8ba0c31de7826922dd5001713d055c9cb4837321d5b5e4e84,True
ceiling_blend::leadership_persistence__top1__score_invvol::75,eaa19c7aa56ec31ed2c643fe4d8788bd188517cfa2efdd93f097593f56b95374,eaa19c7aa56ec31ed2c643fe4d8788bd188517cfa2efdd93f097593f56b95374,True
regime::tech_leadership::leadership_persistence__top1__score_invvol,fc27e6d2362ef38257bd733ac3d45e6457631a1185cd0d3334468cbd203b8564,fc27e6d2362ef38257bd733ac3d45e6457631a1185cd0d3334468cbd203b8564,True
regime::broad_risk_on::leadership_persistence__top1__score_invvol,e9753453ea9597797464c5b4015e0e430312ff6b6e95b65473d156f25a9135e1,e9753453ea9597797464c5b4015e0e430312ff6b6e95b65473d156f25a9135e1,True
regime::high_dispersion::leadership_persistence__top1__score_invvol,6ef468bec28bab0144933e8a4bd5b5688770a3eb5fbcbf13c6f597d2bd161d42,6ef468bec28bab0144933e8a4bd5b5688770a3eb5fbcbf13c6f597d2bd161d42,True
regime::low_volatility_risk_on::leadership_persistence__top1__score_invvol,725624b106fc52da8a605890a665373ea91302ca57de90f9c91d449f8f1ab6c7,725624b106fc52da8a605890a665373ea91302ca57de90f9c91d449f8f1ab6c7,True
standalone::leadership_persistence__top2__equal,cc890f67d9e41ce7d62e767e61b67e27a94aa9b7f30326ee9df11f0b38619a92,cc890f67d9e41ce7d62e767e61b67e27a94aa9b7f30326ee9df11f0b38619a92,True
xlk_blend::leadership_persistence__top2__equal::25,17f63746ebefc8c9fedc13354c09ab1c82cbef22f519053efacd26530509744b,17f63746ebefc8c9fedc13354c09ab1c82cbef22f519053efacd26530509744b,True
ceiling_blend::leadership_persistence__top2__equal::25,69a5de7a0d97ee1a1b6010c3147758955731dce4c495740f4ba158c7c9b4d4ea,69a5de7a0d97ee1a1b6010c3147758955731dce4c495740f4ba158c7c9b4d4ea,True
xlk_blend::leadership_persistence__top2__equal::50,886d9ab186c0d22d5bddef327cd95c9bc703124bd9ed0421d45ec7ca511a8390,886d9ab186c0d22d5bddef327cd95c9bc703124bd9ed0421d45ec7ca511a8390,True
ceiling_blend::leadership_persistence__top2__equal::50,acf9aa0597874928833f67dbbccd93a5d1fa6beff9ec807b077d88ae4e402f77,acf9aa0597874928833f67dbbccd93a5d1fa6beff9ec807b077d88ae4e402f77,True
xlk_blend::leadership_persistence__top2__equal::75,77d1acd41ff7115d1c1b8cc01319de53ec0e109f6eeb4693ab9a61b980453468,77d1acd41ff7115d1c1b8cc01319de53ec0e109f6eeb4693ab9a61b980453468,True
ceiling_blend::leadership_persistence__top2__equal::75,dac03b0213af7b9c8823c4572b60ceb50ab5b645a48c6ecd6242460fb7aadc17,dac03b0213af7b9c8823c4572b60ceb50ab5b645a48c6ecd6242460fb7aadc17,True
regime::tech_leadership::leadership_persistence__top2__equal,eff9c9301e3856664674e3ead1a83be048a287c40dba7c36709554940e1c42f1,eff9c9301e3856664674e3ead1a83be048a287c40dba7c36709554940e1c42f1,True
regime::broad_risk_on::leadership_persistence__top2__equal,a4ca380bb3eb8f58acf0e8040e495b5705799b9e226655dabed275e77b9db7e2,a4ca380bb3eb8f58acf0e8040e495b5705799b9e226655dabed275e77b9db7e2,True
regime::high_dispersion::leadership_persistence__top2__equal,7975da34e8430fe779e107c95831aa55b7d9fc806fb6a4abbffa7e9865db1f36,7975da34e8430fe779e107c95831aa55b7d9fc806fb6a4abbffa7e9865db1f36,True
regime::low_volatility_risk_on::leadership_persistence__top2__equal,db91cf45bb7c2ab4610b2111fb8b502ee387e91fbaa1d8e3cd96123fae3049af,db91cf45bb7c2ab4610b2111fb8b502ee387e91fbaa1d8e3cd96123fae3049af,True
standalone::leadership_persistence__top2__score_invvol,77ea515ac6b309cc71986adff80184432d1cebcf1f42dec11c0f5b4af876f703,77ea515ac6b309cc71986adff80184432d1cebcf1f42dec11c0f5b4af876f703,True
xlk_blend::leadership_persistence__top2__score_invvol::25,754368bbb43682a569eaa6f23a3dd7d6e566ee2d988bddd6517a86d54bb5e332,754368bbb43682a569eaa6f23a3dd7d6e566ee2d988bddd6517a86d54bb5e332,True
ceiling_blend::leadership_persistence__top2__score_invvol::25,c697d604b20c2dca99f86f1f5be50cfd31d92d73cc278bc65d27a336c87d28b9,c697d604b20c2dca99f86f1f5be50cfd31d92d73cc278bc65d27a336c87d28b9,True
xlk_blend::leadership_persistence__top2__score_invvol::50,a0818dc99d497edc25f122dbb49eea3d5f5f4a4bc1f71d5da2ebd1d623db474f,a0818dc99d497edc25f122dbb49eea3d5f5f4a4bc1f71d5da2ebd1d623db474f,True
ceiling_blend::leadership_persistence__top2__score_invvol::50,f38b3bfe955c1989c40f5cbe1ba5f4a61cc082a2111e80c2d52de0b07e51a053,f38b3bfe955c1989c40f5cbe1ba5f4a61cc082a2111e80c2d52de0b07e51a053,True
xlk_blend::leadership_persistence__top2__score_invvol::75,e50f8d4cebe1fdaba51957126c9cee31559c1ae9f69247b67bf77b177b1307e8,e50f8d4cebe1fdaba51957126c9cee31559c1ae9f69247b67bf77b177b1307e8,True
ceiling_blend::leadership_persistence__top2__score_invvol::75,d40af05bd460a9a11167b820d3cbd34b28a145b602535f6c664c6b686c34f6e6,d40af05bd460a9a11167b820d3cbd34b28a145b602535f6c664c6b686c34f6e6,True
regime::tech_leadership::leadership_persistence__top2__score_invvol,580d9c4fe3026868ea3192168e97913463bd4c554c2f763d423fa5af1ec78476,580d9c4fe3026868ea3192168e97913463bd4c554c2f763d423fa5af1ec78476,True
regime::broad_risk_on::leadership_persistence__top2__score_invvol,3c13cd2f361dfc088b3142fb2161c89886f303cd56e851befcc51261bc8b1158,3c13cd2f361dfc088b3142fb2161c89886f303cd56e851befcc51261bc8b1158,True
regime::high_dispersion::leadership_persistence__top2__score_invvol,2138c09e30715f40a693054bc67748934c40360a293966ad9796f4141fbceb39,2138c09e30715f40a693054bc67748934c40360a293966ad9796f4141fbceb39,True
regime::low_volatility_risk_on::leadership_persistence__top2__score_invvol,c42a3cbda65d8f619f6c40c3391f35d4382380bd73c04867f519d01350bd0b83,c42a3cbda65d8f619f6c40c3391f35d4382380bd73c04867f519d01350bd0b83,True
standalone::leadership_persistence__top3__equal,13ac48a14b953404f94dc05f1ad4d1c8653a872a83b024b37dd78efeb249c10a,13ac48a14b953404f94dc05f1ad4d1c8653a872a83b024b37dd78efeb249c10a,True
xlk_blend::leadership_persistence__top3__equal::25,ea5444fcf2cbf4eee9e660474095c309c875e046af8fe5cddba2538fbc78987f,ea5444fcf2cbf4eee9e660474095c309c875e046af8fe5cddba2538fbc78987f,True
ceiling_blend::leadership_persistence__top3__equal::25,71d52be124fd987366383b60728313fc86dee0795e19957ca142a070aa702982,71d52be124fd987366383b60728313fc86dee0795e19957ca142a070aa702982,True
xlk_blend::leadership_persistence__top3__equal::50,6b052cd9ef82d0a0ca160edb61c631bcadc65e4b33ebed099559eaf0a5a41065,6b052cd9ef82d0a0ca160edb61c631bcadc65e4b33ebed099559eaf0a5a41065,True
ceiling_blend::leadership_persistence__top3__equal::50,5f7f3a7cbc3ccf6dd15ae04f99f9e40066dded152b2e11cf9ca7eefb6662875d,5f7f3a7cbc3ccf6dd15ae04f99f9e40066dded152b2e11cf9ca7eefb6662875d,True
xlk_blend::leadership_persistence__top3__equal::75,9c551ca8c8be4bb23704d9878e4affe91da8e5e55787d6576f86c31621bc66d0,9c551ca8c8be4bb23704d9878e4affe91da8e5e55787d6576f86c31621bc66d0,True
ceiling_blend::leadership_persistence__top3__equal::75,907f03e2d99f636fcdff68c5a31af2dac4c97ebd6b5069af10f5fa076e3b867c,907f03e2d99f636fcdff68c5a31af2dac4c97ebd6b5069af10f5fa076e3b867c,True
regime::tech_leadership::leadership_persistence__top3__equal,977fb6c2f32eead3dda31aa63d5c193e2d8d115b3c40b29d4762fa949e83d8fe,977fb6c2f32eead3dda31aa63d5c193e2d8d115b3c40b29d4762fa949e83d8fe,True
regime::broad_risk_on::leadership_persistence__top3__equal,965285235b27e8caba1384f2b1456a764bbd2ab6c223ad4004d793ce5a074b25,965285235b27e8caba1384f2b1456a764bbd2ab6c223ad4004d793ce5a074b25,True
regime::high_dispersion::leadership_persistence__top3__equal,0100be5882d99539a227afa3714672846fcc5491f19eff9d3b638f3113d6ecea,0100be5882d99539a227afa3714672846fcc5491f19eff9d3b638f3113d6ecea,True
regime::low_volatility_risk_on::leadership_persistence__top3__equal,d1111f3629655a19499f6d53022cb6a53b7bc852df14c62a632c3a31c193c2e2,d1111f3629655a19499f6d53022cb6a53b7bc852df14c62a632c3a31c193c2e2,True
standalone::leadership_persistence__top3__score_invvol,c1c442a982ac88e741bca1410bcd3662c71d4e4fa934711b88e12953296bb8bc,c1c442a982ac88e741bca1410bcd3662c71d4e4fa934711b88e12953296bb8bc,True
xlk_blend::leadership_persistence__top3__score_invvol::25,4a2f494547c4244bf59a4e01db60acedfa7622c2a0a1ca577f27facf443cb70a,4a2f494547c4244bf59a4e01db60acedfa7622c2a0a1ca577f27facf443cb70a,True
ceiling_blend::leadership_persistence__top3__score_invvol::25,d167f2d10e941387427cf9b38208bca01b8fe5967bf042a6f7a600cb9f665ab6,d167f2d10e941387427cf9b38208bca01b8fe5967bf042a6f7a600cb9f665ab6,True
xlk_blend::leadership_persistence__top3__score_invvol::50,bf1544e7cd86f1c8347ca034b156a53e9450126e206383f3e9e92e11cd952c27,bf1544e7cd86f1c8347ca034b156a53e9450126e206383f3e9e92e11cd952c27,True
ceiling_blend::leadership_persistence__top3__score_invvol::50,97f071fe9ea4b4ff44967fdb152884b545f22dde2b114750e34fea23d73d0e2a,97f071fe9ea4b4ff44967fdb152884b545f22dde2b114750e34fea23d73d0e2a,True
xlk_blend::leadership_persistence__top3__score_invvol::75,1ce9c3056bdea7c43d6323e3243638252b3c4e46cbc5f60b9b52678791d6ae96,1ce9c3056bdea7c43d6323e3243638252b3c4e46cbc5f60b9b52678791d6ae96,True
ceiling_blend::leadership_persistence__top3__score_invvol::75,c262f12d1125534cca5c149ae6863f2031fba46969f0246b20bccd01ac0651e1,c262f12d1125534cca5c149ae6863f2031fba46969f0246b20bccd01ac0651e1,True
regime::tech_leadership::leadership_persistence__top3__score_invvol,1b823b58bff0ab66496ff38ac27f20b03e5dc2ee0d4e740cc1135ab055d531e8,1b823b58bff0ab66496ff38ac27f20b03e5dc2ee0d4e740cc1135ab055d531e8,True
regime::broad_risk_on::leadership_persistence__top3__score_invvol,c531001cb16c967984f9114ac1fcaf0404858c8c6451724a9b21226de232ce17,c531001cb16c967984f9114ac1fcaf0404858c8c6451724a9b21226de232ce17,True
regime::high_dispersion::leadership_persistence__top3__score_invvol,751a967bdc4f7bb63b55f5efca002a9100f082f5719a50c1e816f382f7434265,751a967bdc4f7bb63b55f5efca002a9100f082f5719a50c1e816f382f7434265,True
regime::low_volatility_risk_on::leadership_persistence__top3__score_invvol,40d5fda1f2f457922e9edbf2d490c9f8cd29b37d73657744066773f873cc6721,40d5fda1f2f457922e9edbf2d490c9f8cd29b37d73657744066773f873cc6721,True
standalone::gain_to_pain_26__top1__equal,506e79b672da426127e88a83eaef2c3cf25b7e844e5f7600a611a2004bc1aacb,506e79b672da426127e88a83eaef2c3cf25b7e844e5f7600a611a2004bc1aacb,True
xlk_blend::gain_to_pain_26__top1__equal::25,991dc4af11dac218cde0fbca8418f6a66ed5e98101dc62dd576bef03fee061f9,991dc4af11dac218cde0fbca8418f6a66ed5e98101dc62dd576bef03fee061f9,True
ceiling_blend::gain_to_pain_26__top1__equal::25,d018108fa46cb2b593b9d0e3b931ff9816d90becaa29230030901aff3d71eb10,d018108fa46cb2b593b9d0e3b931ff9816d90becaa29230030901aff3d71eb10,True
xlk_blend::gain_to_pain_26__top1__equal::50,719a7858d7c92c77292a99780d9872f0ec15bdcb5dd28b7ae7db199bdfe65b95,719a7858d7c92c77292a99780d9872f0ec15bdcb5dd28b7ae7db199bdfe65b95,True
ceiling_blend::gain_to_pain_26__top1__equal::50,c1abcd0351b581ae5a7c173461f1bba7089dada6221e1b695fa021d73b0674d1,c1abcd0351b581ae5a7c173461f1bba7089dada6221e1b695fa021d73b0674d1,True
xlk_blend::gain_to_pain_26__top1__equal::75,85a3cd3c633272b506459540e4a2c8e1b829e8f64eac437b8dc207036171dcb6,85a3cd3c633272b506459540e4a2c8e1b829e8f64eac437b8dc207036171dcb6,True
ceiling_blend::gain_to_pain_26__top1__equal::75,a80192863dba41d62a7aac73de55586327ed1d909adf2ab9fd93dc335797fb1f,a80192863dba41d62a7aac73de55586327ed1d909adf2ab9fd93dc335797fb1f,True
regime::tech_leadership::gain_to_pain_26__top1__equal,010e7145128803eb51959de4c45dbebe66b4db13240b9a5896c37c7faa581429,010e7145128803eb51959de4c45dbebe66b4db13240b9a5896c37c7faa581429,True
regime::broad_risk_on::gain_to_pain_26__top1__equal,d1578e1f35ca5df1e000618c30e83440de9f7f185993e81afcdc6d102d0e4d50,d1578e1f35ca5df1e000618c30e83440de9f7f185993e81afcdc6d102d0e4d50,True
regime::high_dispersion::gain_to_pain_26__top1__equal,ff6ced1e0d91bce79bc8e19ed3a9d15d5d08cfdafdf86144cb249af1f69487e7,ff6ced1e0d91bce79bc8e19ed3a9d15d5d08cfdafdf86144cb249af1f69487e7,True
regime::low_volatility_risk_on::gain_to_pain_26__top1__equal,0d33632abbda8faf42dfff4495e2b1499327d83011fe2205f17fe9eaa31f50ac,0d33632abbda8faf42dfff4495e2b1499327d83011fe2205f17fe9eaa31f50ac,True
standalone::gain_to_pain_26__top1__score_invvol,506e79b672da426127e88a83eaef2c3cf25b7e844e5f7600a611a2004bc1aacb,506e79b672da426127e88a83eaef2c3cf25b7e844e5f7600a611a2004bc1aacb,True
xlk_blend::gain_to_pain_26__top1__score_invvol::25,991dc4af11dac218cde0fbca8418f6a66ed5e98101dc62dd576bef03fee061f9,991dc4af11dac218cde0fbca8418f6a66ed5e98101dc62dd576bef03fee061f9,True
ceiling_blend::gain_to_pain_26__top1__score_invvol::25,d018108fa46cb2b593b9d0e3b931ff9816d90becaa29230030901aff3d71eb10,d018108fa46cb2b593b9d0e3b931ff9816d90becaa29230030901aff3d71eb10,True
xlk_blend::gain_to_pain_26__top1__score_invvol::50,719a7858d7c92c77292a99780d9872f0ec15bdcb5dd28b7ae7db199bdfe65b95,719a7858d7c92c77292a99780d9872f0ec15bdcb5dd28b7ae7db199bdfe65b95,True
ceiling_blend::gain_to_pain_26__top1__score_invvol::50,c1abcd0351b581ae5a7c173461f1bba7089dada6221e1b695fa021d73b0674d1,c1abcd0351b581ae5a7c173461f1bba7089dada6221e1b695fa021d73b0674d1,True
xlk_blend::gain_to_pain_26__top1__score_invvol::75,85a3cd3c633272b506459540e4a2c8e1b829e8f64eac437b8dc207036171dcb6,85a3cd3c633272b506459540e4a2c8e1b829e8f64eac437b8dc207036171dcb6,True
ceiling_blend::gain_to_pain_26__top1__score_invvol::75,a80192863dba41d62a7aac73de55586327ed1d909adf2ab9fd93dc335797fb1f,a80192863dba41d62a7aac73de55586327ed1d909adf2ab9fd93dc335797fb1f,True
regime::tech_leadership::gain_to_pain_26__top1__score_invvol,010e7145128803eb51959de4c45dbebe66b4db13240b9a5896c37c7faa581429,010e7145128803eb51959de4c45dbebe66b4db13240b9a5896c37c7faa581429,True
regime::broad_risk_on::gain_to_pain_26__top1__score_invvol,d1578e1f35ca5df1e000618c30e83440de9f7f185993e81afcdc6d102d0e4d50,d1578e1f35ca5df1e000618c30e83440de9f7f185993e81afcdc6d102d0e4d50,True
regime::high_dispersion::gain_to_pain_26__top1__score_invvol,ff6ced1e0d91bce79bc8e19ed3a9d15d5d08cfdafdf86144cb249af1f69487e7,ff6ced1e0d91bce79bc8e19ed3a9d15d5d08cfdafdf86144cb249af1f69487e7,True
regime::low_volatility_risk_on::gain_to_pain_26__top1__score_invvol,0d33632abbda8faf42dfff4495e2b1499327d83011fe2205f17fe9eaa31f50ac,0d33632abbda8faf42dfff4495e2b1499327d83011fe2205f17fe9eaa31f50ac,True
standalone::gain_to_pain_26__top2__equal,c00e2fea91edabb54bc39af067b03bdb4b56c092703782b7f61b57b40408cdb2,c00e2fea91edabb54bc39af067b03bdb4b56c092703782b7f61b57b40408cdb2,True
xlk_blend::gain_to_pain_26__top2__equal::25,5eb052133b8d8c25232f6a61c7051b5ecd4b80fb85b5f75a51f1287e69038adc,5eb052133b8d8c25232f6a61c7051b5ecd4b80fb85b5f75a51f1287e69038adc,True
ceiling_blend::gain_to_pain_26__top2__equal::25,a91a65e445b427f586d89bb212e3a7c1109507cfc91c632e8135a7b1a0dc9290,a91a65e445b427f586d89bb212e3a7c1109507cfc91c632e8135a7b1a0dc9290,True
xlk_blend::gain_to_pain_26__top2__equal::50,c59b029269343c2486c402c39c2dc3a36182e60a0e092681125014a53bd98bff,c59b029269343c2486c402c39c2dc3a36182e60a0e092681125014a53bd98bff,True
ceiling_blend::gain_to_pain_26__top2__equal::50,312521cb838819ebd0c5cc86bc6cf52e9fb15ed0d459c9c9b57b0cebd7e3cfce,312521cb838819ebd0c5cc86bc6cf52e9fb15ed0d459c9c9b57b0cebd7e3cfce,True
xlk_blend::gain_to_pain_26__top2__equal::75,0e0cce00ee887723c7cae63556a274d0520442a9b4d0cc9829ce5d9becda0808,0e0cce00ee887723c7cae63556a274d0520442a9b4d0cc9829ce5d9becda0808,True
ceiling_blend::gain_to_pain_26__top2__equal::75,6ab49fc4870bc95cbb82cd94c8d857e2443206a64345b14390b3e73a36d8479a,6ab49fc4870bc95cbb82cd94c8d857e2443206a64345b14390b3e73a36d8479a,True
regime::tech_leadership::gain_to_pain_26__top2__equal,131c0cd58c807a84052e415bf58e5e78b59207986981d4f9b19c68b87baf9f8b,131c0cd58c807a84052e415bf58e5e78b59207986981d4f9b19c68b87baf9f8b,True
regime::broad_risk_on::gain_to_pain_26__top2__equal,9e6060c5b03f666fd0199fa44cae078b8fe69c6dde6ef330f90ca9541a7b0eb0,9e6060c5b03f666fd0199fa44cae078b8fe69c6dde6ef330f90ca9541a7b0eb0,True
regime::high_dispersion::gain_to_pain_26__top2__equal,b21fdbddded4ca9f6e580a50d5f556e430cc30ab8edc205b04ce449bab0c4544,b21fdbddded4ca9f6e580a50d5f556e430cc30ab8edc205b04ce449bab0c4544,True
regime::low_volatility_risk_on::gain_to_pain_26__top2__equal,0a9781a2e499831f916b8e6a292f365e8f32e2b5a62144124896079f5c14a188,0a9781a2e499831f916b8e6a292f365e8f32e2b5a62144124896079f5c14a188,True
standalone::gain_to_pain_26__top2__score_invvol,12e3fda215eaaaa63f754a529c02c7b81e5d2a72d1e1489b46bbd0466ef2f480,12e3fda215eaaaa63f754a529c02c7b81e5d2a72d1e1489b46bbd0466ef2f480,True
xlk_blend::gain_to_pain_26__top2__score_invvol::25,3e4cbceb93792ac2aec197f0cb506d701a29f6ccb5d15a6fb65c25603eb09e58,3e4cbceb93792ac2aec197f0cb506d701a29f6ccb5d15a6fb65c25603eb09e58,True
