candidate,training_score,signal_family,construction,holdout_eligible,training_5y_cagr,training_3y_cagr,training_5y_sharpe,training_5y_drawdown
regime::tech_leadership::trend_quality_52__top1__score_invvol,0.21554856882019705,trend_quality_52,regime_tech_leadership,True,0.14675468979182504,0.2054710498312302,0.6585443999573295,-0.28994194595972833
regime::tech_leadership::trend_quality_52__top1__equal,0.21554856882019705,trend_quality_52,regime_tech_leadership,True,0.14675468979182504,0.2054710498312302,0.6585443999573295,-0.28994194595972833
xlk_blend::volatility_breakout__top2__score_invvol::25,0.21445639630354846,volatility_breakout,xlk_blend,True,0.15580761031422563,0.13242075789528607,0.8124560274642729,-0.3020245808319584
xlk_blend::high_proximity_strength__top3__score_invvol::25,0.21439288983962296,high_proximity_strength,xlk_blend,True,0.15910621034424355,0.12814775266703737,0.8048483783296563,-0.29896769744264173
xlk_blend::high_proximity_strength__top3__equal::25,0.21424745156508657,high_proximity_strength,xlk_blend,True,0.1596012299110665,0.12784547997428874,0.8013306962616004,-0.2992716955460424
xlk_blend::drawdown_recovery__top3__score_invvol::25,0.21407609415533593,drawdown_recovery,xlk_blend,True,0.15773890307842908,0.13347829405178335,0.793892640927435,-0.29896769744264173
regime::high_dispersion::leadership_persistence__top1__equal,0.21328759234520672,leadership_persistence,regime_high_dispersion,True,0.1449485444700458,0.188613404661093,0.6973444426485135,-0.28163710070040093
regime::high_dispersion::leadership_persistence__top1__score_invvol,0.21328759234520672,leadership_persistence,regime_high_dispersion,True,0.1449485444700458,0.188613404661093,0.6973444426485135,-0.28163710070040093
xlk_blend::high_proximity_strength__top2__equal::25,0.21236429106548466,high_proximity_strength,xlk_blend,True,0.15871306250139816,0.12472658789167568,0.7971847719714307,-0.2961021002197909
xlk_blend::volatility_breakout__top3__equal::25,0.21148887747575063,volatility_breakout,xlk_blend,True,0.15369333086239756,0.13570548601355625,0.7856123315424525,-0.31017856587461023
standalone::leadership_persistence__top1__equal,0.21087298906525667,leadership_persistence,standalone,True,0.12427644630059698,0.2573195492286051,0.5911125651631696,-0.42630953635212954
standalone::leadership_persistence__top1__score_invvol,0.21087298906525667,leadership_persistence,standalone,True,0.12427644630059698,0.2573195492286051,0.5911125651631696,-0.42630953635212954
xlk_blend::leadership_persistence__top2__score_invvol::25,0.2102228697387189,leadership_persistence,xlk_blend,True,0.15597634431971064,0.12919508949669445,0.7787853629788417,-0.29597881010917604
xlk_blend::trend_quality_26__top3__score_invvol::25,0.2101375405596121,trend_quality_26,xlk_blend,True,0.15223210213248417,0.13769878900511734,0.7748864257858639,-0.296929758821879
xlk_blend::high_proximity_strength__top2__score_invvol::25,0.20954929859627516,high_proximity_strength,xlk_blend,True,0.15663650529765238,0.12141973669568773,0.7914147440897742,-0.29597881010917604
xlk_blend::leadership_persistence__top3__equal::50,0.20908285703594306,leadership_persistence,xlk_blend,True,0.14489258170320363,0.1513205492891343,0.7675114322728059,-0.2953933193351156
xlk_blend::drawdown_recovery__top2__equal::25,0.2088063312104687,drawdown_recovery,xlk_blend,True,0.15546305361493662,0.12398053725980707,0.7833433786356461,-0.2961021002197912
xlk_blend::downside_efficiency_52__top2__score_invvol::25,0.20836922997998955,downside_efficiency_52,xlk_blend,True,0.14872436091862773,0.1333714416311711,0.7912318093946158,-0.28230759414420825
xlk_blend::volatility_breakout__top2__equal::25,0.20726947321973851,volatility_breakout,xlk_blend,True,0.1513392353622116,0.12675416624553582,0.784396821287508,-0.3019436963684684
benchmark_portfolio::XLK_QQQ_XLE_USO_equal,0.20631784901042355,benchmark_portfolio,benchmark_portfolio,True,0.1144147908062394,0.27223537828253064,0.559983610419207,-0.43392933230048325
xlk_blend::downside_efficiency_52__top2__equal::25,0.20607687691714308,downside_efficiency_52,xlk_blend,True,0.14759196431259491,0.1352132202302676,0.7695773226050584,-0.28738876041297656
xlk_blend::gain_to_pain_52__top3__equal::25,0.20597534821365596,gain_to_pain_52,xlk_blend,True,0.14986783993649455,0.1288621512843977,0.7739599886643991,-0.29093270467073995
xlk_blend::gain_to_pain_52__top3__score_invvol::25,0.20505815458736568,gain_to_pain_52,xlk_blend,True,0.1482606082151543,0.12525863530031045,0.7852419906817995,-0.28752713210816483
benchmark::QQQ,0.20430651378361475,benchmark,benchmark,True,0.15909868180831732,0.11045133824355902,0.7571190322555666,-0.3505559370550686
xlk_blend::drawdown_recovery__top2__score_invvol::25,0.20402248316932986,drawdown_recovery,xlk_blend,True,0.15209518143653256,0.11879746844792938,0.7712613377303149,-0.29597881010917604
xlk_blend::trend_quality_52__top3__equal::50,0.19979568377277096,trend_quality_52,xlk_blend,True,0.13705207422368137,0.14270348818778866,0.7475339278222554,-0.2935714591861406
regime::tech_leadership::volatility_breakout__top3__score_invvol,0.1993967701182094,volatility_breakout,regime_tech_leadership,True,0.12813556835237772,0.16697174565805728,0.7242390540936559,-0.30907767688361365
regime::tech_leadership::volatility_breakout__top2__score_invvol,0.19938626362764,volatility_breakout,regime_tech_leadership,True,0.1287005332816169,0.16801067534597802,0.7176274105487644,-0.3020245808319585
regime::high_dispersion::high_proximity_strength__top1__equal,0.19794282399267815,high_proximity_strength,regime_high_dispersion,True,0.12485257529699245,0.19942842359464286,0.6320275173608983,-0.3530102080597769
regime::high_dispersion::high_proximity_strength__top1__score_invvol,0.19794282399267815,high_proximity_strength,regime_high_dispersion,True,0.12485257529699245,0.19942842359464286,0.6320275173608983,-0.3530102080597769
xlk_blend::persistent_consensus__top3__score_invvol::25,0.19607881149214706,persistent_consensus,xlk_blend,True,0.14661178113045747,0.11134609836157705,0.7470791330539946,-0.2974093838043236
xlk_blend::low_vol_momentum_26__top2__score_invvol::25,0.19584816166878793,low_vol_momentum_26,xlk_blend,True,0.1397231463886679,0.1250125576781369,0.7451050653214613,-0.29562598977902865
xlk_blend::low_vol_momentum_26__top3__score_invvol::25,0.1957891415316149,low_vol_momentum_26,xlk_blend,True,0.14006384552957485,0.1232842851190965,0.7476554867814103,-0.29706946105082055
xlk_blend::gain_to_pain_26__top3__score_invvol::25,0.1952136749022158,gain_to_pain_26,xlk_blend,True,0.13948176909228382,0.12270972930101065,0.7471169465654229,-0.29724347128758577
xlk_blend::trend_quality_26__top2__score_invvol::25,0.1949563408695843,trend_quality_26,xlk_blend,True,0.14099555092318594,0.12536794079146185,0.7274862807823417,-0.29597881010917604
xlk_blend::gain_to_pain_26__top1__score_invvol::25,0.19482361072137078,gain_to_pain_26,xlk_blend,True,0.13838361046287617,0.12438707125423765,0.7447732306737379,-0.29227006251200804
xlk_blend::gain_to_pain_26__top1__equal::25,0.19482361072137078,gain_to_pain_26,xlk_blend,True,0.13838361046287617,0.12438707125423765,0.7447732306737379,-0.29227006251200804
xlk_blend::trend_quality_52__top2__equal::50,0.19358049464414973,trend_quality_52,xlk_blend,True,0.13062167193818808,0.14728851438857005,0.7102093716466589,-0.2899419459597282
xlk_blend::trend_quality_26__top2__equal::25,0.19328803188051102,trend_quality_26,xlk_blend,True,0.14047123274310147,0.1230408329312227,0.7209304235528333,-0.296102100219791
regime::tech_leadership::downside_efficiency_52__top2__score_invvol,0.19315564858679474,downside_efficiency_52,regime_tech_leadership,True,0.12310381513011803,0.16596133820711145,0.6950495804659047,-0.28230759414420825
xlk_blend::volatility_breakout__top1__equal::25,0.19206770235406567,volatility_breakout,xlk_blend,True,0.13826415506278478,0.12137068330169432,0.7269800432588652,-0.3038651220911692
xlk_blend::volatility_breakout__top1__score_invvol::25,0.19206770235406567,volatility_breakout,xlk_blend,True,0.13826415506278478,0.12137068330169432,0.7269800432588652,-0.3038651220911692
xlk_blend::gain_to_pain_26__top3__equal::25,0.19196095128536622,gain_to_pain_26,xlk_blend,True,0.13858428133291478,0.11852040172287492,0.7325426196875486,-0.29730883975330713
xlk_blend::persistent_consensus__top3__equal::25,0.19132911718794074,persistent_consensus,xlk_blend,True,0.14279702156144758,0.10933723135920892,0.7284973484330952,-0.297449245261715
xlk_blend::leadership_persistence__top2__equal::50,0.19130379669009934,leadership_persistence,xlk_blend,True,0.13261767345073316,0.1364489624030487,0.7079850389874485,-0.2926885623566179
xlk_blend::downside_efficiency_52__top3__equal::25,0.19124489651260745,downside_efficiency_52,xlk_blend,True,0.13891817285098185,0.11588539792481645,0.7312837342457342,-0.291408232792407
xlk_blend::low_vol_momentum_26__top1__score_invvol::25,0.19054884698941704,low_vol_momentum_26,xlk_blend,True,0.1358590544481848,0.1202431824685839,0.7296045957993099,-0.29227006251200793
xlk_blend::low_vol_momentum_26__top1__equal::25,0.19054884698941704,low_vol_momentum_26,xlk_blend,True,0.1358590544481848,0.1202431824685839,0.7296045957993099,-0.29227006251200793
xlk_blend::low_vol_momentum_26__top3__equal::25,0.19043410050901105,low_vol_momentum_26,xlk_blend,True,0.13785346212872884,0.11674237360129491,0.7269931115138528,-0.29730883975330724
xlk_blend::downside_efficiency_52__top3__score_invvol::25,0.18995985996082676,downside_efficiency_52,xlk_blend,True,0.1371894795825821,0.11189662165530545,0.7407718571468587,-0.28684572633118455
xlk_blend::high_proximity_strength__top1__equal::50,0.18925643529812786,high_proximity_strength,xlk_blend,True,0.12733907647624676,0.14235324291284268,0.7014701653852699,-0.28590314843591313
xlk_blend::high_proximity_strength__top1__score_invvol::50,0.18925643529812786,high_proximity_strength,xlk_blend,True,0.12733907647624676,0.14235324291284268,0.7014701653852699,-0.28590314843591313
xlk_blend::rank_consensus__top3__score_invvol::25,0.18893275724154018,rank_consensus,xlk_blend,True,0.13942370698951012,0.11081953102253572,0.7203267374107342,-0.2973040379813726
xlk_blend::rank_consensus__top3__equal::25,0.18857546624031127,rank_consensus,xlk_blend,True,0.13870230755509416,0.11305192237008055,0.7143850499623061,-0.29738672337037386
regime::tech_leadership::gain_to_pain_52__top3__score_invvol,0.1883698575011131,gain_to_pain_52,regime_tech_leadership,True,0.12058616384088872,0.14642121495924543,0.7209179470880624,-0.28752713210816505
xlk_blend::drawdown_recovery__top1__equal::25,0.18825306779064988,drawdown_recovery,xlk_blend,True,0.1388571797091651,0.11227595029781656,0.7125597487580583,-0.30917462527925477
xlk_blend::drawdown_recovery__top1__score_invvol::25,0.18825306779064988,drawdown_recovery,xlk_blend,True,0.1388571797091651,0.11227595029781656,0.7125597487580583,-0.30917462527925477
xlk_blend::trend_quality_52__top1__score_invvol::50,0.1882102647391753,trend_quality_52,xlk_blend,True,0.12209144088794766,0.1691663272558117,0.6420550202966318,-0.310434021182188
xlk_blend::trend_quality_52__top1__equal::50,0.1882102647391753,trend_quality_52,xlk_blend,True,0.12209144088794766,0.1691663272558117,0.6420550202966318,-0.310434021182188
xlk_blend::gain_to_pain_52__top2__score_invvol::25,0.18816968188954397,gain_to_pain_52,xlk_blend,True,0.13774030321472042,0.10626771658963063,0.7364518498382255,-0.2834246004541954
regime::tech_leadership::downside_efficiency_52__top2__equal,0.18781736098744845,downside_efficiency_52,regime_tech_leadership,True,0.12018855260908312,0.16962673225024782,0.6481620974692425,-0.28738876041297656
ceiling_blend::leadership_persistence__top1__equal::75,0.1875130796741492,leadership_persistence,ceiling_blend,True,0.1090059067168585,0.21896182253645535,0.564209888830975,-0.3900816908804512
ceiling_blend::leadership_persistence__top1__score_invvol::75,0.1875130796741492,leadership_persistence,ceiling_blend,True,0.1090059067168585,0.21896182253645535,0.564209888830975,-0.3900816908804512
xlk_blend::gain_to_pain_52__top2__equal::25,0.186559015613957,gain_to_pain_52,xlk_blend,True,0.13710328781934478,0.10745324224171204,0.7206107024983653,-0.2895414913543213
xlk_blend::trend_quality_26__top1__score_invvol::25,0.18637392605363667,trend_quality_26,xlk_blend,True,0.1323824170472121,0.12754546212845463,0.6868083718677305,-0.2926885623566179
xlk_blend::trend_quality_26__top1__equal::25,0.18637392605363667,trend_quality_26,xlk_blend,True,0.1323824170472121,0.12754546212845463,0.6868083718677305,-0.2926885623566179
xlk_blend::trend_quality_26__top3__equal::50,0.18613193004028258,trend_quality_26,xlk_blend,True,0.12375294023300176,0.14381846013710087,0.6873462785935127,-0.2942566476507551
xlk_blend::gain_to_pain_26__top2__score_invvol::25,0.18602752026576722,gain_to_pain_26,xlk_blend,True,0.1331618221822728,0.11472961339525467,0.7171154293782713,-0.2977440910388841
xlk_blend::leadership_persistence__top3__score_invvol::50,0.1849083100778391,leadership_persistence,xlk_blend,True,0.1292088754427565,0.12134700690749134,0.7097888273993778,-0.29514163312006203
xlk_blend::downside_efficiency_52__top1__score_invvol::25,0.1842218356293966,downside_efficiency_52,xlk_blend,True,0.13114438006125262,0.11692298260177925,0.7045831281211123,-0.27082829677799947
xlk_blend::downside_efficiency_52__top1__equal::25,0.1842218356293966,downside_efficiency_52,xlk_blend,True,0.13114438006125262,0.11692298260177925,0.7045831281211123,-0.27082829677799947
regime::high_dispersion::volatility_breakout__top3__score_invvol,0.18240018145758924,volatility_breakout,regime_high_dispersion,True,0.11095848711914313,0.18018181903127672,0.6177054347672035,-0.3459297168365336
xlk_blend::low_vol_momentum_26__top2__equal::25,0.18227120416743686,low_vol_momentum_26,xlk_blend,True,0.13153838361572534,0.11057548541185702,0.7017552837444455,-0.29589098295799243
regime::tech_leadership::trend_quality_52__top2__equal,0.18195782423799783,trend_quality_52,regime_tech_leadership,True,0.12489474399895584,0.152564787267226,0.6125154165845654,-0.2947338447401173
xlk_blend::trend_quality_52__top2__score_invvol::50,0.18182197917332554,trend_quality_52,xlk_blend,True,0.1229499099730238,0.13155187388790157,0.685864710231408,-0.2886625912052484
xlk_blend::trend_quality_52__top3__score_invvol::50,0.18164094637450817,trend_quality_52,xlk_blend,True,0.12412348618024338,0.12223599052617184,0.704960575085106,-0.292600464015605
regime::tech_leadership::gain_to_pain_52__top3__equal,0.17982828888077856,gain_to_pain_52,regime_tech_leadership,True,0.11922463505459291,0.14328958250693202,0.6530663309594318,-0.29093270467074006
regime::broad_risk_on::leadership_persistence__top1__score_invvol,0.1796880415329317,leadership_persistence,regime_broad_risk_on,True,0.13129135104923484,0.11372962136935483,0.6679434449258433,-0.2725026406459794
regime::broad_risk_on::leadership_persistence__top1__equal,0.1796880415329317,leadership_persistence,regime_broad_risk_on,True,0.13129135104923484,0.11372962136935483,0.6679434449258433,-0.2725026406459794
xlk_blend::volatility_breakout__top3__score_invvol::50,0.17944536964048913,volatility_breakout,xlk_blend,True,0.1183254275368919,0.1270362405929446,0.7033924094047063,-0.31877701664410507
xlk_blend::drawdown_recovery__top3__equal::50,0.17939557746883478,drawdown_recovery,xlk_blend,True,0.12382267264079982,0.1225984850576245,0.6832242836706754,-0.29911033838771084
xlk_blend::leadership_persistence__top3__equal::75,0.17885054532864464,leadership_persistence,xlk_blend,True,0.1171611448205776,0.1471329825673442,0.6441396366609485,-0.2933617672541935
regime::tech_leadership::trend_quality_52__top3__equal,0.1781353424320676,trend_quality_52,regime_tech_leadership,True,0.12219525068633152,0.13914648090517723,0.6307424774871553,-0.29653937407209563
regime::high_dispersion::drawdown_recovery__top3__equal,0.17809567669937731,drawdown_recovery,regime_high_dispersion,True,0.11440381087431861,0.16607569123222676,0.5963068280511812,-0.3043173959132299
xlk_blend::persistent_consensus__top2__score_invvol::25,0.1780243375740767,persistent_consensus,xlk_blend,True,0.13513495818295618,0.09103314062821322,0.6963342047583903,-0.29802337591667494
xlk_blend::high_proximity_strength__top3__score_invvol::50,0.1762297026881523,high_proximity_strength,xlk_blend,True,0.12364413360971804,0.10710444008462683,0.6991189049693344,-0.2984953717848865
xlk_blend::high_proximity_strength__top3__equal::50,0.1760739909452387,high_proximity_strength,xlk_blend,True,0.1246507515655757,0.10653295646205008,0.6932365306727828,-0.29911033838771095
xlk_blend::drawdown_recovery__top3__score_invvol::50,0.1756513864218005,drawdown_recovery,xlk_blend,True,0.12104664144849919,0.11768178197186963,0.6771886696114008,-0.2984953717848866
regime::high_dispersion::trend_quality_52__top3__equal,0.1749724372417538,trend_quality_52,regime_high_dispersion,True,0.11254461429997287,0.15283728734523283,0.6159448245820023,-0.2966337271755526
xlk_blend::volatility_breakout__top2__score_invvol::50,0.17473066434677517,volatility_breakout,xlk_blend,True,0.11666376230116526,0.1147982939275789,0.7029291878780233,-0.30474084307307026
xlk_blend::gain_to_pain_26__top2__equal::25,0.17443592430650273,gain_to_pain_26,xlk_blend,True,0.12606025398794318,0.10299264386213913,0.6790197875509512,-0.29780936254515866
xlk_blend::persistent_consensus__top2__equal::25,0.17434864886192056,persistent_consensus,xlk_blend,True,0.13158181580204986,0.09164301964795141,0.6790665348630521,-0.2980195337853553
regime::tech_leadership::volatility_breakout__top3__equal,0.1728728976526847,volatility_breakout,regime_tech_leadership,True,0.11137288120402244,0.14407147681681765,0.6282772588522595,-0.31017856587461023
regime::tech_leadership::leadership_persistence__top3__equal,0.17265597450167025,leadership_persistence,regime_tech_leadership,True,0.12245359262617561,0.12408166908359508,0.6195931820088634,-0.2974492452617149
regime::high_dispersion::volatility_breakout__top2__score_invvol,0.1723358614377463,volatility_breakout,regime_high_dispersion,True,0.10677194360608189,0.1626646722647198,0.5947329359468123,-0.3214272985041806
regime::high_dispersion::drawdown_recovery__top3__score_invvol,0.17208946687557222,drawdown_recovery,regime_high_dispersion,True,0.11115017029305574,0.15439653409900256,0.5908040447003801,-0.3031692993688524
regime::broad_risk_on::high_proximity_strength__top1__equal,0.17183532328709142,high_proximity_strength,regime_broad_risk_on,True,0.12106892522205737,0.12324929898574633,0.6221917845813311,-0.34446648713164807
regime::broad_risk_on::high_proximity_strength__top1__score_invvol,0.17183532328709142,high_proximity_strength,regime_broad_risk_on,True,0.12106892522205737,0.12324929898574633,0.6221917845813311,-0.34446648713164807
regime::tech_leadership::trend_quality_52__top2__score_invvol,0.1716497723788413,trend_quality_52,regime_tech_leadership,True,0.11838364639705312,0.13702873220504364,0.5951096487909635,-0.2940960104253636
xlk_blend::high_proximity_strength__top2__equal::50,0.17163416942462445,high_proximity_strength,xlk_blend,True,0.1226556013745177,0.10003824346063905,0.6802933556172213,-0.292688562356618
regime::low_volatility_risk_on::leadership_persistence__top3__equal,0.1714111892467899,leadership_persistence,regime_low_volatility_risk_on,True,0.11403760154445197,0.14533608012468324,0.5938780428271375,-0.2974492452617149
benchmark::VUG,0.17110916038842836,benchmark,benchmark,True,0.13309222226276818,0.08640885963187928,0.6533116914120366,-0.35600606895839193
regime::low_volatility_risk_on::high_proximity_strength__top1__score_invvol,0.1705599392216032,high_proximity_strength,regime_low_volatility_risk_on,True,0.1036876791677821,0.17669596282595945,0.553385428731461,-0.37296684082284104
regime::low_volatility_risk_on::high_proximity_strength__top1__equal,0.1705599392216032,high_proximity_strength,regime_low_volatility_risk_on,True,0.1036876791677821,0.17669596282595945,0.553385428731461,-0.37296684082284104
xlk_blend::volatility_breakout__top3__equal::50,0.17017885814767714,volatility_breakout,xlk_blend,True,0.11314297864136114,0.12224381658262073,0.6561992598807425,-0.32096042952409687
regime::high_dispersion::high_proximity_strength__top3__score_invvol,0.1701496487193353,high_proximity_strength,regime_high_dispersion,True,0.11121839056207072,0.1450192513286943,0.5991283898348455,-0.3031692993688523
xlk_blend::trend_quality_26__top3__score_invvol::50,0.16862831580040266,trend_quality_26,xlk_blend,True,0.11081763557057367,0.1265007216192615,0.6418751797228002,-0.29435424298973634
regime::high_dispersion::leadership_persistence__top3__equal,0.16848824425366654,leadership_persistence,regime_high_dispersion,True,0.1136680071453966,0.137553933867693,0.5902125980612069,-0.2975429574497057
xlk_blend::leadership_persistence__top2__score_invvol::50,0.1679370651806874,leadership_persistence,xlk_blend,True,0.11762597761831817,0.1085630314704602,0.6479256916855844,-0.29244285503859135
regime::tech_leadership::volatility_breakout__top2__equal,0.1677739214055079,volatility_breakout,regime_tech_leadership,True,0.1074758735703707,0.14037830855095512,0.6117490469799894,-0.3019436963684685
regime::high_dispersion::trend_quality_52__top2__equal,0.1667304209055993,trend_quality_52,regime_high_dispersion,True,0.10562803258085407,0.15858940510099329,0.5577677982678888,-0.2890288727836702
xlk_blend::high_proximity_strength__top2__score_invvol::50,0.1661483485155633,high_proximity_strength,xlk_blend,True,0.1187057862132661,0.09366758655855123,0.6682460082003825,-0.29244285503859113
benchmark::SPY,0.16573511203815908,benchmark,benchmark,True,0.11313752463914084,0.11615708492436472,0.6300547177736515,-0.31828962533650973
regime::high_dispersion::volatility_breakout__top3__equal,0.16531388804073943,volatility_breakout,regime_high_dispersion,True,0.10060681962044882,0.16518364540944774,0.5539470264563581,-0.3497664259973874
xlk_blend::rank_consensus__top2__equal::25,0.16467420519467166,rank_consensus,xlk_blend,True,0.1213579209005533,0.09295795359142511,0.6397206657691213,-0.2961021002197912
xlk_blend::drawdown_recovery__top2__equal::50,0.16423238041938265,drawdown_recovery,xlk_blend,True,0.11625583216877833,0.09849413223516623,0.6493064144756577,-0.292688562356618
xlk_blend::rank_consensus__top2__score_invvol::25,0.16422192137903457,rank_consensus,xlk_blend,True,0.1211231739448333,0.09184445886916759,0.6399467935138432,-0.29597881010917604
xlk_blend::trend_quality_52__top3__equal::75,0.1636856857388781,trend_quality_52,xlk_blend,True,0.10526567783042329,0.13406617964991763,0.6030642514564882,-0.29062591191021925
regime::tech_leadership::trend_quality_52__top3__score_invvol,0.16363918797022753,trend_quality_52,regime_tech_leadership,True,0.11238472881410422,0.11931061954217781,0.6041516481911166,-0.29605427520231276
regime::low_volatility_risk_on::leadership_persistence__top2__equal,0.16361045691456727,leadership_persistence,regime_low_volatility_risk_on,True,0.10897155894548671,0.13856345014262894,0.5665848650448656,-0.2961021002197911
xlk_blend::downside_efficiency_52__top2__score_invvol::50,0.16175958693254494,downside_efficiency_52,xlk_blend,True,0.10288616018858421,0.11646258806539245,0.6508911439977667,-0.2651046009189235
regime::low_volatility_risk_on::volatility_breakout__top3__score_invvol,0.16142970026406983,volatility_breakout,regime_low_volatility_risk_on,True,0.09553764872378379,0.15241278172521766,0.5838327651223426,-0.30907767688361365
ceiling_blend::leadership_persistence__top1__equal::50,0.16116035241071525,leadership_persistence,ceiling_blend,True,0.09226141520655706,0.1796843773441339,0.5189819008354084,-0.35795438406876856
ceiling_blend::leadership_persistence__top1__score_invvol::50,0.16116035241071525,leadership_persistence,ceiling_blend,True,0.09226141520655706,0.1796843773441339,0.5189819008354084,-0.35795438406876856
