name,state,target_vol_active_share,panic_guardrail_active_share,avg_target_vol_required_cash,guardrail_cash_added,recovery_regime_relief_cash,duplicated_cash_over_intended,excess_cash_not_guardrail,target_vol_shortfall_avg
improved_phase2b_regime_confidence_boost,calm_trend,0.003389830508474576,0.0,0.0001272344155187757,0.027245878483315382,0.0,0.006397781715446994,0.006270547299928218,9.408669700213191e-20
improved_phase2b_regime_confidence_boost,neutral_healthy_proxy,0.0034129692832764505,0.0,1.6205746275778836e-05,0.1092312228111222,0.04000217779688025,0.040018383543156025,0.04000217779688025,0.0
improved_phase2b_regime_confidence_boost,neutral_mixed,0.0,0.0,0.0,0.175,0.0,0.1566676389889185,0.1566676389889185,0.0
improved_phase2b_regime_confidence_boost,recovery_confirmed,0.0,0.0,0.0,2.523234146875355e-18,0.06383761565651912,0.06383761565651912,0.06383761565651912,0.0
improved_phase2b_regime_confidence_boost,recovery_fragile,0.0,0.0,0.0,2.265761274745217e-18,0.12351317074439862,0.12351317074439862,0.12351317074439862,0.0
improved_phase2b_regime_confidence_boost,stressed_panic,0.0,1.0,0.0003353491018264966,0.5093247219202602,0.0,0.5005910974661117,0.0,0.0
improved_phasevv_recovery_neutral_budget_aware_overlay,calm_trend,0.003389830508474576,0.0,0.00013110925022105372,0.027249753318017662,0.0,0.006947439660811627,0.006816330410590574,1.6465171975373085e-19
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_healthy_proxy,0.0034129692832764505,0.0,2.8401728534019087e-05,0.053022745324867074,0.09876600039123655,0.09876600039123655,0.09876600039123655,3.13789570739832e-19
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_mixed,0.0,0.0,9.344649945997597e-05,0.17509344649946,0.0,0.15728119228753326,0.1571877457880733,0.0
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_confirmed,0.0,0.0,0.003060038117816736,0.04779597321771976,0.01590909090909091,0.01590909090909091,0.01590909090909091,0.0
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_fragile,0.02040816326530612,0.0,0.0016965696767658705,0.052050948387747355,0.0750393817406706,0.0750393817406706,0.0750393817406706,1.1328806373726086e-18
improved_phasevv_recovery_neutral_budget_aware_overlay,stressed_panic,0.0,1.0,0.0003403937870604185,0.5095036153843427,0.0,0.5007699909301944,0.0,0.0
improved_phaseww_confirmed_only_lighter_both,calm_trend,0.003389830508474576,0.0,0.00013110925022105372,0.027249753318017662,0.0,0.007818156781276986,0.007687047531055931,1.6465171975373085e-19
improved_phaseww_confirmed_only_lighter_both,neutral_healthy_proxy,0.0034129692832764505,0.0,2.8401728534019087e-05,0.10924341879338045,0.04705845798643594,0.04708685971496996,0.04705845798643594,3.13789570739832e-19
improved_phaseww_confirmed_only_lighter_both,neutral_mixed,0.0,0.0,9.344495329990876e-05,0.1750934449532999,0.0,0.15786957141224423,0.15777612645894432,0.0
improved_phaseww_confirmed_only_lighter_both,recovery_confirmed,0.0,0.0,0.003060038117816736,0.03923426170497917,0.020681818181818194,0.021044043430577027,0.020681818181818194,0.0
improved_phaseww_confirmed_only_lighter_both,recovery_fragile,0.02040816326530612,0.0,0.0016965590486827833,0.0016965590486827818,0.1249741862914208,0.12667074534010359,0.1249741862914208,1.699320956058913e-18
improved_phaseww_confirmed_only_lighter_both,stressed_panic,0.0,1.0,0.0003403937870604185,0.5098059765821671,0.0,0.5010723521280186,0.0,0.0
improved_phasexx_guardrail_only_overlay,calm_trend,0.003389830508474576,0.0,0.00013110925022105372,0.027249753318017662,0.0,0.008072394069412578,0.007941284819191523,1.6465171975373085e-19
improved_phasexx_guardrail_only_overlay,neutral_healthy_proxy,0.0034129692832764505,0.0,2.8401728534019087e-05,0.10924341879338045,0.05219667982637028,0.0522250815549043,0.05219667982637028,3.13789570739832e-19
improved_phasexx_guardrail_only_overlay,neutral_mixed,0.0,0.0,9.344495329990876e-05,0.1750934449532999,0.0,0.16027465451338102,0.1601812095600811,0.0
improved_phasexx_guardrail_only_overlay,recovery_confirmed,0.0,0.0,0.003060038117816736,0.05590909090909089,0.020454545454545458,0.020454545454545458,0.020454545454545458,0.0
improved_phasexx_guardrail_only_overlay,recovery_fragile,0.02040816326530612,0.0,0.0016965590486827833,0.09504540734308206,0.07503938174067058,0.07503938174067058,0.07503938174067058,0.0
improved_phasexx_guardrail_only_overlay,stressed_panic,0.0,1.0,0.0003403937870604185,0.5108897176886128,0.0,0.5021560932344643,0.0,0.0
improved_phasexx_guardrail_overlay_fragile_floor,calm_trend,0.003389830508474576,0.0,0.00013110925022105372,0.027249753318017662,0.0,0.007987648306700717,0.007856539056479662,1.6465171975373085e-19
improved_phasexx_guardrail_overlay_fragile_floor,neutral_healthy_proxy,0.0034129692832764505,0.0,2.8401728534019087e-05,0.10924341879338045,0.05291340337585834,0.05294180510439236,0.05291340337585834,3.13789570739832e-19
improved_phasexx_guardrail_overlay_fragile_floor,neutral_mixed,0.0,0.0,9.344495329990876e-05,0.1750934449532999,0.0,0.160949654513381,0.1608562095600811,0.0
improved_phasexx_guardrail_overlay_fragile_floor,recovery_confirmed,0.0,0.0,0.003060038117816736,0.05124999999999999,0.024886363636363606,0.024886363636363606,0.024886363636363606,0.0
improved_phasexx_guardrail_overlay_fragile_floor,recovery_fragile,0.02040816326530612,0.0,0.0016965590486827833,0.1134127542818576,0.06810060623046653,0.06810060623046653,0.06810060623046653,0.0
improved_phasexx_guardrail_overlay_fragile_floor,stressed_panic,0.0,1.0,0.0003403937870604185,0.5111517264222373,0.0,0.5024181019680887,0.0,0.0
improved_phasexx_recovery_neutral_overlay_simplified,calm_trend,0.003389830508474576,0.0,0.00013110925022105372,0.027249753318017662,0.0,0.01804636348750919,0.017915254237288132,1.6465171975373085e-19
improved_phasexx_recovery_neutral_overlay_simplified,neutral_healthy_proxy,0.0034129692832764505,0.0,2.8401728534019087e-05,0.10757679180887368,0.09960217786563928,0.09960217786563928,0.09960217786563928,0.0
improved_phasexx_recovery_neutral_overlay_simplified,neutral_mixed,0.0,0.0,9.344659575476976e-05,0.17509344659575476,0.0,0.16940463320454185,0.1693111866087871,0.0
improved_phasexx_recovery_neutral_overlay_simplified,recovery_confirmed,0.0,0.0,0.003060038117816736,0.05124999999999999,0.03863636363636361,0.03863636363636361,0.03863636363636361,0.0
improved_phasexx_recovery_neutral_overlay_simplified,recovery_fragile,0.02040816326530612,0.0,0.0016965703386823763,0.11499999999999992,0.0710597899039359,0.0710597899039359,0.0710597899039359,0.0
improved_phasexx_recovery_neutral_overlay_simplified,stressed_panic,0.0,1.0,0.0003403937870604185,0.5138145406632137,0.0,0.5050809162090654,0.0,0.0
improved_phasexx_conservative_hybrid_overlay,calm_trend,0.003389830508474576,0.0,0.00013110925022105372,0.027249753318017662,0.0,0.006934125169688413,0.00680301591946736,1.6465171975373085e-19
improved_phasexx_conservative_hybrid_overlay,neutral_healthy_proxy,0.0034129692832764505,0.0,2.8401728534019087e-05,0.052336178959944454,0.09960217786563928,0.09960217786563928,0.09960217786563928,3.13789570739832e-19
improved_phasexx_conservative_hybrid_overlay,neutral_mixed,0.0,0.0,9.344659666124411e-05,0.17509344659666123,0.0,0.1573147888106689,0.1572213422140077,0.0
improved_phasexx_conservative_hybrid_overlay,recovery_confirmed,0.0,0.0,0.003060038117816736,0.045168764776707886,0.017649296131241846,0.017649296131241846,0.017649296131241846,0.0
improved_phasexx_conservative_hybrid_overlay,recovery_fragile,0.02040816326530612,0.0,0.0016965703449133421,0.057562655226147195,0.06983530010801751,0.06983530010801751,0.06983530010801751,1.1328806373726086e-18
improved_phasexx_conservative_hybrid_overlay,stressed_panic,0.0,1.0,0.0003403937870604185,0.509520094660279,0.0,0.5007864702061307,0.0,0.0
