variant,decision_date,realization_date,cost_bps,active_assets,total_units,invested_weight,turnover,gross_return,cost,net_return
direction_corrected,2005-01-03,2005-01-04,50,0,0,0,0,0,0,0
direction_corrected,2005-01-04,2005-01-05,50,0,0,0,0,0,0,0
direction_corrected,2005-01-05,2005-01-06,50,0,0,0,0,0,0,0
direction_corrected,2005-01-06,2005-01-07,50,0,0,0,0,0,0,0
direction_corrected,2005-01-07,2005-01-10,50,1,1,0.2,0.2,0.000316054810714,0.001,-0.000683945189286
direction_corrected,2005-01-10,2005-01-11,50,1,1,0.2,0.000252763961305,0.00117267956716,1.26381980653e-06,0.00117141574735
direction_corrected,2005-01-11,2005-01-12,50,1,2,0.2,0.000937044800434,0.000269248421233,4.68522400217e-06,0.000264563197231
direction_corrected,2005-01-12,2005-01-13,50,2,3,0.4,0.2,0.00192559444077,0.001,0.000925594440768
direction_corrected,2005-01-13,2005-01-14,50,2,4,0.4,0.00153751492243,-0.00133673755394,7.68757461214e-06,-0.00134442512856
direction_corrected,2005-01-14,2005-01-18,50,2,4,0.4,0.00104860250225,0.000665357749347,5.24301251125e-06,0.000660114736835
direction_corrected,2005-01-18,2005-01-19,50,4,6,0.7,0.333333333333,-0.00189197563229,0.00166666666667,-0.00355864229896
direction_corrected,2005-01-19,2005-01-20,50,4,7,0.685714285714,0.0465790082921,-0.00112011514486,0.00023289504146,-0.00135301018632
direction_corrected,2005-01-20,2005-01-21,50,4,7,0.685714285714,0.00110030760574,0.00173514261442,5.50153802868e-06,0.00172964107639
direction_corrected,2005-01-21,2005-01-24,50,4,7,0.685714285714,0.00140649242772,-0.00173886639541,7.03246213861e-06,-0.00174589885755
direction_corrected,2005-01-24,2005-01-25,50,5,9,0.822222222222,0.169162078756,-0.00820660825933,0.00084581039378,-0.00905241865311
direction_corrected,2005-01-25,2005-01-26,50,4,7,0.685714285714,0.197865788906,0.00445860529825,0.00098932894453,0.00346927635372
direction_corrected,2005-01-26,2005-01-27,50,5,8,0.775,0.125514120713,-0.000428784553709,0.000627570603567,-0.00105635515728
direction_corrected,2005-01-27,2005-01-28,50,3,5,0.6,0.324497784476,-0.000280631065364,0.00162248892238,-0.00190311998774
direction_corrected,2005-01-28,2005-01-31,50,3,5,0.6,0.000497000968965,0.00110205897178,2.48500484483e-06,0.00109957396694
direction_corrected,2005-01-31,2005-02-01,50,3,7,0.6,0.00285999224564,0.00180526522492,1.42999612282e-05,0.00179096526369
direction_corrected,2005-02-01,2005-02-02,50,4,8,0.65,0.25,0.00206625500298,0.00125,0.000816255002983
direction_corrected,2005-02-02,2005-02-03,50,6,11,0.854545454545,0.23865117451,-0.00354094946839,0.00119325587255,-0.00473420534094
direction_corrected,2005-02-03,2005-02-04,50,6,12,0.9,0.0759259596507,0.00818597757062,0.000379629798253,0.00780634777236
direction_corrected,2005-02-04,2005-02-07,50,7,15,1,0.132625975912,-0.00191764877716,0.000663129879562,-0.00258077865672
direction_corrected,2005-02-07,2005-02-08,50,8,16,1,0.0625,0.00147644335926,0.0003125,0.00116394335926
direction_corrected,2005-02-08,2005-02-09,50,6,14,0.957142857143,0.249276504689,-0.00479963791756,0.00124638252344,-0.006046020441
direction_corrected,2005-02-09,2005-02-10,50,6,15,1,0.0598088681016,0.000166718882671,0.000299044340508,-0.000132325457837
direction_corrected,2005-02-10,2005-02-11,50,4,11,0.781818181818,0.269224541072,0.00161026848624,0.00134612270536,0.000264145780879
direction_corrected,2005-02-11,2005-02-14,50,6,12,0.85,0.250902947106,0.00258792086158,0.00125451473553,0.00133340612605
direction_corrected,2005-02-14,2005-02-15,50,8,17,1,0.218875646363,0.00303307274308,0.00109437823182,0.00193869451126
direction_corrected,2005-02-15,2005-02-16,50,8,18,1,0.0520783671691,-0.00263949044597,0.000260391835845,-0.00289988228181
direction_corrected,2005-02-16,2005-02-17,50,8,18,1,0.00242219248942,-0.00367344533856,1.21109624471e-05,-0.003685556301
direction_corrected,2005-02-17,2005-02-18,50,6,15,1,0.277798683993,-0.000984501642282,0.00138899341996,-0.00237349506224
direction_corrected,2005-02-18,2005-02-22,50,4,10,0.7,0.334983944742,-0.00431408547844,0.00167491972371,-0.00598900520215
direction_corrected,2005-02-22,2005-02-23,50,2,6,0.4,0.298700166765,-0.000589406644006,0.00149350083382,-0.00208290747783
direction_corrected,2005-02-23,2005-02-24,50,2,6,0.4,0.000571009402502,-0.000104722554909,2.85504701251e-06,-0.000107577601921
direction_corrected,2005-02-24,2005-02-25,50,2,6,0.4,0.00039363536507,0.00311066162442,1.96817682535e-06,0.00310869344759
direction_corrected,2005-02-25,2005-02-28,50,3,7,0.542857142857,0.142857142857,-0.001267972141,0.000714285714286,-0.00198225785529
direction_corrected,2005-02-28,2005-03-01,50,4,8,0.65,0.12521138681,0.00122576765421,0.000626056934048,0.000599710720157
direction_corrected,2005-03-01,2005-03-02,50,4,9,0.711111111111,0.0761994613483,-0.00196988565238,0.000380997306741,-0.00235088295912
direction_corrected,2005-03-02,2005-03-03,50,3,6,0.566666666667,0.200829432765,-0.000280367032533,0.00100414716383,-0.00128451419636
direction_corrected,2005-03-03,2005-03-04,50,3,6,0.566666666667,0.000414625475691,0.00861131095527,2.07312737845e-06,0.00860923782789
direction_corrected,2005-03-04,2005-03-07,50,5,10,0.8,0.232157659233,-0.000885804139152,0.00116078829617,-0.00204659243532
direction_corrected,2005-03-07,2005-03-08,50,7,13,0.938461538462,0.207797316662,-0.00399814048524,0.00103898658331,-0.00503712706855
direction_corrected,2005-03-08,2005-03-09,50,8,14,0.971428571429,0.0714285714286,-0.00884692314491,0.000357142857143,-0.00920406600205
direction_corrected,2005-03-09,2005-03-10,50,6,13,0.907692307692,0.143009933767,0.00381531861903,0.000715049668837,0.00310026895019
direction_corrected,2005-03-10,2005-03-11,50,3,7,0.542857142857,0.431206160326,0.0010575655595,0.00215603080163,-0.00109846524213
direction_corrected,2005-03-11,2005-03-14,50,3,8,0.6,0.0568109476233,-0.00479491593231,0.000284054738117,-0.00507897067043
direction_corrected,2005-03-14,2005-03-15,50,3,8,0.6,0.00224637844787,-0.00201805152843,1.12318922394e-05,-0.00202928342067
direction_corrected,2005-03-15,2005-03-16,50,2,5,0.4,0.200027789522,0.00136702899692,0.00100013894761,0.000366890049311
direction_corrected,2005-03-16,2005-03-17,50,2,5,0.4,0.000860234359713,-0.00244364144192,4.30117179857e-06,-0.00244794261371
direction_corrected,2005-03-17,2005-03-18,50,2,3,0.4,0.201727190216,-0.000935800893776,0.00100863595108,-0.00194443684486
direction_corrected,2005-03-18,2005-03-21,50,1,1,0.2,0.200507122171,-0.00056378550335,0.00100253561086,-0.00156632111421
direction_corrected,2005-03-21,2005-03-22,50,0,0,0,0.199548717171,0,0.000997743585853,-0.000997743585853
direction_corrected,2005-03-22,2005-03-23,50,0,0,0,0,0,0,0
direction_corrected,2005-03-23,2005-03-24,50,0,0,0,0,0,0,0
direction_corrected,2005-03-24,2005-03-28,50,0,0,0,0,0,0,0
direction_corrected,2005-03-28,2005-03-29,50,0,0,0,0,0,0,0
direction_corrected,2005-03-29,2005-03-30,50,0,0,0,0,0,0,0
direction_corrected,2005-03-30,2005-03-31,50,1,1,0.2,0.2,0.0014429094799,0.001,0.000442909479897
direction_corrected,2005-03-31,2005-04-01,50,6,7,0.914285714286,0.714285714286,-0.00186634442329,0.00357142857143,-0.00543777299472
direction_corrected,2005-04-01,2005-04-04,50,6,8,0.9,0.0708699968882,-0.00136070633271,0.000354349984441,-0.00171505631716
direction_corrected,2005-04-04,2005-04-05,50,5,7,0.828571428571,0.124751686871,0.000832360681106,0.000623758434354,0.000208602246752
direction_corrected,2005-04-05,2005-04-06,50,5,7,0.828571428571,0.00127436616294,0.00159667835833,6.3718308147e-06,0.00159030652752
direction_corrected,2005-04-06,2005-04-07,50,9,13,0.969230769231,0.318414273827,0.00129298594532,0.00159207136914,-0.000299085423818
direction_corrected,2005-04-07,2005-04-08,50,9,16,1,0.143228189884,-0.00313140935981,0.00071614094942,-0.00384755030923
direction_corrected,2005-04-08,2005-04-11,50,7,11,1,0.314544912416,-2.57009102904e-05,0.00157272456208,-0.00159842547237
direction_corrected,2005-04-11,2005-04-12,50,6,11,0.927272727273,0.0911302097056,0.00446250345416,0.000455651048528,0.00400685240563
direction_corrected,2005-04-12,2005-04-13,50,6,10,0.9,0.181010422184,-0.00693080405465,0.00090505211092,-0.00783585616557
direction_corrected,2005-04-13,2005-04-14,50,7,13,0.938461538462,0.131040546921,-0.0100956505446,0.000655202734607,-0.0107508532792
direction_corrected,2005-04-14,2005-04-15,50,3,6,0.566666666667,0.505236412458,0.00490123340044,0.00252618206229,0.00237505133815
direction_corrected,2005-04-15,2005-04-18,50,3,7,0.542857142857,0.0259230328154,-0.000431261978286,0.000129615164077,-0.000560877142363
direction_corrected,2005-04-18,2005-04-19,50,3,7,0.542857142857,0.000284920002642,0.0035206339318,1.42460001321e-06,0.00351920933179
direction_corrected,2005-04-19,2005-04-20,50,4,9,0.711111111111,0.168158536279,-0.000575358536423,0.000840792681396,-0.00141615121782
direction_corrected,2005-04-20,2005-04-21,50,4,10,0.8,0.0892793077185,-0.00415194926167,0.000446396538592,-0.00459834580027
direction_corrected,2005-04-21,2005-04-22,50,4,10,0.8,0.0016296978978,0.00510470337535,8.14848948902e-06,0.00509655488587
direction_corrected,2005-04-22,2005-04-25,50,4,12,0.8,0.0011826062208,0.00349324231126,5.91303110402e-06,0.00348732928016
direction_corrected,2005-04-25,2005-04-26,50,7,15,1,0.20078254696,-0.0019686689894,0.0010039127348,-0.0029725817242
direction_corrected,2005-04-26,2005-04-27,50,7,15,1,0.00212929969174,0.00169907028335,1.06464984587e-05,0.00168842378489
direction_corrected,2005-04-27,2005-04-28,50,6,14,0.942857142857,0.0685905694982,-0.000763486772793,0.000342952847491,-0.00110643962028
direction_corrected,2005-04-28,2005-04-29,50,5,11,0.781818181818,0.201842984302,0.00445686308202,0.00100921492151,0.00344764816051
direction_corrected,2005-04-29,2005-05-02,50,5,11,0.781818181818,0.00380247559159,0.000922244666972,1.90123779579e-05,0.000903232289014
direction_corrected,2005-05-02,2005-05-03,50,6,13,0.907692307692,0.140085353615,0.00094465082996,0.000700426768074,0.000244224061886
direction_corrected,2005-05-03,2005-05-04,50,8,16,1,0.172982302557,0.00334759560094,0.000864911512787,0.00248268408815
direction_corrected,2005-05-04,2005-05-05,50,8,21,1,0.13016067834,0.00273201959849,0.0006508033917,0.00208121620679
direction_corrected,2005-05-05,2005-05-06,50,9,24,1,0.101645757936,-0.00275120330779,0.000508228789682,-0.00325943209747
direction_corrected,2005-05-06,2005-05-09,50,8,21,1,0.124415678585,0.00483292823682,0.000622078392926,0.00421084984389
direction_corrected,2005-05-09,2005-05-10,50,7,18,1,0.1416784935,-0.00987655860572,0.000708392467499,-0.0105849510732
