variant,cost_bps,full_observations,full_years,full_total_return,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_max_drawdown_duration_weeks,full_calmar,full_cvar_5_weekly,full_positive_week_share,full_worst_week,full_best_week,full_annual_turnover,full_mean_invested_weight,oos_2016_2020_observations,oos_2016_2020_years,oos_2016_2020_total_return,oos_2016_2020_annual_return,oos_2016_2020_annual_volatility,oos_2016_2020_sharpe_zero_rf,oos_2016_2020_sortino_zero_target,oos_2016_2020_max_drawdown,oos_2016_2020_max_drawdown_duration_weeks,oos_2016_2020_calmar,oos_2016_2020_cvar_5_weekly,oos_2016_2020_positive_week_share,oos_2016_2020_worst_week,oos_2016_2020_best_week,oos_2016_2020_annual_turnover,oos_2016_2020_mean_invested_weight,oos_2021_present_observations,oos_2021_present_years,oos_2021_present_total_return,oos_2021_present_annual_return,oos_2021_present_annual_volatility,oos_2021_present_sharpe_zero_rf,oos_2021_present_sortino_zero_target,oos_2021_present_max_drawdown,oos_2021_present_max_drawdown_duration_weeks,oos_2021_present_calmar,oos_2021_present_cvar_5_weekly,oos_2021_present_positive_week_share,oos_2021_present_worst_week,oos_2021_present_best_week,oos_2021_present_annual_turnover,oos_2021_present_mean_invested_weight
direction_corrected,10,1120,21.5384615385,0.181659560214,0.00777995833928,0.0970303642632,0.128396086219,0.181878191392,-0.355987232007,997,0.0218545993782,-0.0304277179059,0.508928571429,-0.0659732635403,0.0704923414666,37.1656025225,0.836050962802,261,5.01923076923,0.280070577403,0.05042394092,0.0827661193828,0.635700087055,0.981192607892,-0.0952252331314,84,0.52952289285,-0.0250939924025,0.544061302682,-0.043084760778,0.0704923414666,37.1592934496,0.876069298411,293,5.63461538462,0.114860139512,0.0194839903995,0.0909775703593,0.257461791846,0.377272526157,-0.1778410385,176,0.109558460544,-0.0254492285734,0.501706484642,-0.037720423719,0.0325774708394,38.314309159,0.829649412021
direction_corrected,50,1120,21.5384615385,-0.952068577425,-0.131553465986,0.100773326553,-1.34719169728,-1.63420937866,-0.953010650622,1118,-0.138039869649,-0.034708612885,0.423214285714,-0.0753392021479,0.0668100193705,37.1656025225,0.836050962802,261,5.01923076923,-0.39313615109,-0.0947167872849,0.085566042894,-1.11921753308,-1.42863593627,-0.428213112213,260,-0.221190768296,-0.0292277856953,0.417624521073,-0.0471667861306,0.0668100193705,37.1592934496,0.876069298411,293,5.63461538462,-0.530157795093,-0.125459590089,0.0947722121388,-1.36531133096,-1.66310146512,-0.548828241861,286,-0.228595361026,-0.0297146735308,0.41638225256,-0.0421305902182,0.0303869293508,38.314309159,0.829649412021
direction_corrected,100,1120,21.5384615385,-0.999132608235,-0.279148659983,0.106685018965,-3.00468743365,-3.09758507362,-0.999140485104,1118,-0.279388798818,-0.0403227652537,0.328571428571,-0.0869623292634,0.0622181123267,37.1656025225,0.836050962802,261,5.01923076923,-0.761571962296,-0.248466082154,0.0907072405723,-3.09500964429,-3.23163758443,-0.770386230404,260,-0.322521447487,-0.0344923651942,0.295019157088,-0.052250420021,0.0622181123267,37.1592934496,0.876069298411,293,5.63461538462,-0.840716512915,-0.278218525294,0.100895054675,-3.17061982362,-3.21275570733,-0.845020568314,291,-0.329244678445,-0.0358761195779,0.324232081911,-0.0507697652097,0.0293639332225,38.314309159,0.829649412021
direction_corrected_stale_1d,10,1120,21.5384615385,0.155710069217,0.00674153012989,0.0941712485399,0.118422232014,0.168704571816,-0.283166017992,738,0.0238076947852,-0.0295520282418,0.511607142857,-0.0685235246091,0.0674278614958,37.3107339959,0.835724549756,261,5.01923076923,0.176956300014,0.0329941096932,0.0849660864526,0.424542429498,0.610192889225,-0.123367161563,99,0.267446452322,-0.0272870845916,0.547892720307,-0.0666723222633,0.0674278614958,37.3549115302,0.875803613692,293,5.63461538462,0.0337542008444,0.00590901300344,0.0915568546246,0.109964232038,0.158613428999,-0.258392913877,255,0.0228683245015,-0.0269341862871,0.501706484642,-0.0430668809702,0.0466812325912,38.4351446832,0.828989042812
direction_corrected_stale_1d,50,1120,21.5384615385,-0.953664646745,-0.132917897109,0.0966524793462,-1.42511547772,-1.72990960288,-0.954101706509,1118,-0.139312084028,-0.0332885059483,0.403571428571,-0.0727295547984,0.0622600540317,37.3107339959,0.835724549756,261,5.01923076923,-0.444172659643,-0.110423238217,0.0867182029888,-1.30438727681,-1.58791044771,-0.47425044427,249,-0.232837395412,-0.0310724099629,0.409961685824,-0.0702234174811,0.0622600540317,37.3549115302,0.875803613692,293,5.63461538462,-0.565602350167,-0.137549269287,0.094069883475,-1.52379550293,-1.84073349717,-0.580467969762,286,-0.236962720516,-0.0307899845156,0.389078498294,-0.0509952094633,0.0447532890954,38.4351446832,0.828989042812
direction_corrected_stale_1d,100,1120,21.5384615385,-0.999173644189,-0.280768877581,0.101235620475,-3.19421495817,-3.25959226958,-0.99917092572,1119,-0.281001848987,-0.0384409806234,0.305357142857,-0.0779706121445,0.0558250005979,37.3107339959,0.835724549756,261,5.01923076923,-0.782677357905,-0.262216461802,0.0906478354726,-3.29943699926,-3.3352471106,-0.788432721232,260,-0.332579375184,-0.0360470039579,0.291187739464,-0.0746481146463,0.0558250005979,37.3549115302,0.875803613692,293,5.63461538462,-0.853267816978,-0.28865613641,0.0988500133138,-3.38472531501,-3.39401439517,-0.855400481739,291,-0.337451454111,-0.0358906095457,0.313993174061,-0.0608398875299,0.0423465879374,38.4351446832,0.828989042812
direction_corrected_stale_5d,10,1120,21.5384615385,1.1402823149,0.0359607451753,0.104710763648,0.389936151067,0.555238483823,-0.286169972341,344,0.125662189087,-0.0352269150569,0.549107142857,-0.070889590479,0.0894973484851,37.2945921796,0.833953653489,261,5.01923076923,0.16696535263,0.031241084646,0.104615397107,0.346270789916,0.495650004018,-0.203592312486,131,0.153449235212,-0.0357542816059,0.547892720307,-0.070889590479,0.0894973484851,37.3477789994,0.874059988543,293,5.63461538462,0.313091835813,0.0495287804418,0.0981273353369,0.541798030786,0.802995953119,-0.145606809469,89,0.340154286894,-0.0294696524732,0.532423208191,-0.0543384709648,0.046422787207,38.3885817,0.827894146525
direction_corrected_stale_5d,50,1120,21.5384615385,-0.914077798838,-0.107697651228,0.105006459972,-1.03126110184,-1.28898866727,-0.917624633289,1119,-0.117365693249,-0.0381409796356,0.425,-0.0723107152902,0.0878905355314,37.2945921796,0.833953653489,261,5.01923076923,-0.448945939105,-0.111950528694,0.105220618629,-1.0745297758,-1.3678014393,-0.513871995192,260,-0.217856839333,-0.0386759858052,0.402298850575,-0.0723107152902,0.0878905355314,37.3477789994,0.874059988543,293,5.63461538462,-0.447379015215,-0.0999068600053,0.0977990054791,-1.02624543788,-1.2974442369,-0.486410348406,286,-0.205396246878,-0.0321453490555,0.430034129693,-0.0580730848705,0.0426361370764,38.3885817,0.827894146525
direction_corrected_stale_5d,100,1120,21.5384615385,-0.998465123843,-0.259792629742,0.106810489755,-2.75447903717,-2.93482592456,-0.998468199019,1119,-0.260191190864,-0.0420618421525,0.303571428571,-0.0753241959665,0.0858841643691,37.2945921796,0.833953653489,261,5.01923076923,-0.784570241576,-0.263501247177,0.107427044415,-2.78485116668,-3.03547547607,-0.789828304475,260,-0.333618389824,-0.042485823184,0.272030651341,-0.0740847690152,0.0858841643691,37.3477789994,0.874059988543,293,5.63461538462,-0.812977162794,-0.257357265953,0.0989992817132,-2.94717155181,-3.0888266785,-0.815564092948,286,-0.315557377008,-0.0358038425629,0.317406143345,-0.0630650284042,0.0379093501261,38.3885817,0.827894146525
direction_corrected_random_matched,10,1120,21.5384615385,-0.484981156727,-0.0303380386571,0.10524399276,-0.240052868157,-0.331150593842,-0.573012142072,1028,-0.0529448443228,-0.0338641816429,0.483928571429,-0.0668017407661,0.0840509253869,111.812289502,0.836050962802,261,5.01923076923,0.0353445269733,0.00694423338844,0.0941560158626,0.119795493076,0.192147551824,-0.225025087951,230,0.0308598185726,-0.0261739549654,0.494252873563,-0.0495450360993,0.0840509253869,113.864160924,0.876069298411,293,5.63461538462,-0.0947862605516,-0.0175183812901,0.0957701726835,-0.136789205691,-0.192919716711,-0.215620900444,269,-0.0812462115405,-0.0276577520767,0.460750853242,-0.0425118847722,0.0431179783403,110.96755467,0.829649412021
direction_corrected_random_matched,50,1120,21.5384615385,-0.999966645228,-0.380349763008,0.108209299063,-4.34805107648,-4.02849115547,-0.999966878653,1119,-0.380362361122,-0.0433516523723,0.232142857143,-0.0766705940924,0.075423878139,111.812289502,0.836050962802,261,5.01923076923,-0.894976235337,-0.361725509553,0.0978568273313,-4.51985226992,-4.34950008117,-0.897561274044,260,-0.403009265232,-0.0356965070004,0.191570881226,-0.0591074737784,0.075423878139,113.864160924,0.876069298411,293,5.63461538462,-0.925995347394,-0.370026297548,0.100033176609,-4.54845778639,-4.09511316245,-0.927004999282,291,-0.399163216849,-0.0379243341145,0.255972696246,-0.0520471479104,0.0336809685238,110.96755467,0.829649412021
direction_corrected_random_matched,100,1120,21.5384615385,-0.999999999812,-0.646430598666,0.115768176942,-8.83244743527,-5.66944159848,-0.99999999981,1119,-0.646430598789,-0.0556898685702,0.0839285714286,-0.0902039428879,0.0647123214867,111.812289502,0.836050962802,261,5.01923076923,-0.994028793814,-0.639490610426,0.106830691442,-9.40321239932,-5.89135491786,-0.993936524301,260,-0.643391800976,-0.0482794163847,0.0689655172414,-0.0709588275285,0.0647123214867,113.864160924,0.876069298411,293,5.63461538462,-0.996789203387,-0.639016297351,0.109943838617,-9.1215261883,-5.69557296024,-0.996766291591,292,-0.641089393514,-0.0510148577735,0.0955631399317,-0.0638607383833,0.0219770421075,110.96755467,0.829649412021
