variant,family,breadth_max,breadth_floor,macro_strength,dollar_strength,full_ann_return,full_ann_vol,full_sharpe,full_max_drawdown,full_calmar,full_cvar_5,full_avg_turnover,full_cost_drag,full_n_weeks,full_avg_BIL,full_avg_SPY,full_avg_offense,full_avg_defense,holdout_2020_ann_return,holdout_2020_ann_vol,holdout_2020_sharpe,holdout_2020_max_drawdown,holdout_2020_calmar,holdout_2020_cvar_5,holdout_2020_avg_turnover,holdout_2020_cost_drag,holdout_2020_n_weeks,holdout_2020_avg_BIL,holdout_2020_avg_SPY,holdout_2020_avg_offense,holdout_2020_avg_defense
sens_breadth_scaler_max1.05_floor0.85,sensitivity,1.05,0.85,mild,mild,0.0589425331779192,0.07679832194981816,0.7674976702802653,-0.12658163410266554,0.46564838253006874,-0.02635047563386237,0.12690678197869062,0.14073962121436792,1109,0.2631869928923598,0.06080340568075338,0.42065486716720707,0.5403899252172325,0.08121256935367449,0.08855322702615252,0.9171045718039151,-0.12658163410266543,0.6415825639271345,-0.02785729087976009,0.13234973768761357,0.04341071396153725,328,0.2316356064598557,0.05850632823242851,0.41025240754762815,0.5131790236602817
sens_breadth_scaler_max1.05_floor0.90,sensitivity,1.05,0.9,mild,mild,0.0589425331779192,0.07679832194981816,0.7674976702802653,-0.12658163410266554,0.46564838253006874,-0.02635047563386237,0.12690678197869062,0.14073962121436792,1109,0.2631869928923598,0.06080340568075338,0.42065486716720707,0.5403899252172325,0.08121256935367449,0.08855322702615252,0.9171045718039151,-0.12658163410266543,0.6415825639271345,-0.02785729087976009,0.13234973768761357,0.04341071396153725,328,0.2316356064598557,0.05850632823242851,0.41025240754762815,0.5131790236602817
sens_breadth_scaler_max1.05_floor0.95,sensitivity,1.05,0.95,mild,mild,0.0589425331779192,0.07679832194981816,0.7674976702802653,-0.12658163410266554,0.46564838253006874,-0.02635047563386237,0.12690678197869062,0.14073962121436792,1109,0.2631869928923598,0.06080340568075338,0.42065486716720707,0.5403899252172325,0.08121256935367449,0.08855322702615252,0.9171045718039151,-0.12658163410266543,0.6415825639271345,-0.02785729087976009,0.13234973768761357,0.04341071396153725,328,0.2316356064598557,0.05850632823242851,0.41025240754762815,0.5131790236602817
sens_breadth_scaler_max1.10_floor0.85,sensitivity,1.1,0.85,mild,mild,0.0590164711802772,0.07706450565015253,0.765806134515318,-0.12497811979927331,0.47221442661374036,-0.026478444788814125,0.13044673714646615,0.14466543149543096,1109,0.26027004987162905,0.06129452807901464,0.42465393489655295,0.5364916026007105,0.08088431017055142,0.08866946786813167,0.9122002433897737,-0.12497811979927365,0.6471877661502594,-0.027991240608130546,0.13725382209862438,0.0450192536483488,328,0.22749752338937773,0.059154983095641725,0.415391012243051,0.508199593746412
sens_breadth_scaler_max1.10_floor0.90,sensitivity,1.1,0.9,mild,mild,0.0590164711802772,0.07706450565015253,0.765806134515318,-0.12497811979927331,0.47221442661374036,-0.026478444788814125,0.13044673714646615,0.14466543149543096,1109,0.26027004987162905,0.06129452807901464,0.42465393489655295,0.5364916026007105,0.08088431017055142,0.08866946786813167,0.9122002433897737,-0.12497811979927365,0.6471877661502594,-0.027991240608130546,0.13725382209862438,0.0450192536483488,328,0.22749752338937773,0.059154983095641725,0.415391012243051,0.508199593746412
sens_breadth_scaler_max1.10_floor0.95,sensitivity,1.1,0.95,mild,mild,0.059016456170670084,0.07724927557200016,0.7639742344983392,-0.12665528919657143,0.46596124445363996,-0.026541911720458923,0.13018735567719844,0.14437777744601304,1109,0.2595854720165532,0.06140618884872163,0.4253385127516288,0.5358070247456349,0.08091697172723356,0.08906714066283146,0.9084940992273367,-0.12665528919657165,0.6388755830137399,-0.028111462477935126,0.13710043986024742,0.04496894427416116,328,0.22679927808106995,0.0592709131520229,0.41608925755135884,0.5075013484381042
sens_breadth_scaler_max1.15_floor0.85,sensitivity,1.15,0.85,mild,mild,0.0590349200504201,0.07724905575623724,0.764215425968537,-0.12334473627616427,0.4786172627443389,-0.026569245432283888,0.13339849872243714,0.1479389350831828,1109,0.25842663624443146,0.06166864720964492,0.4278710411489194,0.5334118540827671,0.08054203519751701,0.08874839573806444,0.9075322942764171,-0.12334473627616416,0.6529831562263546,-0.028114251010999812,0.1417035975765624,0.04647878000511246,328,0.22393747631763258,0.05976536337627009,0.4201524523293419,0.503618450104786
sens_breadth_scaler_max1.15_floor0.90,sensitivity,1.15,0.9,mild,mild,0.05906612405422784,0.0773581564111833,0.7635409993520598,-0.12411726998328021,0.475889649056772,-0.026604160600120476,0.13321723981759678,0.14773791895771482,1109,0.258043771843335,0.06173072985982088,0.4282539055500159,0.5330289896816706,0.08066543122976433,0.08898687579866342,0.9064868330951779,-0.12411726998328021,0.6499130317693157,-0.02817260340702322,0.1415707480638858,0.04643520536495454,328,0.22355982833371985,0.05982624995815012,0.42053010031325466,0.5032408021208732
sens_breadth_scaler_max1.15_floor0.95,sensitivity,1.15,0.95,mild,mild,0.0590670521598764,0.07770125232763804,0.760181469287162,-0.12760277244532492,0.46289787461463955,-0.026726995918323,0.1324281064345806,0.14686277003594989,1109,0.2563793151078972,0.06200026651152434,0.4299183622854537,0.5313645329462329,0.08057155422840889,0.08968956057771348,0.898338153397417,-0.1276027724453248,0.6314247933988438,-0.028415681823022027,0.1410920909129841,0.046278205819458795,328,0.22198717248772729,0.06008322299635033,0.42210275615924725,0.5016681462748807
sens_macro_mild,sensitivity,1.1,0.9,mild,mild,0.05700798130075757,0.07411576896561087,0.7691747936557041,-0.11734672753722009,0.48580801950932767,-0.0254303872751497,0.131230199485175,0.1455342912290591,1109,0.2857305176301967,0.05736335927157316,0.3970874091043151,0.5638737208139273,0.0815180751631217,0.08559436284182419,0.9523766806204828,-0.11734672753722009,0.6946770214556326,-0.026726207007593015,0.13537113758978653,0.04440173312944998,328,0.25420568422119455,0.055449033958877486,0.38665958534248784,0.5366092790375594
