version,state,n_weeks,avg_composite_regime_offense_component,avg_composite_regime_defense_component,avg_composite_regime_cash_component,avg_offensive_total,avg_defensive_total,avg_explicit_cash
improved_phase2b_regime_confidence_boost,calm_trend,295,,,,0.4860551496231372,0.16945186108466728,0.03351642578324361
improved_phase2b_regime_confidence_boost,neutral_mixed,493,,,,0.3929962627840467,0.13471812498752497,0.2232432336225728
improved_phase2b_regime_confidence_boost,recovery_confirmed,44,,,,0.42720297040177857,0.17788775316154726,0.06383761565651909
improved_phase2b_regime_confidence_boost,recovery_fragile,49,,,,0.45843794814584216,0.13906982567823584,0.12351317074439858
improved_phase2b_regime_confidence_boost,stressed_panic,229,,,,0.2419112275012731,0.07616459990740157,0.5093247219202601
improved_phaseyy_conservative_decomposition,calm_trend,295,0.07870512044233219,0.29392901870348165,,0.5189310253675101,0.4456310002026028,0.035437974429886755
improved_phaseyy_conservative_decomposition,neutral_mixed,493,0.09085229077170395,0.21558374053668897,,0.4414470536590707,0.33165846779743724,0.22689447854349162
improved_phaseyy_conservative_decomposition,recovery_confirmed,44,0.1356173140977424,0.2287883449137622,,0.5553436730832169,0.37178930246247466,0.07286702445430811
improved_phaseyy_conservative_decomposition,recovery_fragile,49,0.10476527885477888,0.25743777263619694,,0.4789499073115448,0.39152195064929507,0.1295281420391599
improved_phaseyy_conservative_decomposition,stressed_panic,229,0.045517174644441785,0.15219519142193222,,0.2648705865227822,0.22589297257294008,0.5092364409042774
improved_phasezz_recovery_neutral_offense_rebudget,calm_trend,295,0.08151292092729534,0.2907514817543049,,0.5236173816328618,0.44071723007420366,0.035665388292934266
improved_phasezz_recovery_neutral_offense_rebudget,neutral_mixed,493,0.10284085479122614,0.20197050606676237,,0.46189846180942234,0.31036299266254214,0.22773854552803527
improved_phasezz_recovery_neutral_offense_rebudget,recovery_confirmed,44,0.16361945524564667,0.20104487419718764,,0.5946623190078818,0.3265644171367822,0.07877326385533566
improved_phasezz_recovery_neutral_offense_rebudget,recovery_fragile,49,0.12522643281081292,0.23612652764759695,,0.5094072078861388,0.35975400852638095,0.13083878358747994
improved_phasezz_recovery_neutral_offense_rebudget,stressed_panic,229,0.04845549729753472,0.14887796062010442,,0.2700103682449667,0.2207546229847457,0.5092350087702873
improved_phaseaaa_confirmed_offense_escalation,calm_trend,295,0.08335365752324515,0.2890698589468843,,0.5260861551014097,0.4380101344819391,0.03590371041665106
improved_phaseaaa_confirmed_offense_escalation,neutral_mixed,493,0.10896872329514909,0.19630248757523833,,0.46996449138754304,0.30132704770275487,0.22870846090970184
improved_phaseaaa_confirmed_offense_escalation,recovery_confirmed,44,0.20229518747712702,0.16592915476879402,,0.6448416072609963,0.2678077182448588,0.08735067449414462
improved_phaseaaa_confirmed_offense_escalation,recovery_fragile,49,0.1280548305439456,0.23372753603718546,,0.513334580949284,0.3558278880791837,0.13083753097153203
improved_phaseaaa_confirmed_offense_escalation,stressed_panic,229,0.048540579911007214,0.14880864649652287,,0.27012936700621115,0.22063563033483927,0.5092350026589493
improved_phaseaaa_confirmed_offense_mix_tilt,calm_trend,295,0.08200374161771502,0.2907373171688104,,0.5235881913030502,0.44069381752107467,0.035717991175874875
improved_phaseaaa_confirmed_offense_mix_tilt,neutral_mixed,493,0.10470503998148903,0.20191477761293533,,0.46177088195482374,0.3102719710401555,0.2279571470050204
improved_phaseaaa_confirmed_offense_mix_tilt,recovery_confirmed,44,0.17471365321490478,0.20065344970575402,,0.5936002869951612,0.325919780290382,0.08047993271445647
improved_phaseaaa_confirmed_offense_mix_tilt,recovery_fragile,49,0.12600656384773803,0.23612354089013207,,0.5094180974208954,0.359749120622348,0.13083278195675635
improved_phaseaaa_confirmed_offense_mix_tilt,stressed_panic,229,0.0484802436523535,0.14887765114023876,,0.2700110151194347,0.2207540861238069,0.5092348987567581
improved_phaseaaa_confirmed_defense_composition_repair,calm_trend,295,0.08149504488543335,0.2892319745574554,,0.5235564935664428,0.4407161979513383,0.035727308482218736
improved_phaseaaa_confirmed_defense_composition_repair,neutral_mixed,493,0.10275865741192354,0.1968009860268012,,0.461628353718596,0.31033651142916213,0.22803513485224156
improved_phaseaaa_confirmed_defense_composition_repair,recovery_confirmed,44,0.16297506631507006,0.1707469086633154,,0.5925937004005035,0.32597414187580326,0.08143215772369283
improved_phaseaaa_confirmed_defense_composition_repair,recovery_fragile,49,0.125219286136346,0.23395595968644006,,0.5093844678552228,0.3597898979875571,0.1308256341572198
improved_phaseaaa_confirmed_defense_composition_repair,stressed_panic,229,0.04845497812489767,0.14881708603459165,,0.2700085585798292,0.22075659209581316,0.5092348493243573
improved_phaseaaa_confirmed_only_combined_repair,calm_trend,295,0.08187366236289476,0.2891591447732655,,0.524583962334034,0.43963444636904864,0.03578159129691708
improved_phaseaaa_confirmed_only_combined_repair,neutral_mixed,493,0.1040457450136733,0.19656246904119637,,0.4650203305935221,0.30672952168209544,0.2282501477243822
improved_phaseaaa_confirmed_only_combined_repair,recovery_confirmed,44,0.17101396310702707,0.1689543262129292,,0.6139679789188371,0.3026840653628366,0.08334795571832608
improved_phaseaaa_confirmed_only_combined_repair,recovery_fragile,49,0.12580430031140896,0.23385753804854106,,0.5109701295505574,0.3582032443661225,0.1308266260833197
improved_phaseaaa_confirmed_only_combined_repair,stressed_panic,229,0.04847275018870439,0.148813910930483,,0.2700571944439163,0.22070794713639347,0.50923485841969
