signal_name,avg_mean_ic,avg_ic_tstat_nw,hit_rate,mean_coverage,avg_abs_redundancy,validation_quality_score,summary_recommendation,signal_flag
google_fear_regime,,,,,,,,INSUFFICIENT_DATA
macro_risk_score,,,,,,,,INSUFFICIENT_DATA
vix_term_structure_regime,,,,,,,,INSUFFICIENT_DATA
multi_mom_equal,0.0549938862005742,2.897679247309337,0.5585937697143624,33.70195836671731,0.4227808354812638,3.655409506341899,strong,KEEP_STRONG
xsmom_global,0.0535994518538114,2.8323639947805255,0.5557059822053103,33.70195836671731,0.4138286683459559,3.59482146783302,strong,KEEP_STRONG
moving_average_distance,0.0539921413905588,2.7467198346248636,0.5555794599869526,33.73445247262756,0.4183737903205908,3.489608166426001,strong,KEEP_STRONG
multi_mom_invvol,0.0510253558728303,2.667915049003033,0.5515459156031136,33.670347168055045,0.4164245960751551,3.391889372615201,strong,KEEP_STRONG
trend_clarity_momentum,0.0437671784550668,2.329800689170257,0.5487006819027068,33.70195836671731,0.4165849371234478,3.057037390467103,strong,KEEP_STRONG
contained_recovery_quality,0.0086953736268959,0.622332548387622,0.5088655597936317,33.74837783380083,0.2800092361962198,1.184960620850135,robust,NEEDS_REVALIDATION
residual_momentum,0.0057952980787548,0.488788855523901,0.5009045127664332,33.699484889336325,0.215134347771934,1.138512153530447,robust,NEEDS_REVALIDATION
reversal_4w_asset_class_neutral,0.0011462965221223,0.0993092828941353,0.5020159461345818,31.857750710087505,0.1226703240877292,0.4762316569369217,robust,RETIRE_CANDIDATE
reversal_4w_global,-9.663473356308836e-05,0.032327434755248,0.4945342856161055,33.75862238795338,0.147094280156462,0.4753351363516779,mixed,RETIRE_CANDIDATE
quality_proxy_asset_class_neutral,-0.0006869230104665,-0.0692870278904269,0.5053276318997332,31.80787882863884,0.2215283201089064,0.1607547793766013,mixed,RETIRE_CANDIDATE
reversal_1w_global,-0.0026363342131127,-0.2474930759929499,0.4975479377386461,33.76200007271902,0.1134291412422052,-0.2473646652452032,mixed,RETIRE_CANDIDATE
reversal_1w_asset_class_neutral,-0.0031006296865066,-0.4166931359758455,0.4957322081857029,31.860858674970757,0.0993620265415491,-0.6106924118346141,mixed,RETIRE_CANDIDATE
carry_proxy_asset_class_neutral,-0.0143510311138621,-0.9925802776609182,0.4642594605991855,27.632211041378667,0.1187926917660785,-0.8726111081571131,mixed,RETIRE_CANDIDATE
carry_proxy,-0.0199633186893544,-1.2733486045892506,0.4845389846342842,29.905041285784517,0.117389097143367,-1.0995775001393662,weak,RETIRE_CANDIDATE
bab_proxy_asset_class_neutral,-0.0292956735670846,-1.9376326892054592,0.45052711759522107,31.846490340601793,0.0807049164800015,-1.8256060001272,weak,RETIRE_CANDIDATE
value_proxy_asset_class_neutral,-0.0318131580506275,-2.4370875069171314,0.44690633118386563,31.744732240661772,0.3250210442043202,-2.4411929819286207,weak,RETIRE_CANDIDATE
quality_proxy,-0.0527643620148393,-2.5575031513474724,0.44354934473888985,33.70442245309874,0.194401795816453,-2.483789610053566,weak,RETIRE_CANDIDATE
value_proxy,-0.057615405680396,-3.154994492652865,0.4319055130514939,33.63579578702494,0.3840008135822125,-3.1546241576155736,weak,RETIRE_CANDIDATE
bab_proxy,-0.1176728929552184,-4.723596489267327,0.3820413363204862,33.74654395516904,0.1534127839863218,-4.7180700831828615,weak,RETIRE_CANDIDATE
breadth_confirmed_momentum,0.0343847565999081,1.805122324808789,0.5399117609980719,33.7332780258109,0.3466140200500275,2.4589805065937664,strong,STATE_SPECIFIC_ONLY
xsmom_asset_class_neutral,0.0186747817645191,1.506638039203429,0.5342014586927435,31.80561150812963,0.3327640174727402,2.2236929068979423,robust,STATE_SPECIFIC_ONLY
tsmom_vol_scaled,0.0160524952833182,1.0253154524906336,0.5157507031516417,33.70195836671731,0.3768720628989067,1.7271291812636798,robust,STATE_SPECIFIC_ONLY
