security_id,ticker,event_date,action_type,amount,knowledge_at_utc,source_revision
yahoo-ticker:CVX,CVX,1963-11-06,cash_distribution,0.03125,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1963-11-06,cash_distribution,0.025,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1964-02-04,cash_distribution,0.001593,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1964-02-05,cash_distribution,0.03125,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1964-02-05,cash_distribution,0.021875,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1964-05-05,cash_distribution,0.03125,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1964-05-06,cash_distribution,0.021875,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1964-05-18,stock_split,1.25,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:IBM,IBM,1964-05-25,cash_distribution,0.001992,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:IBM,IBM,1964-08-04,cash_distribution,0.001992,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1964-08-05,cash_distribution,0.03125,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1964-08-05,cash_distribution,0.023438,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1964-11-02,cash_distribution,0.001992,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1964-11-04,cash_distribution,0.026563,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1964-11-05,cash_distribution,0.034375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1965-02-02,cash_distribution,0.00239,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1965-02-03,cash_distribution,0.023438,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1965-02-05,cash_distribution,0.034375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1965-05-04,cash_distribution,0.00239,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1965-05-05,cash_distribution,0.034375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1965-05-05,cash_distribution,0.023438,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1965-08-03,cash_distribution,0.00239,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1965-08-04,cash_distribution,0.023438,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1965-08-05,cash_distribution,0.034375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1965-11-01,cash_distribution,0.00239,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1965-11-03,cash_distribution,0.028125,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1965-11-05,cash_distribution,0.039063,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1966-02-03,cash_distribution,0.025,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1966-02-07,cash_distribution,0.039063,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1966-02-08,cash_distribution,0.00239,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1966-05-05,cash_distribution,0.039063,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1966-05-09,cash_distribution,0.025,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1966-05-18,stock_split,1.5,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:IBM,IBM,1966-05-24,cash_distribution,0.002629,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1966-08-05,cash_distribution,0.039063,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1966-08-08,cash_distribution,0.025,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1966-08-09,cash_distribution,0.002629,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:IBM,IBM,1966-11-03,cash_distribution,0.002629,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1966-11-04,cash_distribution,0.039063,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1966-11-04,cash_distribution,0.028125,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1967-02-06,cash_distribution,0.002629,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1967-02-07,cash_distribution,0.039063,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1967-05-01,cash_distribution,0.002629,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1967-05-05,cash_distribution,0.039063,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1967-05-08,cash_distribution,0.025,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1967-08-07,cash_distribution,0.039063,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1967-08-07,cash_distribution,0.002629,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1967-11-03,cash_distribution,0.039063,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1967-11-03,cash_distribution,0.026291,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1967-11-03,cash_distribution,0.032813,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1968-02-05,cash_distribution,0.031071,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1968-02-05,cash_distribution,0.026563,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1968-02-06,cash_distribution,0.042188,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1968-04-23,stock_split,2.0,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:IBM,IBM,1968-05-03,cash_distribution,0.031071,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1968-05-03,cash_distribution,0.026563,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1968-05-06,cash_distribution,0.042188,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1968-08-02,cash_distribution,0.031071,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1968-08-02,cash_distribution,0.028125,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1968-08-06,cash_distribution,0.042188,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1968-11-07,cash_distribution,0.032813,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1969-02-04,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1969-02-06,cash_distribution,0.038241,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1969-02-06,cash_distribution,0.028125,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1969-05-02,cash_distribution,0.038241,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1969-05-02,cash_distribution,0.028125,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1969-05-05,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1969-08-01,cash_distribution,0.047801,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1969-08-05,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1969-08-06,cash_distribution,0.028125,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1969-11-03,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1969-11-05,cash_distribution,0.032813,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1969-11-06,cash_distribution,0.047801,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1970-02-04,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1970-05-01,cash_distribution,0.057361,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1970-05-05,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1970-05-07,cash_distribution,0.028125,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1970-07-31,cash_distribution,0.057361,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1970-08-04,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1970-08-06,cash_distribution,0.028125,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1970-10-30,cash_distribution,0.057361,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1970-11-04,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1970-11-04,cash_distribution,0.032813,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1971-02-05,cash_distribution,0.062141,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1971-02-08,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1971-02-08,cash_distribution,0.028125,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1971-05-04,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1971-05-06,cash_distribution,0.028125,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1971-05-07,cash_distribution,0.062141,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1971-08-04,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1971-08-05,cash_distribution,0.029688,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1971-08-06,cash_distribution,0.062141,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1971-11-04,cash_distribution,0.04375,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1971-11-05,cash_distribution,0.062141,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1971-11-05,cash_distribution,0.032813,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1972-02-03,cash_distribution,0.064532,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1972-02-04,cash_distribution,0.045313,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1972-02-04,cash_distribution,0.029688,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1972-05-04,cash_distribution,0.045313,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1972-05-04,cash_distribution,0.064532,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1972-05-04,cash_distribution,0.029688,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1972-08-03,cash_distribution,0.064532,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1972-08-04,cash_distribution,0.045313,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1972-08-04,cash_distribution,0.029688,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:XOM,XOM,1972-11-02,cash_distribution,0.029688,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1972-11-03,cash_distribution,0.045313,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1972-11-08,cash_distribution,0.064532,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1973-02-05,cash_distribution,0.046875,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1973-02-05,cash_distribution,0.029688,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1973-02-07,cash_distribution,0.066922,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1973-05-03,cash_distribution,0.029688,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1973-05-04,cash_distribution,0.046875,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1973-05-04,cash_distribution,0.066922,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:IBM,IBM,1973-05-29,stock_split,1.25,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1973-08-02,cash_distribution,0.034375,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:CVX,CVX,1973-08-06,cash_distribution,0.046875,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:IBM,IBM,1973-08-08,cash_distribution,0.066922,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1973-11-02,cash_distribution,0.026563,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1973-11-02,cash_distribution,0.039063,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1973-11-08,cash_distribution,0.066922,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1973-12-11,stock_split,2.0,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:CVX,CVX,1974-02-04,cash_distribution,0.0625,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1974-02-04,cash_distribution,0.034375,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1974-02-06,cash_distribution,0.076482,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1974-05-06,cash_distribution,0.0625,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1974-05-06,cash_distribution,0.034375,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1974-05-08,cash_distribution,0.076482,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1974-08-05,cash_distribution,0.0625,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1974-08-06,cash_distribution,0.039063,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1974-08-08,cash_distribution,0.089627,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1974-11-01,cash_distribution,0.0625,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1974-11-04,cash_distribution,0.048438,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1974-11-06,cash_distribution,0.089627,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:CVX,CVX,1975-02-03,cash_distribution,0.0625,2026-08-13T07:03:34.893158+00:00,yfinance-1.5.2:2026-08-13T07:03:34.893158+00:00
yahoo-ticker:XOM,XOM,1975-02-05,cash_distribution,0.039063,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
yahoo-ticker:IBM,IBM,1975-02-06,cash_distribution,0.089627,2026-08-13T07:03:36.566658+00:00,yfinance-1.5.2:2026-08-13T07:03:36.566658+00:00
yahoo-ticker:XOM,XOM,1975-03-31,cash_distribution,0.039063,2026-08-13T07:03:45.456300+00:00,yfinance-1.5.2:2026-08-13T07:03:45.456300+00:00
