cik10,accession,filing_date,cosine__full,jaccard__full,length_change__full,cosine__item_7,jaccard__item_7,length_change__item_7,cosine__item_1a,jaccard__item_1a,length_change__item_1a,cohort
0001628063,0001193125-26-134736,2026-03-31,0.9990997168607714,0.9300744577533182,-0.0488371485996189,0.9864025664225426,0.7103386809269162,-0.3149999999999999,0.9997109653457464,0.9655674102812803,0.0128079507278835,2026Q1
0001831359,0001104659-26-037836,2026-03-31,0.9997075021333108,0.9816043425814234,-0.0117879913122679,0.9952663109922746,0.8917112299465241,-0.0527376553577426,0.999855507472084,0.988407258064516,-0.0089899783847514,2026Q1
0001169445,0001169445-26-000006,2026-03-31,0.9984363552226204,0.8765690376569037,0.0867629057447976,0.9915863150285524,0.8228404099560761,0.0278171509567681,0.9895377451162038,0.6839210611452604,0.6187416751547441,2026Q1
0001909747,0001628280-26-022436,2026-03-31,0.9963120350852176,0.8351893095768375,-0.1456295330131816,0.9580243353136746,0.653475935828877,0.2723780253553591,0.96731150405588,0.6484375,0.846962718345355,2026Q1
0001356115,0001193125-26-133271,2026-03-31,0.9968844623756722,0.8764098872090232,-0.1353541799617102,0.9958335407967712,0.8251959011452682,-0.0389250959735737,0.5963243320438365,0.1124031007751938,-0.9136091595107988,2026Q1
0001902733,0001902733-26-000022,2026-03-31,0.998968591038934,0.9099744245524296,0.0476585781183482,0.9944129265951088,0.8561690524880708,0.0026145418326692,0.999188737538361,0.9112093210124548,0.0332567343291203,2026Q1
0001408534,0001408534-26-000021,2026-03-31,0.9989976372513903,0.9393023894534468,0.0824175824175823,0.9948706890881024,0.8954063604240282,0.0817953771725497,0.9985625566424684,0.9295612009237876,0.129529274253533,2026Q1
0001801661,0001801661-26-000020,2026-03-31,0.9931461590137856,0.8526687251874724,-0.1875909956322096,0.9789921867201484,0.7306748466257669,-0.2063271993950088,0.99858889816166,0.8992,-0.0084693966646293,2026Q1
0001464790,0001464790-26-000024,2026-03-31,0.9955911952049749,0.7992393915132106,-0.2210098140495867,0.972967740570192,0.6312240663900415,-0.4989470440186964,0.9990620946194472,0.8886925795053003,-0.022093320822315,2026Q1
0000727273,0001437749-26-010517,2026-03-31,0.9974976755620372,0.8942826321467098,0.0995646739364681,0.9911610090195568,0.8436578171091446,0.1424371993586317,0.993605815080235,0.8975817923186344,0.0055583628094997,2026Q1
0000716634,0000716634-26-000005,2026-03-31,0.9988662186206936,0.8241833030852994,-0.0186650243971765,0.9985093197472018,0.8116865134311825,-0.0510213027088629,0.9980850524928092,0.7933398628795298,-0.0610629733233267,2026Q1
0001843724,0001628280-26-022505,2026-03-31,0.9969956073008052,0.8723355489342196,0.0576605687878946,0.972041374186656,0.5764023210831721,-0.1589903294541877,0.9990071754201344,0.9161410018552876,-0.0145930776426567,2026Q1
0001855457,0001855457-26-000014,2026-03-31,0.996627358502336,0.8694587979330977,-0.0027427058211566,0.9842026369507068,0.6574440052700923,-0.0498921639108554,0.9858575897166496,0.8761787617876179,0.1843879104153076,2026Q1
0001808220,0001628280-26-022454,2026-03-31,0.999177325083698,0.9138180067404912,0.061030725571944,0.9938381439307872,0.7278820375335121,0.000952380952381,0.9991239577370652,0.93351583887368,0.0747031341249757,2026Q1
0001992243,0001992243-26-000007,2026-03-31,0.9954233030085544,0.7546496815286624,0.4509618230245635,0.9634259550566636,0.5769230769230769,0.5615350683722982,0.9946821372303332,0.7240238252812706,0.4529370584866035,2026Q1
0001117171,0001213900-26-036952,2026-03-31,0.998265579788412,0.8480337702732726,0.1521145865293005,0.989625319177739,0.8061959654178674,0.0823938594387143,0.9847848935035004,0.7616026711185309,-0.2761831866309479,2026Q1
0001081745,0001493152-26-013568,2026-03-30,0.9982286424522392,0.9203832177073008,-0.0069269039418292,0.9907783535732936,0.7614457831325301,-0.0299880047980807,0.999402227016328,0.9698879551820728,-0.0139238631313879,2026Q1
0001381531,0001193125-26-131800,2026-03-30,0.9990900829589252,0.93528133301135,0.0198669685322663,0.9972702215834044,0.918000653381248,0.0142985959036454,0.9993743269726296,0.9539772727272728,0.0094548850239291,2026Q1
0001802457,0001802457-26-000017,2026-03-30,0.9969206703220148,0.8709439528023599,0.1011786245565853,0.9800677484554844,0.6273684210526316,0.1104729082902546,0.9962042431101584,0.8370586329770003,0.0981631153563555,2026Q1
0000028917,0000028917-26-000006,2026-03-27,0.998579463329811,0.942084942084942,0.0116743240189802,0.9987346226438796,0.9490500863557858,-0.0194583751253761,0.9991558417317806,0.9505582137161084,-0.0319685922602355,2026Q1
0001758057,0001140361-26-011477,2026-03-27,0.9512368857842782,0.6842564326210205,-0.214088661403661,0.95505477095021,0.5608061153578874,0.0727608494921514,0.8534586240424843,0.3340625,-0.7336014851485149,2026Q1
0001832511,0001832511-26-000011,2026-03-26,0.9990143695272948,0.9237170596393898,0.0656534954407295,0.8853502643313519,0.358974358974359,0.2255600289047177,0.999196298492334,0.9341623994147767,0.0421926587686929,2026Q1
0001036044,0001193125-26-126351,2026-03-26,0.9987905392075328,0.9102946044356174,-0.0453063765886532,0.438539339935721,0.0166340508806262,129.3125,0.997874501400424,0.903061224489796,0.0351477449455677,2026Q1
0001580864,0001193125-26-126253,2026-03-26,0.9975674857501952,0.8740119760479041,0.0212751778484914,0.992302632636984,0.7778198334595003,0.0579634464751959,0.9988423582960086,0.9035591274397244,-0.0455526135137785,2026Q1
0001455684,0001193125-26-124194,2026-03-25,0.9814652762899146,0.7488447319778189,0.4112186868449499,0.9785708224662876,0.7063802083333334,0.294967880085653,0.982025987107048,0.7830667186890363,0.0742663656884876,2026Q1
0001676238,0001676238-26-000013,2026-03-25,0.9990758701371812,0.9328153564899452,0.0440628030133511,0.9973377292061952,0.9037102473498232,-0.0375858330321647,0.999547252475966,0.9475683890577508,-0.0070333633904418,2026Q1
0001474432,0001474432-26-000027,2026-03-25,0.9975848270593728,0.8950376721226293,0.0693556188531197,0.9899912503350602,0.7471566054243219,0.0918316831683168,0.996700595312114,0.9270186335403726,0.0474900686168291,2026Q1
0001638826,0001638826-26-000028,2026-03-25,0.9991047863881768,0.92228805834093,-0.0181243199129488,1.0000000000000002,1.0,0.0,1.0000000000000002,1.0,0.0,2026Q1
0001734722,0001734722-26-000012,2026-03-25,0.999427479206036,0.8710344827586207,-0.0075020579211254,0.9970779221193168,0.8663194444444444,0.0151115796872254,0.9997039611884632,0.934286687095676,-0.018066147383875,2026Q1
0001326380,0001326380-26-000013,2026-03-24,0.9823163760420172,0.8043738765727981,0.3328252221437335,0.9844805195819932,0.7674062739097169,0.2337258387025105,0.9837065701890564,0.7520473157415832,0.3768729269129589,2026Q1
0001828161,0001193125-26-120372,2026-03-24,0.9934375875963426,0.8767843726521413,0.1043535593694431,1.0000000000000002,1.0,0.0,1.0000000000000002,1.0,0.0,2026Q1
0001823466,0001193125-26-120769,2026-03-24,0.997697533579503,0.8847184986595175,-0.0092128412250998,0.9316390429717952,0.4867682437850842,0.8093345446286622,0.9862825988613884,0.8392857142857143,0.2564991334488735,2026Q1
0001411690,0001411690-26-000007,2026-03-23,0.9990604912542828,0.9437767366062334,-0.0407961750337803,0.3149639046041665,0.0075949367088607,-0.9986201186697944,1.0000000000000002,1.0,0.0,2026Q1
0000088941,0000088941-26-000005,2026-03-23,0.9986405815787874,0.9239024390243904,-0.0251779052377274,0.9616651951360744,0.7952029520295203,-0.0904063476797306,0.9994947374560856,0.9293139293139292,0.0575512507052848,2026Q1
0001836833,0001193125-26-119957,2026-03-23,0.998326957820636,0.920897552130553,0.068488872818119,0.9943539482077632,0.8485449735449735,-0.0097357440890125,1.0000000000000002,1.0,0.0,2026Q1
0001280263,0001193125-26-119321,2026-03-23,0.9995480894587188,0.912087912087912,0.0037552217580658,0.9969121849108192,0.8740573152337858,-0.0463422707712678,0.99911502492077,0.8983481575603558,0.0110366743966332,2026Q1
0001232582,0001232582-26-000067,2026-03-23,0.9980378481243074,0.9177415429544902,0.0618454430792341,0.9923019219231732,0.7471327143637356,-0.009563446382715,0.9983442871016872,0.8750466243938829,-0.0920042907830679,2026Q1
0001041657,0001041657-26-000016,2026-03-20,0.9938076502638512,0.8793558606124604,0.1645606100913363,0.9384717636626972,0.4844695441710367,-0.3335090802577621,0.996720751783302,0.8765036086607859,0.0343742979105818,2026Q1
0001640147,0001640147-26-000008,2026-03-20,0.999438067093024,0.9296410743998098,0.0490826586576129,0.9980011726444792,0.8882642304989459,-0.0003164223183208,0.9994839046938352,0.9337164750957856,0.0486022871664548,2026Q1
