measure,section,forward_horizon_weeks,cohorts,median_cohort_size,mean_ic,t_stat,share_positive,mean_ic_length_controlled,t_stat_length_controlled,p_value,clears_bonferroni
cosine_on_word_counts,full,4,9,526.0,-0.011268919847538715,-0.3803517375847496,0.4444444444444444,0.0077135913801022905,0.3599149722619083,0.7135843433037087,False
cosine_on_word_counts,full,13,9,524.0,-0.0317100561861591,-1.1598347170687011,0.3333333333333333,-0.025280407784575465,-1.312808811412785,0.279558259048106,False
cosine_on_word_counts,full,26,9,524.0,0.027116412623970288,0.9025269259981136,0.5555555555555556,0.007033215404865286,0.29272798111865334,0.3931394549911073,False
cosine_on_word_counts,item_7,4,9,525.0,0.04961764066198964,1.5108410641953047,0.6666666666666666,0.04507440480192189,1.3542014297730895,0.16927417889925372,False
cosine_on_word_counts,item_7,13,9,523.0,0.01611973412350313,0.6042979946155359,0.6666666666666666,0.010198008902436039,0.361081094887986,0.5623870957151309,False
cosine_on_word_counts,item_7,26,9,523.0,0.02933751971956285,1.276773143762599,0.6666666666666666,0.03402804161776391,1.4367689431770916,0.2374935412785862,False
jaccard_on_word_sets,full,4,9,526.0,0.0015199328549059656,0.11722265303686791,0.5555555555555556,-0.0023328780909909475,-0.20005726373979596,0.9095731512190063,False
jaccard_on_word_sets,full,13,9,524.0,0.007573127000007448,0.3229758657774376,0.4444444444444444,-0.0022165867387917287,-0.12050321503201429,0.7549936304709172,False
jaccard_on_word_sets,full,26,9,524.0,0.058310257449578434,1.8564770776714756,0.6666666666666666,0.06326270251319069,1.8248293942669722,0.10047269442770933,False
jaccard_on_word_sets,item_7,4,9,525.0,0.02637180851062089,1.0143617364789628,0.5555555555555556,0.020254548985802062,0.8137624098860643,0.3401027216661146,False
jaccard_on_word_sets,item_7,13,9,523.0,0.032100107727116176,1.0062103270319949,0.6666666666666666,0.02361374926004086,0.8302451038974038,0.34377524638621465,False
jaccard_on_word_sets,item_7,26,9,523.0,0.05526428464348715,1.9981584323347767,0.6666666666666666,0.05788375200505073,1.9843694262449991,0.0807462655830737,False
