outer_year,family,config_id,parameters,inner_months,inner_mean_rank_ic,inner_top5_turnover_proxy,selection_score
2012,ridge,ridge-89a1e12a82c0,"{""alpha"": 0.01}",24,0.09856094160029542,0.6545454545454545,0.09201548705484087
2012,ridge,ridge-d3ccf501b007,"{""alpha"": 0.1}",24,0.09973229492250409,0.6363636363636362,0.09336865855886772
2012,ridge,ridge-48bf3ac658e3,"{""alpha"": 1.0}",24,0.0973448211986639,0.6181818181818182,0.09116300301684573
2012,ridge,ridge-4979b3f4e21b,"{""alpha"": 10.0}",24,0.06960010045615976,0.5727272727272728,0.06387282772888703
2012,ridge,ridge-a63fede2878d,"{""alpha"": 100.0}",24,0.057459610306629126,0.44545454545454544,0.05300506485208367
2012,elastic_net,elastic_net-21fb87de1b2f,"{""alpha"": 0.0001, ""l1_ratio"": 0.1}",24,0.09938854536907565,0.6545454545454545,0.0928430908236211
2012,elastic_net,elastic_net-317772f571b5,"{""alpha"": 0.0001, ""l1_ratio"": 0.5}",24,0.10235518657101099,0.6545454545454545,0.09580973202555644
2012,elastic_net,elastic_net-0f02840a632a,"{""alpha"": 0.0001, ""l1_ratio"": 0.9}",24,0.10161670741636496,0.6545454545454545,0.09507125287091041
2012,elastic_net,elastic_net-dd2ae2029359,"{""alpha"": 0.001, ""l1_ratio"": 0.1}",24,0.10238062892818141,0.6545454545454545,0.09583517438272686
2012,elastic_net,elastic_net-ed48097726dd,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",24,0.09801333216870817,0.6454545454545455,0.09155878671416272
2012,elastic_net,elastic_net-3fd68254e0b3,"{""alpha"": 0.001, ""l1_ratio"": 0.9}",24,0.09453090709902291,0.6363636363636364,0.08816727073538655
2012,elastic_net,elastic_net-99d0c7de1040,"{""alpha"": 0.01, ""l1_ratio"": 0.1}",24,0.08829197690529618,0.6181818181818182,0.082110158723478
2012,elastic_net,elastic_net-6b25c811b04b,"{""alpha"": 0.01, ""l1_ratio"": 0.5}",24,0.027742506185412134,0.5818181818181818,0.021924324367230318
2012,elastic_net,elastic_net-6da92d318c10,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",24,-0.002401268862904038,0.6181818181818182,-0.008583087044722219
2012,hist_gradient_boosting,hist_gradient_boosting-32c7924dc1d4,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.07637883754177448,0.6727272727272726,0.06965156481450176
2012,hist_gradient_boosting,hist_gradient_boosting-0c4d84f610a9,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.08275252030458023,0.6909090909090909,0.07584342939548933
2012,hist_gradient_boosting,hist_gradient_boosting-55f92de2c009,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.053194253624796524,0.6727272727272727,0.046466980897523796
2012,hist_gradient_boosting,hist_gradient_boosting-60bbffbde328,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.055840709771529606,0.6818181818181818,0.049022527953347786
2012,hist_gradient_boosting,hist_gradient_boosting-87401023cb42,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.10135536852170583,0.7,0.09435536852170584
2012,hist_gradient_boosting,hist_gradient_boosting-0eb52da8780b,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.0981723354707376,0.6909090909090908,0.0912632445616467
2012,hist_gradient_boosting,hist_gradient_boosting-b421266de6bd,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.05460851134107995,0.6727272727272727,0.04788123861380722
2012,hist_gradient_boosting,hist_gradient_boosting-5bc6e71478b2,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.043735325335509,0.7090909090909091,0.03664441624459991
2012,hist_gradient_boosting,hist_gradient_boosting-bde3027f9824,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.08449700866500111,0.7181818181818181,0.07731519048318293
2012,hist_gradient_boosting,hist_gradient_boosting-ff3cca88d229,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.06925447974061127,0.7090909090909092,0.06216357064970218
2012,hist_gradient_boosting,hist_gradient_boosting-41414b5b58a6,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.0655254657089989,0.6636363636363636,0.05888910207263527
2012,hist_gradient_boosting,hist_gradient_boosting-eaf6eaa896f1,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.06947991517691458,0.7,0.062479915176914584
2012,hist_gradient_boosting,hist_gradient_boosting-d2e972e1bf03,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.0974973303959336,0.790909090909091,0.08958823948684269
2012,hist_gradient_boosting,hist_gradient_boosting-85e95204e560,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.08098374006327486,0.7272727272727273,0.07371101279054758
2012,hist_gradient_boosting,hist_gradient_boosting-bcfc30636e63,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.06884910975923571,0.6545454545454545,0.06230365521378116
2012,hist_gradient_boosting,hist_gradient_boosting-b8a932d8c01e,"{""l2_regularization"": 10.0, ""learning_rate"": 0.03, ""max_iter"": 200, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.07050547102607846,0.709090909090909,0.06341456193516937
2012,hist_gradient_boosting,hist_gradient_boosting-70a06d145a5c,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.06537320116848683,0.7363636363636363,0.058009564804850464
2012,hist_gradient_boosting,hist_gradient_boosting-ab77e76612c1,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.0898812419076574,0.709090909090909,0.0827903328167483
2012,hist_gradient_boosting,hist_gradient_boosting-ca7964989460,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 20}",24,0.07967388377835295,0.6818181818181819,0.07285570196017113
2012,hist_gradient_boosting,hist_gradient_boosting-3419fe28ba79,"{""l2_regularization"": 10.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 7, ""min_samples_leaf"": 50}",24,0.07536732172126907,0.6363636363636364,0.06900368535763271
2012,hist_gradient_boosting,hist_gradient_boosting-798c686b7fa9,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 20}",24,0.13035976951251615,0.6909090909090909,0.12345067860342525
2012,hist_gradient_boosting,hist_gradient_boosting-b5965c32b010,"{""l2_regularization"": 1.0, ""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 50}",24,0.06751275126212396,0.7454545454545454,0.0600582058075785
