candidate,cost_bps,window,weeks,start,end,cagr,arithmetic_ann_return,ann_vol,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover,total_modeled_cost
asset_deadband_005,100,post_2024,119,2024-01-05,2026-04-10,0.1333724048879119,0.1286992899722952,0.08216972138056433,1.5662617301114101,2.4676897590646325,-0.07577602022306162,3.562703122403047,0.08153109068576206
asset_deadband_010,10,full,1110,2005-01-07,2026-04-10,0.07202215141659463,0.07251988682053807,0.0764611144837573,0.9484544831731891,1.3989496059776596,-0.11468156319982703,2.9447862577198833,0.06280322999637213
asset_deadband_010,10,recent_3y,157,2023-04-14,2026-04-10,0.14578305349917864,0.1395085986982616,0.08080495721648774,1.7264856452370692,2.8478425996618433,-0.07260909873382837,3.2075249740894334,0.009684258094846942
asset_deadband_010,10,post_2024,119,2024-01-05,2026-04-10,0.1727153405000008,0.16281931747913603,0.08100984833345291,2.0098706617612563,3.3471206359881807,-0.07260909873382815,3.3493671605717745,0.0076648979251546364
asset_deadband_010,50,full,1110,2005-01-07,2026-04-10,0.05948698755675963,0.060751353632028694,0.07654953809004551,0.7936214266971362,1.1515955818456802,-0.11679221535669237,2.9447862577198833,0.3140161499818606
asset_deadband_010,50,recent_3y,157,2023-04-14,2026-04-10,0.13119175771760427,0.12667849880190388,0.08102150847906363,1.5635169127298865,2.528987963950028,-0.07357842629315303,3.2075249740894334,0.04842129047423471
asset_deadband_010,50,post_2024,119,2024-01-05,2026-04-10,0.1571087675784657,0.14942184883684892,0.08148361181038852,1.8337656556578756,2.992240329781099,-0.07357842629315303,3.3493671605717745,0.03832448962577318
asset_deadband_010,100,full,1110,2005-01-07,2026-04-10,0.04400466204904996,0.04604068714639198,0.07685180119360151,0.599084034873931,0.8518957984164305,-0.12582728733380766,2.9447862577198833,0.6280322999637212
asset_deadband_010,100,recent_3y,157,2023-04-14,2026-04-10,0.11319107025285069,0.11064087393145669,0.08148759931413001,1.357763326723401,2.1438066878046493,-0.07478972942340989,3.2075249740894334,0.09684258094846943
asset_deadband_010,100,post_2024,119,2024-01-05,2026-04-10,0.13786807381494404,0.13267501303399004,0.0822731297451846,1.6126165790083542,2.566479333807962,-0.07478972942340978,3.3493671605717745,0.07664897925154636
asymmetric_entry025_exit005,10,full,1110,2005-01-07,2026-04-10,0.07042090306288595,0.07098971683931644,0.07601786779411662,0.9338556697167804,1.3728016667041798,-0.116760854384093,2.793087454361332,0.05956796128628303
asymmetric_entry025_exit005,10,recent_3y,157,2023-04-14,2026-04-10,0.14456498557917752,0.1383811242976334,0.08003582240604638,1.7289898465162679,2.8442182857731737,-0.07280856557421334,3.091765050816584,0.009334752172657761
asymmetric_entry025_exit005,10,post_2024,119,2024-01-05,2026-04-10,0.17071298372051014,0.16102834270155272,0.08004175798239326,2.011804172729115,3.340141209985952,-0.07280856557421356,3.2292482253268906,0.007390010361805766
asymmetric_entry025_exit005,50,full,1110,2005-01-07,2026-04-10,0.05854512266344747,0.05982743220188681,0.07610536818266507,0.7861131695505552,1.137834015961385,-0.1189193186562123,2.793087454361332,0.29783980643141517
asymmetric_entry025_exit005,50,recent_3y,157,2023-04-14,2026-04-10,0.1305115202262015,0.1260140640943671,0.0802499694586298,1.5702693090659612,2.535279803557923,-0.07374954108865928,3.091765050816584,0.04667376086328882
asymmetric_entry025_exit005,50,post_2024,119,2024-01-05,2026-04-10,0.1556885200490783,0.1481113498002452,0.0804967257633479,1.8399673824706528,2.9960270405063616,-0.07374954108865939,3.2292482253268906,0.03695005180902885
asymmetric_entry025_exit005,100,full,1110,2005-01-07,2026-04-10,0.04386742929491505,0.0458745764050998,0.07639737313244417,0.6004732168679494,0.8525934042542157,-0.13033647790553504,2.793087454361332,0.5956796128628303
asymmetric_entry025_exit005,100,recent_3y,157,2023-04-14,2026-04-10,0.11316555296863351,0.11055523884028419,0.08070706664894056,1.369833441242229,2.1611404344050937,-0.07492548644780306,3.091765050816584,0.09334752172657763
asymmetric_entry025_exit005,100,post_2024,119,2024-01-05,2026-04-10,0.1371554591599815,0.13196510867361072,0.08126037637520359,1.6239785558497557,2.5818752792982473,-0.07492548644780306,3.2292482253268906,0.0739001036180577
asymmetric_entry050_exit010,10,full,1110,2005-01-07,2026-04-10,0.06960589329969635,0.07020889276492731,0.07577387295487101,0.9265580605434005,1.3584646623830234,-0.1188835678783402,2.5395315378360035,0.05416039375884861
asymmetric_entry050_exit010,10,recent_3y,157,2023-04-14,2026-04-10,0.1446213949289794,0.13838401559537614,0.07944756308384184,1.7418283232846055,2.864509825199261,-0.07302789514540409,2.8108438749584486,0.008486586314778393
asymmetric_entry050_exit010,10,post_2024,119,2024-01-05,2026-04-10,0.1711652003728268,0.1613536566352733,0.07925523553339713,2.0358737886442966,3.3809401781844612,-0.07302789514540398,2.9375943308538486,0.0067225716417616925
asymmetric_entry050_exit010,50,full,1110,2005-01-07,2026-04-10,0.05881044410521974,0.06005991807858451,0.07585955017091545,0.7917252072186882,1.1446047869379534,-0.12095433288169555,2.5395315378360035,0.27080196879424306
asymmetric_entry050_exit010,50,recent_3y,157,2023-04-14,2026-04-10,0.13183696302838355,0.12714064009554232,0.07964648059174459,1.5963120925235275,2.580824228671044,-0.0739002735689851,2.8108438749584486,0.04243293157389198
asymmetric_entry050_exit010,50,post_2024,119,2024-01-05,2026-04-10,0.15748562075047623,0.14960327931185788,0.07966322029310528,1.8779466705139685,3.0635431434071165,-0.0739002735689851,2.9375943308538486,0.033612858208808466
asymmetric_entry050_exit010,100,full,1110,2005-01-07,2026-04-10,0.04545297514702473,0.047373699720656005,0.07613426902343604,0.6222388462950001,0.8840614633241447,-0.13189224164232283,2.5395315378360035,0.5416039375884861
asymmetric_entry050_exit010,100,recent_3y,157,2023-04-14,2026-04-10,0.11603799420799854,0.11308642072075008,0.08006636240066434,1.4124086236720523,2.2359791525408936,-0.07499057607571613,2.8108438749584486,0.08486586314778397
asymmetric_entry050_exit010,100,post_2024,119,2024-01-05,2026-04-10,0.14058983324955454,0.13491530765758866,0.08035208760811392,1.6790516795977428,2.6799338017209657,-0.07499057607571613,2.9375943308538486,0.06722571641761693
adaptive_calm025_stress005,10,full,1110,2005-01-07,2026-04-10,0.0704199165260706,0.07100095296123697,0.07617692016884034,0.9320533411415002,1.3696474022971585,-0.11708712171374691,2.6957554222663695,0.05749216852487314
adaptive_calm025_stress005,10,recent_3y,157,2023-04-14,2026-04-10,0.14419402744537924,0.13807232621618293,0.0802387852102049,1.7207679036325023,2.827867827938877,-0.07396727582803553,2.9429664607787784,0.008885494891197466
adaptive_calm025_stress005,10,post_2024,119,2024-01-05,2026-04-10,0.17070137810161468,0.16103206281467725,0.08021211207898823,2.0075778911806013,3.3280589087240684,-0.07396727582803553,3.060484661213659,0.007003801436238951
adaptive_calm025_stress005,50,full,1110,2005-01-07,2026-04-10,0.058955376676690596,0.060227645706125606,0.07626636836953359,0.7897012404511576,1.1432186416507313,-0.11926577233988733,2.6957554222663695,0.2874608426243658
adaptive_calm025_stress005,50,recent_3y,157,2023-04-14,2026-04-10,0.13082002657413372,0.1263004603730678,0.08041199329921087,1.5706669514223728,2.536347705385639,-0.07474342981990778,2.9429664607787784,0.044427474455987326
adaptive_calm025_stress005,50,post_2024,119,2024-01-05,2026-04-10,0.15645978483361112,0.14879012416982257,0.08061862377212628,1.845604864086832,3.0047581896227067,-0.07474342981990778,3.060484661213659,0.03501900718119475
adaptive_calm025_stress005,100,full,1110,2005-01-07,2026-04-10,0.044779799721305524,0.0467610116372364,0.07655503243882676,0.6108156465690479,0.8680325780211204,-0.12944569077028756,2.6957554222663695,0.5749216852487316
adaptive_calm025_stress005,100,recent_3y,157,2023-04-14,2026-04-10,0.11430167150035708,0.11158562806917394,0.080810707780589,1.3808272583398553,2.1821987666410343,-0.07571358450794352,2.9429664607787784,0.08885494891197465
adaptive_calm025_stress005,100,post_2024,119,2024-01-05,2026-04-10,0.1388791285292046,0.13348770086375425,0.08131371962872799,1.641638108221448,2.6142205414828386,-0.07571358450794352,3.060484661213659,0.0700380143623895
biweekly_then_band010,10,full,1110,2005-01-07,2026-04-10,0.06545047530699755,0.06639269722602102,0.07680982245196397,0.8643776942401123,1.2528547586731362,-0.11765967108960362,2.7141925397269606,0.057885375510715376
biweekly_then_band010,10,recent_3y,157,2023-04-14,2026-04-10,0.14043901289398608,0.1349370128076306,0.08217548694505614,1.6420591811990317,2.606436033116178,-0.07467686280023189,2.9522976161890147,0.008913667802724526
biweekly_then_band010,10,post_2024,119,2024-01-05,2026-04-10,0.16684600575199982,0.15794994597529574,0.08294767236924205,1.9042119141352227,3.0229744615822076,-0.074676862800232,3.0206965183014605,0.006912747801497573
biweekly_then_band010,50,full,1110,2005-01-07,2026-04-10,0.05396239838745154,0.05554570794113022,0.07687924577762507,0.7225058906248563,1.0330459307223452,-0.1254036456422779,2.7141925397269606,0.2894268775535769
biweekly_then_band010,50,recent_3y,157,2023-04-14,2026-04-10,0.12705693553901032,0.12312782234287457,0.08244948099527151,1.493372921897907,2.3371652033578085,-0.07551060859422465,2.9522976161890147,0.04456833901362263
biweekly_then_band010,50,post_2024,119,2024-01-05,2026-04-10,0.15286326048049625,0.1458671599020899,0.08303290469634605,1.756739216043696,2.753940461693661,-0.07551060859422443,3.0206965183014605,0.034563739007487874
biweekly_then_band010,100,full,1110,2005-01-07,2026-04-10,0.03975775698283779,0.04198697133501671,0.07715641649686045,0.5441799041655231,0.7649895817930836,-0.1517244298000877,2.7141925397269606,0.5788537551071538
biweekly_then_band010,100,recent_3y,157,2023-04-14,2026-04-10,0.11052862857450552,0.10836633426192949,0.08297792804531032,1.3059657768600315,2.0086719417998182,-0.07655264804004791,2.9522976161890147,0.08913667802724526
biweekly_then_band010,100,post_2024,119,2024-01-05,2026-04-10,0.13559779517532666,0.13076367731058258,0.08333188958106238,1.5691913140092688,2.423320526055589,-0.07655264804004791,3.0206965183014605,0.06912747801497575
monthly_emergency_then_band010,10,full,1110,2005-01-07,2026-04-10,0.07108381134501363,0.07163956838483605,0.07640936199808872,0.9375757958380548,1.3786873347321076,-0.11832849442448767,2.604332992243189,0.055542409392263396
monthly_emergency_then_band010,10,recent_3y,157,2023-04-14,2026-04-10,0.14471099972114732,0.13854197506765453,0.08045229092098644,1.7220389063093178,2.837092135325332,-0.07329199948571241,2.9491934361209364,0.008904295566749751
monthly_emergency_then_band010,10,post_2024,119,2024-01-05,2026-04-10,0.17131531720402338,0.16158238781514664,0.08052353083495961,2.006648070938725,3.3364619646963902,-0.07329199948571219,3.046114713389721,0.006970916363334169
monthly_emergency_then_band010,50,full,1110,2005-01-07,2026-04-10,0.05999785881347064,0.06123162139961911,0.07651374273118733,0.8002695883632528,1.1597892448224283,-0.1204329807324882,2.604332992243189,0.27771204696131696
monthly_emergency_then_band010,50,recent_3y,157,2023-04-14,2026-04-10,0.13129906599278085,0.12674520132317077,0.08066765012727586,1.5712023484407274,2.5424734635853197,-0.07413709226596532,2.9491934361209364,0.044521477833748754
monthly_emergency_then_band010,50,post_2024,119,2024-01-05,2026-04-10,0.15712691516575328,0.14939792896158774,0.08099077230093775,1.8446290202847953,3.011066667953094,-0.07413709226596532,3.046114713389721,0.034854581816670845
monthly_emergency_then_band010,100,full,1110,2005-01-07,2026-04-10,0.046282115181806915,0.048221687668097965,0.076848898354584,0.6274870388590491,0.8931414034367132,-0.12647672903119445,2.604332992243189,0.5554240939226339
monthly_emergency_then_band010,100,recent_3y,157,2023-04-14,2026-04-10,0.11473182199914755,0.11199923414256607,0.08114693323807311,1.3802029192400516,2.1842950654635436,-0.07519345824128154,2.9491934361209364,0.08904295566749751
monthly_emergency_then_band010,100,post_2024,119,2024-01-05,2026-04-10,0.13960821592687322,0.13416735539463914,0.08178809867415944,1.640426389286253,2.6177430850931556,-0.07519345824128176,3.046114713389721,0.06970916363334169
