candidate,cost_bps,window,weeks,start,end,cagr,arithmetic_ann_return,ann_vol,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover,total_modeled_cost
benchmark,10,full,1110,2005-01-07,2026-04-10,0.07079898001966267,0.0713602169261038,0.07624227897798382,0.9359664727061766,1.3773252774763698,-0.11645533666874597,3.209759437668418,0.06845429262258222
benchmark,10,recent_3y,157,2023-04-14,2026-04-10,0.14507258501260978,0.13886338489887534,0.08050700769124426,1.7248608398344156,2.83451510867115,-0.07264584011748587,3.5664257736832283,0.010767862432082055
benchmark,10,post_2024,119,2024-01-05,2026-04-10,0.17099030463335674,0.161311959528323,0.08061683559340065,2.0009711165285196,3.3157468753296917,-0.07264584011748587,3.6968547783754016,0.00846010997358986
benchmark,50,full,1110,2005-01-07,2026-04-10,0.05715980161663281,0.0585327458761064,0.07631986841198422,0.76693981651199,1.1087557607765077,-0.11872732187122248,3.209759437668418,0.3422714631129111
benchmark,50,recent_3y,157,2023-04-14,2026-04-10,0.1288735233396061,0.12459768180414243,0.08070915646662914,1.5437861979843626,2.483668936498169,-0.07364740799161307,3.5664257736832283,0.05383931216041028
benchmark,50,post_2024,119,2024-01-05,2026-04-10,0.15380721844103684,0.14652454041482144,0.08107769124307387,1.8072115543539038,2.9300202404801925,-0.07364740799161296,3.6968547783754016,0.0423005498679493
benchmark,100,full,1110,2005-01-07,2026-04-10,0.04033496837843065,0.042498407063609654,0.07660861401720612,0.554747107865241,0.7845856399814094,-0.13300464199396533,3.209759437668418,0.6845429262258222
benchmark,100,recent_3y,157,2023-04-14,2026-04-10,0.10892284240108774,0.10676555293572629,0.08115891527409115,1.3155123201826442,2.061718177936216,-0.07489893667139857,3.5664257736832283,0.10767862432082057
benchmark,100,post_2024,119,2024-01-05,2026-04-10,0.1326570320287308,0.12804026652294437,0.08185410633159677,1.5642497641382118,2.468995188307261,-0.07489893667139869,3.6968547783754016,0.0846010997358986
batch52_buffer_band_025,10,full,1110,2005-01-07,2026-04-10,0.07022426492931344,0.07083090981340631,0.07634391757832176,0.9277872037512404,1.36203251972347,-0.11931171924318529,2.628509857245566,0.05605802753241024
batch52_buffer_band_025,10,recent_3y,157,2023-04-14,2026-04-10,0.14458944467557733,0.1384201739604345,0.08025672421767752,1.7247174652307298,2.8353699720569705,-0.0739672758279305,2.910286794545328,0.008786827437377243
batch52_buffer_band_025,10,post_2024,119,2024-01-05,2026-04-10,0.17123518411913663,0.16149099299126768,0.08023328178281602,2.0127681356523426,3.338141284215032,-0.07396727582793061,3.017369504209446,0.006905134057710077
batch52_buffer_band_025,50,full,1110,2005-01-07,2026-04-10,0.05904606750264718,0.060326342492017716,0.07643308570867002,0.7892700122294647,1.1419366030498268,-0.12138823917538233,2.628509857245566,0.2802901376620512
batch52_buffer_band_025,50,recent_3y,157,2023-04-14,2026-04-10,0.13135807116928389,0.12677902678225314,0.08043400844674442,1.57618685467098,2.546528925293404,-0.07474342981977533,2.910286794545328,0.0439341371868862
batch52_buffer_band_025,50,post_2024,119,2024-01-05,2026-04-10,0.15718579778272024,0.14942151497442988,0.08064422618087838,1.8528482701202895,3.0184114595743945,-0.07474342981977522,3.017369504209446,0.03452567028855038
batch52_buffer_band_025,100,full,1110,2005-01-07,2026-04-10,0.04522027514998528,0.047195633340282005,0.07671877595954979,0.6151770899625152,0.8741687735166724,-0.12906517922153282,2.628509857245566,0.5605802753241024
batch52_buffer_band_025,100,recent_3y,157,2023-04-14,2026-04-10,0.11501359074857231,0.11222759280952653,0.08083500418972786,1.3883538936438615,2.1955028011097886,-0.07571358450777688,2.910286794545328,0.0878682743737724
batch52_buffer_band_025,100,post_2024,119,2024-01-05,2026-04-10,0.1398392031609692,0.13433466745338266,0.08134119664847976,1.6514960805644028,2.631996533294563,-0.0757135845077771,3.017369504209446,0.06905134057710076
execute_biweekly,10,full,1110,2005-01-07,2026-04-10,0.06579748821817488,0.06672010305237915,0.07682861914264824,0.868427726502535,1.2597576635920817,-0.1166475718760479,2.8740060953215676,0.06129370691753113
execute_biweekly,10,recent_3y,157,2023-04-14,2026-04-10,0.14057870830564045,0.13507294286189,0.08233380963998779,1.6405525682888835,2.601318596082504,-0.0742240673821205,3.1397513540845385,0.00947963389598601
execute_biweekly,10,post_2024,119,2024-01-05,2026-04-10,0.167053158687122,0.15814893510423994,0.08319959782653633,1.90083773522519,3.015698759307249,-0.07422406738212062,3.2100114930666233,0.007345987839902464
execute_biweekly,50,full,1110,2005-01-07,2026-04-10,0.05363257083807382,0.05523443544981476,0.07690622496520787,0.7182050019332329,1.0269446012362153,-0.1252113040683117,2.8740060953215676,0.30646853458765566
execute_biweekly,50,recent_3y,157,2023-04-14,2026-04-10,0.12634954855632063,0.12251393744555185,0.08263425684857227,1.4826046983160908,2.315826505925484,-0.07513446210772523,3.1397513540845385,0.04739816947993006
execute_biweekly,50,post_2024,119,2024-01-05,2026-04-10,0.15219487719631042,0.14530888913197343,0.0833119680074916,1.7441538425656553,2.730415818909703,-0.07513446210772501,3.2100114930666233,0.03672993919951233
execute_biweekly,100,full,1110,2005-01-07,2026-04-10,0.03860177619781724,0.04087735094660927,0.07720294251603262,0.5294791832334672,0.7436311925114273,-0.15188663229672672,2.8740060953215676,0.6129370691753113
execute_biweekly,100,recent_3y,157,2023-04-14,2026-04-10,0.10878974679304232,0.10681518067512913,0.083204674019897,1.2837641867280927,1.9685078574671262,-0.07627224314694225,3.1397513540845385,0.09479633895986012
execute_biweekly,100,post_2024,119,2024-01-05,2026-04-10,0.13386387105511655,0.12925883166664032,0.08365371437220155,1.545165479341746,2.3806218735898663,-0.07627224314694225,3.2100114930666233,0.07345987839902467
execute_monthly,10,full,1110,2005-01-07,2026-04-10,0.0716176268223907,0.0721387253583674,0.07641505885676515,0.9440380788502245,1.3901835749036355,-0.1169191303094339,2.7090706062041128,0.05777614042846847
execute_monthly,10,recent_3y,157,2023-04-14,2026-04-10,0.1451695455468145,0.1389538401142232,0.08058288516035209,1.7243592090022417,2.8446991374198896,-0.07286249225287134,3.0903919412222804,0.009330606437921116
execute_monthly,10,post_2024,119,2024-01-05,2026-04-10,0.17171715469346127,0.16194303790848902,0.08073320133662781,2.0059038317240265,3.3405218704816724,-0.07286249225287134,3.1885160793104905,0.007296796412268238
execute_monthly,50,full,1110,2005-01-07,2026-04-10,0.06008239223602985,0.06131220535014988,0.0765254227678555,0.8012004786454322,1.1619115368506185,-0.11908946861463521,2.7090706062041128,0.2888807021423424
execute_monthly,50,recent_3y,157,2023-04-14,2026-04-10,0.13111327839425946,0.1265922723493341,0.08081434990516562,1.5664578444037247,2.535658127065809,-0.0737634077755569,3.0903919412222804,0.046653032189605585
execute_monthly,50,post_2024,119,2024-01-05,2026-04-10,0.15686374337985587,0.14918897359124705,0.08123013025979613,1.836621129550082,2.9996988728887564,-0.0737634077755569,3.1885160793104905,0.03648398206134119
execute_monthly,100,full,1110,2005-01-07,2026-04-10,0.04581681789629921,0.04777905533987799,0.07688314582793748,0.6214503169108909,0.8842914938797983,-0.12651160237742587,2.7090706062041128,0.5777614042846848
execute_monthly,100,recent_3y,157,2023-04-14,2026-04-10,0.11376034928286205,0.11114031264322265,0.08132974620593461,1.3665395237039701,2.1606710175348924,-0.07488955217891369,3.0903919412222804,0.09330606437921117
execute_monthly,100,post_2024,119,2024-01-05,2026-04-10,0.13853485710123659,0.1332463931946946,0.08208021247073546,1.62336803455768,2.588626169975698,-0.07488955217891369,3.1885160793104905,0.07296796412268237
execute_monthly_emergency,10,full,1110,2005-01-07,2026-04-10,0.07167903622432004,0.07219483640542958,0.07639858098690044,0.9449761431800461,1.3918174651766961,-0.1169191303094338,2.7260708523321635,0.058138703369930184
execute_monthly_emergency,10,recent_3y,157,2023-04-14,2026-04-10,0.1451695455468145,0.1389538401142232,0.08058288516035209,1.7243592090022417,2.8446991374198896,-0.07286249225287134,3.0903919412222804,0.009330606437921116
execute_monthly_emergency,10,post_2024,119,2024-01-05,2026-04-10,0.17171715469346127,0.16194303790848902,0.08073320133662781,2.0059038317240265,3.3405218704816724,-0.07286249225287134,3.1885160793104905,0.007296796412268238
execute_monthly_emergency,50,full,1110,2005-01-07,2026-04-10,0.06007128933596917,0.061300376674848056,0.07650814628634049,0.8012267928362083,1.1621804259508572,-0.11908946861463532,2.7260708523321635,0.29069351684965095
execute_monthly_emergency,50,recent_3y,157,2023-04-14,2026-04-10,0.13111327839425946,0.1265922723493341,0.08081434990516562,1.5664578444037247,2.535658127065809,-0.0737634077755569,3.0903919412222804,0.046653032189605585
execute_monthly_emergency,50,post_2024,119,2024-01-05,2026-04-10,0.15686374337985587,0.14918897359124705,0.08123013025979613,1.836621129550082,2.9996988728887564,-0.0737634077755569,3.1885160793104905,0.03648398206134119
execute_monthly_emergency,100,full,1110,2005-01-07,2026-04-10,0.045717271638103574,0.04768230201162118,0.07686436711852496,0.6203433892598765,0.8829072228994147,-0.1265116023774263,2.7260708523321635,0.5813870336993019
execute_monthly_emergency,100,recent_3y,157,2023-04-14,2026-04-10,0.11376034928286205,0.11114031264322265,0.08132974620593461,1.3665395237039701,2.1606710175348924,-0.07488955217891369,3.0903919412222804,0.09330606437921117
execute_monthly_emergency,100,post_2024,119,2024-01-05,2026-04-10,0.13853485710123659,0.1332463931946946,0.08208021247073546,1.62336803455768,2.588626169975698,-0.07488955217891369,3.1885160793104905,0.07296796412268237
asset_deadband_005,10,full,1110,2005-01-07,2026-04-10,0.07116298393533405,0.07170678035771236,0.07632874450478942,0.9394466111415334,1.384890661814688,-0.11394181804665149,3.1046131600882205,0.06621184604880453
asset_deadband_005,10,recent_3y,157,2023-04-14,2026-04-10,0.14432076472605404,0.13821894097476867,0.08067873265949622,1.713201687960572,2.8082368140665737,-0.0735466861953189,3.415494141866214,0.010312165005249917
asset_deadband_005,10,post_2024,119,2024-01-05,2026-04-10,0.17032074036402522,0.16076361807392264,0.0809280105849339,1.9865015451628,3.2794969419429028,-0.07354668619531879,3.562703122403047,0.008153109068576204
asset_deadband_005,50,full,1110,2005-01-07,2026-04-10,0.057962983601312024,0.05929951551253097,0.07641011330277274,0.7760689383819973,1.124608186871146,-0.1161689159600301,3.1046131600882205,0.33105923024402273
asset_deadband_005,50,recent_3y,157,2023-04-14,2026-04-10,0.12881186129241073,0.12455696440730381,0.08088034157141559,1.540015311351309,2.473612736748473,-0.07453766902828418,3.415494141866214,0.05156082502624959
asset_deadband_005,50,post_2024,119,2024-01-05,2026-04-10,0.1537642482188688,0.14651280558431046,0.08139021045802325,1.8001281082799754,2.91017477124598,-0.07453766902828407,3.562703122403047,0.04076554534288103
asset_deadband_005,100,full,1110,2005-01-07,2026-04-10,0.041671807829596785,0.04379043445605422,0.07670403177871082,0.5709013390898213,0.8099258546324408,-0.1316790628320632,3.1046131600882205,0.6621184604880455
asset_deadband_005,100,recent_3y,157,2023-04-14,2026-04-10,0.10969743811168509,0.10747949369797274,0.08133228598947485,1.3214862018249627,2.070072209293162,-0.07577602022306174,3.415494141866214,0.10312165005249918
