decision_date,realization_date,core_return,oscillator_return,turnover,mean_invested_weight,net_return
2005-02-18,2005-02-25,0,-6.32780562769e-05,0.2,1,-0.00101265561126
2005-02-25,2005-03-04,0,0.00761743324048,0.00121693533374,1,0.00151740197143
2005-03-04,2005-03-11,0,-0.0117981201465,0.00189216401913,1,-0.0023690848494
2005-03-11,2005-03-18,0,-0.0113196823312,0.00181525880359,1,-0.00227301276026
2005-03-18,2005-03-25,0,-0.0159352065451,0.00255778481307,1,-0.00319983023308
2005-03-25,2005-04-01,0,-0.00893253316623,0.00143176316098,1,-0.00179366544905
2005-04-01,2005-04-08,0,-0.00192032515487,0.000307370074876,1,-0.000385601881348
2005-04-08,2005-04-15,0,0.00477206643983,0.000762802601434,1,0.000950599274959
2005-04-15,2005-04-22,0,0.00167177873308,0.000267395192174,1,0.000333018770655
2005-04-22,2005-04-29,0,0.00838666256338,0.0013396190236,1,0.00167063441756
2005-04-29,2005-05-06,0,-0.00688714931199,0.00110346383396,1,-0.00138294718157
2005-05-06,2005-05-13,0,-0.0112004151965,0.00179608982179,1,-0.00224906348841
2005-05-13,2005-05-20,0,0.0140206437673,0.00223703008238,1,0.00279294360304
2005-05-20,2005-05-27,0,0.00503078012488,0.000804115754069,1,0.0010021354462
2005-05-27,2005-06-03,0,0.00726646390992,0.00116094702965,1,0.00144748804684
2005-06-03,2005-06-10,0,0.000208201148405,3.33107966757e-05,1,4.14736756977e-05
2005-06-10,2005-06-17,0,0.0144684541674,0.00230827323767,1,0.00288214946729
2005-06-17,2005-06-24,0,-0.00919400168734,0.00147375020234,1,-0.00184616908848
2005-06-24,2005-07-01,0,0.000638712086373,0.000102180880987,1,0.00012723151287
2005-07-01,2005-07-08,0,0.0049067760838,0.000784314482299,1,0.000977433644349
2005-07-08,2005-07-15,0,0.00300694732683,0.000480822410761,1,0.000598985353313
2005-07-15,2005-07-22,0,0.012645025131,0.00201810023533,1,0.00251891452503
2005-07-22,2005-07-29,0,0.00749740916368,0.00119778940274,1,0.00149349288572
2005-07-29,2005-08-05,-0.0120274957753,-0.00957959656706,0.000396235606437,1,-0.0115398971117
2005-08-05,2005-08-12,0.00176378920212,0.0146921583389,0.00205958099051,1,0.00433916512452
2005-08-12,2005-08-19,-0.000883790302747,-0.0144604978066,0.00218011973891,1,-0.00361003240221
2005-08-19,2005-08-26,-0.000345418433129,-0.000332405469892,2.08278813066e-06,1,-0.000342826254422
2005-08-26,2005-09-02,0.0126113684623,0.0176867194089,0.000801139473571,1,0.0136224329543
2005-09-02,2005-09-09,0.00927639811376,0.00470199656897,0.000725835163523,1,0.00835788862898
2005-09-09,2005-09-16,-0.00469440585283,-0.00241310862806,0.000366561095553,1,-0.00423997921335
2005-09-16,2005-09-23,-0.00975345854914,-0.0153887619837,0.000911566870403,1,-0.0108850770704
2005-09-23,2005-09-30,0.0112984829907,0.0188999007218,0.00120083363102,1,0.0128127623687
2005-09-30,2005-10-07,-0.0257322413531,-0.0308260497782,0.00083741093036,1,-0.0267551900928
2005-10-07,2005-10-14,-0.0081906226715,-0.00605799107637,0.000343891058534,1,-0.00776581580777
2005-10-14,2005-10-21,-0.00622971747763,-0.00768386266924,0.000234190279267,1,-0.00652171746735
2005-10-21,2005-10-28,0.0088685095788,-0.00154391185461,0.00165475819836,1,0.00677775150113
2005-10-28,2005-11-04,0.00768024573079,-0.00637480974746,0.0022379119581,1,0.00485804507535
2005-11-04,2005-11-11,0.0154156104595,0.0105379279988,0.00076932015379,1,0.0144362273666
2005-11-11,2005-11-18,0.01127852579,0.0118854358019,9.60110843926e-05,1,0.011399427737
2005-11-18,2005-11-25,0.0103912415566,0.0104149118454,3.7482791824e-06,1,0.010395956873
2005-11-25,2005-12-02,0.00750202000498,0.00651594316549,0.000156628156236,1,0.0073040214963
2005-12-02,2005-12-09,0.0110146607031,0.0052683607421,0.000910426273752,1,0.00986084857953
2005-12-09,2005-12-16,-0.00187915386185,0.00206197477617,0.00063126925147,1,-0.0010940844805
2005-12-16,2005-12-23,0.0107405188245,0.00955194941819,0.000188194534525,1,0.0105018639706
2005-12-23,2005-12-30,-0.00103541670362,-0.00409629805207,0.000490549241235,1,-0.00165004571951
2005-12-30,2006-01-06,0.0307518347504,0.0345371170998,0.000587144891384,1,0.0315059554958
2006-01-06,2006-01-13,0.00313029143341,0.00435931133863,0.000195981532483,1,0.00337511550679
2006-01-13,2006-01-20,-0.0155209741608,-0.0180291432232,0.000407841738287,1,-0.0160246471819
2006-01-20,2006-01-27,0.0266052056738,0.0225178469497,0.000637536767321,1,0.0257845462451
2006-01-27,2006-02-03,-0.00806500844405,-0.0158100291448,0.00125123267884,1,-0.00962026874759
2006-02-03,2006-02-10,-0.0042846232071,-0.0136111174309,0.00150147301784,1,-0.00615742941696
2006-02-10,2006-02-17,0.00835472848192,0.00941957417842,0.000168927987524,1,0.00856685298128
2006-02-17,2006-02-24,0.00506957080621,0.00250921597064,0.000407798233308,1,0.00455546084793
2006-02-24,2006-03-03,-0.00380020092414,-0.00949358525141,0.000915462851508,1,-0.00494345510385
2006-03-03,2006-03-10,0.000323642905093,-0.0131862109979,0.00216672981841,1,-0.00238916152461
2006-03-10,2006-03-17,0.0170686899629,0.0102846829078,0.00106865060954,1,0.0157065452988
2006-03-17,2006-03-24,-0.00293841366643,-0.006027157574,0.000495962749315,1,-0.00355864226169
2006-03-24,2006-03-31,0.00652302323452,0.0125584576624,0.00095826203739,1,0.00772531880991
2006-03-31,2006-04-07,-7.63314039067e-05,0.00318639496108,0.000521735587116,1,0.000573605191155
2006-04-07,2006-04-14,-0.00404101942715,-0.00627479058548,0.000359014561425,1,-0.00448956873162
2006-04-14,2006-04-21,0.019535951911,0.030633590471,0.00173781516713,1,0.0217467905472
2006-04-21,2006-04-28,0.00182196074295,0.0044582493993,0.000420817592554,1,0.00234711438626
2006-04-28,2006-05-05,0.0114153493503,0.027178378805,0.00248587066024,1,0.0145555258879
2006-05-05,2006-05-12,-0.00943706528414,-0.0261100404685,0.00270218744973,1,-0.0127851712583
2006-05-12,2006-05-19,-0.0163771149378,-0.04310338811,0.00437115556418,1,-0.0217442253501
2006-05-19,2006-05-26,0.000127759468295,-0.00537611116669,0.000881476991632,1,-0.00097742204366
2006-05-26,2006-06-02,0.000283144474746,0.00194463672916,0.000265675252751,1,0.000614114549365
2006-06-02,2006-06-09,-0.0287737637432,0.00120585890377,0.00490854568797,1,-0.0228023819423
2006-06-09,2006-06-16,-0.0015623024041,-0.00757026116498,0.000963937623305,1,-0.00276871384439
2006-06-16,2006-06-23,0.00124419529868,-0.00641245156928,0.00122541535738,1,-0.000293261151699
2006-06-23,2006-06-30,0.0210890032999,0.00745662325356,0.0021418510098,1,0.0183518180356
2006-06-30,2006-07-07,-0.00136850204289,-0.00502531726592,0.000586321632011,1,-0.00210279669565
2006-07-07,2006-07-14,-0.00366406476014,-0.0169074873663,0.00213240898024,1,-0.00632341132627
2006-07-14,2006-07-21,-0.00315637030039,-0.00980435466344,0.00106847062222,1,-0.00449130952611
2006-07-21,2006-07-28,0.0108248627778,0.0294523640344,0.00293765623637,1,0.0145356747479
2006-07-28,2006-08-04,0.00156789668523,-7.01710564357e-05,0.000261766174494,1,0.00123897430602
2006-08-04,2006-08-11,-0.00710990235834,-0.0159749467365,0.00143111960895,1,-0.00889006683201
2006-08-11,2006-08-18,0.00749937170692,0.0229669341915,0.00244886940747,1,0.0105806398568
2006-08-18,2006-08-25,-0.00123097651512,-0.00919098951174,0.00127720760987,1,-0.00282936515249
2006-08-25,2006-09-01,0.00483631908446,0.0159900723682,0.00177207713271,1,0.00705820935553
2006-09-01,2006-09-08,-0.00290385523604,-0.00946339506297,0.00105396965881,1,-0.00422103304972
2006-09-08,2006-09-15,0.00329165016926,0.0103368025296,0.0011219504469,1,0.00469507088908
2006-09-15,2006-09-22,-0.000482058467626,-0.00558870409868,0.000818293513285,1,-0.0015074790614
2006-09-22,2006-09-29,0.00556659407805,0.00782376031545,0.000358986209167,1,0.00601623239449
2006-09-29,2006-10-06,0.00160804382772,0.00802082022186,0.00102308688902,1,0.0028854836721
2006-10-06,2006-10-13,0.00644333214056,0.0118158763446,0.000853192904067,1,0.00751357501685
2006-10-13,2006-10-20,0.00187129071537,-0.00232758059172,0.000671127130457,1,0.0010281608183
2006-10-20,2006-10-27,0.00714106697606,0.00752190351433,6.04972234876e-05,1,0.0072169317976
2006-10-27,2006-11-03,-0.00495450480629,-0.00288296101537,0.000332958704341,1,-0.00454186084163
2006-11-03,2006-11-10,0.0117890674321,0.0103738565899,0.000223858018735,1,0.0115049059736
2006-11-10,2006-11-17,0.0090391602594,0.00626844890605,0.000439583938908,1,0.00848282006904
2006-11-17,2006-11-24,0.016604101799,0.01518661704,0.000223155528252,1,0.0163194890696
2006-11-24,2006-12-01,-0.000656984285541,0.00148562312394,0.000342895524389,1,-0.000230177281267
2006-12-01,2006-12-08,0.00120174396092,0.00078723060742,6.62480155442e-05,1,0.00111851005014
2006-12-08,2006-12-15,0.0033673744448,0.00172565771476,0.000261878818932,1,0.00303772170469
2006-12-15,2006-12-22,-0.00819613318772,-0.0104938334405,0.000370841926982,1,-0.00865752744791
2006-12-22,2006-12-29,0.00306154786283,0.00349389702503,6.89587824839e-05,1,0.00314767290136
2006-12-29,2007-01-05,-0.015266934606,-0.0205920996795,0.000866172716522,1,-0.0163362984843
2007-01-05,2007-01-12,0.00901340228859,0.00524416194956,0.000598138100175,1,0.00825656353028
2007-01-12,2007-01-19,0.00654495047041,0.000788164776157,0.000916144400749,1,0.00538901260955
2007-01-19,2007-01-26,-0.00148406584221,0.00109748473487,0.000413448209206,1,-0.000969822967843
2007-01-26,2007-02-02,0.0103380803433,0.0151664495696,0.000763904092127,1,0.0112999346681
2007-02-02,2007-02-09,0.0016485454906,0.000846206065969,0.000128183560855,1,0.00148743668787
2007-02-09,2007-02-16,0.00870444205496,0.0162613028559,0.00119687071924,1,0.0102098298615
2007-02-16,2007-02-23,-0.00259665662513,0.00384365587318,0.00103180020742,1,-0.0013137531265
2007-02-23,2007-03-02,-0.0333088202711,-0.0430510730535,0.00161572655389,1,-0.0352653494603
2007-03-02,2007-03-09,0.0107644704426,-0.00411943169242,0.00236302185986,1,0.00777587490629
2007-03-09,2007-03-16,-0.00752179512721,-0.00856931899249,0.000168909710069,1,-0.00773214444881
2007-03-16,2007-03-23,0.0239125857494,-0.00395282350773,0.00437817197907,1,0.0183176130381
2007-03-23,2007-03-30,-0.00442376395743,-0.00899358403895,0.00073509494992,1,-0.00534140344848
2007-03-30,2007-04-06,0.00717248917269,0.0154796458634,0.00131750632438,1,0.00882733297921
2007-04-06,2007-04-13,0.00303038483339,0.00563421319503,0.000415138319211,1,0.00354907481412
2007-04-13,2007-04-20,0.011036724303,0.010714472195,5.10007431671e-05,1,0.0109720188777
2007-04-20,2007-04-27,-0.000843609073419,-0.00219788367703,0.000216925692452,1,-0.0011155486226
2007-04-27,2007-05-04,0.00641641614924,0.00526532746783,0.000183041855788,1,0.00618528320368
2007-05-04,2007-05-11,-0.00100066042376,-0.00397490150491,0.000476639054715,1,-0.00159789183526
2007-05-11,2007-05-18,-0.00269091161458,-0.00110926850997,0.000253665245917,1,-0.00237585131988
2007-05-18,2007-05-25,-0.00283321388824,-0.00853820676605,0.000916440991661,1,-0.00397879466876
2007-05-25,2007-06-01,0.0063156617656,0.0170420172478,0.00170181791007,1,0.00845242377249
2007-06-01,2007-06-08,-0.00911320430542,-0.0167378464927,0.00123306020814,1,-0.0106442980439
2007-06-08,2007-06-15,0.00546163164655,0.0186617359214,0.00209504337061,1,0.00809117728467
2007-06-15,2007-06-22,-0.00538052763215,-0.0185208376858,0.00211942319927,1,-0.00801918675888
2007-06-22,2007-06-29,0.000944806260133,-0.00239472508393,0.000534177101415,1,0.000274229105814
2007-06-29,2007-07-06,0.0158376965372,0.0157174184735,1.89449023034e-05,1,0.0158135461999
2007-07-06,2007-07-13,0.0127062094454,0.00963397530541,0.000485684678557,1,0.012089334194
2007-07-13,2007-07-20,-0.00305513810845,-0.0071610361143,0.000659500112903,1,-0.00387961521018
2007-07-20,2007-07-27,-0.0312405436067,-0.0357557675211,0.000746428723968,1,-0.0321473205332
2007-07-27,2007-08-03,-0.00515600929321,0.00316891932137,0.001336654872,1,-0.00349770684465
2007-08-03,2007-08-10,-0.0012976123986,-0.00655551354254,0.000843245128269,1,-0.00235340885303
2007-08-10,2007-08-17,-0.0105105785955,-0.00525542901345,0.000848853706088,1,-0.00946379294765
2007-08-17,2007-08-24,0.0244766645768,0.00756349933241,0.00265020297402,1,0.0210807805131
