variant,cost_bps,full_observations,full_years,full_total_return,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_max_drawdown_duration_weeks,full_calmar,full_cvar_5_weekly,full_positive_week_share,full_worst_week,full_best_week,full_annual_turnover,full_mean_invested_weight,oos_2016_2020_observations,oos_2016_2020_years,oos_2016_2020_total_return,oos_2016_2020_annual_return,oos_2016_2020_annual_volatility,oos_2016_2020_sharpe_zero_rf,oos_2016_2020_sortino_zero_target,oos_2016_2020_max_drawdown,oos_2016_2020_max_drawdown_duration_weeks,oos_2016_2020_calmar,oos_2016_2020_cvar_5_weekly,oos_2016_2020_positive_week_share,oos_2016_2020_worst_week,oos_2016_2020_best_week,oos_2016_2020_annual_turnover,oos_2016_2020_mean_invested_weight,oos_2021_present_observations,oos_2021_present_years,oos_2021_present_total_return,oos_2021_present_annual_return,oos_2021_present_annual_volatility,oos_2021_present_sharpe_zero_rf,oos_2021_present_sortino_zero_target,oos_2021_present_max_drawdown,oos_2021_present_max_drawdown_duration_weeks,oos_2021_present_calmar,oos_2021_present_cvar_5_weekly,oos_2021_present_positive_week_share,oos_2021_present_worst_week,oos_2021_present_best_week,oos_2021_present_annual_turnover,oos_2021_present_mean_invested_weight
macd_ewm_5_34,10,1120,21.5384615385,2.05171523055,0.0531656505273,0.0938226092233,0.599252734692,0.890075801337,-0.221064408471,140,0.240498463299,-0.0290709259286,0.55,-0.0494248773739,0.0495581565081,17.7722067102,0.892866071429,261,5.01923076923,0.404825220414,0.0700679056671,0.0844308088266,0.844809120187,1.2245647463,-0.151364506377,121,0.46290842777,-0.028194789603,0.597701149425,-0.0494248773739,0.0455378284911,16.3517479204,0.921877394636,293,5.63461538462,0.355481135996,0.0554634804534,0.0928608854128,0.627787030317,0.956047657745,-0.137507395326,132,0.40334907313,-0.0264762008628,0.546075085324,-0.0356149904325,0.0491963457016,17.5812797172,0.885699658703
macd_ewm_5_34,50,1120,21.5384615385,-0.340493693513,-0.0191409709209,0.0961378394947,-0.152873513217,-0.20853691138,-0.493160482781,1057,-0.0388128643499,-0.0316313583532,0.508928571429,-0.050291558974,0.0490989483334,17.7722067102,0.892866071429,261,5.01923076923,0.0116261079489,0.00230560513419,0.0871116093089,0.0700635693427,0.0934760951886,-0.215638659086,152,0.0106919841923,-0.0309188724047,0.555555555556,-0.050291558974,0.0454619011322,16.3517479204,0.921877394636,293,5.63461538462,-0.0882145461482,-0.0162562783071,0.0947096677895,-0.125828187951,-0.175158635947,-0.279375488988,269,-0.0581879189403,-0.0291205583722,0.501706484642,-0.0379972737641,0.0490952551133,17.5812797172,0.885699658703
macd_ewm_5_34,100,1120,21.5384615385,-0.903025663282,-0.102670545197,0.100084218519,-1.03105832108,-1.2786524754,-0.908999267638,1057,-0.112948985606,-0.0350870033923,0.445535714286,-0.0517357842408,0.0489689026656,17.7722067102,0.892866071429,261,5.01923076923,-0.329215552046,-0.0764732408997,0.0914735731001,-0.823100817865,-1.00203238434,-0.395979667668,244,-0.193124160516,-0.0345353448438,0.486590038314,-0.0513746588335,0.0453669979415,16.3517479204,0.921877394636,293,5.63461538462,-0.444851067312,-0.0991774891961,0.0980977330614,-1.01464014297,-1.27830408512,-0.503815947311,286,-0.196852619941,-0.0326066628572,0.450511945392,-0.0425682659996,0.0489689026656,17.5812797172,0.885699658703
awesome_zero_line,10,1120,21.5384615385,2.10135422265,0.0539549017133,0.0953528868825,0.599055270778,0.881266135318,-0.188960067278,196,0.285535999699,-0.0303344357369,0.546428571429,-0.058560408453,0.0500055526001,17.3263335469,0.880985119048,261,5.01923076923,0.250042816548,0.0454679072311,0.0881297936932,0.548962195014,0.748302193208,-0.176117917923,129,0.258167412874,-0.0313982846148,0.574712643678,-0.058560408453,0.0430946129263,16.4421923379,0.911302681992,293,5.63461538462,0.290133727793,0.0462484617174,0.092643885223,0.534326294053,0.79888814936,-0.188960067278,196,0.244752568009,-0.0265101986227,0.532423208191,-0.0368031843795,0.0474795621187,17.3829881417,0.87409556314
awesome_zero_line,50,1120,21.5384615385,-0.303305197309,-0.0166396553607,0.0967123125712,-0.125041266493,-0.170564329578,-0.5463551622,807,-0.0304557484067,-0.0322145563534,0.502678571429,-0.0594262669512,0.0498828603146,17.3263335469,0.880985119048,261,5.01923076923,-0.101611946113,-0.0211222580957,0.0901990318562,-0.191299593896,-0.243966537658,-0.258458786284,244,-0.0817238926151,-0.0336545796245,0.524904214559,-0.0594262669512,0.0430165469388,16.4421923379,0.911302681992,293,5.63461538462,-0.128230238326,-0.0240606139214,0.0938465632623,-0.21266984925,-0.292316795302,-0.300511987068,269,-0.0800654048984,-0.0285468306819,0.494880546075,-0.0417471685971,0.0462103344429,17.3829881417,0.87409556314
awesome_zero_line,100,1120,21.5384615385,-0.892471454197,-0.0983561343676,0.0994497793212,-0.99013825508,-1.23568905094,-0.895528211939,1057,-0.109830302448,-0.0347537394119,0.435714285714,-0.0605083249925,0.0497295104941,17.3263335469,0.880985119048,261,5.01923076923,-0.405791617634,-0.0985098583754,0.0939349826895,-1.05560236046,-1.24657223196,-0.465066977419,249,-0.211818647977,-0.0368063898076,0.452107279693,-0.0605083249925,0.042918970906,16.4421923379,0.911302681992,293,5.63461538462,-0.466184556506,-0.105420577099,0.0963530221466,-1.10679749661,-1.38165865914,-0.512311848073,286,-0.205774232034,-0.0313153234399,0.42662116041,-0.0479023104314,0.0446247981505,17.3829881417,0.87409556314
awesome_source_saucer_overlay,10,1120,21.5384615385,0.19030598105,0.00812113903916,0.100054603036,0.130933038863,0.183934393134,-0.343782217817,797,0.0236229177027,-0.0315899762407,0.517857142857,-0.0767760195129,0.0606773762113,53.6939329873,0.887050595238,261,5.01923076923,0.0537790566957,0.0104910702123,0.0883212933263,0.162490728079,0.214481047106,-0.21250260626,152,0.049369136675,-0.0322330972015,0.536398467433,-0.058560408453,0.0449378319973,51.205059062,0.915593869732,293,5.63461538462,-0.0572761147206,-0.0104131710901,0.0970037584654,-0.0596473909707,-0.0849130126693,-0.277452510676,269,-0.0375313637088,-0.0273338668151,0.511945392491,-0.0385596380666,0.0557924030744,53.5741709471,0.882491467577
awesome_source_saucer_overlay,50,1120,21.5384615385,-0.988401556531,-0.186920814052,0.10317631203,-1.94965572318,-2.22174607837,-0.988427062312,1118,-0.189109364949,-0.0369671104402,0.389285714286,-0.0850514894085,0.0545168967932,53.6939329873,0.887050595238,261,5.01923076923,-0.623458549072,-0.176833655099,0.0922938797981,-2.05801714309,-2.24813848521,-0.645621237811,249,-0.273896899208,-0.037667684375,0.379310344828,-0.0594262669512,0.0439430628797,51.205059062,0.915593869732,293,5.63461538462,-0.71864522173,-0.201533435397,0.0996898852987,-2.20290642127,-2.49116648822,-0.730821040426,286,-0.275763044917,-0.0328446797523,0.382252559727,-0.0452277962091,0.0477096495243,53.5741709471,0.882491467577
awesome_source_saucer_overlay,100,1120,21.5384615385,-0.999964869501,-0.378855725625,0.110658835101,-4.22754533559,-3.89118355652,-0.999964491005,1119,-0.378869178889,-0.0445765176886,0.264285714286,-0.0981360953004,0.052951694482,53.6939329873,0.887050595238,261,5.01923076923,-0.896211866879,-0.363228745721,0.100838606373,-4.40549731912,-3.94386088661,-0.897925317325,260,-0.404519995942,-0.0446615843244,0.245210727969,-0.0612753206128,0.0427005179316,51.205059062,0.915593869732,293,5.63461538462,-0.93810584758,-0.389692456369,0.106395534977,-4.56559506649,-4.10638678898,-0.939420609938,286,-0.414822127859,-0.0409339563787,0.273037542662,-0.0535135971368,0.0433246455855,53.5741709471,0.882491467577
macd_sma_10_21,10,1120,21.5384615385,1.18704549676,0.0370008514238,0.100402321584,0.412240419683,0.592235003358,-0.259784370324,317,0.142429089855,-0.0333281862969,0.54375,-0.0678865718877,0.0624593399175,20.5986665081,0.8741875,261,5.01923076923,0.234547186391,0.0428729862031,0.0993004205096,0.472668534331,0.655448755196,-0.194795918327,122,0.220091809784,-0.0350645316881,0.593869731801,-0.0678865718877,0.0624593399175,20.4768938062,0.917969348659,293,5.63461538462,0.224537317801,0.0366037666006,0.0960482433217,0.422254531207,0.624815145497,-0.167414245781,159,0.218641886955,-0.0278694319549,0.522184300341,-0.0515822113672,0.0496223966612,21.2845000294,0.868976109215
