date,portfolio_ret,spy_ret,market_state,miss_gap
2008-11-28,0.0039931154816753,0.13292258352845132,stressed_panic,0.12892946804677602
2020-04-10,0.0004442732940313,0.12091546107126838,stressed_panic,0.12047118777723709
2020-03-27,-0.0040503899793248,0.10760515562996242,stressed_panic,0.11165554560928723
2008-10-31,0.0076518338945021,0.11247703247076357,stressed_panic,0.10482519857626148
2009-03-13,0.0069033391417931,0.10403352997336279,stressed_panic,0.0971301908315697
2011-12-02,-0.0073343599418502,0.073233951417365,neutral_mixed,0.08056831135921519
2020-11-06,-0.0027577887396794,0.07233395424352929,neutral_mixed,0.07509174298320868
2011-09-16,-0.0211381645705228,0.05373266619257944,neutral_mixed,0.07487083076310223
2024-11-08,-0.0263658912026455,0.04754479444808446,neutral_mixed,0.07391068565072996
2022-06-24,-0.0076232250543334,0.06620030338598437,stressed_panic,0.07382352844031777
2009-03-27,-0.0041408234914772,0.06387679103311172,stressed_panic,0.06801761452458892
2022-05-27,-0.0021598318377536,0.06578034376831066,stressed_panic,0.06794017560606426
2023-11-03,-0.008788492496981,0.058464063433988356,neutral_mixed,0.06725255593096935
2009-01-02,-0.0001932612832823,0.0665445368032418,stressed_panic,0.0667377980865241
2010-07-09,-0.0083262788243959,0.05635985959332701,neutral_mixed,0.06468613841772292
2010-05-14,-0.0406453412904448,0.02363842503839786,neutral_mixed,0.06428376632884267
2010-11-05,-0.0268635756046958,0.03569940805710892,neutral_mixed,0.06256298366180471
2011-10-14,-0.0013255543774201,0.05928627925688135,stressed_panic,0.06061183363430145
2022-11-11,-0.0015223375888342,0.05888161204273468,stressed_panic,0.06040394963156888
2008-02-01,-0.0053417831105751,0.049158324218012917,stressed_panic,0.05450010732858802
2022-03-18,0.0070492101727842,0.06149196521735378,stressed_panic,0.05444275504456958
2008-10-17,-0.0009374594242004,0.05321967734299027,stressed_panic,0.05415713676719067
2025-05-16,0.0004806310693109,0.05291130253665899,stressed_panic,0.05243067146734809
2009-05-08,0.005537130618916,0.05791306069581137,neutral_mixed,0.052375930076895366
2018-01-26,-0.0299064064820053,0.022003409508366323,neutral_mixed,0.05190981599037162
2009-07-17,0.01846547246912,0.07014586700776437,neutral_mixed,0.05168039453864437
2025-04-11,0.0071089900582296,0.05672095751551498,stressed_panic,0.04961196745728538
2009-02-06,0.0006261249913486,0.05010189925397324,stressed_panic,0.04947577426262464
2011-07-01,0.0067228157761157,0.056068233907590415,calm_trend,0.049345418131474715
2009-05-29,-0.0087754985399692,0.03942921547673128,neutral_mixed,0.048204714016700484
2022-07-29,-0.004775870279194,0.04277511624172026,stressed_panic,0.04755098652091426
2020-08-07,-0.0225995121440204,0.02465425582260039,neutral_mixed,0.047253767966620785
2010-12-03,-0.011472527251803,0.03442756845640482,neutral_mixed,0.04590009570820782
2020-08-28,-0.012329676475064,0.03269713939097718,recovery_confirmed,0.04502681586604118
2018-11-30,0.0030405584445382,0.04710323313309739,stressed_panic,0.04406267468855919
2022-09-09,-0.0072487342042404,0.03661023048945311,stressed_panic,0.04385896469369351
2018-02-16,0.0007390441359522,0.04439747926062254,stressed_panic,0.04365843512467034
2025-04-25,0.0029662032752736,0.046028756817207306,stressed_panic,0.0430625535419337
2023-06-16,-0.0169637057275594,0.02603502560385018,calm_trend,0.04299873133140958
2015-03-20,-0.0160178655875625,0.02681456364902779,neutral_mixed,0.042832429236590294
2022-10-21,0.0037559366018201,0.04658467989542214,stressed_panic,0.04282874329360204
2019-06-07,0.002495364456664,0.04497424643002068,neutral_mixed,0.04247888197335668
2008-04-18,-0.004171199469599,0.03823678907352246,stressed_panic,0.04240798854312146
2016-12-09,-0.0111576369869898,0.031090672482650072,neutral_mixed,0.04224830946963987
2020-06-05,0.0071942261701316,0.04935572875371075,stressed_panic,0.04216150258357915
2009-10-09,0.0045913916525349,0.04654118410072261,calm_trend,0.04194979244818771
2021-12-10,-0.0036598544653025,0.03819856333673388,neutral_mixed,0.041858417802036384
2010-09-03,-0.003392782315798,0.03771325171824769,neutral_mixed,0.04110603403404569
2022-08-12,-0.0077288288231471,0.03296515623968532,stressed_panic,0.04069398506283242
2016-11-11,-0.0026521483375522,0.03773657442810974,neutral_mixed,0.04038872276566194
