target_return,current_avg_bil,required_avg_bil,bil_reduction_pct_points,current_vol,required_vol,vol_increase_pct_points,current_max_dd,implied_max_dd,max_dd_change_pct_points
0.09,0.2666,0.0621,0.2045,0.0762,0.0911,0.0149,-0.1177,-0.1407,-0.023
0.1,0.2666,0.0,0.2666,0.0762,0.0991,0.0229,-0.1177,-0.1531,-0.0354
0.11,0.2666,0.0,0.2666,0.0762,0.1071,0.0309,-0.1177,-0.1654,-0.0477
