ann_return,ann_vol,sharpe,max_drawdown,calmar,hit_rate,avg_weekly_turnover,observations,strategy_name,strategy_type,rebalance_frequency,benchmark_group,validation_score
0.0808715342017851,0.1030775478993191,0.7845698297050718,-0.3138361944792657,0.2576870852515009,0.5882882882882883,0.0,1110,baseline_60_40_proxy,baseline,monthly,baseline,1.03107102998848
0.0728936540331903,0.1198081841484271,0.6084196547281308,-0.3809808300226208,0.1913315534245182,0.5747747747747748,0.0,1110,baseline_equal_weight_risk_assets,baseline,monthly,baseline,0.8190403863953448
0.1053309083209217,0.1756583790204353,0.5996349784638968,-0.5461301944883741,0.1928677619072094,0.5693693693693693,0.0,1110,baseline_market_proxy_buy_hold,baseline,weekly,baseline,0.8099427332913753
0.0719507184308363,0.0803539746529434,0.8954220216435889,-0.1218710956475419,0.5903837825412012,0.5837837837837838,0.0736136158701532,1110,composite_regime_conditioned,strategy_logic,monthly,strategy,1.3000093080839308
0.0757419497365585,0.0970965014092251,0.7800687835016304,-0.2202925323824811,0.3438244089230052,0.5855855855855856,0.0284039675383228,1110,composite_selective_signals,strategy_logic,monthly,strategy,1.066257708326418
0.087371338488972,0.1262411443850836,0.6920987520713225,-0.1807663773170427,0.4833384381860633,0.5441441441441441,0.0426810940787496,1110,dual_momentum_topn,strategy_logic,monthly,strategy,1.0383286905853082
0.070221200446727,0.0985743520893124,0.7123678620084029,-0.2015935297086384,0.3483306262270284,0.5891891891891892,0.0388023044240431,1110,composite_selective_strength_weighted,strategy_logic,monthly,strategy,1.0004907825173506
0.07069844208583587,0.10189687227461444,0.6938234757127963,-0.1861698935113728,0.3797522829947637,0.5783783783783784,0.037270814547640516,1110,composite_selective_concentrated,strategy_logic,monthly,strategy,0.9956482114310898
0.0830317764674601,0.126658303510315,0.6555573078609733,-0.2747022863339439,0.3022609588568257,0.5693693693693693,0.0712353471596032,1110,composite_ic_weighted,strategy_logic,monthly,strategy,0.9134381264472998
0.0686984945874544,0.1096017948232079,0.6268008174343118,-0.1941892803698507,0.3537707872268339,0.5612612612612613,0.1248872858431019,1110,sector_rotation_with_sma_filter,overlay,monthly,strategy,0.9034497347156708
0.0677465634836713,0.107938163647863,0.6276423573842467,-0.251990141034595,0.2688460874124858,0.5792792792792792,0.0633453561767358,1110,composite_equal_weight,strategy_logic,monthly,strategy,0.8715867213286719
0.0792322326539167,0.1276063015840711,0.6209115981761762,-0.2570543650077791,0.3082314227635037,0.5396396396396397,0.1402624502959636,1110,cta_trend_long_only,strategy_logic,weekly,strategy,0.8689289924562597
0.0671539007753474,0.1091644899176899,0.615162502256746,-0.2156146218233232,0.3114533708682058,0.5405405405405406,0.1349662932171898,1110,cta_trend_vol_managed,overlay,weekly,strategy,0.865500666477238
0.0895940670892918,0.1598991872719751,0.5603159629379468,-0.4134727046852243,0.2166867753882316,0.5792792792792792,0.0906221821460775,1110,sector_factor_rotation,strategy_logic,monthly,strategy,0.7754529882733108
0.0482222838913444,0.088442102648352,0.5452412645940518,-0.2304413870722683,0.2092605174096678,0.5738738738738739,0.0820108205590622,1110,composite_breadth_filtered,overlay,monthly,strategy,0.7564452160177543
0.0676388352839305,0.1249651023970174,0.5412617921845108,-0.3831163779257552,0.1765490571041011,0.5594594594594594,0.0477317617759457,1110,taa_10m_sma,strategy_logic,monthly,strategy,0.7366550364508586
0.0684355510536796,0.1952094115634733,0.3505750593968028,-0.4911315230561532,0.1393426156558374,0.5297297297297298,0.0712353471596032,1110,dual_momentum_single_best,strategy_logic,monthly,strategy,0.5190687784547072
0.0147684661656515,0.0522017499080262,0.2829113236945492,-0.1120110005724008,0.1318483549846123,0.4954954954954955,0.1013822540485422,1110,cta_trend_long_short_research,experimental,weekly,strategy,0.4377963748811003
-0.0075839103938123,0.0279193821437147,-0.2716360396076906,-0.2340343338058916,-0.0324051188151839,0.4333333333333333,0.117297865945296,1110,pairs_stat_arb_research,experimental,weekly,strategy,-0.2129017189431455
-0.0326667039413367,0.0879980241746788,-0.3712208796471646,-0.5403986897768446,-0.0604492656242862,0.4603603603603604,0.6180680793507665,1110,cross_sectional_reversal_combo_ls,strategy_logic,weekly,strategy,-0.3711802483223123
