panel_name,market_state,top_sleeve,top_sharpe_state,top_ann_return_state,margin_vs_second_best_sharpe,margin_vs_panel_median_sharpe
reference_current_core_panel,calm_trend,taa_10m_sma,0.538679147954832,0.05350230981013815,0.2259753631730685,0.3508389721480964
reference_current_core_panel,recovery_fragile,cta_trend_long_only,1.7774905205642524,0.16099892710709107,0.19531407669938194,0.4160954182042338
reference_current_core_panel,recovery_confirmed,composite_confirmation_aware_momentum,1.0794938333139978,0.10312028339616663,0.07409386941524398,0.5488767411639064
reference_current_core_panel,stressed_panic,composite_regime_conditioned,0.6690106239771639,0.04151006641387944,0.11673445428220885,0.36695142179817825
active_prior_redesigned_panel,calm_trend,composite_calm_trend_participation,0.5390201329537084,0.06097452726018604,0.00034098499887647016,0.1233584065997595
active_prior_redesigned_panel,recovery_fragile,composite_calm_trend_participation,1.8861517471718567,0.1219173416469177,0.09310714380369123,0.7575780678971342
active_prior_redesigned_panel,recovery_confirmed,composite_recovery_transition,0.42840862834771065,0.05979121817984212,0.03920399277445691,0.14715062272425505
active_prior_redesigned_panel,stressed_panic,composite_regime_conditioned,0.6690106239771639,0.04151006641387944,0.16660913864318072,0.26205603668567257
refined_redesigned_panel,calm_trend,composite_calm_trend_specialist,0.6180119864687029,0.06190579705675847,0.07933283851387096,0.09243400699914128
refined_redesigned_panel,recovery_fragile,composite_calm_trend_specialist,2.686372708428029,0.15262396504661035,1.1813803171530053,1.5577990291533066
refined_redesigned_panel,recovery_confirmed,composite_healthier_recovery_specialist,0.7622110214242758,0.10672603225976984,0.39534150415761116,0.6397026274937421
refined_redesigned_panel,stressed_panic,composite_regime_conditioned,0.6690106239771639,0.04151006641387944,0.1018599274599501,0.23979394699379464
