,SPY,QQQ,IWM,EFA,VEA,VWO,EWJ,VNQ,HYG,LQD,GLD,PDBC,DBA,TLT
2008-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4591840760792435,0.19315134563067166,0.13552351125225423,0.0,0.0,0.21214106703783064
2008-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33112627238973386,0.2746514881185657,0.12347349289873027,0.0,0.0,0.2707487465929701
2008-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33112627238973386,0.2746514881185657,0.12347349289873027,0.0,0.0,0.2707487465929701
2008-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33112627238973386,0.2746514881185657,0.12347349289873027,0.0,0.0,0.2707487465929701
2008-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33112627238973386,0.2746514881185657,0.12347349289873027,0.0,0.0,0.2707487465929701
2008-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33112627238973386,0.2746514881185657,0.12347349289873027,0.0,0.0,0.2707487465929701
2008-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250358656048313,0.25894122333750513,0.17844639521395506,0.0,0.0,0.3122537254002269
2008-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250358656048313,0.25894122333750513,0.17844639521395506,0.0,0.0,0.3122537254002269
2008-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250358656048313,0.25894122333750513,0.17844639521395506,0.0,0.0,0.3122537254002269
2008-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250358656048313,0.25894122333750513,0.17844639521395506,0.0,0.0,0.3122537254002269
2008-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2387875297530097,0.29533163855486394,0.1770013064815947,0.0,0.0,0.2888795252105318
2008-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2387875297530097,0.29533163855486394,0.1770013064815947,0.0,0.0,0.2888795252105318
2008-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2387875297530097,0.29533163855486394,0.1770013064815947,0.0,0.0,0.2888795252105318
2008-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2387875297530097,0.29533163855486394,0.1770013064815947,0.0,0.0,0.2888795252105318
2008-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2921737654896538,0.26493831575103144,0.17972967878111576,0.0,0.0,0.2631582399781989
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2921737654896538,0.26493831575103144,0.17972967878111576,0.0,0.0,0.2631582399781989
2008-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2921737654896538,0.26493831575103144,0.17972967878111576,0.0,0.0,0.2631582399781989
2008-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2921737654896538,0.26493831575103144,0.17972967878111576,0.0,0.0,0.2631582399781989
2008-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2921737654896538,0.26493831575103144,0.17972967878111576,0.0,0.0,0.2631582399781989
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31572756199427743,0.24331556867756843,0.18766957267768813,0.0,0.0,0.253287296650466
2008-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31572756199427743,0.24331556867756843,0.18766957267768813,0.0,0.0,0.253287296650466
2008-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31572756199427743,0.24331556867756843,0.18766957267768813,0.0,0.0,0.253287296650466
2008-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31572756199427743,0.24331556867756843,0.18766957267768813,0.0,0.0,0.253287296650466
2008-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31697854203732295,0.2696812949116596,0.130901896958304,0.0,0.0,0.2824382660927135
2008-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31697854203732295,0.2696812949116596,0.130901896958304,0.0,0.0,0.2824382660927135
2008-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31697854203732295,0.2696812949116596,0.130901896958304,0.0,0.0,0.2824382660927135
2008-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31697854203732295,0.2696812949116596,0.130901896958304,0.0,0.0,0.2824382660927135
2008-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31697854203732295,0.2696812949116596,0.130901896958304,0.0,0.0,0.2824382660927135
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725936304719009,0.22975785502237267,0.13195677010418888,0.0,0.0,0.3656917444015376
2008-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725936304719009,0.22975785502237267,0.13195677010418888,0.0,0.0,0.3656917444015376
2008-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725936304719009,0.22975785502237267,0.13195677010418888,0.0,0.0,0.3656917444015376
2008-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725936304719009,0.22975785502237267,0.13195677010418888,0.0,0.0,0.3656917444015376
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583449578979245,0.22256484475829252,0.18675014743224916,0.0,0.0,0.3323400499115339
2008-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583449578979245,0.22256484475829252,0.18675014743224916,0.0,0.0,0.3323400499115339
2008-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583449578979245,0.22256484475829252,0.18675014743224916,0.0,0.0,0.3323400499115339
2008-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583449578979245,0.22256484475829252,0.18675014743224916,0.0,0.0,0.3323400499115339
2008-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29637448923307846,0.2558065405286231,0.11757676751726528,0.0,0.0,0.33024220272103305
2009-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29637448923307846,0.2558065405286231,0.11757676751726528,0.0,0.0,0.33024220272103305
2009-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29637448923307846,0.2558065405286231,0.11757676751726528,0.0,0.0,0.33024220272103305
2009-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29637448923307846,0.2558065405286231,0.11757676751726528,0.0,0.0,0.33024220272103305
2009-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29637448923307846,0.2558065405286231,0.11757676751726528,0.0,0.0,0.33024220272103305
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29350548001415855,0.26383919778096687,0.10591373207668174,0.0,0.0,0.33674159012819294
2009-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29350548001415855,0.26383919778096687,0.10591373207668174,0.0,0.0,0.33674159012819294
2009-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29350548001415855,0.26383919778096687,0.10591373207668174,0.0,0.0,0.33674159012819294
2009-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29350548001415855,0.26383919778096687,0.10591373207668174,0.0,0.0,0.33674159012819294
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29306500217033,0.27351084333163594,0.12073339221799194,0.0,0.0,0.3126907622800421
2009-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29306500217033,0.27351084333163594,0.12073339221799194,0.0,0.0,0.3126907622800421
2009-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29306500217033,0.27351084333163594,0.12073339221799194,0.0,0.0,0.3126907622800421
2009-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29306500217033,0.27351084333163594,0.12073339221799194,0.0,0.0,0.3126907622800421
2009-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26832878003533767,0.2626613643356746,0.18224264876850269,0.0,0.0,0.286767206860485
2009-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26832878003533767,0.2626613643356746,0.18224264876850269,0.0,0.0,0.286767206860485
2009-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26832878003533767,0.2626613643356746,0.18224264876850269,0.0,0.0,0.286767206860485
2009-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26832878003533767,0.2626613643356746,0.18224264876850269,0.0,0.0,0.286767206860485
2009-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000133177128153,0.2632475512589207,0.19023273553391787,0.0,0.0,0.32651838143588
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000133177128153,0.2632475512589207,0.19023273553391787,0.0,0.0,0.32651838143588
2009-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000133177128153,0.2632475512589207,0.19023273553391787,0.0,0.0,0.32651838143588
2009-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000133177128153,0.2632475512589207,0.19023273553391787,0.0,0.0,0.32651838143588
2009-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22000133177128153,0.2632475512589207,0.19023273553391787,0.0,0.0,0.32651838143588
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20993947364730714,0.28381274397099027,0.1338658823125395,0.0,0.0,0.37238190006916305
2009-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20993947364730714,0.28381274397099027,0.1338658823125395,0.0,0.0,0.37238190006916305
2009-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20993947364730714,0.28381274397099027,0.1338658823125395,0.0,0.0,0.37238190006916305
2009-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20993947364730714,0.28381274397099027,0.1338658823125395,0.0,0.0,0.37238190006916305
2009-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2169280750361575,0.2686175632515918,0.20248048104086733,0.0,0.0,0.3119738806713834
2009-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2169280750361575,0.2686175632515918,0.20248048104086733,0.0,0.0,0.3119738806713834
2009-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2169280750361575,0.2686175632515918,0.20248048104086733,0.0,0.0,0.3119738806713834
2009-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2169280750361575,0.2686175632515918,0.20248048104086733,0.0,0.0,0.3119738806713834
2009-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2169280750361575,0.2686175632515918,0.20248048104086733,0.0,0.0,0.3119738806713834
2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25861669400131604,0.33342520924742247,0.23497820914273665,0.0,0.0,0.17297988760852484
2009-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25861669400131604,0.33342520924742247,0.23497820914273665,0.0,0.0,0.17297988760852484
2009-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25861669400131604,0.33342520924742247,0.23497820914273665,0.0,0.0,0.17297988760852484
2009-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25861669400131604,0.33342520924742247,0.23497820914273665,0.0,0.0,0.17297988760852484
2009-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220458180881122,0.2949518854267903,0.2456339645133647,0.0,0.0,0.2389559691787229
2009-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220458180881122,0.2949518854267903,0.2456339645133647,0.0,0.0,0.2389559691787229
2009-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220458180881122,0.2949518854267903,0.2456339645133647,0.0,0.0,0.2389559691787229
2009-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220458180881122,0.2949518854267903,0.2456339645133647,0.0,0.0,0.2389559691787229
2009-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3287813208037907,0.3911332512168368,0.18608204712304022,0.0,0.0,0.09400338085633239
2009-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3287813208037907,0.3911332512168368,0.18608204712304022,0.0,0.0,0.09400338085633239
2009-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3287813208037907,0.3911332512168368,0.18608204712304022,0.0,0.0,0.09400338085633239
2009-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3287813208037907,0.3911332512168368,0.18608204712304022,0.0,0.0,0.09400338085633239
2009-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3287813208037907,0.3911332512168368,0.18608204712304022,0.0,0.0,0.09400338085633239
2009-10-30,0.0,0.0,0.0,0.12504421579615915,0.15925466404162153,0.0,0.0,0.0,0.37048949064344205,0.34521162951877726,0.0,0.0,0.0,0.0
2009-11-06,0.0,0.0,0.0,0.12504421579615915,0.15925466404162153,0.0,0.0,0.0,0.37048949064344205,0.34521162951877726,0.0,0.0,0.0,0.0
2009-11-13,0.0,0.0,0.0,0.12504421579615915,0.15925466404162153,0.0,0.0,0.0,0.37048949064344205,0.34521162951877726,0.0,0.0,0.0,0.0
2009-11-20,0.0,0.0,0.0,0.12504421579615915,0.15925466404162153,0.0,0.0,0.0,0.37048949064344205,0.34521162951877726,0.0,0.0,0.0,0.0
2009-11-27,0.0,0.0,0.0,0.0,0.17772838192063634,0.1518647262552497,0.0,0.0,0.4467622681811037,0.22364462364301022,0.0,0.0,0.0,0.0
2009-12-04,0.0,0.0,0.0,0.0,0.17772838192063634,0.1518647262552497,0.0,0.0,0.4467622681811037,0.22364462364301022,0.0,0.0,0.0,0.0
2009-12-11,0.0,0.0,0.0,0.0,0.17772838192063634,0.1518647262552497,0.0,0.0,0.4467622681811037,0.22364462364301022,0.0,0.0,0.0,0.0
2009-12-18,0.0,0.0,0.0,0.0,0.17772838192063634,0.1518647262552497,0.0,0.0,0.4467622681811037,0.22364462364301022,0.0,0.0,0.0,0.0
2009-12-25,0.0,0.0,0.0,0.0,0.13002610529199987,0.0,0.0,0.16901329602567,0.5488262573783885,0.15213434130394166,0.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.13002610529199987,0.0,0.0,0.16901329602567,0.5488262573783885,0.15213434130394166,0.0,0.0,0.0,0.0
2010-01-08,0.0,0.0,0.0,0.0,0.13002610529199987,0.0,0.0,0.16901329602567,0.5488262573783885,0.15213434130394166,0.0,0.0,0.0,0.0
2010-01-15,0.0,0.0,0.0,0.0,0.13002610529199987,0.0,0.0,0.16901329602567,0.5488262573783885,0.15213434130394166,0.0,0.0,0.0,0.0
2010-01-22,0.0,0.0,0.0,0.0,0.13002610529199987,0.0,0.0,0.16901329602567,0.5488262573783885,0.15213434130394166,0.0,0.0,0.0,0.0
2010-01-29,0.13444665279012052,0.0,0.0,0.0,0.0,0.0,0.0,0.38129533697072315,0.32561517439396986,0.0,0.15864283584518638,0.0,0.0,0.0
2010-02-05,0.13444665279012052,0.0,0.0,0.0,0.0,0.0,0.0,0.38129533697072315,0.32561517439396986,0.0,0.15864283584518638,0.0,0.0,0.0
2010-02-12,0.13444665279012052,0.0,0.0,0.0,0.0,0.0,0.0,0.38129533697072315,0.32561517439396986,0.0,0.15864283584518638,0.0,0.0,0.0
2010-02-19,0.13444665279012052,0.0,0.0,0.0,0.0,0.0,0.0,0.38129533697072315,0.32561517439396986,0.0,0.15864283584518638,0.0,0.0,0.0
2010-02-26,0.12723003703983116,0.0,0.0,0.17510054427897231,0.0,0.0,0.0,0.39254973295551004,0.3051196857256865,0.0,0.0,0.0,0.0,0.0
2010-03-05,0.12723003703983116,0.0,0.0,0.17510054427897231,0.0,0.0,0.0,0.39254973295551004,0.3051196857256865,0.0,0.0,0.0,0.0,0.0
2010-03-12,0.12723003703983116,0.0,0.0,0.17510054427897231,0.0,0.0,0.0,0.39254973295551004,0.3051196857256865,0.0,0.0,0.0,0.0,0.0
2010-03-19,0.12723003703983116,0.0,0.0,0.17510054427897231,0.0,0.0,0.0,0.39254973295551004,0.3051196857256865,0.0,0.0,0.0,0.0,0.0
2010-03-26,0.15547618006317626,0.0,0.0,0.0,0.0,0.0,0.0,0.36017711865753504,0.380753025800808,0.10359367547848072,0.0,0.0,0.0,0.0
2010-04-02,0.15547618006317626,0.0,0.0,0.0,0.0,0.0,0.0,0.36017711865753504,0.380753025800808,0.10359367547848072,0.0,0.0,0.0,0.0
2010-04-09,0.15547618006317626,0.0,0.0,0.0,0.0,0.0,0.0,0.36017711865753504,0.380753025800808,0.10359367547848072,0.0,0.0,0.0,0.0
2010-04-16,0.15547618006317626,0.0,0.0,0.0,0.0,0.0,0.0,0.36017711865753504,0.380753025800808,0.10359367547848072,0.0,0.0,0.0,0.0
2010-04-23,0.15547618006317626,0.0,0.0,0.0,0.0,0.0,0.0,0.36017711865753504,0.380753025800808,0.10359367547848072,0.0,0.0,0.0,0.0
2010-04-30,0.16023885719687078,0.0,0.0,0.0,0.0,0.0,0.0,0.42674042528076644,0.29550024667224273,0.11752047085011999,0.0,0.0,0.0,0.0
2010-05-07,0.16023885719687078,0.0,0.0,0.0,0.0,0.0,0.0,0.42674042528076644,0.29550024667224273,0.11752047085011999,0.0,0.0,0.0,0.0
2010-05-14,0.16023885719687078,0.0,0.0,0.0,0.0,0.0,0.0,0.42674042528076644,0.29550024667224273,0.11752047085011999,0.0,0.0,0.0,0.0
2010-05-21,0.16023885719687078,0.0,0.0,0.0,0.0,0.0,0.0,0.42674042528076644,0.29550024667224273,0.11752047085011999,0.0,0.0,0.0,0.0
2010-05-28,0.25442191380076623,0.0,0.0,0.0,0.0,0.0,0.0,0.37630244361884096,0.2800981590080001,0.08917748357239283,0.0,0.0,0.0,0.0
2010-06-04,0.25442191380076623,0.0,0.0,0.0,0.0,0.0,0.0,0.37630244361884096,0.2800981590080001,0.08917748357239283,0.0,0.0,0.0,0.0
2010-06-11,0.25442191380076623,0.0,0.0,0.0,0.0,0.0,0.0,0.37630244361884096,0.2800981590080001,0.08917748357239283,0.0,0.0,0.0,0.0
2010-06-18,0.25442191380076623,0.0,0.0,0.0,0.0,0.0,0.0,0.37630244361884096,0.2800981590080001,0.08917748357239283,0.0,0.0,0.0,0.0
2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2227785711753574,0.26374831900161644,0.22301297945367415,0.2904601303693521,0.0,0.0,0.0
2010-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2227785711753574,0.26374831900161644,0.22301297945367415,0.2904601303693521,0.0,0.0,0.0
2010-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2227785711753574,0.26374831900161644,0.22301297945367415,0.2904601303693521,0.0,0.0,0.0
2010-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2227785711753574,0.26374831900161644,0.22301297945367415,0.2904601303693521,0.0,0.0,0.0
2010-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2227785711753574,0.26374831900161644,0.22301297945367415,0.2904601303693521,0.0,0.0,0.0
2010-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24453786676727426,0.25814945909050596,0.32289835823941065,0.0,0.0,0.17441431590280904
2010-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24453786676727426,0.25814945909050596,0.32289835823941065,0.0,0.0,0.17441431590280904
2010-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24453786676727426,0.25814945909050596,0.32289835823941065,0.0,0.0,0.17441431590280904
2010-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24453786676727426,0.25814945909050596,0.32289835823941065,0.0,0.0,0.17441431590280904
2010-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29154104421339616,0.24375531833898736,0.24792970093367953,0.0,0.0,0.2167739365139371
2010-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29154104421339616,0.24375531833898736,0.24792970093367953,0.0,0.0,0.2167739365139371
2010-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29154104421339616,0.24375531833898736,0.24792970093367953,0.0,0.0,0.2167739365139371
2010-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29154104421339616,0.24375531833898736,0.24792970093367953,0.0,0.0,0.2167739365139371
2010-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32907595877870105,0.2852922391369385,0.19886197272773018,0.0,0.0,0.18676982935663028
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32907595877870105,0.2852922391369385,0.19886197272773018,0.0,0.0,0.18676982935663028
2010-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32907595877870105,0.2852922391369385,0.19886197272773018,0.0,0.0,0.18676982935663028
2010-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32907595877870105,0.2852922391369385,0.19886197272773018,0.0,0.0,0.18676982935663028
2010-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32907595877870105,0.2852922391369385,0.19886197272773018,0.0,0.0,0.18676982935663028
2010-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21258451520229527,0.27564606613759207,0.27434540438975524,0.0,0.0,0.2374240142703574
2010-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21258451520229527,0.27564606613759207,0.27434540438975524,0.0,0.0,0.2374240142703574
2010-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21258451520229527,0.27564606613759207,0.27434540438975524,0.0,0.0,0.2374240142703574
2010-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21258451520229527,0.27564606613759207,0.27434540438975524,0.0,0.0,0.2374240142703574
2010-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23931811838261252,0.23509244755404488,0.23064920160267574,0.29494023246066675,0.0,0.0,0.0
2010-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23931811838261252,0.23509244755404488,0.23064920160267574,0.29494023246066675,0.0,0.0,0.0
2010-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23931811838261252,0.23509244755404488,0.23064920160267574,0.29494023246066675,0.0,0.0,0.0
2010-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23931811838261252,0.23509244755404488,0.23064920160267574,0.29494023246066675,0.0,0.0,0.0
2010-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23931811838261252,0.23509244755404488,0.23064920160267574,0.29494023246066675,0.0,0.0,0.0
2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19594728171820924,0.22210964001599184,0.24743185068781065,0.3345112275779882,0.0,0.0,0.0
2011-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19594728171820924,0.22210964001599184,0.24743185068781065,0.3345112275779882,0.0,0.0,0.0
2011-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19594728171820924,0.22210964001599184,0.24743185068781065,0.3345112275779882,0.0,0.0,0.0
2011-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19594728171820924,0.22210964001599184,0.24743185068781065,0.3345112275779882,0.0,0.0,0.0
2011-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256043644088184,0.18158280372153066,0.23304110754259585,0.3293324446476894,0.0,0.0,0.0
2011-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256043644088184,0.18158280372153066,0.23304110754259585,0.3293324446476894,0.0,0.0,0.0
2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256043644088184,0.18158280372153066,0.23304110754259585,0.3293324446476894,0.0,0.0,0.0
2011-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256043644088184,0.18158280372153066,0.23304110754259585,0.3293324446476894,0.0,0.0,0.0
2011-02-25,0.12230769124328798,0.0,0.0,0.0,0.0,0.0,0.0,0.36839891256377033,0.21757571050385377,0.2917176856890879,0.0,0.0,0.0,0.0
2011-03-04,0.12230769124328798,0.0,0.0,0.0,0.0,0.0,0.0,0.36839891256377033,0.21757571050385377,0.2917176856890879,0.0,0.0,0.0,0.0
2011-03-11,0.12230769124328798,0.0,0.0,0.0,0.0,0.0,0.0,0.36839891256377033,0.21757571050385377,0.2917176856890879,0.0,0.0,0.0,0.0
2011-03-18,0.12230769124328798,0.0,0.0,0.0,0.0,0.0,0.0,0.36839891256377033,0.21757571050385377,0.2917176856890879,0.0,0.0,0.0,0.0
2011-03-25,0.188944718705106,0.0,0.0,0.0,0.0,0.0,0.0,0.30254144832228996,0.2937730884874667,0.21474074448513733,0.0,0.0,0.0,0.0
2011-04-01,0.188944718705106,0.0,0.0,0.0,0.0,0.0,0.0,0.30254144832228996,0.2937730884874667,0.21474074448513733,0.0,0.0,0.0,0.0
2011-04-08,0.188944718705106,0.0,0.0,0.0,0.0,0.0,0.0,0.30254144832228996,0.2937730884874667,0.21474074448513733,0.0,0.0,0.0,0.0
2011-04-15,0.188944718705106,0.0,0.0,0.0,0.0,0.0,0.0,0.30254144832228996,0.2937730884874667,0.21474074448513733,0.0,0.0,0.0,0.0
2011-04-22,0.188944718705106,0.0,0.0,0.0,0.0,0.0,0.0,0.30254144832228996,0.2937730884874667,0.21474074448513733,0.0,0.0,0.0,0.0
2011-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31311543958303373,0.2963132201137904,0.18876998694446526,0.2018013533587106,0.0,0.0,0.0
2011-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31311543958303373,0.2963132201137904,0.18876998694446526,0.2018013533587106,0.0,0.0,0.0
2011-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31311543958303373,0.2963132201137904,0.18876998694446526,0.2018013533587106,0.0,0.0,0.0
2011-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31311543958303373,0.2963132201137904,0.18876998694446526,0.2018013533587106,0.0,0.0,0.0
2011-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27201337808012566,0.2920288106129253,0.2719965089584602,0.0,0.0,0.1639613023484888,0.0
2011-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27201337808012566,0.2920288106129253,0.2719965089584602,0.0,0.0,0.1639613023484888,0.0
2011-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27201337808012566,0.2920288106129253,0.2719965089584602,0.0,0.0,0.1639613023484888,0.0
2011-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27201337808012566,0.2920288106129253,0.2719965089584602,0.0,0.0,0.1639613023484888,0.0
2011-06-24,0.20788073938329785,0.0,0.0,0.0,0.0,0.0,0.0,0.39303665511322455,0.24379139839817693,0.1552912071053007,0.0,0.0,0.0,0.0
2011-07-01,0.20788073938329785,0.0,0.0,0.0,0.0,0.0,0.0,0.39303665511322455,0.24379139839817693,0.1552912071053007,0.0,0.0,0.0,0.0
