panel_name,market_state,ann_return_state,ann_vol_state,sharpe_state
current_core_panel_blend,calm_trend,0.023524582495921376,0.11174517206189045,0.21051990042927496
current_core_panel_blend,neutral_mixed,0.14501330926732847,0.10624418875103141,1.3649057983505068
current_core_panel_blend,recovery_confirmed,0.0514022236442615,0.08576304496311557,0.5993516632527244
current_core_panel_blend,recovery_fragile,0.10582164700558261,0.07017510132203186,1.5079657173556416
current_core_panel_blend,stressed_panic,0.04062351064859637,0.14168906168886047,0.28670886915605975
redesigned_candidate_panel_blend,calm_trend,0.042474385572405904,0.09351915072946425,0.4541784783234123
redesigned_candidate_panel_blend,neutral_mixed,0.1159934044374562,0.08213348618297661,1.4122547310246472
redesigned_candidate_panel_blend,recovery_confirmed,0.019881930549658255,0.08580022903649018,0.2317235137123308
redesigned_candidate_panel_blend,recovery_fragile,0.09048230520004097,0.059996694836475545,1.5081214964700258
redesigned_candidate_panel_blend,stressed_panic,0.0337276231644128,0.10021645241427175,0.33654776587970375
