,IWM,QQQ,SPY,XLF,XLI,XLY,VNQ,HYG,PDBC,VWO,EEM,LQD,TLT,BIL
2008-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2008-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2008-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2008-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2008-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2008-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2008-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2008-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2008-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2009-07-03,0.0,0.11605072360125074,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.211320812397953,0.1726284640007963,0.2,0.0,0.15
2009-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28494683327268533,0.0,0.19134375675435036,0.1737094099729643,0.2,0.0,0.15
2009-07-17,0.0,0.1146083175065387,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.20743978010137681,0.17795190239208447,0.2,0.0,0.15
2009-07-24,0.0,0.1177822762269982,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1962935819532873,0.18592414181971453,0.2,0.0,0.15
2009-07-31,0.0,0.10851744028186947,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1978291568062585,0.19365340291187202,0.2,0.0,0.15
2009-08-07,0.0,0.11691334720469249,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.20271560331032654,0.18037104948498098,0.2,0.0,0.15
2009-08-14,0.0,0.16487879564810062,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1818767782059188,0.15324442614598058,0.2,0.0,0.15
2009-08-21,0.0,0.1709818261026595,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1852279123229296,0.1437902615744109,0.2,0.0,0.15
2009-08-28,0.0,0.20905405704705102,0.0,0.0,0.0,0.16963967480124384,0.0,0.15,0.0,0.1213062681517052,0.0,0.2,0.0,0.15
2009-09-04,0.0,0.1696563259605225,0.0,0.15153958163393477,0.0,0.17880409240554282,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2009-09-11,0.0,0.0,0.0,0.14106922640634784,0.0,0.0,0.0,0.15,0.0,0.19686882200397685,0.16206195158967535,0.2,0.0,0.15
2009-09-18,0.0,0.0,0.0,0.14034693229748527,0.0,0.0,0.0,0.15,0.0,0.2011960996510948,0.15845696805141987,0.2,0.0,0.15
2009-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.15473837266398266,0.15,0.0,0.19022271621697665,0.15503891111904072,0.2,0.0,0.15
2009-10-02,0.0,0.0,0.0,0.12907780785827092,0.0,0.0,0.0,0.15,0.0,0.2164370363008435,0.15448515584088562,0.2,0.0,0.15
2009-10-09,0.0,0.0,0.0,0.1049688194472424,0.0,0.0,0.0,0.15,0.0,0.21318163859308994,0.1818495419596677,0.2,0.0,0.15
2009-10-16,0.0,0.0,0.0,0.09982223842280716,0.0,0.0,0.0,0.15,0.0,0.2196120714524951,0.18056569012469775,0.2,0.0,0.15
2009-10-23,0.0,0.06995719797942525,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.22046565463222836,0.20957714738834643,0.2,0.0,0.15
2009-10-30,0.0,0.0,0.0,0.09191050702016841,0.0,0.0,0.0,0.15,0.0,0.20846784529666992,0.19962164768316168,0.2,0.0,0.15
2009-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.1484940929504091,0.15,0.0,0.21983030828839403,0.13167559876119692,0.2,0.0,0.15
2009-11-13,0.0,0.12208229384114906,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.20678388436981318,0.17113382178903777,0.2,0.0,0.15
2009-11-20,0.0,0.0,0.0,0.0,0.0,0.1091679134832463,0.0,0.15,0.0,0.20620039239352517,0.18463169412322852,0.2,0.0,0.15
2009-11-27,0.0,0.11299976349520599,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.2060439750490092,0.18095626145578478,0.2,0.0,0.15
2009-12-04,0.0,0.14283046679920602,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.19999593770813068,0.15717359549266327,0.2,0.0,0.15
2009-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.10453390712447591,0.15,0.0,0.1983192419516925,0.19714685092383152,0.2,0.0,0.15
2009-12-18,0.0,0.0,0.0,0.0,0.0,0.146199383670686,0.0,0.15,0.0,0.1899160745768984,0.16388454175241557,0.2,0.0,0.15
2009-12-25,0.0,0.0,0.0,0.0,0.0,0.1758996866982991,0.0,0.15,0.0,0.18465089580267338,0.1394494174990276,0.2,0.0,0.15
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.2062305914500626,0.1636515347699658,0.15,0.0,0.13011787377997155,0.0,0.2,0.0,0.15
2010-01-08,0.0,0.0,0.0,0.0,0.0,0.1669587872209035,0.18705148522827264,0.15,0.0,0.14598972755082387,0.0,0.2,0.0,0.15
2010-01-15,0.0,0.0,0.0,0.0,0.16005483801938933,0.1991972961183661,0.0,0.15,0.0,0.14074786586224455,0.0,0.2,0.0,0.15
2010-01-22,0.0,0.0,0.0,0.0,0.15646360966432002,0.1451851912268269,0.19835119910885307,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-01-29,0.0,0.0,0.0,0.0,0.15854315724395326,0.14949076171494552,0.19196608104110124,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-02-05,0.0,0.0,0.0,0.0,0.145991765069288,0.19783321542502424,0.1561750195056877,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-02-12,0.0,0.0,0.0,0.0,0.14768151494602086,0.1575505379466869,0.19476794710729228,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-02-19,0.0,0.0,0.0,0.0,0.16516694260746315,0.1603436362210855,0.17448942117145136,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-02-26,0.0,0.0,0.0,0.0,0.15068933055125414,0.16859877580295507,0.18071189364579074,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-03-05,0.0,0.0,0.0,0.0,0.1380805062769794,0.18616487616853997,0.17575461755448055,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-03-12,0.0,0.0,0.0,0.0,0.14726629534782643,0.18712260885400925,0.1656110957981643,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-03-19,0.0,0.0,0.0,0.0,0.13342006245469373,0.19258743639440057,0.17399250115090567,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-03-26,0.0,0.0,0.0,0.0,0.17459423340773056,0.20395789910275508,0.12144786748951433,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-04-02,0.0,0.0,0.0,0.0,0.16912806436022657,0.18653827907271014,0.1443336565670633,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-04-09,0.0,0.0,0.0,0.0,0.17233088490057627,0.17374672027694313,0.1539223948224806,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-04-16,0.0,0.0,0.0,0.0,0.1465870850298368,0.1723443346164555,0.18106858035370765,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-04-23,0.0,0.0,0.0,0.0,0.15740751526178257,0.17988565404451357,0.16270683069370387,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-04-30,0.0,0.0,0.0,0.0,0.15650553442238901,0.17616346996360205,0.16733099561400896,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-05-07,0.0,0.0,0.0,0.0,0.16540983617368854,0.1628220923365682,0.17176807148974327,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-05-14,0.0,0.0,0.0,0.0,0.1390960328482735,0.1729101796117753,0.18799378753995116,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-06-18,0.11847003946482709,0.0,0.0,0.0,0.0,0.1428293187815897,0.23870064175358324,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.24512417743564588,0.21034244274742153,0.0,0.0,0.0,0.2,0.0,0.15
2010-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.15826751469891942,0.28509620270976443,0.0,0.0,0.0,0.2,0.0,0.15
2010-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2010-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.15902694889537583,0.29672732811490415,0.0,0.0,0.0,0.2,0.0,0.15
2010-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.1991722034845588,0.2835819210305238,0.0,0.0,0.0,0.2,0.0,0.15
2010-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.1250769487678335,0.30609752675948265,0.0,0.0,0.0,0.2,0.0,0.15
2010-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.1135425890128455,0.3120222618148384,0.0,0.0,0.0,0.2,0.0,0.15
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.12353839363301507,0.29098394597738514,0.0,0.0,0.0,0.2,0.0,0.15
2010-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.2714201790221486,0.15,0.0,0.14384109177164708,0.08473872920620432,0.2,0.0,0.15
2010-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.2721340585769938,0.15,0.0,0.1541528764947081,0.07371306492829818,0.2,0.0,0.15
2010-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.23076531645489928,0.15,0.0,0.1504736563463239,0.11876102719877682,0.2,0.0,0.15
2010-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.20544986323429917,0.15,0.0,0.1781382809860115,0.11641185577968925,0.2,0.0,0.15
2010-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.048014379536304726,0.15,0.0,0.2863269742970046,0.16565864616669065,0.2,0.0,0.15
2010-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.10726569269076819,0.15,0.0,0.2163367255543499,0.1763975817548819,0.2,0.0,0.15
2010-11-19,0.0,0.17466431254338047,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.19172693580931777,0.1336087516473017,0.2,0.0,0.15
2010-11-26,0.0,0.1827569993040505,0.0,0.0,0.0,0.15431386735435562,0.0,0.15,0.0,0.1629291333415939,0.0,0.2,0.0,0.15
2010-12-03,0.0,0.2059836407905577,0.0,0.0,0.0,0.13665466739499416,0.0,0.15,0.0,0.15736169181444817,0.0,0.2,0.0,0.15
2010-12-10,0.0,0.1745228880922466,0.0,0.0,0.0,0.16649429566540663,0.0,0.15,0.0,0.15898281624234675,0.0,0.2,0.0,0.15
2010-12-17,0.0,0.17616596379509905,0.0,0.0,0.0,0.18025655457819348,0.0,0.15,0.0,0.14357748162670747,0.0,0.2,0.0,0.15
2010-12-24,0.0,0.15949472054113922,0.0,0.0,0.0,0.18979846287006502,0.0,0.15,0.0,0.1507068165887958,0.0,0.2,0.0,0.15
2010-12-31,0.14026969046671273,0.15416159874087826,0.0,0.0,0.0,0.20556871079240904,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-01-07,0.14116626028268886,0.1638603534663841,0.0,0.0,0.0,0.19497338625092706,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-01-14,0.1531009220223024,0.17901025523117084,0.0,0.0,0.0,0.1678888227465268,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-01-21,0.18497344074569047,0.1583323157335525,0.0,0.0,0.0,0.15669424352075698,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-01-28,0.15939952262203916,0.0,0.0,0.0,0.15249991463211224,0.18810056274584863,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-02-04,0.18524582192066008,0.15900610543959165,0.0,0.0,0.15574807263974827,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-02-11,0.17834823679631417,0.1588784115261986,0.0,0.0,0.16277335167748716,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-02-18,0.16446100712401396,0.16806238237147778,0.0,0.0,0.16747661050450827,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-02-25,0.15534428820595014,0.1546417107174024,0.0,0.0,0.19001400107664743,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-03-04,0.15491812884475742,0.14706367084482938,0.0,0.0,0.19801820031041317,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-03-11,0.14354682058874613,0.1854897468215712,0.0,0.0,0.17096343258968266,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-03-18,0.0,0.13509221741988267,0.0,0.0,0.23123095950862538,0.0,0.13367682307149195,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-03-25,0.15958190572645697,0.0,0.0,0.0,0.2233204524577752,0.0,0.1170976418157679,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-04-01,0.18134598604490954,0.0,0.09515451523022146,0.0,0.22349949872486896,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-04-08,0.19767794309038825,0.1235828917960417,0.0,0.0,0.17873916511357005,0.0,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-04-15,0.20056505178137213,0.0,0.0,0.0,0.21477513218288988,0.084659816035738,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-04-22,0.171058247091712,0.0,0.0,0.0,0.18215477283762982,0.0,0.14678698007065819,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-04-29,0.2864332805127473,0.0,0.0,0.0,0.13380747891913122,0.0797592405681214,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-05-06,0.2578047453528956,0.0,0.0,0.0,0.15206138619574755,0.0901338684513568,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-05-13,0.2189499465224765,0.0,0.0,0.0,0.162319823440202,0.11873023003732153,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-05-20,0.48378109919252205,0.0,0.0,0.0,0.0,0.2764415725618763,0.23977732824560177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-27,0.0,0.0,0.0,0.0,0.0,0.10822010281954424,0.2889158855013696,0.15,0.0,0.10286401167908608,0.0,0.2,0.0,0.15
2011-06-03,0.18374656816254553,0.0,0.0,0.0,0.18761998072163671,0.0,0.12863345111581773,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-06-10,0.0,0.0,0.04990166202986863,0.0,0.0,0.07942151347070557,0.3706768244994258,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.3488527287881745,0.2315084913321603,0.0,0.0,0.0,0.2,0.0,0.15
2011-06-24,0.0,0.0,0.0,0.0,0.0,0.11972668045653113,0.3286722477438202,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.20471444831302946,0.6504952309373965,0.0,0.0,0.0,0.0,0.1447903207495741,0.0,0.0
2011-07-08,0.0,0.0,0.0,0.0,0.0,0.3229357412198392,0.6523931144645327,0.0,0.0,0.0,0.0,0.024671144315627964,0.0,0.0
2011-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.8426256098911128,0.0,0.0,0.0,0.0,0.1573743901088872,0.0,0.0
2011-07-22,0.0,0.0,0.0,0.0,0.0,0.24139186330279322,0.5945797784174862,0.0,0.0,0.0,0.0,0.16402835827972062,0.0,0.0
2011-07-29,0.0,0.0,0.0,0.0,0.0,0.1353843951605696,0.28301075391681524,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-12-09,0.0,0.1736593233980799,0.0,0.0,0.0,0.14522400043336284,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2011-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.35,0.2,0.2
2011-12-23,0.0,0.0,0.0,0.0,0.0,0.033529580024012344,0.0,0.22936558811206037,0.0,0.0,0.0,0.2,0.0,0.15
2011-12-30,0.0,0.0,0.0,0.0,0.0,0.25529532335556737,0.0,0.3947046766444326,0.0,0.0,0.0,0.2,0.0,0.15
2012-01-06,0.0,0.012990879279890141,0.0,0.0,0.0,0.22204980881433492,0.0,0.41495931190577495,0.0,0.0,0.0,0.2,0.0,0.15
2012-01-13,0.0,0.0,0.0,0.0,0.0,0.08400000814563645,0.0,0.26805118924824306,0.0,0.0,0.0,0.2,0.0,0.15
2012-01-20,0.0,0.0,0.0,0.0,0.0,0.0329436994991672,0.0,0.2504804702296428,0.0,0.0,0.0,0.2,0.0,0.15
2012-01-27,0.0,0.0,0.0,0.0,0.0,0.2358819216583887,0.0,0.7641180783416113,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-03,0.0,0.0,0.0,0.0,0.0,0.1867694560900705,0.0,0.1993324381591434,0.0,0.0,0.0,0.6138981057507861,0.0,0.0
2012-02-10,0.0,0.0,0.0,0.0,0.25907195128164784,0.3913419481389811,0.34958610057937106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-17,0.0,0.25577869339493003,0.0,0.0,0.33083761351561425,0.4133836930894556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-24,0.0,0.3617643508666995,0.0,0.0,0.20121273838369913,0.4370229107496013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-02,0.0,0.2099424531494863,0.0,0.0,0.14082241833833428,0.14923512851217938,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-03-09,0.0,0.39496558979153157,0.0,0.0,0.22275407751453713,0.38228033269393125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-16,0.0,0.19866173520286157,0.0,0.0,0.09702304274527299,0.20431522205186545,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-03-23,0.0,0.18727369580931635,0.0,0.0,0.1336337297611062,0.17909257442957746,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-03-30,0.0,0.1875597989310718,0.0,0.0,0.13076577165824646,0.1816744294106817,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-04-06,0.0,0.19962884462677336,0.0,0.0,0.10722273606522507,0.19314841930800158,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-04-13,0.0,0.19006340812276382,0.0,0.1279811161854576,0.0,0.18195547569177858,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-04-20,0.0,0.17933691596773854,0.0,0.0,0.0,0.1779060828351161,0.14275700119714538,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-04-27,0.0,0.21355192317099314,0.0,0.11400154968602504,0.0,0.17244652714298184,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-05-04,0.0,0.20036433121165223,0.0,0.10868541607190264,0.0,0.19095025271644508,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-05-11,0.0,0.2130315916648766,0.0,0.0,0.0,0.19808479127553558,0.08888361705958783,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-05-18,0.0,0.1717438483876905,0.0,0.0,0.0,0.17751487896008497,0.15074127265222456,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-05-25,0.0,0.1699791906373487,0.0,0.0,0.0,0.16296218311152075,0.16705862625113058,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-06-01,0.0,0.1538098268396538,0.0,0.0,0.0,0.17237399290652503,0.17381618025382115,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-06-08,0.0,0.0,0.0,0.0,0.0,0.1781850473370284,0.18855763914691365,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-06-15,0.0,0.13947338681329408,0.0,0.0,0.0,0.15684854364361894,0.20367806954308698,0.15,0.0,0.0,0.0,0.2,0.0,0.15
2012-06-22,0.0,0.13662846806436296,0.0,0.0,0.0,0.17392503944266338,0.18944649249297368,0.15,0.0,0.0,0.0,0.2,0.0,0.15
