sleeve_name,bucket,state,n_weeks,ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar_5,avg_weight_in_production
cash::BIL,cash,calm_trend,295,0.011538403980027258,0.002993611193783909,3.854342876585378,-0.0010038942885395308,11.493644412314937,-0.00042755236534220006,0.033516425783243604
composite_regime_conditioned,composite,calm_trend,295,0.03313257976977074,0.09318617202596063,0.3555525358477047,-0.19976875044281828,0.16585466794144363,-0.03122195560092348,0.31097656350895186
taa_10m_sma,defense,calm_trend,295,0.05708987196436995,0.09915280951992887,0.5757766445629094,-0.12282870350243658,0.4647925960012877,-0.03325048532610924,0.16945186108466728
composite_selective_signals,offense,calm_trend,295,0.04661975022348649,0.08280472208676042,0.5630083532511545,-0.12468557146489101,0.37389851669095236,-0.027126292658367676,0.21651682795945143
dual_momentum_topn,offense,calm_trend,295,0.03710784195563911,0.12026255749587841,0.3085569002381382,-0.2100699236979099,0.1766451917648234,-0.042073551552805386,0.14330353236654286
cta_trend_long_only,offense,calm_trend,295,0.02306938026275653,0.12364160613759993,0.18658266406765023,-0.23467762330989572,0.0983024284010795,-0.044686568617619236,0.12623478929714274
cash::BIL,cash,neutral_healthy_proxy,293,0.011490787371309054,0.0029870724699806853,3.846839166705371,-0.004142063485975234,2.7741697852329246,-0.00034006860971386665,0.14923340060800244
composite_regime_conditioned,composite,neutral_healthy_proxy,293,0.12062137034274333,0.07810785851631437,1.5442923751078026,-0.09286193083183947,1.2989323963247381,-0.02441025077763588,0.2748308920328668
taa_10m_sma,defense,neutral_healthy_proxy,293,0.13921481664594465,0.09776684677107265,1.4239470868066868,-0.08965745916255619,1.5527410429235675,-0.02913106880065555,0.15053865180273343
dual_momentum_topn,offense,neutral_healthy_proxy,293,0.14904589791975423,0.11611337523949129,1.2836238513636995,-0.10947676478047697,1.3614386415110218,-0.03614127998333772,0.11358767733966417
cta_trend_long_only,offense,neutral_healthy_proxy,293,0.14076632417282656,0.11476948326040112,1.226513531070285,-0.10042035606331423,1.40177081312154,-0.036097789036856905,0.11410904699413926
composite_selective_signals,offense,neutral_healthy_proxy,293,0.0823911724993078,0.08024419750789807,1.0267555170104157,-0.1016233756713969,0.8107502034347179,-0.025587320354373635,0.19770033122259362
cash::BIL,cash,neutral_mixed,200,0.0077153626431937,0.002448296774098033,3.151318387876439,-0.0021395169730568098,3.6061235972203884,-0.0003452994968078455,0.3316676389889186
composite_regime_conditioned,composite,neutral_mixed,200,0.1165453889928487,0.08772159733735671,1.3285826128386884,-0.07847896006059807,1.4850526676558582,-0.02866904920346395,0.21126220643528348
taa_10m_sma,defense,neutral_mixed,200,0.13404542114214724,0.12217215049256554,1.0971847561143178,-0.12469809492902406,1.074959655305428,-0.04059219391593249,0.11154105320324462
composite_selective_signals,offense,neutral_mixed,200,0.13887950184001363,0.08904001328338959,1.5597426001948003,-0.09076556478971909,1.530090207247235,-0.026799401372663824,0.16419271118465723
dual_momentum_topn,offense,neutral_mixed,200,0.13486995358028175,0.12889319113868153,1.0463698849318548,-0.15891726610669743,0.8486803031819699,-0.04656006768134463,0.09066523800188694
cta_trend_long_only,offense,neutral_mixed,200,0.11350713859611192,0.1131831109435053,1.0028628622230427,-0.1499927873100778,0.7567506453591021,-0.0367097130720359,0.090671152186009
cash::BIL,cash,recovery_confirmed,44,0.015441093369065474,0.002387517593570144,6.467426003749707,-0.00021851474932765846,70.66384954139579,-2.4278647635922223e-05,0.06383761565651912
composite_regime_conditioned,composite,recovery_confirmed,44,0.016458643514350946,0.07092059665991654,0.23207141915732318,-0.06255147192949684,0.2631216022046907,-0.0212270566897438,0.3310716607801548
taa_10m_sma,defense,recovery_confirmed,44,0.031958966102353374,0.07882111273176139,0.405462001166032,-0.05065479102536585,0.6309169469547239,-0.02556665234349657,0.17788775316154726
cta_trend_long_only,offense,recovery_confirmed,44,0.0971394466823867,0.09530429514970866,1.019255706469423,-0.05156031082615842,1.8839965300035453,-0.027500376843006134,0.1083563731050289
dual_momentum_topn,offense,recovery_confirmed,44,0.005922981509316546,0.09880590664143413,0.05994562178161069,-0.08975577035083127,0.06598998021146939,-0.028298405916909634,0.08777399532253198
composite_selective_signals,offense,recovery_confirmed,44,-0.012291126882056119,0.06699366955622715,-0.18346698969430675,-0.0638823918151592,-0.19240242158778176,-0.023373289611881936,0.23107260197421764
cash::BIL,cash,recovery_fragile,49,0.01235296557719502,0.0031418128052515593,3.931795540634045,-0.001529008780154495,8.07906778399719,-0.0004074039170241,0.12351317074439862
composite_regime_conditioned,composite,recovery_fragile,49,0.03789544231256033,0.052725439439596615,0.7187316543084322,-0.026670116508187514,1.4208952668402004,-0.0145749194674865,0.2789790554315232
taa_10m_sma,defense,recovery_fragile,49,0.07708444380442232,0.0872805465086326,0.883180123039195,-0.047448411282799974,1.624594833006883,-0.0224557574216276,0.1390698256782358
cta_trend_long_only,offense,recovery_fragile,49,0.15350049969833246,0.08964751742088879,1.712267156017923,-0.03812998690546465,4.025716034964946,-0.022642280293055133,0.1245680607289731
dual_momentum_topn,offense,recovery_fragile,49,0.10651958058394471,0.07728549413278954,1.378260976127371,-0.042100246062579116,2.5301415204464766,-0.019960409875072898,0.14373837251295407
composite_selective_signals,offense,recovery_fragile,49,0.028062646399157315,0.06254250505144542,0.4486971920308261,-0.05095604369761786,0.5507226299923519,-0.019548275564162634,0.19013151490391494
cash::BIL,cash,stressed_panic,229,0.014931122219207046,0.005073548908103737,2.9429345197319927,-0.004572550310282475,3.2653817248616908,-0.0013294026813610582,0.5093247219202602
composite_regime_conditioned,composite,stressed_panic,229,0.042611243104654126,0.06191132462673352,0.6882625006258458,-0.0822559711123586,0.5180322173383468,-0.02131259875568015,0.17259945067106483
taa_10m_sma,defense,stressed_panic,229,-0.035952457765869424,0.18563700273819317,-0.19367075117331942,-0.3943720179318102,-0.09116381520781697,-0.06500287536746918,0.07616459990740157
composite_selective_signals,offense,stressed_panic,229,0.08655792740136654,0.1408287153254738,0.6146326564246483,-0.18328174965753175,0.4722670291128441,-0.04179109541525113,0.11643545196606989
dual_momentum_topn,offense,stressed_panic,229,0.06488899159772836,0.15298892033414146,0.42414177089429095,-0.20005804401647131,0.3243508248655369,-0.04842881183629421,0.06352459002926245
cta_trend_long_only,offense,stressed_panic,229,0.04906948330034516,0.16561318836313224,0.29628970847872826,-0.20736669630936588,0.23663145612899897,-0.05218727472999854,0.061951185505940795
