Date,market_state,market_state_reason,risk_state,signal_environment,risk_regime_score,market_drawdown,market_trend_positive,breadth_sma_43,breadth_26w_mom,breadth_13w_mom,breadth_change_4w,recent_stress_26w,avg_corr_risk_off_z,google_fear_z_tradable
2010-02-19,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8966812037562263,-0.25114868174269156,1.0,0.8571428571428571,0.7857142857142857,0.42857142857142855,0.0,0.0,-0.0488283631400403,-0.6545389993745147
2010-02-26,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9091450298095408,-0.2538435330473454,1.0,0.7857142857142857,0.7142857142857143,0.5,0.0,0.0,0.0725185497322716,-0.643091829919781
2010-03-05,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.915268560793379,-0.2301937120182027,1.0,0.7857142857142857,0.8571428571428571,0.5714285714285714,0.0,0.0,-0.0623154017430375,-0.6368212697697133
2010-03-12,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.906041327599509,-0.22204086618610863,1.0,0.7857142857142857,0.8571428571428571,0.7142857142857143,0.0,0.0,0.2033671360761643,-0.6368212697697133
2010-03-19,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.00412676421351,-0.2153865951209203,1.0,0.7857142857142857,0.8571428571428571,0.7142857142857143,-0.0714285714285714,0.0,-0.7792259066403058,-0.6197049770001685
2010-03-26,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9750413734444217,-0.21125960595563242,1.0,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.0,0.0,-0.533343913706121,-0.6027748320627425
2010-04-02,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8761149381860562,-0.20300535280848453,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.0,0.0,-0.1173994286131421,-0.5860160652005479
2010-04-09,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9732702503162768,-0.1911655678469557,1.0,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.0,0.0,-0.9156671911820644,-0.5860160652005479
2010-04-16,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.027625799536946,-0.19245115977059135,1.0,0.7857142857142857,0.7857142857142857,0.6428571428571429,0.0,0.0,-1.16536210886066,-0.6386363763540156
2010-04-23,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9518987487631386,-0.17587532341616507,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.0,0.0,-1.0538780975036055,-0.6238231591322755
2010-04-30,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.029526494523729,-0.19617210745080627,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.0714285714285714,0.0,-0.8404064611360244,-0.6091834133081293
2010-05-07,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0709945889275505,-0.24725295072270914,1.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,-0.1428571428571428,0.0,-2.257110286506002,-0.6091834133081293
2010-05-14,neutral_mixed,mixed inputs,neutral,mixed,-0.174331242831905,-0.2294591960254928,1.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,-0.1428571428571428,0.0,0.0510706632190324,-0.6091834133081293
2010-05-21,neutral_mixed,mixed inputs,neutral,mixed,-0.4065218655247453,-0.26179899187662825,0.0,0.5,0.6428571428571429,0.42857142857142855,-0.2857142857142857,0.0,-0.1363079222347743,-0.4404053739502545
2010-05-28,neutral_mixed,mixed inputs,neutral,mixed,-0.1014266095767446,-0.260039959703646,0.0,0.5,0.6428571428571429,0.42857142857142855,-0.3571428571428571,0.0,0.3171794943129782,-0.4382139564525631
2010-06-04,neutral_mixed,mixed inputs,neutral,mixed,-0.2758396495296589,-0.2772924631623843,0.0,0.5,0.5,0.2857142857142857,-0.1428571428571429,0.0,0.2818839611822085,-0.4346158664313418
2010-06-11,neutral_mixed,mixed inputs,neutral,mixed,-0.1300468225171195,-0.25794262833057935,0.0,0.5,0.5,0.2857142857142857,-0.1428571428571429,0.0,0.8984221935938108,-0.4346158664313418
2010-06-18,neutral_mixed,mixed inputs,neutral,mixed,-0.3969341928803484,-0.24047652369128403,1.0,0.6428571428571429,0.6428571428571429,0.35714285714285715,0.1428571428571429,0.0,1.0734173788513337,-1.1870352793183858
2010-06-25,neutral_mixed,mixed inputs,neutral,mixed,-0.4014824071962087,-0.26671649091116323,0.0,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.0714285714285714,0.0,1.753934053840125,-1.1685256662746353
2010-07-02,neutral_mixed,mixed inputs,neutral,mixed,-0.2413851160312377,-0.3052599273536133,0.0,0.35714285714285715,0.35714285714285715,0.21428571428571427,-0.14285714285714285,0.0,1.6879672074875067,-1.150471787696158
2010-07-09,neutral_mixed,mixed inputs,neutral,mixed,-0.1995259423189422,-0.2661044744054052,0.0,0.42857142857142855,0.35714285714285715,0.35714285714285715,-0.07142857142857145,0.0,1.6440169121334316,-1.150471787696158
2010-07-16,neutral_mixed,mixed inputs,neutral,mixed,-0.2296175462301118,-0.27494168220582615,0.0,0.42857142857142855,0.35714285714285715,0.35714285714285715,-0.21428571428571436,0.0,1.2139836724191606,-1.2807710321131904
2010-07-23,neutral_mixed,mixed inputs,neutral,mixed,-0.2583399801847399,-0.249449559582397,1.0,0.7142857142857143,0.6428571428571429,0.35714285714285715,0.1428571428571429,0.0,1.1391380095246562,-1.2486511224593695
2010-07-30,neutral_mixed,mixed inputs,neutral,mixed,-0.2859476039193385,-0.2504013867793854,0.0,0.6428571428571429,0.8571428571428571,0.35714285714285715,0.28571428571428575,0.0,0.6555084345024147,-1.217773687783338
2010-08-06,neutral_mixed,mixed inputs,neutral,mixed,-0.2738063970104487,-0.23599000574572748,1.0,0.9285714285714286,0.9285714285714286,0.7142857142857143,0.5,0.0,0.0782415446973732,-1.217773687783338
2010-08-13,neutral_mixed,mixed inputs,calm,trend_friendly,-0.5533057206259823,-0.26372538734193496,0.0,0.5,0.7142857142857143,0.5,0.07142857142857145,0.0,-0.2997697957774615,-1.217773687783338
2010-08-20,neutral_mixed,mixed inputs,neutral,mixed,-0.3457287835649719,-0.26902762957721604,0.0,0.5,0.5714285714285714,0.7142857142857143,-0.2142857142857143,0.0,-0.2816382206057639,-1.2416509056856562
2010-08-27,neutral_mixed,mixed inputs,neutral,mixed,-0.4866651953343145,-0.27358237073676195,0.0,0.5,0.5,0.7142857142857143,-0.1428571428571429,0.0,-0.0257893848921221,-1.22678276751241
2010-09-03,neutral_mixed,mixed inputs,neutral,mixed,-0.480388433679309,-0.24618679983178482,1.0,0.8571428571428571,0.5,0.9285714285714286,-0.07142857142857151,0.0,0.0202179254570215,-1.205640940805659
2010-09-10,neutral_mixed,mixed inputs,neutral,mixed,-0.4974244749039705,-0.2421760580764365,1.0,0.7857142857142857,0.5,0.8571428571428571,0.2857142857142857,0.0,0.0116861852363502,-1.205640940805659
2010-09-17,neutral_mixed,mixed inputs,neutral,mixed,-0.1828572196345527,-0.23121637318661425,1.0,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.3571428571428571,0.0,0.2406635958736318,-0.8718505432938704
2010-09-24,neutral_mixed,mixed inputs,neutral,mixed,-0.0797416280848504,-0.21529274526159548,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.4285714285714286,0.0,0.3275251744897703,-0.849139198292779
2010-10-01,neutral_mixed,mixed inputs,neutral,mixed,-0.0397559962307501,-0.21672763128794914,1.0,0.9285714285714286,0.5714285714285714,0.9285714285714286,0.07142857142857151,0.0,0.3640186848671268,-0.827022771688942
2010-10-08,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5474530776757972,-0.20353774121251678,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.1428571428571429,0.0,-0.0190897469063512,-0.827022771688942
2010-10-15,neutral_mixed,mixed inputs,neutral,mixed,-0.1939883124447462,-0.19561024496943114,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.07142857142857151,0.0,0.4091039636512921,-0.695772080423674
2010-10-22,neutral_mixed,mixed inputs,neutral,mixed,-0.257253084215379,-0.19116769767538844,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.0,0.0,0.7449286736274054,-0.7029969913244765
2010-10-29,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6143684043328882,-0.1902110611883907,1.0,0.9285714285714286,0.7857142857142857,0.9285714285714286,0.0,0.0,0.7508684651385825,-0.7263129878833308
2010-11-05,neutral_mixed,mixed inputs,neutral,mixed,-0.4492265611424288,-0.1613020754216219,1.0,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.0,0.0,1.077382133229811,-0.7263129878833308
2010-11-12,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.626705710740135,-0.17852434905744452,1.0,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.0,0.0,0.0395052116489224,-0.7263129878833308
2010-11-19,neutral_mixed,mixed inputs,neutral,mixed,-0.2126177027457307,-0.17790930956939477,1.0,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.0,0.0,2.976104948164481,-0.4388372435576731
2010-11-26,neutral_mixed,mixed inputs,neutral,mixed,-0.4132913167825424,-0.18809236282685404,1.0,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.0,0.0,2.4529907229060206,-0.4172180787262253
2010-12-03,neutral_mixed,mixed inputs,neutral,mixed,0.0166258718217241,-0.16014035706779772,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.07142857142857151,0.0,2.2809896818430486,-0.3952538596771938
2010-12-10,neutral_mixed,mixed inputs,neutral,mixed,-0.4142330954703364,-0.14927369758758458,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.07142857142857151,0.0,1.9806315739086064,-0.3952538596771938
2010-12-17,neutral_mixed,mixed inputs,neutral,mixed,-0.4096097150492499,-0.14603628966573579,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.07142857142857151,0.0,2.07986083053767,-0.8923543961982672
2010-12-24,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6871696311253735,-0.13710536941427587,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.07142857142857151,0.0,1.459764397833548,-0.8711311080100429
2010-12-31,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6274089427047396,-0.13607480726942045,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.0,1.6524451680900405,-0.8507492271775902
2011-01-07,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5639870835639168,-0.12652527491447518,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.0,1.2528778525563231,-0.8507492271775902
2011-01-14,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5946959080779299,-0.11168545484512948,1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.0,0.0,1.052441407548763,-0.8507492271775902
2011-01-21,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5264641514617647,-0.11807466532666111,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.0,1.3414879762025291,-0.666965237914959
2011-01-28,neutral_mixed,mixed inputs,neutral,mixed,-0.3080219310334111,-0.12254043462103459,1.0,0.8571428571428571,0.8571428571428571,0.6428571428571429,0.0,0.0,1.3784179634638591,-0.6468300136848991
2011-02-04,neutral_mixed,mixed inputs,neutral,mixed,-0.1790965943228863,-0.09897601284162882,1.0,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.0,0.0,1.332359949251916,-0.6405013760588224
2011-02-11,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5094873093759634,-0.08551000081551818,1.0,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.0,0.0,0.9441753265387794,-0.6405013760588224
2011-02-18,neutral_mixed,mixed inputs,neutral,mixed,-0.4610226343160154,-0.07575435603160197,1.0,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.0,0.0,0.7836823810453122,-0.157274273536838
2011-02-25,neutral_mixed,mixed inputs,neutral,mixed,-0.4331011371068517,-0.09086899267290915,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.0,0.0,1.053981305916907,-0.125336520347237
2011-03-04,neutral_mixed,mixed inputs,neutral,mixed,-0.2837953122111589,-0.08990713467104439,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.0,0.0,0.6409786289780477,-0.0903809356781703
2011-03-11,neutral_mixed,mixed inputs,neutral,mixed,-0.3835932057553077,-0.10110529164118598,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.0,0.3811482442348293,-0.0903809356781703
2011-03-18,neutral_mixed,mixed inputs,neutral,mixed,-0.255624605992174,-0.1184524007048221,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.0,0.7094356215381691,0.1445702833760618
2011-03-25,neutral_mixed,mixed inputs,neutral,mixed,0.0639882660064772,-0.09402656638060314,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.0,0.0,0.2748058895672489,0.2193937163072337
2011-04-01,neutral_mixed,mixed inputs,neutral,mixed,-0.3815160556973346,-0.08126119920470831,1.0,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.0,0.0,-0.2870285410883859,0.3229055497448875
2011-04-08,neutral_mixed,mixed inputs,neutral,mixed,-0.3443431937671454,-0.08326241348173169,1.0,0.7857142857142857,0.7142857142857143,0.7857142857142857,-0.0714285714285714,0.0,0.1203614713671309,0.3229055497448875
2011-04-15,neutral_mixed,mixed inputs,neutral,mixed,-0.384736584826608,-0.0889207492901316,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,-0.0714285714285714,0.0,-0.6760910803001696,0.5562365879765067
2011-04-22,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6323316805771633,-0.07691449419013718,1.0,0.7857142857142857,0.7857142857142857,0.8571428571428571,-0.0714285714285714,0.0,-0.7119647834348308,0.6331432460013326
2011-04-29,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5391344656598547,-0.05862923005396781,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,-0.1511012440385065,0.7273548018454871
2011-05-06,neutral_mixed,mixed inputs,neutral,mixed,-0.3660565714599654,-0.07401627862223181,1.0,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.1428571428571429,0.0,0.3607435882731193,0.7273548018454871
2011-05-13,neutral_mixed,mixed inputs,neutral,mixed,-0.284437880953276,-0.07512028549594407,1.0,0.8571428571428571,0.9285714285714286,0.6428571428571429,0.0714285714285714,0.0,-0.9133401988100868,0.7273548018454871
2011-05-20,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9588460068249672,-0.07808727391098269,1.0,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.0714285714285714,0.0,-4.146095145513497,-0.2628070185622046
2011-05-27,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8319722686002926,-0.07877775054803582,1.0,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.0,0.0,-3.4718008834275844,-0.2352268366855696
2011-06-03,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8842793190069227,-0.10009843242566219,1.0,0.8571428571428571,0.8571428571428571,0.42857142857142855,-0.07142857142857151,0.0,-2.818300594883285,-0.2335197839712781
2011-06-10,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7607770225818797,-0.11955654498682022,1.0,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.0,0.0,-2.924577580899049,-0.2335197839712781
2011-06-17,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.771386150556371,-0.11900533164760851,1.0,0.7142857142857143,0.7857142857142857,0.5,-0.1428571428571428,0.0,-2.1278749806414994,-1.2478878205311772
2011-06-24,neutral_mixed,mixed inputs,calm,trend_friendly,-0.600042698725683,-0.12066955210326402,1.0,0.5714285714285714,0.6428571428571429,0.2857142857142857,-0.2857142857142857,0.0,-1.9854622142358729,-1.2129243406096577
2011-07-01,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7259965090021051,-0.07136704686852358,1.0,0.9285714285714286,0.7857142857142857,0.7142857142857143,0.07142857142857151,0.0,-2.1495486423155747,-1.1793382083629598
2011-07-08,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0139687559025634,-0.06803915559035634,1.0,0.9285714285714286,0.8571428571428571,0.6428571428571429,0.07142857142857151,0.0,-2.407340040825144,-1.1793382083629598
2011-07-15,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0611794345516958,-0.08683049444379287,1.0,0.9285714285714286,0.6428571428571429,0.5714285714285714,0.2142857142857143,0.0,-2.0415323135633825,-1.594391860359769
2011-07-22,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8847855497293231,-0.06679052649564987,1.0,0.9285714285714286,0.8571428571428571,0.5714285714285714,0.3571428571428572,0.0,-2.1199220130204024,-1.5566567763880037
2011-07-29,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9414656557157088,-0.10319540907923863,1.0,0.8571428571428571,0.7857142857142857,0.2857142857142857,-0.07142857142857151,0.0,-1.9114325098727103,-1.5206564782373102
2011-08-05,neutral_mixed,mixed inputs,neutral,mixed,-0.1833132564916126,-0.16733704734189514,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,-0.7142857142857143,0.0,-1.8204794178843904,-1.5206564782373102
2011-08-12,stressed_panic,"stress state, weak breadth, or deep drawdown",neutral,mixed,0.2262869427486162,-0.18092823831653415,0.0,0.21428571428571427,0.21428571428571427,0.2857142857142857,-0.7142857142857143,0.0,-1.5767363690575578,-1.5206564782373102
2011-08-19,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.0859903568579898,-0.21892753794650055,0.0,0.2857142857142857,0.21428571428571427,0.2857142857142857,-0.6428571428571429,1.0,-1.6138117425814833,2.169483419675871
2011-08-26,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.3303588295154007,-0.18196821292897936,0.0,0.2857142857142857,0.21428571428571427,0.2857142857142857,-0.5714285714285714,1.0,-2.10516531953551,2.069805377995324
2011-09-02,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.797727751852404,-0.1828004262130215,0.0,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.07142857142857142,1.0,-2.154195011097673,1.9798807756895984
2011-09-09,stressed_panic,"stress state, weak breadth, or deep drawdown",neutral,mixed,0.7130953099249288,-0.1961835123385427,0.0,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.07142857142857142,1.0,-1.709789479405315,1.9798807756895984
2011-09-16,neutral_mixed,mixed inputs,neutral,mixed,0.6521482043891069,-0.15299230932693797,0.0,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.07142857142857145,1.0,-1.6725710402929166,-0.0939182707523136
2011-09-23,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.838130299753891,-0.20861374070493066,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,-0.07142857142857142,1.0,-1.9589530445103116,-0.0844649394855873
2011-09-30,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.4805763723306589,-0.2113320201223442,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,-0.07142857142857142,1.0,-1.025692586988664,-0.074970967270801
2011-10-07,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.349493587990041,-0.1934885923297458,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,-0.07142857142857142,1.0,-1.0483935601755128,-0.074970967270801
2011-10-14,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.9157578073220852,-0.1456735317907467,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,-0.07142857142857145,1.0,-1.0557564086608215,-0.074970967270801
2011-10-21,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.8224454079274518,-0.1359154136576829,0.0,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.14285714285714288,1.0,-0.5561755743623378,0.5590349227109438
2011-10-28,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.107866279261052,-0.10364370361225084,1.0,0.5,0.35714285714285715,0.35714285714285715,0.2857142857142857,1.0,-0.6658674501310105,0.5743841249720355
2011-11-04,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.9145339369681984,-0.12539062599298956,0.0,0.42857142857142855,0.21428571428571427,0.5714285714285714,0.21428571428571427,1.0,-0.2820270787086076,0.569116989087721
2011-11-11,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.9932889215541452,-0.11716570951489857,1.0,0.5,0.21428571428571427,0.5714285714285714,0.2142857142857143,1.0,-0.3711722299382443,0.569116989087721
2011-11-18,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.5828289518275355,-0.14978609308600677,0.0,0.21428571428571427,0.21428571428571427,0.42857142857142855,-0.14285714285714288,1.0,-0.3020143687874961,-0.132545113455613
2011-11-25,stressed_panic,"stress state, weak breadth, or deep drawdown",neutral,reversal_friendly,0.6120540377027228,-0.1890975044388029,0.0,0.21428571428571427,0.21428571428571427,0.14285714285714285,-0.2857142857142857,1.0,0.0003299680216899,-0.1150261995030149
2011-12-02,neutral_mixed,mixed inputs,neutral,mixed,0.6638896383108027,-0.12971191047465414,0.0,0.35714285714285715,0.2857142857142857,0.5,-0.0714285714285714,1.0,0.4621952886568631,-0.0971780066316052
2011-12-09,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.7186286066811584,-0.12141780892457199,1.0,0.42857142857142855,0.35714285714285715,0.6428571428571429,-0.07142857142857145,1.0,0.9948658254934,-0.0971780066316052
2011-12-16,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.4752507333765097,-0.14712950998899843,0.0,0.21428571428571427,0.35714285714285715,0.35714285714285715,0.0,1.0,0.9596942990755082,-0.9237237255270416
2011-12-23,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.2896674819029604,-0.1134607011958575,1.0,0.42857142857142855,0.5,0.6428571428571429,0.21428571428571427,1.0,0.923997934101063,-0.9026819549576388
2011-12-30,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.3954484775362876,-0.11970357185281966,1.0,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.0714285714285714,1.0,0.9975629578566312,-0.8821207822316137
2012-01-06,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.3587950721407489,-0.10420151254918963,1.0,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.0,1.0,1.1278487256398604,-0.8821207822316137
2012-01-13,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.2809540350676761,-0.09627580261382163,1.0,0.5714285714285714,0.35714285714285715,0.5714285714285714,0.3571428571428571,1.0,1.066641721187514,-0.8821207822316137
2012-01-20,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.2234954972320164,-0.07446127535638036,1.0,0.5714285714285714,0.35714285714285715,0.7857142857142857,0.14285714285714285,1.0,1.1881264698145266,-0.9528769248395356
2012-01-27,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,reversal_friendly,0.0920265326680265,-0.07537284192557647,1.0,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.21428571428571436,1.0,1.1780420994568082,-0.9301300271241032
2012-02-03,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,reversal_friendly,0.2327344609038868,-0.05629397623372545,1.0,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.42857142857142855,1.0,1.3229863335044694,-0.9181617227229484
2012-02-10,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,reversal_friendly,0.1963491727099771,-0.05755662097360226,1.0,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.1428571428571429,1.0,1.5258024495536109,-0.9181617227229484
2012-02-17,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,reversal_friendly,0.4442257214658166,-0.04317759959129275,1.0,0.8571428571428571,0.7857142857142857,0.7142857142857143,0.2857142857142857,1.0,1.6499758405437983,-0.1849921702895636
2012-02-24,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,reversal_friendly,0.2060530477358825,-0.03952968441507676,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.2142857142857142,1.0,2.0629275720882942,-0.1690962925188659
2012-03-02,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.2044302242150706,-0.03686437589190861,1.0,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.0,1.0,2.199370327197035,-0.1530066568958228
2012-03-09,recovery_confirmed,"recent stress plus confirmed breadth, 13w and 26w momentum, trend, low drawdown, and low risk score",neutral,reversal_friendly,0.0666974784162534,-0.03504055571208664,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.1428571428571428,1.0,2.0066621831110623,-0.1530066568958228
2012-03-16,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0501464732985967,-0.011579190147166352,1.0,0.7857142857142857,0.7857142857142857,0.8571428571428571,-0.0714285714285714,1.0,1.970793743405668,-0.0323420828324415
2012-03-23,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.1866190381071113,-0.01615818386918777,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,-0.0714285714285714,1.0,2.158440805233558,-0.016321050571659
2012-03-30,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.0636379180050439,-0.007986238285342284,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,-0.0714285714285714,1.0,1.9415082024960149,0.0
2012-04-06,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.0092386287082,-0.01517159237584631,1.0,0.7857142857142857,0.7142857142857143,0.7857142857142857,-0.0714285714285714,1.0,1.901209855306688,0.0
2012-04-13,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0235221370902321,-0.033841050079617796,1.0,0.7142857142857143,0.7857142857142857,0.7857142857142857,-0.0714285714285714,1.0,1.920947312269627,0.0
2012-04-20,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.1519199637378641,-0.02813427785040956,1.0,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.0,1.0,1.6199867899251643,0.1345836779949064
2012-04-27,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0434826281519402,-0.010944569978364349,1.0,0.7857142857142857,0.5714285714285714,0.7857142857142857,0.0,1.0,1.6358249823720157,0.1478776114182816
2012-05-04,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0343222743424416,-0.034827435460530354,1.0,0.7142857142857143,0.7857142857142857,0.42857142857142855,-0.0714285714285714,1.0,1.3358440253284165,0.1468390445585231
2012-05-11,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.2133449850367534,-0.04461990566508933,1.0,0.5,0.5714285714285714,0.42857142857142855,-0.2142857142857143,0.0,1.505563635954834,0.1468390445585231
2012-05-18,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.1936516930998553,-0.08597430341384693,1.0,0.42857142857142855,0.5,0.14285714285714285,-0.35714285714285715,0.0,1.49716042163304,-0.051397854018018
2012-05-25,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.2332020541663506,-0.06934796951432287,1.0,0.5,0.7857142857142857,0.21428571428571427,-0.2857142857142857,0.0,0.972918857001728,-0.028583097393032
2012-06-01,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.0356973737177388,-0.09710574866114519,1.0,0.42857142857142855,0.5,0.21428571428571427,-0.28571428571428575,0.0,0.3537219817078721,-0.0048636532304183
