Date,market_state,market_state_stable,market_state_reason,risk_state,signal_environment,risk_regime_score,market_drawdown,market_trend_positive,breadth_sma_43,breadth_26w_mom,breadth_13w_mom,breadth_change_4w,canary_breadth_default,canary_breadth_pair,recent_stress_26w,avg_corr_risk_off_z,google_fear_z_tradable,transition_persistence_prob,transition_good_state_prob,transition_non_stress_prob,refined_state,z_dd_neg,z_breadth_decay,z_stress,z_corr,z_inv_trans,deterioration_z,deterioration_rank_neutral_mixed,confidence_score_p2b,defensive_overlay_hint
2009-12-04,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7437851078718482,-0.2560296988772987,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.8,0.5,0.0,-0.2907262594076149,-0.6462892988273379,0.8235294117647058,0.8529411764705882,1.0,calm_trend,0.369904939057293,-1.434997583362689,-1.7933812244517935,-0.078114252265648,-1.0640868449166856,-0.8001349931879046,,,-1
2009-12-11,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8839730866929085,-0.2553595586665708,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.8,0.5,0.0,-0.3459666438647823,-0.6462892988273379,0.8285714285714286,0.8571428571428571,1.0,calm_trend,0.35744208332864574,-1.4253612508343403,-1.762175688714021,-0.11905050663472865,-1.0561311073618818,-0.8010552940432651,,,-1
2009-12-18,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9169176882985696,-0.2574150492165563,1.0,0.8571428571428571,0.9285714285714286,0.5714285714285714,0.0,0.8,0.5,0.0,-0.0868233100592085,-0.9790869231706112,0.8333333333333334,0.8611111111111112,1.0,calm_trend,0.361463191650133,-1.555427115614653,-1.7320508075688767,0.0892213124042478,-1.0561311073618818,-0.7785849052982062,,,-1
2009-12-25,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9470769437062948,-0.2421198580874703,1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,-0.0714285714285715,0.8,0.5,0.0,-0.3994265246973696,-0.9818763800378938,0.8378378378378378,0.8648648648648649,1.0,calm_trend,0.2601906584901944,-1.4018033322267935,-1.7029386365926396,-0.16228453212514982,-1.0561311073618818,-0.812593389963254,,,-1
2010-01-01,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0107425404124073,-0.2491275432642011,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.8,0.5,0.0,-0.4847393048069796,-0.9846778389115916,0.8421052631578947,0.868421052631579,1.0,calm_trend,0.2948399881164398,-1.3925858724704205,-1.6747770146441843,-0.23135067412998775,-1.0561311073618818,-0.812000936098007,,,-1
2010-01-08,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.001887621480722,-0.2280375698987362,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.8,0.5,0.0,-0.7010431562312665,-0.9846778389115916,0.8461538461538461,0.8717948717948718,1.0,calm_trend,0.15738613081108452,-1.3800023386593314,-1.6475089420958273,-0.4148717279580077,-1.0561311073618818,-0.8682255970527928,,,-1
2010-01-15,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.1001185034901426,-0.2343037312601721,1.0,0.8571428571428571,0.9285714285714286,0.8571428571428571,0.0,0.8,0.5,0.0,-0.737009377471003,-0.959011582272942,0.85,0.875,1.0,calm_trend,0.18777313172730004,-1.5080435245585753,-1.6210820388691574,-0.4521762661500316,-1.0561311073618818,-0.8899319610424692,,,-1
2010-01-22,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0950953156777758,-0.264152933223764,1.0,0.8571428571428571,0.9285714285714286,0.5714285714285714,0.0,0.8,0.5,0.0,-0.4410403416230671,-0.934086201002316,0.8536585365853658,0.8780487804878049,1.0,calm_trend,0.3643677324493506,-1.4959032804854469,-1.6210820388691574,-0.21956061413467878,-1.0561311073618818,-0.8056618616803629,,,-1
2010-01-29,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7863324251187043,-0.2764157982978273,1.0,0.7857142857142857,0.7857142857142857,0.6428571428571429,-0.0714285714285714,0.8,0.5,0.0,-0.5093279136549461,-0.9098623832688952,0.8571428571428571,0.8809523809523809,1.0,calm_trend,0.432051714527937,-1.0717933560751869,-1.6210820388691574,-0.28490535127956357,-1.0561311073618818,-0.7203720278115704,,,-1
2010-02-05,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9378345191033812,-0.2813343278945073,1.0,0.7857142857142857,0.7857142857142857,0.5,-0.0714285714285714,0.8,0.5,0.0,-0.67237706982181,-0.9098623832688952,0.8604651162790697,0.8837209302325582,1.0,calm_trend,0.45379873908399293,-1.0667179379238227,-1.6210820388691574,-0.4386243074343601,-1.0561311073618818,-0.7457513305010458,,,-1
2010-02-12,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8290221354919912,-0.2720363214070498,1.0,0.7857142857142857,0.7142857142857143,0.2142857142857142,-0.0714285714285714,0.8,0.5,0.0,-0.0824127966380213,-0.9098623832688952,0.8636363636363636,0.8863636363636364,1.0,calm_trend,0.38640812211591435,-0.9263756679525128,-1.6210820388691574,0.04334030228120754,-1.0561311073618818,-0.6347680779572861,,,-1
2010-02-19,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8966812037562263,-0.2511486817426915,1.0,0.8571428571428571,0.7857142857142857,0.4285714285714285,0.0,0.8,0.5,0.0,-0.0488283631400403,-0.6545389993745147,0.8666666666666667,0.8888888888888888,1.0,calm_trend,0.2455717991019228,-1.198299236254426,-1.6210820388691574,0.05734396063633179,-1.0561311073618818,-0.7145193245494421,,,-1
2010-02-26,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9091450298095408,-0.2538435330473454,1.0,0.7857142857142857,0.7142857142857143,0.5,0.0,0.8,1.0,0.0,0.0725185497322716,-0.643091829919781,0.8695652173913043,0.8913043478260869,1.0,calm_trend,0.25392742187084644,-0.91977722411421,-1.6210820388691574,0.14716839998061348,-1.0561311073618818,-0.6391789096987578,,,-1
2010-03-05,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.915268560793379,-0.2301937120182027,1.0,0.7857142857142857,0.8571428571428571,0.5714285714285714,0.0,0.8,0.5,0.0,-0.0623154017430375,-0.6368212697697133,0.8723404255319149,0.8936170212765957,1.0,calm_trend,0.09579047691734512,-1.1908027264437226,-1.6210820388691574,0.01175461379198312,-1.0561311073618818,-0.7520941563930867,,,-1
2010-03-12,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.906041327599509,-0.2220408661861086,1.0,0.7857142857142857,0.8571428571428571,0.7142857142857143,0.0,0.8,0.5,0.0,0.2033671360761643,-0.6368212697697133,0.875,0.8958333333333334,1.0,calm_trend,0.03601417623680299,-1.1851258969033192,-1.6210820388691574,0.2415407709546954,-1.0548273938607169,-0.716696076488339,,,-1
2010-03-19,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.00412676421351,-0.2153865951209203,1.0,0.7857142857142857,0.8571428571428571,0.7142857142857143,-0.0714285714285714,0.8,0.5,0.0,-0.7792259066403058,-0.6197049770001685,0.8775510204081632,0.8979591836734694,1.0,calm_trend,-0.013829983158965217,-1.1794939740822445,-1.6210820388691574,-0.666611707576548,-1.0535414956266826,-0.9069118398627196,,,-1
2010-03-26,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9750413734444217,-0.2112596059556324,1.0,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.0,0.8,0.5,0.0,-0.533343913706121,-0.6027748320627425,0.88,0.9,1.0,calm_trend,-0.04896670178508522,-1.0386556213914995,-1.6210820388691574,-0.4491984963882834,-1.052272961205074,-0.8420351639278199,,,-1
2010-04-02,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8761149381860562,-0.2030053528084845,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.0,0.8,0.5,0.0,-0.1173994286131421,-0.5860160652005479,0.8823529411764706,0.9019607843137256,1.0,calm_trend,-0.11068539328487213,-1.0353026711776758,-1.6210820388691574,-0.07331191009890872,-1.0510213556815569,-0.7782806738224342,,,-1
2010-04-09,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9732702503162768,-0.1911655678469557,1.0,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.0,0.8,0.5,0.0,-0.9156671911820644,-0.5860160652005479,0.8846153846153846,0.903846153846154,1.0,calm_trend,-0.1969355430910499,-1.0319657660201715,-1.6210820388691574,-0.8209501832045902,-1.0497862598944392,-0.9441439582158816,,,-1
2010-04-16,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.027625799536946,-0.1924511597705913,1.0,0.7857142857142857,0.7857142857142857,0.6428571428571429,0.0,0.8,0.5,0.0,-1.16536210886066,-0.6386363763540156,0.8867924528301887,0.9056603773584906,1.0,calm_trend,-0.1978535780497968,-1.0286447512079604,-1.6210820388691574,-1.0543016526119704,-1.0485672696928916,-0.9900898580863553,,,-1
2010-04-23,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9518987487631386,-0.175875323416165,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.0,0.8,0.5,0.0,-1.0538780975036055,-0.6238231591322755,0.8888888888888888,0.9074074074074074,1.0,calm_trend,-0.31709791244574076,-1.0253394740823099,-1.6210820388691574,-0.9490937473451392,-1.0473639952379565,-0.9919954335960608,,,-1
2010-04-30,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.029526494523729,-0.1961721074508062,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.0714285714285714,0.8,0.5,0.0,-0.8404064611360244,-0.6091834133081293,0.8909090909090909,0.9090909090909092,1.0,calm_trend,-0.19149957526202785,-1.156258341496744,-1.6210820388691574,-0.7497264169779205,-1.0461760603434287,-0.9529484865898556,,,-1
2010-05-07,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0709945889275505,-0.2472529507227091,1.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,-0.1428571428571428,0.8,0.5,0.0,-2.257110286506002,-0.6091834133081293,0.8928571428571429,0.9107142857142856,1.0,calm_trend,0.14156628352121425,-0.481451069586586,-1.6210820388691574,-2.0646369546016863,-1.0450031018539372,-1.0141213762780306,,-1.8634159171933777,-1
2010-05-14,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.174331242831905,-0.2294591960254928,1.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,-0.1428571428571428,0.8,0.5,0.0,0.0510706632190324,-0.6091834133081293,0.848,0.088,0.936,neutral_healthy,0.011587495638850462,-0.48367929636146845,-1.6210820388691574,0.08263879412860985,-0.8880409597796,-0.5797152010485531,0.0,-0.8181651998859933,-1
2010-05-21,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4065218655247453,-0.2617989918766282,0.0,0.5,0.6428571428571429,0.4285714285714285,-0.2857142857142857,0.8,1.0,0.0,-0.1363079222347743,-0.4404053739502545,0.8492063492063492,0.0873015873015873,0.9365079365079364,neutral_healthy,0.2220441689769316,-0.21563677333344322,-1.6210820388691574,-0.09466314672724933,-0.8902596838517924,-0.5199194947609421,0.025,-0.06385507842747741,-1
2010-05-28,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.1014266095767446,-0.260039959703646,0.0,0.5,0.6428571428571429,0.4285714285714285,-0.3571428571428571,0.8,1.0,0.0,0.3171794943129782,-0.4382139564525631,0.8503937007874016,0.0866141732283464,0.937007874015748,neutral_healthy,0.20035712606327963,-0.21654855379173762,-1.6210820388691574,0.31908195583501225,-0.8924571768089226,-0.4421297375143052,0.04878048780487805,-0.10963439259773392,-1
2010-06-04,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2758396495296589,-0.2772924631623843,0.0,0.5,0.5,0.2857142857142857,-0.1428571428571429,0.8,1.0,0.0,0.2818839611822085,-0.4346158664313418,0.8515625,0.0859375,0.9375,neutral_healthy,0.3098409647689907,0.04987067294183927,-1.6210820388691574,0.28126852027333915,-0.8946338518725299,-0.37494714655150363,0.21428571428571427,-0.036361182185619866,-1
2010-06-11,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.1300468225171195,-0.2579426283305793,0.0,0.5,0.5,0.2857142857142857,-0.1428571428571429,0.8,1.0,0.0,0.8984221935938108,-0.4346158664313418,0.8527131782945736,0.0852713178294573,0.937984496124031,neutral_healthy,0.16561381630419544,0.049011576584658566,-1.6210820388691574,0.8437777904247012,-0.8967901109101667,-0.2918937932931538,0.32558139534883723,-0.01880839178549846,-1
2010-06-18,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3969341928803484,-0.240476523691284,1.0,0.6428571428571429,0.6428571428571429,0.3571428571428571,0.1428571428571429,0.8,1.0,0.0,1.0734173788513337,-1.1870352793183858,0.8538461538461538,0.0846153846153846,0.9384615384615383,neutral_healthy,0.03277122895596138,-0.4884038251024705,-1.6210820388691574,0.9974953854382259,-0.8989263448292361,-0.39562911888133534,0.11363636363636363,-0.7191373873767914,-1
2010-06-25,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4014824071962087,-0.2667164909111632,0.0,0.5714285714285714,0.4285714285714285,0.3571428571428571,0.0714285714285714,0.8,1.0,0.0,1.753934053840125,-1.1685256662746353,0.8549618320610687,0.0839694656488549,0.9389312977099236,neutral_healthy,0.20873088710320165,0.05069471283238084,-1.6210820388691574,1.6111303628418976,-0.9010429339546256,-0.13031380200926057,0.4666666666666667,0.1574827225561225,-1
2010-07-02,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2413851160312377,-0.3052599273536133,0.0,0.3571428571428571,0.3571428571428571,0.2142857142857142,-0.1428571428571428,0.8,1.0,0.0,1.6879672074875067,-1.150471787696158,0.8560606060606061,0.0833333333333333,0.9393939393939394,neutral_deteriorating,0.4739814926668818,0.5852219680971757,-1.6210820388691574,1.5289598256436068,-0.9031402483908791,0.012788199829525549,0.6086956521739131,-0.1646009939574874,1
2010-07-09,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.1995259423189422,-0.2661044744054052,0.0,0.4285714285714285,0.3571428571428571,0.3571428571428571,-0.0714285714285714,0.8,1.0,0.0,1.6440169121334316,-1.150471787696158,0.8571428571428571,0.0827067669172932,0.9398496240601504,neutral_deteriorating,0.18237101888910226,0.4455917380011104,-1.6210820388691574,1.4698494003432065,-0.9052186483696367,-0.08569770600107499,0.5106382978723404,-0.00543111108171955,1
2010-07-16,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2296175462301118,-0.2749416822058261,0.0,0.4285714285714285,0.3571428571428571,0.3571428571428571,-0.2142857142857143,0.8,1.0,0.0,1.2139836724191606,-1.2807710321131904,0.8582089552238806,0.0820895522388059,0.9402985074626866,neutral_healthy,0.23595438871522115,0.44109334372624104,-1.6210820388691574,1.0671055935868492,-0.9072784845830226,-0.15684143948477372,0.3958333333333333,-0.11098955402622024,-1
2010-07-23,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2583399801847399,-0.249449559582397,1.0,0.7142857142857143,0.6428571428571429,0.3571428571428571,0.1428571428571429,0.8,1.0,0.0,1.1391380095246562,-1.2486511224593695,0.8592592592592593,0.0814814814814814,0.9407407407407408,neutral_healthy,0.03871198044943232,-0.6338954197350274,-1.6210820388691574,0.9885468013240937,-0.9093200985036233,-0.42740775506685635,0.08163265306122448,-0.6885232080642423,-1
2010-07-30,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2859476039193385,-0.2504013867793854,0.0,0.6428571428571429,0.8571428571428571,0.3571428571428571,0.2857142857142857,0.6,1.0,0.0,0.6555084345024147,-1.217773687783338,0.8602941176470589,0.0808823529411764,0.9411764705882352,neutral_healthy,0.03713497395561017,-0.8960906677377433,-1.6210820388691574,0.5483086882038543,-0.9113438226916815,-0.5686145734278235,0.02,0.34106329329569046,-1
2010-08-06,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2738063970104487,-0.2359900057457274,1.0,0.9285714285714286,0.9285714285714286,0.7142857142857143,0.5,0.8,1.0,0.0,0.0782415446973732,-1.217773687783338,0.8613138686131386,0.0802919708029197,0.9416058394160584,neutral_healthy,-0.07801986174135637,-1.5527652904604252,-1.5954480704349308,0.036756855849994816,-0.9065774618503176,-0.819210765727407,0.0,-0.1543333987703193,-1
2010-08-13,neutral_mixed,neutral_mixed,mixed inputs,calm,trend_friendly,-0.5533057206259823,-0.2637253873419349,0.0,0.5,0.7142857142857143,0.5,0.0714285714285714,0.6,1.0,0.0,-0.2997697957774615,-1.217773687783338,0.8623188405797102,0.0797101449275362,0.9420289855072465,neutral_healthy,0.12020185563604308,-0.3386131839558646,-1.5705625319186325,-0.2964553325820234,-0.901893987371259,-0.5974646360383472,0.019230769230769232,0.1730662137964902,-1
2010-08-20,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3457287835649719,-0.269027629577216,0.0,0.5,0.5714285714285714,0.7142857142857143,-0.2142857142857143,0.8,1.0,0.0,-0.2816382206057639,-1.2416509056856562,0.8633093525179856,0.079136690647482,0.9424460431654677,neutral_healthy,0.1511612585486036,-0.06713234827529253,-1.546384282067716,-0.275274773462915,-0.8972910020433268,-0.5269842294601293,0.07547169811320754,0.05868903392524659,-1
2010-08-27,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4866651953343145,-0.2735823707367619,0.0,0.5,0.5,0.7142857142857143,-0.1428571428571429,0.8,1.0,0.0,-0.0257893848921221,-1.22678276751241,0.8642857142857143,0.0785714285714285,0.9428571428571428,neutral_healthy,0.1757755816908305,0.0671399120629072,-1.52287522015765,-0.04400110456805893,-0.8927662047015315,-0.4433454071347006,0.1111111111111111,0.09124566597937446,-1
2010-09-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.480388433679309,-0.2461867998317848,1.0,0.8571428571428571,0.5,0.9285714285714286,-0.0714285714285715,0.8,1.0,0.0,0.0202179254570215,-1.205640940805659,0.8652482269503546,0.0780141843971631,0.9432624113475178,neutral_healthy,-0.04264620710421609,-0.5985130997363028,-1.4999999999999996,0.0016417344137490846,-0.8883173853375473,-0.6055669915528633,0.01818181818181818,-0.6435678363542245,-1
2010-09-10,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4974244749039705,-0.2421760580764365,1.0,0.7857142857142857,0.5,0.8571428571428571,0.2857142857142857,0.6,1.0,0.0,0.0116861852363502,-1.205640940805659,0.8661971830985915,0.0774647887323943,0.943661971830986,neutral_healthy,-0.08304509363356753,-0.46286758691779806,-1.4777257761126568,-0.0008413492524554912,-0.8839424205108238,-0.5816844452854603,0.05357142857142857,-0.46943947650556284,-1
2010-09-17,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.1828572196345527,-0.2312163731866142,1.0,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.3571428571428571,0.6,1.0,0.0,0.2406635958736318,-0.8718505432938704,0.8671328671328671,0.0769230769230769,0.944055944055944,neutral_healthy,-0.1787194112918464,-0.7278486641991796,-1.4560219778561034,0.208414866494344,-0.8796392690387392,-0.606762891178305,0.017543859649122806,-0.3486066632738342,-1
2010-09-24,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.0797416280848504,-0.2152927452615954,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.4285714285714286,0.6,1.0,0.0,0.3275251744897703,-0.849139198292779,0.8680555555555556,0.0763888888888889,0.9444444444444444,neutral_healthy,-0.3162679473908781,-1.1238400799726356,-1.4348601079588783,0.2890245672864649,-0.869203485362977,-0.6910294106797809,0.017241379310344827,-0.19445189062771473,-1
2010-10-01,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.0397559962307501,-0.2167276312879491,1.0,0.9285714285714286,0.5714285714285714,0.9285714285714286,0.0714285714285715,0.8,1.0,0.0,0.3640186848671268,-0.827022771688942,0.8689655172413793,0.0758620689655172,0.9448275862068966,neutral_healthy,-0.3190569080422167,-0.8544532213198586,-1.4142135623730945,0.32469810720223147,-0.8650700959633963,-0.625619136099267,0.03389830508474576,-0.43916039820740477,-1
2010-10-08,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5474530776757972,-0.2035377412125167,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.1428571428571429,0.6,1.0,0.0,-0.0190897469063512,-0.827022771688942,0.8771929824561403,0.8947368421052632,1.0,calm_trend,-0.44028532300286033,-1.1186647228578126,-1.39405746883516,-0.016919089824623347,-0.9958748049622852,-0.7931602818965484,,-0.8838639101676768,-1
2010-10-15,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.1939883124447462,-0.1956102449694311,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.0714285714285715,0.6,1.0,0.0,0.4091039636512921,-0.695772080423674,0.863013698630137,0.0821917808219178,0.9452054794520548,neutral_healthy,-0.5213065292101484,-1.1186647228578126,-1.374368541872553,0.37210040978133085,-0.8488040664903246,-0.6982086901299016,0.016666666666666666,-0.43492227413826146,-1
2010-10-22,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.257253084215379,-0.1911676976753884,1.0,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.0,0.8,1.0,0.0,0.7449286736274054,-0.7029969913244765,0.8639455782312925,0.0816326530612244,0.9455782312925172,neutral_healthy,-0.5706619567116368,-1.1107387744520485,-1.3551249523064786,0.6761105808487303,-0.8389957375760485,-0.6398821680394964,0.04918032786885246,-0.4327039255830907,-1
2010-10-29,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6143684043328882,-0.1902110611883907,1.0,0.9285714285714286,0.7857142857142857,0.9285714285714286,0.0,0.8,1.0,0.0,0.7508684651385825,-0.7263129878833308,0.8620689655172413,0.8793103448275862,1.0,calm_trend,-0.5947129004410009,-1.235508163308283,-1.3363062095621216,0.6767734062344031,-0.9616643241832524,-0.690283638252051,,-0.9235888663858879,-1
2010-11-05,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4492265611424288,-0.1613020754216219,1.0,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.0,0.8,1.0,0.0,1.077382133229811,-0.7263129878833308,0.8581081081081081,0.0878378378378378,0.945945945945946,neutral_healthy,-0.8522325147788872,-1.4867594666031143,-1.317893055320938,0.968297975729901,-0.8167334948745271,-0.7010641111695131,0.016129032258064516,-1.1700536109470292,-1
2010-11-12,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.626705710740135,-0.1785243490574445,1.0,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.0,0.8,1.0,0.0,0.0395052116489224,-0.7263129878833308,0.847457627118644,0.864406779661017,1.0,calm_trend,-0.7167457074980387,-1.4672548767314468,-1.2998673672393628,0.03204079710262756,-0.9383772217113444,-0.8780408752155129,,-1.0724851298673999,-1
2010-11-19,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2126177027457307,-0.1779093095693947,1.0,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.0,0.8,1.0,0.0,2.976104948164481,-0.4388372435576731,0.8523489932885906,0.0939597315436241,0.9463087248322148,neutral_healthy,-0.7332179162052936,-1.4482088930415349,-1.2822120716208254,2.666073658907048,-0.7944853789784921,-0.3184101201878196,0.42857142857142855,-1.1124088178279148,-1
2010-11-26,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4132913167825424,-0.188092362826854,1.0,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.0,0.8,1.0,0.0,2.4529907229060206,-0.4172180787262253,0.8533333333333334,0.0933333333333333,0.9466666666666668,neutral_healthy,-0.6561987837413715,-1.42883149825492,-1.2649110640673515,2.1332760684334935,-0.7845706529392279,-0.4002471861138755,0.28125,-1.1559733735495012,-1
2010-12-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,0.0166258718217241,-0.1601403570677977,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.0714285714285715,0.8,1.0,0.0,2.2809896818430486,-0.3952538596771938,0.8543046357615894,0.0927152317880794,0.9470198675496688,neutral_healthy,-0.9119067427299073,-1.1579962302723847,-1.2479491372569345,1.9407129176506521,-0.7746706397993135,-0.43036196648157754,0.26153846153846155,-1.1089430476680042,-1
2010-12-10,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4142330954703364,-0.1492736975875845,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.0714285714285715,0.8,1.0,0.0,1.9806315739086064,-0.3952538596771938,0.8552631578947368,0.0921052631578947,0.9473684210526316,neutral_healthy,-1.0232182692101306,-1.1499918700059295,-1.231311915096278,1.648779489579529,-0.76479221794141,-0.5041069565348437,0.21212121212121213,-1.0848352610963996,-1
2010-12-17,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.4096097150492499,-0.1460362896657357,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.0714285714285715,0.8,1.0,0.0,2.07986083053767,-0.8923543961982672,0.8562091503267973,0.0915032679738562,0.9477124183006536,neutral_healthy,-1.064277531812739,-1.1378898358109912,-1.2149857925879115,1.7065467670445253,-0.7549400672660871,-0.4931092920866408,0.22388059701492538,-1.0699557519002116,-1
2010-12-24,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6871696311253735,-0.1371053694142758,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,-0.0714285714285715,0.8,1.0,0.0,1.459764397833548,-0.8711311080100429,0.8333333333333334,0.85,1.0,calm_trend,-1.1581104652536245,-1.1277993616725415,-1.1989578808281798,1.1591060813367806,-0.8734528387531352,-0.63984289303414,,-1.0227999861111923,-1
2010-12-31,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.6274089427047396,-0.1360748072694204,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.8,1.0,0.0,1.6524451680900405,-0.8507492271775902,0.8360655737704918,0.8524590163934426,1.0,calm_trend,-1.180773227481065,-1.1178396715589987,-1.183215956619923,1.3078415863843744,-0.8723602306098358,-0.6092694999770896,,-1.0871156783660105,-1
2011-01-07,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5639870835639168,-0.1265252749144751,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.8,1.0,0.0,1.2528778525563231,-0.8507492271775902,0.8387096774193549,0.8548387096774194,1.0,calm_trend,-1.2732124059120993,-1.1039639675330535,-1.167748416242284,0.9598273464750277,-0.8606815780075829,-0.6891558042439984,,-1.061149832470988,-1
2011-01-14,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5946959080779299,-0.1116854548451294,1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.0,0.8,1.0,0.0,1.052441407548763,-0.8507492271775902,0.8412698412698413,0.8571428571428571,1.0,calm_trend,-1.4110694433291864,-1.0903018471473649,-1.152544232971222,0.7829823199267845,-0.8491001255310685,-0.7440066658104114,,-1.017048114576064,-1
