bucket,n,mean_pred,mean_actual,model
0,169,0.003413492222640471,0.05325443786982249,logistic_kk
1,169,0.018871049274865395,0.047337278106508875,logistic_kk
2,169,0.04344192651755547,0.09467455621301775,logistic_kk
3,169,0.1634665837520218,0.1952662721893491,logistic_kk
4,169,0.8097666117967051,0.8165680473372781,logistic_kk
