strategy,note,has_saved_book,has_reference_path,has_rebuild_script,has_frozen_manifest,book,rebuild_script,manifest,match_price_source,match_offset,match_label_shift,match_correlation,match_weeks,match_rebuilt_cagr,match_reference_cagr,best_correlation,label_shift_required,reproduced,blocked_by,holdings_reprice_correlation,holdings_symbol_coverage,holdings_rebuilt_cagr,holdings_published_cagr,holdings_reproduced
sec-growth-survivorship-aware-v1,,True,True,True,True,evidence/sec_growth_survivorship_retest_v1/portfolio_choices.csv,scripts/run_sec_growth_survivorship_retest_v1.py,config/strategies/sec_growth_survivorship_aware_v1.json,narrow,1.0,-1.0,0.9841349908561555,188.0,0.26855294795280193,0.31481468655017575,0.9841349908561555,-1.0,True,,0.9610686115182643,0.9308510638297907,0.2798171692887339,0.317028680354114,True
sec-cash-conversion-breadth20-dynamic-v1,,True,True,True,True,evidence/sec_cash_conversion_breadth_dynamic_v1/best_portfolio_choices.csv,scripts/build_cash_conversion_sleeve_path_v1.py,config/strategies/sec_cash_conversion_breadth20_dynamic_v1.json,narrow,1.0,-1.0,0.9041196705505616,188.0,0.21667861485734563,0.22614756268371772,0.9041196705505616,-1.0,True,,0.9728295835692999,0.9771823204419859,0.5003367475114355,0.3861720477502413,True
sec-sector-aware-signal-ensemble-v1,,True,True,True,True,evidence/sec_sector_aware_signal_ensemble_v1/selected_stock_target_weights.csv,scripts/run_sec_sector_aware_signal_ensemble_v1.py,config/strategies/sec_sector_aware_signal_ensemble_v1.json,full_history,4.0,0.0,0.8879926019766067,188.0,0.452789112777783,0.42735783406919925,0.8879926019766067,0.0,True,,0.968148479172267,0.976098404255318,0.47564095505012793,0.42735783406919925,True
candidate-return-first-60-40-forward-v1,,True,False,False,True,evidence/forward_return_first_60_40_blend_v1/frozen_weights.csv,,config/forward/return_first_60_40_blend_v1.json,,,,,,,,,,False,no reference path to compare against,0.9875876176243539,1.0,0.11974027177444846,0.12597434243865036,True
sec-residual-controlled-1.25x-5pct-v1,,True,True,True,True,evidence/control_composite_book_v1/books.csv,scripts/build_control_composite_book_v1.py,config/forward/sec_residual_controlled_sleeve_forward_v1.json,etf,1.0,-1.0,0.8526391812178944,190.0,0.1854497136526363,0.40636458691193345,0.8526391812178944,-1.0,True,,0.925668024279302,0.8099740932642752,0.5948891364095314,0.4927724277121879,True
sec-sector-ensemble-fragile-1.35x-v1,the 1.35x levered presentation of the sector ensemble; the underlying book is the same,True,True,True,True,evidence/sec_sector_aware_signal_ensemble_v1/selected_stock_target_weights.csv,scripts/run_sec_sector_aware_signal_ensemble_v1.py,config/strategies/sec_sector_ensemble_fragile_1_35x_v1.json,full_history,4.0,0.0,0.8879926019766067,188.0,0.452789112777783,0.42735783406919925,0.8879926019766067,0.0,True,,0.9676733715669107,0.9677328457446808,0.7195216961066149,0.5322050342734757,True
