sleeve,intended_role,state,n_weeks,avg_cash_exposure,avg_offense_exposure,avg_defensive_exposure,avg_real_asset_exposure,state_ann_return,state_ann_vol,state_sharpe,state_max_drawdown,state_cvar_5
cash::BIL,cash,calm_trend,295,1.0,0.0,0.0,0.0,0.012539991522690919,0.0030815141994684015,4.069425195202482,-0.0010038942885395308,-0.0004424605325474572
cash::BIL,cash,neutral_mixed,492,1.0,0.0,0.0,0.0,0.012406687724997978,0.0030202007052355173,4.107901737619949,-0.005599358490061546,-0.00036778615095624576
cash::BIL,cash,recovery_confirmed,44,1.0,0.0,0.0,0.0,0.01670338030467855,0.0024292419190400523,6.875964132579729,-0.00021851474932765846,-2.9134377163106667e-05
cash::BIL,cash,recovery_fragile,49,1.0,0.0,0.0,0.0,0.013238641900332748,0.0032465388341809784,4.077770997516046,-0.001529008780154495,-0.0004074039170241
cash::BIL,cash,stressed_panic,229,1.0,0.0,0.0,0.0,0.015228907335749664,0.005112787106020783,2.978592110322021,-0.004572550310282475,-0.0013294026813610582
composite_regime_conditioned,mixed,calm_trend,295,0.11415254237288135,0.4458050847457627,0.25533898305084746,0.18470338983050846,0.02918918387249403,0.09334451737725276,0.31270378478176347,-0.19976875044281828,-0.03122195560092348
composite_regime_conditioned,mixed,neutral_mixed,493,0.24606997971602435,0.3150354969574036,0.28052738336714,0.15836713995943205,0.12238603038143636,0.0822276127855558,1.4883811682653498,-0.09491255291432987,-0.026122179125483928
composite_regime_conditioned,mixed,recovery_confirmed,44,0.18522727272727274,0.29517045454545454,0.3443181818181818,0.17528409090909092,0.014035780273199627,0.07174051518969077,0.19564649398024664,-0.06255147192949684,-0.0212270566897438
composite_regime_conditioned,mixed,recovery_fragile,49,0.23979591836734693,0.23341836734693877,0.3520408163265306,0.1747448979591837,0.03716535074354321,0.053271831643786724,0.697654831770327,-0.026670116508187514,-0.0145749194674865
composite_regime_conditioned,mixed,stressed_panic,229,0.537991266375546,0.09246724890829694,0.2415938864628821,0.12794759825327512,0.04151006641387944,0.062046946529949805,0.6690106239771639,-0.0822559711123586,-0.02131259875568015
composite_selective_signals,offense,calm_trend,295,0.0,0.31440677966101693,0.5169491525423728,0.16864406779661018,0.04409777570240214,0.08294542689866986,0.5316480648930063,-0.12468557146489101,-0.027126292658367676
composite_selective_signals,offense,neutral_mixed,493,0.02332657200811359,0.22768762677484786,0.5699797160243407,0.17900608519269776,0.1070138621903467,0.08409712045068185,1.272503286876561,-0.10326602475901314,-0.026082473169373167
composite_selective_signals,offense,recovery_confirmed,44,0.0,0.1534090909090909,0.6022727272727273,0.24431818181818182,-0.014439163815455625,0.0677681885765637,-0.21306698790011816,-0.0638823918151592,-0.023373289611881936
composite_selective_signals,offense,recovery_fragile,49,0.0,0.14795918367346939,0.6224489795918368,0.22959183673469388,0.026438767406250507,0.06319063122267969,0.4183969505397407,-0.05095604369761786,-0.019548275564162634
composite_selective_signals,offense,stressed_panic,229,0.0,0.11135371179039301,0.6179039301310044,0.27074235807860264,0.07965757453257316,0.141137212333333,0.5643981003708691,-0.18328174965753175,-0.04179109541525113
cta_trend_long_only,offense,calm_trend,295,0.02711864406779661,0.7556880197757221,0.07870079100197921,0.13849254515450182,0.01543513278115749,0.12385170247627908,0.12462592336277115,-0.23467762330989572,-0.044686568617619236
cta_trend_long_only,offense,neutral_mixed,493,0.13793103448275862,0.5761292958982959,0.152009242038203,0.13393042758074225,0.1309342887420255,0.11425961645371646,1.145936708049983,-0.14392552232225064,-0.036407130682890275
cta_trend_long_only,offense,recovery_confirmed,44,0.0,0.5326931481392742,0.3104964430290045,0.15681040883172115,0.09692670505615752,0.09640611551276948,1.0053999638987539,-0.05156031082615842,-0.027500376843006134
cta_trend_long_only,offense,recovery_fragile,49,0.0,0.5557835054238419,0.2567179679597954,0.18749852661636246,0.16099892710709107,0.09057653205148067,1.7774905205642524,-0.03812998690546465,-0.022642280293055133
cta_trend_long_only,offense,stressed_panic,229,0.008733624454148471,0.3475057091706337,0.32857231113624724,0.3151883552389704,0.035880948009824554,0.16597597781948684,0.21618157326868212,-0.20736669630936588,-0.05218727472999854
dual_momentum_topn,offense,calm_trend,295,0.030508474576271188,0.6881355932203389,0.12203389830508475,0.15932203389830504,0.03024375172320437,0.12046691203153494,0.25105442825069996,-0.2100699236979099,-0.042073551552805386
dual_momentum_topn,offense,neutral_mixed,493,0.11561866125760649,0.5233265720081136,0.17173766058147394,0.18931710615280592,0.14534241991762276,0.12158730731737552,1.1953749377658311,-0.167307524478845,-0.04033169126619744
dual_momentum_topn,offense,recovery_confirmed,44,0.0,0.49242424242424254,0.303030303030303,0.20454545454545456,0.001042729812852805,0.09994820940708814,0.010432701286380991,-0.08975577035083127,-0.028298405916909634
dual_momentum_topn,offense,recovery_fragile,49,0.1836734693877551,0.37414965986394555,0.24489795918367346,0.19727891156462585,0.10897262099505034,0.07808640147353374,1.395539030339169,-0.042100246062579116,-0.019960409875072898
dual_momentum_topn,offense,stressed_panic,229,0.17321688500727805,0.40320232896652114,0.18631732168850074,0.23726346433770013,0.05458824990837985,0.15332405528193682,0.3560318686327553,-0.20005804401647131,-0.04842881183629421
taa_10m_sma,defense,calm_trend,295,0.0,0.5964003228410005,0.22995157384987885,0.17364810330912017,0.05350230981013815,0.09932129359984859,0.538679147954832,-0.12282870350243658,-0.03325048532610924
taa_10m_sma,defense,neutral_mixed,493,0.058823529411764705,0.5394909688013135,0.2322515212981744,0.16943398048874717,0.1400689404872535,0.10844303100593163,1.291636163135204,-0.13665993163010215,-0.03388211626416912
taa_10m_sma,defense,recovery_confirmed,44,0.0,0.5167748917748916,0.27608225108225104,0.20714285714285705,0.029251375997720652,0.07973236974185252,0.3668695172666646,-0.05065479102536585,-0.02556665234349657
taa_10m_sma,defense,recovery_fragile,49,0.0,0.5776482021379981,0.2616132167152575,0.16073858114674439,0.07598095824292694,0.08818503228810919,0.8616083282102758,-0.047448411282799974,-0.0224557574216276
taa_10m_sma,defense,stressed_panic,229,0.056768558951965066,0.27001455604075686,0.3562487003535038,0.3169681846537742,-0.05192321314884285,0.18604365602449438,-0.2790915544145546,-0.3943720179318102,-0.06500287536746918
