sleeve,intended_role,has_position_file,has_return_file,avg_cash_exposure,avg_offense_exposure,avg_defensive_exposure,avg_real_asset_exposure,beta_to_SPY,corr_SPY,corr_BIL,corr_TLT,corr_GLD,corr_LQD,corr_HYG,primary_flag,all_flags
cash::BIL,cash,True,True,1.0,0.0,0.0,0.0,-0.003332481152896928,-0.1704068359083238,1.0,0.057575872574726426,0.053155323355085264,-0.05807365735560338,-0.1178022735913444,CLEAN_ROLE,CLEAN_ROLE
composite_regime_conditioned,mixed,True,True,0.26854729729729726,0.299481981981982,0.27148648648648643,0.16048423423423422,-0.025472381860268983,-0.05769338295309713,-0.004960798796014952,0.049053139543038915,-0.027156587715360524,0.005649643006002367,-0.03380704071853512,NEEDS_DECOMPOSITION_REVIEW,NEEDS_DECOMPOSITION_REVIEW
composite_regime_defense_component,defense,False,False,,,,,,,,,,,,INSUFFICIENT_DATA,INSUFFICIENT_DATA
composite_regime_offense_component,offense,False,False,,,,,,,,,,,,INSUFFICIENT_DATA,INSUFFICIENT_DATA
composite_selective_signals,offense,True,True,0.01036036036036036,0.22027027027027027,0.5693693693693693,0.2,-0.022297589747068462,-0.04129325686169399,-0.012112612700480727,0.014729237479289552,0.0009522198227488164,-0.058589024008694306,-0.05813637250333657,HIDDEN_DEFENSE_RISK,HIDDEN_DEFENSE_RISK
cta_trend_long_only,offense,True,True,0.07027027027027027,0.5740634291852877,0.17985709265218447,0.17580920789225735,-0.011925644385891162,-0.01662281352817192,-0.03313173532603794,0.05466032251975589,-0.03073823426967371,0.020741080660701385,0.005527183094356527,HIDDEN_DEFENSE_RISK,HIDDEN_DEFENSE_RISK
dual_momentum_topn,offense,True,True,0.1033033033033033,0.5345345345345345,0.16996996996996996,0.19219219219219216,-0.042142540568136905,-0.06142534916243493,-0.029206079630387696,0.039625463728026944,-0.05131543780465803,-0.00032881235451674105,-0.0162615713328076,HIDDEN_DEFENSE_RISK,HIDDEN_DEFENSE_RISK
taa_10m_sma,defense,True,True,0.03783783783783784,0.49980480480480477,0.2602552552552552,0.20210210210210208,0.007995721641955588,0.011578670194209053,-0.007795944755257862,0.07353376729505659,0.025411361427291824,0.04914333868803457,0.04844300431625213,HIDDEN_BETA_RISK,HIDDEN_BETA_RISK
