version,role,stage,state,n_weeks,avg_cash_weight,avg_offense_weight,avg_defense_weight,avg_real_asset_weight,avg_mixed_composite_weight,avg_hhi,avg_max_weight,cap_binding_proxy_rate,issue_flag
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,calm_trend,295,0.027118644067796616,0.517731059353145,0.45515029657905814,0.0,0.0,0.2462698261793838,0.352989319467717,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.45931213166471374,0.4047852314184504,0.0,0.0,0.3262053533447819,0.420261309758073,0.1359026369168357,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,recovery_confirmed,44,7.569702440626065e-18,0.493302325665719,0.5066976743342808,0.0,0.0,0.23229095505798697,0.34467491461499405,0.0,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,recovery_fragile,49,1.8126090197961738e-17,0.5414998629746023,0.45850013702539744,0.0,0.0,0.222474354977133,0.33697577153333186,0.0,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,raw_hrp_sleeve_weights,stressed_panic,229,0.008733624454148487,0.5447952248578501,0.4464711506880011,0.0,0.0,0.22644214605950636,0.33380217772779974,0.008733624454148471,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_state_tilt_sleeve_weights,calm_trend,295,0.027118644067796616,0.5350249878021353,0.43785636813006795,0.0,0.0,0.2421547408899379,0.3436056345399827,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_state_tilt_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.5164065661615069,0.34769079692165716,0.0,0.0,0.31223784898956103,0.3871951112366925,0.1359026369168357,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_state_tilt_sleeve_weights,recovery_confirmed,44,0.0,0.6342584059616267,0.36574159403837303,0.0,0.0,0.22002989885806248,0.3217796237545232,0.0,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_state_tilt_sleeve_weights,recovery_fragile,49,1.1328806373726086e-17,0.5910426933542183,0.4089573066457814,0.0,0.0,0.20160145838297372,0.29602204851449093,0.0,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_state_tilt_sleeve_weights,stressed_panic,229,0.00873362445414848,0.5229311272241479,0.46833524832170353,0.0,0.0,0.23092069157644995,0.3424942549858883,0.008733624454148471,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_layer3_expression_sleeve_weights,calm_trend,295,0.027118644067796616,0.5350249878021353,0.43785636813006795,0.0,0.0,0.2421547408899379,0.3436056345399827,0.02711864406779661,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_layer3_expression_sleeve_weights,neutral_mixed,493,0.1359026369168357,0.5164065661615069,0.34769079692165716,0.0,0.0,0.31223784898956103,0.3871951112366925,0.1359026369168357,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_layer3_expression_sleeve_weights,recovery_confirmed,44,0.0,0.6342584059616267,0.36574159403837303,0.0,0.0,0.22002989885806248,0.3217796237545232,0.0,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_layer3_expression_sleeve_weights,recovery_fragile,49,1.1328806373726086e-17,0.5910426933542183,0.4089573066457814,0.0,0.0,0.20160145838297372,0.29602204851449093,0.0,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_layer3_expression_sleeve_weights,stressed_panic,229,0.008733624454148478,0.5229311272241479,0.46833524832170353,0.0,0.0,0.23092069157644995,0.3424942549858883,0.008733624454148471,CONSTRAINTS_CLEAN
improved_phaseggg_confirmed_only_robust_offense,production_candidate,post_overlay_pre_lookthrough_sleeve_weights,calm_trend,295,0.03632391789975976,0.526719788329487,0.43695629377075296,0.0,0.0,0.2370779410175093,0.34012430894589607,0.02711864406779661,CONSTRAINTS_CLEAN
