version,role,state,sleeve,avg_weight,weight_rank,sleeve_ann_return,sleeve_sharpe,performance_rank,issue_flag
improved_phase2b_regime_confidence_boost,production,calm_trend,cash::BIL,0.03351642578324361,6.0,0.012539991522690919,4.069425195202482,1.0,UNDERWEIGHT_STRONG_SLEEVE
improved_phase2b_regime_confidence_boost,production,neutral_mixed,composite_regime_conditioned,0.24904237860585535,1.0,0.12238603038143636,1.4883811682653498,2.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,neutral_mixed,cash::BIL,0.2232432336225728,2.0,0.012406687724997978,4.107901737619949,1.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,neutral_mixed,composite_selective_signals,0.18410697623762956,3.0,0.1070138621903467,1.272503286876561,4.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_regime_confidence_boost,production,neutral_mixed,taa_10m_sma,0.13471812498752497,4.0,0.1400689404872535,1.291636163135204,3.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,neutral_mixed,cta_trend_long_only,0.1046007732383055,5.0,0.1309342887420255,1.145936708049983,6.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,neutral_mixed,dual_momentum_topn,0.10428851330811152,6.0,0.14534241991762276,1.1953749377658311,5.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,recovery_confirmed,composite_regime_conditioned,0.3310716607801548,1.0,0.014035780273199627,0.19564649398024664,4.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_regime_confidence_boost,production,recovery_confirmed,composite_selective_signals,0.23107260197421772,2.0,-0.014439163815455625,-0.21306698790011816,6.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_regime_confidence_boost,production,recovery_confirmed,taa_10m_sma,0.17788775316154726,3.0,0.029251375997720652,0.3668695172666646,3.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,recovery_confirmed,cta_trend_long_only,0.1083563731050289,4.0,0.09692670505615752,1.0053999638987539,2.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,recovery_confirmed,dual_momentum_topn,0.08777399532253198,5.0,0.001042729812852805,0.010432701286380991,5.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,recovery_confirmed,cash::BIL,0.06383761565651909,6.0,0.01670338030467855,6.875964132579729,1.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,recovery_fragile,composite_regime_conditioned,0.27897905543152324,1.0,0.03716535074354321,0.697654831770327,5.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_regime_confidence_boost,production,recovery_fragile,composite_selective_signals,0.19013151490391494,2.0,0.026438767406250507,0.4183969505397407,6.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_regime_confidence_boost,production,recovery_fragile,dual_momentum_topn,0.14373837251295407,3.0,0.10897262099505034,1.395539030339169,3.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,recovery_fragile,taa_10m_sma,0.13906982567823584,4.0,0.07598095824292694,0.8616083282102758,4.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_regime_confidence_boost,production,recovery_fragile,cta_trend_long_only,0.1245680607289731,5.0,0.16099892710709107,1.7774905205642524,2.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,recovery_fragile,cash::BIL,0.12351317074439858,6.0,0.013238641900332748,4.077770997516046,1.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,stressed_panic,cash::BIL,0.5093247219202601,1.0,0.015228907335749664,2.978592110322021,1.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,stressed_panic,composite_regime_conditioned,0.17259945067106483,2.0,0.04151006641387944,0.6690106239771639,2.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,stressed_panic,composite_selective_signals,0.11643545196606989,3.0,0.07965757453257316,0.5643981003708691,3.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,stressed_panic,taa_10m_sma,0.07616459990740157,4.0,-0.05192321314884285,-0.2790915544145546,6.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,stressed_panic,dual_momentum_topn,0.06352459002926245,5.0,0.05458824990837985,0.3560318686327553,4.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,stressed_panic,cta_trend_long_only,0.061951185505940795,6.0,0.035880948009824554,0.21618157326868212,5.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,calm_trend,composite_regime_conditioned,0.3106204737215011,1.0,0.02918918387249403,0.31270378478176347,4.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_combo_abc,official_shadow,calm_trend,composite_selective_signals,0.21612379017881367,2.0,0.04409777570240214,0.5316480648930063,3.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,calm_trend,taa_10m_sma,0.16917476156035796,3.0,0.05350230981013815,0.538679147954832,2.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,calm_trend,dual_momentum_topn,0.14311191510335447,4.0,0.03024375172320437,0.25105442825069996,5.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_combo_abc,official_shadow,calm_trend,cta_trend_long_only,0.1260279619059976,5.0,0.01543513278115749,0.12462592336277115,6.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_combo_abc,official_shadow,calm_trend,cash::BIL,0.034941097529975,6.0,0.012539991522690919,4.069425195202482,1.0,UNDERWEIGHT_STRONG_SLEEVE
improved_phase2b_combo_abc,official_shadow,neutral_mixed,composite_regime_conditioned,0.24831868611690724,1.0,0.12238603038143636,1.4883811682653498,2.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,neutral_mixed,cash::BIL,0.22512712656138165,2.0,0.012406687724997978,4.107901737619949,1.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,neutral_mixed,composite_selective_signals,0.18349019904812036,3.0,0.1070138621903467,1.272503286876561,4.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_combo_abc,official_shadow,neutral_mixed,taa_10m_sma,0.13457205237246883,4.0,0.1400689404872535,1.291636163135204,3.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,neutral_mixed,cta_trend_long_only,0.10443222043496797,5.0,0.1309342887420255,1.145936708049983,6.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,neutral_mixed,dual_momentum_topn,0.10405971546615378,6.0,0.14534241991762276,1.1953749377658311,5.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,recovery_confirmed,composite_regime_conditioned,0.3316739572898652,1.0,0.014035780273199627,0.19564649398024664,4.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_combo_abc,official_shadow,recovery_confirmed,composite_selective_signals,0.23081316339815208,2.0,-0.014439163815455625,-0.21306698790011816,6.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_combo_abc,official_shadow,recovery_confirmed,taa_10m_sma,0.17787439077091516,3.0,0.029251375997720652,0.3668695172666646,3.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,recovery_confirmed,cta_trend_long_only,0.1081063120110589,4.0,0.09692670505615752,1.0053999638987539,2.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,recovery_confirmed,dual_momentum_topn,0.08779848956334353,5.0,0.001042729812852805,0.010432701286380991,5.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,recovery_confirmed,cash::BIL,0.06373368696666491,6.0,0.01670338030467855,6.875964132579729,1.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,recovery_fragile,composite_regime_conditioned,0.274708019739636,1.0,0.03716535074354321,0.697654831770327,5.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_combo_abc,official_shadow,recovery_fragile,composite_selective_signals,0.1875103952913514,2.0,0.026438767406250507,0.4183969505397407,6.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_combo_abc,official_shadow,recovery_fragile,dual_momentum_topn,0.1423349188054023,3.0,0.10897262099505034,1.395539030339169,3.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,recovery_fragile,taa_10m_sma,0.13787432513833636,4.0,0.07598095824292694,0.8616083282102758,4.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_combo_abc,official_shadow,recovery_fragile,cash::BIL,0.13461722638562235,5.0,0.013238641900332748,4.077770997516046,1.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,recovery_fragile,cta_trend_long_only,0.12295511463965134,6.0,0.16099892710709107,1.7774905205642524,2.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,stressed_panic,cash::BIL,0.5095176183235942,1.0,0.015228907335749664,2.978592110322021,1.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,stressed_panic,composite_regime_conditioned,0.172517080932012,2.0,0.04151006641387944,0.6690106239771639,2.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,stressed_panic,composite_selective_signals,0.11636745672176457,3.0,0.07965757453257316,0.5643981003708691,3.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,stressed_panic,taa_10m_sma,0.07612100785955561,4.0,-0.05192321314884285,-0.2790915544145546,6.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,stressed_panic,dual_momentum_topn,0.06353534858663604,5.0,0.05458824990837985,0.3560318686327553,4.0,STATE_MAPPING_OK
improved_phase2b_combo_abc,official_shadow,stressed_panic,cta_trend_long_only,0.06194148757643729,6.0,0.035880948009824554,0.21618157326868212,5.0,STATE_MAPPING_OK
