version,role,state,sleeve,avg_weight,weight_rank,sleeve_ann_return,sleeve_sharpe,performance_rank,issue_flag
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,composite_regime_defense_component,0.2886353615597795,1.0,,,,INSUFFICIENT_DATA
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,composite_selective_signals,0.20214929705572277,2.0,0.04409777570240214,0.5316480648930063,3.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,taa_10m_sma,0.1483209322109735,3.0,0.05350230981013815,0.538679147954832,2.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,dual_momentum_topn,0.12268522154338005,4.0,0.03024375172320437,0.25105442825069996,4.0,OVERWEIGHT_WEAK_SLEEVE
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,cta_trend_long_only,0.11321799294679753,5.0,0.01543513278115749,0.12462592336277115,5.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,composite_regime_offense_component,0.0886672767835867,6.0,,,,INSUFFICIENT_DATA
improved_phaseggg_confirmed_only_robust_offense,production_candidate,calm_trend,cash::BIL,0.03632391789975976,7.0,0.012539991522690919,4.069425195202482,1.0,UNDERWEIGHT_STRONG_SLEEVE
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,cash::BIL,0.22864629393340052,1.0,0.012406687724997978,4.107901737619949,1.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,composite_regime_defense_component,0.20360668408260676,2.0,,,,INSUFFICIENT_DATA
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,composite_selective_signals,0.15031605485636715,3.0,0.1070138621903467,1.272503286876561,3.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,composite_regime_offense_component,0.11233516805900727,4.0,,,,INSUFFICIENT_DATA
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,cta_trend_long_only,0.10829655866459888,5.0,0.1309342887420255,1.145936708049983,5.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,taa_10m_sma,0.10789285734521203,6.0,0.1400689404872535,1.291636163135204,2.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,neutral_mixed,dual_momentum_topn,0.0889063830588072,7.0,0.14534241991762276,1.1953749377658311,4.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,composite_regime_offense_component,0.2220002127045449,1.0,,,,INSUFFICIENT_DATA
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,composite_regime_defense_component,0.21871773793031882,2.0,,,,INSUFFICIENT_DATA
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,cta_trend_long_only,0.16369675120941143,3.0,0.09692670505615752,1.0053999638987539,2.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,composite_selective_signals,0.13289825283276144,4.0,-0.014439163815455625,-0.21306698790011816,5.0,OVERWEIGHT_WEAK_SLEEVE
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,taa_10m_sma,0.12037823004052893,5.0,0.029251375997720652,0.3668695172666646,3.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,cash::BIL,0.08427027380857775,6.0,0.01670338030467855,6.875964132579729,1.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_confirmed,dual_momentum_topn,0.05803854147385643,7.0,0.001042729812852805,0.010432701286380991,4.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,composite_regime_defense_component,0.24073609687709926,1.0,,,,INSUFFICIENT_DATA
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,composite_selective_signals,0.1568972352546463,2.0,0.026438767406250507,0.4183969505397407,5.0,OVERWEIGHT_WEAK_SLEEVE
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,cash::BIL,0.13020046748786926,3.0,0.013238641900332748,4.077770997516046,1.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,composite_regime_offense_component,0.12638594760479577,4.0,,,,INSUFFICIENT_DATA
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,taa_10m_sma,0.12371110709528582,5.0,0.07598095824292694,0.8616083282102758,4.0,OVERWEIGHT_WEAK_SLEEVE
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,cta_trend_long_only,0.12086297504143714,6.0,0.16099892710709107,1.7774905205642524,2.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,recovery_fragile,dual_momentum_topn,0.10120617063886612,7.0,0.10897262099505034,1.395539030339169,3.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,cash::BIL,0.509234856569476,1.0,0.015228907335749664,2.978592110322021,1.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,composite_regime_defense_component,0.14890564383203592,2.0,,,,INSUFFICIENT_DATA
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,composite_selective_signals,0.10476727195284267,3.0,0.07965757453257316,0.5643981003708691,2.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,taa_10m_sma,0.07183161655141046,4.0,-0.05192321314884285,-0.2790915544145546,5.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,cta_trend_long_only,0.061382948258247194,5.0,0.035880948009824554,0.21618157326868212,4.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,dual_momentum_topn,0.05539333786690856,6.0,0.05458824990837985,0.3560318686327553,3.0,STATE_MAPPING_OK
improved_phaseggg_confirmed_only_robust_offense,production_candidate,stressed_panic,composite_regime_offense_component,0.04848432496907895,7.0,,,,INSUFFICIENT_DATA
improved_phase2b_regime_confidence_boost,production,calm_trend,composite_regime_conditioned,0.31097656350895186,1.0,0.02918918387249403,0.31270378478176347,4.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_regime_confidence_boost,production,calm_trend,composite_selective_signals,0.21651682795945143,2.0,0.04409777570240214,0.5316480648930063,3.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,calm_trend,taa_10m_sma,0.16945186108466728,3.0,0.05350230981013815,0.538679147954832,2.0,STATE_MAPPING_OK
improved_phase2b_regime_confidence_boost,production,calm_trend,dual_momentum_topn,0.1433035323665429,4.0,0.03024375172320437,0.25105442825069996,5.0,OVERWEIGHT_WEAK_SLEEVE
improved_phase2b_regime_confidence_boost,production,calm_trend,cta_trend_long_only,0.12623478929714274,5.0,0.01543513278115749,0.12462592336277115,6.0,OVERWEIGHT_WEAK_SLEEVE
