Date,breadth_confidence,sector_confidence,risk_on_confidence,macro_stress_filter,dollar_pressure_filter,transition_quality_score,signal_agreement,signal_dispersion,offense_eligibility_score,deterioration_score,combined_market_quality_score,market_state,risk_state,macro_stress_active,dollar_pressure_active,offense_eligible,research_only
2005-04-29,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-05-06,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-05-13,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-05-20,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-05-27,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-06-03,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-06-10,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-06-17,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-06-24,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-07-01,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-07-08,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-07-15,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-07-22,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-07-29,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-08-05,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-08-12,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-08-19,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,calm_trend,calm,False,False,False,True
2005-08-26,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,calm_trend,calm,False,False,False,True
2005-09-02,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,calm_trend,calm,False,False,False,True
2005-09-09,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,calm_trend,calm,False,False,False,True
2005-09-16,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-09-23,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-09-30,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,calm_trend,calm,False,False,False,True
2005-10-07,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,calm_trend,calm,False,False,False,True
2005-10-14,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-10-21,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-10-28,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-11-04,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-11-11,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-11-18,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-11-25,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-12-02,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-12-09,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-12-16,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-12-23,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2005-12-30,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2006-01-06,0.5,0.5,0.5,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.5,0.536,neutral_mixed,neutral,False,False,False,True
2006-01-13,0.9086538461538461,0.8317307692307693,1.0,0.5,0.5,0.7250000000000001,0.5,0.5,0.5337500000000001,0.25649038461538465,0.536,calm_trend,calm,False,False,False,True
2006-01-20,0.9764150943396226,1.0,1.0,0.5,0.5,0.9064903846153846,0.5,0.5,0.8022596153846154,0.20589622641509442,0.7737884615384616,calm_trend,calm,False,False,True,True
2006-01-27,1.0,0.9583333333333334,1.0,0.5,0.5,0.9452830188679247,0.5,0.5,0.8800773312772134,0.20833333333333337,0.849378084179971,neutral_mixed,neutral,False,False,True,True
2006-02-03,0.8909090909090909,0.8045454545454546,1.0,0.5,0.5,0.94375,0.5,0.5,0.8834591194968554,0.26636363636363636,0.8537452830188681,neutral_mixed,neutral,False,False,True,True
2006-02-10,0.90625,0.9598214285714286,1.0,0.5,0.5,0.8988636363636364,0.5,0.5,0.8251988636363639,0.23147321428571432,0.7996363636363637,neutral_mixed,neutral,False,False,True,True
2006-02-17,0.8026315789473684,0.7938596491228069,1.0,0.5,0.5,0.9252232142857144,0.5,0.5,0.8533563311688313,0.29057017543859653,0.8240860389610392,neutral_mixed,neutral,False,False,True,True
2006-02-24,0.7025862068965517,0.7887931034482758,1.0,0.5,0.5,0.8796052631578948,0.5,0.5,0.7982133067042608,0.31659482758620694,0.773562030075188,neutral_mixed,neutral,False,False,True,True
2006-03-03,0.8559322033898306,0.9067796610169492,0.6101694915254238,0.5,0.5,0.8588362068965517,0.5,0.5,0.7653459618874774,0.313135593220339,0.7413402903811253,neutral_mixed,neutral,False,False,True,True
2006-03-10,0.8708333333333333,0.9375,0.4666666666666667,0.5,0.5,0.868220338983051,0.5,0.5,0.746198312390415,0.3247916666666667,0.7336849795441263,neutral_mixed,neutral,False,False,True,True
2006-03-17,0.6926229508196721,0.959016393442623,0.6229508196721312,0.5,0.5,0.8614583333333334,0.5,0.5,0.7287747175141244,0.3415983606557377,0.7213319209039548,neutral_mixed,neutral,False,False,True,True
2006-03-24,0.5241935483870968,0.7459677419354839,0.6290322580645161,0.5,0.5,0.844672131147541,0.5,0.5,0.718767930327869,0.4254032258064515,0.7063579234972679,neutral_mixed,neutral,False,False,True,True
2006-03-31,0.6388888888888888,0.9007936507936508,0.6349206349206349,0.5,0.5,0.7796370967741936,0.5,0.5,0.6327492067689056,0.3648809523809524,0.6258733474352196,neutral_mixed,neutral,False,False,True,True
2006-04-07,0.65234375,0.8515625,0.640625,0.5,0.5,0.8263888888888888,0.5,0.5,0.6838106438812085,0.3705078125000001,0.671805427547363,neutral_mixed,neutral,False,False,True,True
2006-04-14,0.6230769230769231,0.7500000000000001,1.0,0.5,0.5,0.822265625,0.5,0.5,0.6854817708333334,0.34423076923076923,0.6745659722222224,neutral_mixed,neutral,False,False,True,True
2006-04-21,0.5303030303030303,0.6704545454545454,0.6363636363636364,0.5,0.5,0.8371153846153847,0.5,0.5,0.7291090745192308,0.43787878787878787,0.7061009615384617,neutral_mixed,neutral,False,False,True,True
2006-04-28,0.5149253731343283,0.6194029850746269,0.43283582089552236,0.5,0.5,0.7702651515151515,0.5,0.5,0.6195067016317017,0.4824626865671642,0.6137111888111888,neutral_mixed,calm,False,False,True,True
2006-05-05,0.6323529411764706,0.7169117647058824,1.0,0.5,0.5,0.7391791044776119,0.5,0.5,0.5547188772048847,0.34852941176470587,0.5575707824513795,neutral_mixed,calm,False,False,True,True
2006-05-12,0.5797101449275363,0.7210144927536232,0.6376811594202898,0.5,0.5,0.8340073529411764,0.5,0.5,0.712347453906936,0.41521739130434776,0.6890774802458297,neutral_mixed,calm,False,False,True,True
2006-05-19,0.6785714285714286,0.8035714285714286,1.0,0.5,0.5,0.7878623188405798,0.5,0.5,0.6417677696078432,0.3196428571428571,0.6343832054560956,neutral_mixed,neutral,False,False,True,True
2006-05-26,0.39084507042253525,0.5,0.4225352112676056,0.5,0.5,0.8562500000000001,0.5,0.5,0.74853649068323,0.5389084507042253,0.7235579710144928,stressed_panic,stressed,False,False,True,True
2006-06-02,0.3125,0.4305555555555556,0.3472222222222222,0.5,0.5,0.6954225352112675,0.5,0.5,0.5106558098591549,0.5836805555555555,0.5184084507042254,neutral_mixed,neutral,False,False,False,True
2006-06-09,0.3561643835616438,0.4965753424657534,0.3561643835616438,0.5,0.5,0.6547743055555556,0.5,0.5,0.43799393583724566,0.5582191780821918,0.44932316118935833,neutral_mixed,neutral,False,False,False,True
2006-06-16,0.42567567567567566,0.5979729729729729,0.44594594594594594,0.5,0.5,0.6744125395152794,0.5,0.5,0.45780518692922373,0.5070945945945946,0.46661320395738204,neutral_mixed,neutral,False,False,False,True
2006-06-23,0.29333333333333333,0.43,0.29333333333333333,0.5,0.5,0.7126074938574939,0.5,0.5,0.5163645836299946,0.5966666666666667,0.5190546549710933,stressed_panic,stressed,False,False,False,True
2006-06-30,0.2532894736842105,0.39144736842105265,0.3026315789473684,0.5,0.5,0.6456818181818181,0.5,0.5,0.42489112407862406,0.6129934210526315,0.4387505323505323,neutral_mixed,neutral,False,False,False,True
2006-07-07,0.22402597402597402,0.33766233766233766,0.3116883116883117,0.5,0.5,0.6262053220738414,0.5,0.5,0.39899043062200956,0.6297077922077923,0.4129801435406698,neutral_mixed,neutral,False,False,False,True
2006-07-14,0.36217948717948717,0.5,0.32051282051282054,0.5,0.5,0.6133880825057296,0.6730769230769231,0.5,0.37980742168769954,0.5613782051282051,0.394608435947399,neutral_mixed,neutral,False,False,False,True
2006-07-21,0.34493670886075944,0.4113924050632911,0.3291139240506329,0.5,0.5,0.6664437012263099,0.6792452830188679,0.4423076923076923,0.4466556482732953,0.5763510223953262,0.4667318367906603,stressed_panic,stressed,False,False,False,True
2006-07-28,0.3375,0.34687500000000004,0.3375,0.5,0.5,0.6505641166758392,0.6666666666666666,0.4339622641509434,0.4343019982219211,0.5890212264150944,0.45687938006341755,neutral_mixed,neutral,False,False,False,True
2006-08-04,0.29320987654320985,0.3302469135802469,0.345679012345679,0.5,0.5,0.6339955357142857,0.6727272727272727,0.7592592592592593,0.41883461750137585,0.6347222222222222,0.4415277586681342,neutral_mixed,neutral,False,False,False,True
2006-08-11,0.5121951219512195,0.46036585365853655,0.35365853658536583,0.5,0.5,0.6237328290732046,0.6964285714285714,0.14545454545454545,0.4035869846781305,0.49137472283813743,0.4269263788680455,neutral_mixed,neutral,False,False,False,True
2006-08-18,0.5512048192771084,0.5271084337349399,0.3614457831325301,0.5,0.5,0.6881097560975611,0.6666666666666666,0.5535714285714286,0.48441358289756603,0.5079173838209983,0.5039610157179147,recovery_fragile,neutral,False,False,False,True
2006-08-25,0.49404761904761907,0.44345238095238093,0.36904761904761907,0.5,0.5,0.7067018072289157,0.7068965517241379,0.17543859649122806,0.5187285116074053,0.4999843358395989,0.5350975609756098,neutral_mixed,neutral,False,False,False,True
2006-09-01,0.6705882352941177,0.6970588235294117,0.4823529411764706,0.5,0.5,0.6837389921722115,0.6610169491525424,0.41379310344827586,0.49201717584624216,0.4119675456389452,0.512926558450551,recovery_fragile,neutral,False,False,False,True
2006-09-08,0.5813953488372092,0.561046511627907,0.43023255813953487,0.5,0.5,0.7684186140209509,0.6666666666666666,0.11864406779661017,0.6060902605905377,0.43977138352384704,0.612647490990824,recovery_fragile,neutral,False,False,True,True
2006-09-15,0.7356321839080461,0.6867816091954023,0.4942528735632184,0.5,0.5,0.7249661516406499,0.7213114754098361,0.4666666666666667,0.5588674432659334,0.40126436781609187,0.5723074433596312,neutral_mixed,neutral,False,False,True,True
2006-09-22,0.7670454545454546,0.6818181818181819,1.0,0.5,0.5,0.7813257222739982,0.6612903225806451,0.8360655737704918,0.6288598652748333,0.35548155737704923,0.6385261463503126,neutral_mixed,neutral,False,False,True,True
2006-09-29,0.6769662921348314,0.6713483146067416,1.0,0.5,0.5,0.8376818181818183,0.6666666666666666,0.5806451612903226,0.7453238583410997,0.35455328017397614,0.7315077167368603,neutral_mixed,neutral,False,False,True,True
2006-10-06,0.5861111111111111,0.6000000000000001,1.0,0.5,0.5,0.8183323477232407,0.734375,0.8412698412698413,0.729163508682329,0.4175992063492062,0.7173436976506642,neutral_mixed,neutral,False,False,True,True
2006-10-13,0.7087912087912087,0.6648351648351649,1.0,0.5,0.5,0.7896897546897547,0.7692307692307693,0.765625,0.689277629936264,0.3663976648351649,0.6836623423023852,neutral_mixed,neutral,False,False,True,True
2006-10-20,0.7364130434782609,0.7934782608695652,1.0,0.5,0.5,0.8241758241758241,0.8636363636363636,0.13846153846153847,0.7286182983682984,0.2710472408026757,0.7222844266844268,neutral_mixed,neutral,False,False,True,True
2006-10-27,0.8064516129032259,0.8360215053763441,1.0,0.5,0.5,0.8492157402311503,0.8955223880597015,0.4090909090909091,0.766425286669852,0.27209188660801564,0.763251531077618,neutral_mixed,neutral,False,False,True,True
2006-11-03,0.7739361702127658,0.8351063829787234,1.0,0.5,0.5,0.8698185483870968,1.0,0.4925373134328358,0.7961995653357479,0.28874841219434755,0.7936381197850823,neutral_mixed,neutral,False,False,True,True
2006-11-10,0.8447368421052631,0.8868421052631579,1.0,0.5,0.5,0.863386524822695,0.8840579710144928,0.029411764705882353,0.7909781014070008,0.21438854489164094,0.7952347975291696,recovery_confirmed,neutral,False,False,True,True
2006-11-17,0.7916666666666666,0.7682291666666666,1.0,0.5,0.5,0.8853070175438595,1.0,0.10144927536231885,0.8180606103023517,0.25858242753623195,0.8135537432851323,recovery_confirmed,neutral,False,False,True,True
2006-11-24,0.9020618556701031,0.884020618556701,1.0,0.5,0.5,0.8569010416666666,1.0,0.1,0.7843585526315789,0.2076804123711341,0.7899303728070177,calm_trend,calm,False,False,True,True
2006-12-01,0.971938775510204,0.9642857142857143,1.0,0.5,0.5,0.8963487972508591,0.8611111111111112,0.028169014084507043,0.8308547438788662,0.1669750646737569,0.8327227233676977,calm_trend,calm,False,False,True,True
2006-12-08,0.9545454545454546,0.9166666666666666,1.0,0.5,0.5,0.9223639455782312,0.863013698630137,0.027777777777777776,0.8702941563223228,0.18080808080808086,0.8619192089206816,recovery_confirmed,neutral,False,False,True,True
2006-12-15,0.9825,0.9175,1.0,0.5,0.5,0.9117424242424242,0.8648648648648649,0.0273972602739726,0.8603242888064319,0.17361472602739736,0.8534499623012344,calm_trend,calm,False,False,True,True
2006-12-22,1.0,1.0,1.0,0.5,0.5,0.9341250000000001,0.8666666666666667,0.05405405405405406,0.8658863636363636,0.15540540540540548,0.85872067977068,calm_trend,calm,False,False,True,True
2006-12-29,0.9681372549019608,1.0,1.0,0.5,0.5,0.9500000000000001,0.7631578947368421,0.013333333333333334,0.8901187500000001,0.1592990196078432,0.8814600000000001,calm_trend,calm,False,False,True,True
2007-01-05,0.9296116504854369,0.9490291262135923,1.0,0.5,0.5,0.9436274509803922,0.7662337662337663,0.02631578947368421,0.8845343137254904,0.18042284108329087,0.8701424148606812,calm_trend,calm,False,False,True,True
2007-01-12,0.9302884615384616,1.0,1.0,0.5,0.5,0.9282766990291264,0.7692307692307693,0.012987012987012988,0.8637528555111367,0.16872658591408596,0.8508864569658403,calm_trend,calm,False,False,True,True
2007-01-19,0.8238095238095238,0.8999999999999999,1.0,0.5,0.5,0.9360576923076924,1.0,0.14102564102564102,0.8718136202389843,0.2281501831501832,0.8579473487677372,calm_trend,calm,False,False,True,True
2007-01-26,0.8466981132075472,0.7877358490566038,1.0,0.5,0.5,0.8997619047619049,0.8625,0.0759493670886076,0.826361034798535,0.23837323859565318,0.8294835164835166,calm_trend,calm,False,False,True,True
2007-02-02,0.8504672897196262,0.8761682242990654,1.0,0.5,0.5,0.8875000000000001,0.8641975308641975,0.125,0.8041859838274935,0.22464953271028043,0.8007119047619049,calm_trend,calm,False,False,True,True
2007-02-09,0.8032407407407407,0.8287037037037037,1.0,0.5,0.5,0.9015186915887851,1.0,0.4691358024691358,0.8209754672897196,0.28036265432098784,0.815674281758394,calm_trend,calm,False,False,True,True
2007-02-16,0.8990825688073395,1.0,1.0,0.5,0.5,0.8849537037037037,0.8554216867469879,0.21951219512195122,0.8017787296642438,0.19718057731036032,0.8061874350986502,calm_trend,calm,False,False,True,True
2007-02-23,0.9022727272727272,1.0,1.0,0.5,0.5,0.929816513761468,1.0,0.5180722891566265,0.8575136977573905,0.22623904709748088,0.8486977103111734,calm_trend,calm,False,False,True,True
2007-03-02,0.9572072072072072,1.0,1.0,0.5,0.5,0.9304545454545455,1.0,0.3333333333333333,0.865040658882402,0.19403153153153163,0.8653160967472895,calm_trend,calm,False,False,True,True
2007-03-09,0.9575892857142857,1.0,1.0,0.5,0.5,0.9414414414414415,1.0,0.21176470588235294,0.8788699836199836,0.18177914915966387,0.8786024570024571,neutral_mixed,neutral,False,False,True,True
2007-03-16,0.6216814159292036,0.6460176991150443,0.336283185840708,0.5,0.5,0.9250544425087108,1.0,0.2558139534883721,0.8806135376447879,0.44051502366742135,0.8804520592020593,neutral_mixed,neutral,False,False,True,True
2007-03-23,0.7171052631578947,0.6842105263157895,0.39473684210526316,0.5,0.5,0.7386021963962043,1.0,0.27586206896551724,0.590638697349758,0.40225725952813063,0.6273007461996238,neutral_mixed,neutral,False,False,True,True
2007-03-30,0.6391304347826087,0.6108695652173913,0.2782608695652174,0.5,0.5,0.7694548872180452,0.8089887640449438,0.22727272727272727,0.605856118933115,0.44903162055335966,0.6365974040549716,neutral_mixed,neutral,False,False,True,True
2007-04-06,0.9568965517241379,0.8211206896551724,1.0,0.4576923076923076,0.5,0.7314002557544758,0.8111111111111111,0.06741573033707865,0.5530269287348808,0.2096394510177927,0.5795216730149751,neutral_mixed,neutral,False,False,True,True
2007-04-13,0.8333333333333334,0.732905982905983,0.5555555555555556,0.4528301886792452,0.5,0.8946189701437296,0.6703296703296703,0.1111111111111111,0.8089275449944712,0.3299387195613611,0.7980706810621839,neutral_mixed,neutral,False,False,True,True
2007-04-20,0.972457627118644,0.8898305084745763,1.0,0.4481481481481481,0.5,0.811923897146734,0.6739130434782609,0.10989010989010989,0.695501505415125,0.19768628029221258,0.6985104038962522,neutral_mixed,neutral,False,False,True,True
2007-04-27,0.8739495798319328,0.8151260504201681,0.3949579831932773,0.4436363636363636,0.5,0.9074400074188209,0.8172043010752689,0.25,0.8376839078614013,0.342698242933537,0.8176797059638492,neutral_mixed,neutral,False,False,True,True
2007-05-04,0.9729166666666667,1.0,1.0,0.4392857142857143,0.5,0.8157497188865332,0.8191489361702128,0.043010752688172046,0.6909838391571318,0.17017905145929335,0.7071228884341096,neutral_mixed,neutral,False,False,True,True
2007-05-11,0.9896694214876033,1.0,1.0,0.43157894736842106,0.5,0.9235119047619048,0.8210526315789474,0.05319148936170213,0.8595201959282182,0.16816495145900623,0.8458831769063438,neutral_mixed,neutral,False,False,True,True
2007-05-18,0.9118852459016393,0.9426229508196722,0.5491803278688525,0.4275862068965517,0.5,0.9262566141991979,0.8229166666666666,0.30526315789473685,0.8791020358230288,0.29251543393531887,0.866335197497877,neutral_mixed,neutral,False,False,True,True
2007-05-25,0.9126016260162602,0.943089430894309,0.5528455284552846,0.423728813559322,0.5,0.8567732322363409,0.8247422680412371,0.19791666666666666,0.7580290800326498,0.2815372226815489,0.7652798457224087,neutral_mixed,neutral,False,False,True,True
2007-06-01,0.6935483870967741,0.9435483870967742,0.5564516129032258,0.41999999999999993,0.5,0.857125045006601,1.0,0.4845360824742268,0.7482262645653671,0.3648890921183905,0.7546514832251311,neutral_mixed,neutral,False,False,True,True
2007-06-08,0.6459999999999999,0.882,0.56,0.41639344262295075,0.5,0.8135253946465342,1.0,0.3877551020408163,0.6939558535251837,0.37941649381063913,0.7128625878462176,neutral_mixed,neutral,False,False,True,True
2007-06-15,0.7519841269841269,1.0,1.0,0.4161290322580645,0.5,0.7949288179465056,1.0,0.6060606060606061,0.6635681534592752,0.28519067402131926,0.6835312762581995,neutral_mixed,neutral,False,False,True,True
2007-06-22,0.5374015748031497,0.8956692913385826,1.0,0.42222222222222217,0.5,0.8779472286226319,1.0,0.55,0.7988482576638141,0.3531824146981627,0.797600285218599,neutral_mixed,neutral,False,False,True,True
2007-06-29,0.689453125,0.9375,1.0,0.428125,0.5,0.8201354051104437,1.0,0.5544554455445545,0.737398558484121,0.30636351330445544,0.7413350736399886,neutral_mixed,neutral,False,False,True,True
2007-07-06,0.5523255813953488,0.7596899224806202,1.0,0.41846153846153844,0.5,0.8575526147959184,1.0,0.5392156862745098,0.7756960920165666,0.37613295801325886,0.7768154148176711,neutral_mixed,neutral,False,False,True,True
2007-07-13,0.5826923076923076,0.7423076923076923,1.0,0.406060606060606,0.5,0.802628394860953,1.0,0.3300970873786408,0.7104984259105029,0.35296600244415777,0.7167261285641271,neutral_mixed,neutral,False,False,True,True
2007-07-20,0.616412213740458,0.8091603053435115,1.0,0.4029850746268656,0.5,0.8049906759906761,1.0,0.3557692307692308,0.7051349352198191,0.33419404737907654,0.7106093543665637,neutral_mixed,neutral,False,False,True,True
2007-07-27,0.7140151515151515,0.8977272727272727,1.0,0.40294117647058814,0.5,0.8215886593786417,1.0,0.7047619047619048,0.7269822233651049,0.3269857715813599,0.7307445033732742,neutral_mixed,neutral,False,False,True,True
2007-08-03,0.7218045112781956,0.4680451127819549,0.5338345864661654,0.40289855072463765,0.5,0.854520944741533,1.0,0.6698113207547169,0.7715816589780976,0.47741101112091133,0.7727616721315986,stressed_panic,stressed,False,False,True,True
2007-08-10,0.3208955223880597,0.23507462686567165,0.3582089552238806,0.4028571428571428,0.5,0.7450056887743656,1.0,0.8411214953271028,0.5992950644528667,0.6677134288504075,0.6279659140877072,stressed_panic,stressed,False,False,False,True
2007-08-17,0.29074074074074074,0.24074074074074073,0.362962962962963,0.4056338028169013,0.5,0.6123116141979179,1.0,0.4722222222222222,0.40091716461679444,0.6360993740219092,0.44418555839153173,stressed_panic,stressed,False,False,False,True
2007-08-24,0.3492647058823529,0.2849264705882353,0.36764705882352944,0.4083333333333333,0.5,0.6078836417195986,1.0,0.6697247706422018,0.3758360483373038,0.6312739476524555,0.4178310997948802,stressed_panic,stressed,False,False,False,True
2007-08-31,0.21532846715328469,0.1897810218978102,0.24087591240875914,0.410958904109589,0.5,0.6269546568627451,1.0,0.6,0.3998467619442143,0.6954364563543646,0.4401952062045475,stressed_panic,stressed,False,False,False,True
2007-09-07,0.4402173913043478,0.3586956521739131,0.37681159420289856,0.4135135135135135,0.5,0.5734810342495162,1.0,0.8648648648648649,0.3251025925900057,0.6111442420681552,0.3740073756349855,stressed_panic,stressed,False,False,False,True
2007-09-14,0.5701438848920863,0.30935251798561153,0.381294964028777,0.4159999999999999,0.5,0.6576450427409507,1.0,0.4642857142857143,0.43452930359022807,0.547427852004111,0.4718858334783558,stressed_panic,stressed,False,False,False,True
2007-09-21,0.47678571428571426,0.3125,0.38571428571428573,0.4184210526315789,0.5,0.6769258569614895,0.7105263157894737,0.17699115044247787,0.47091222403704186,0.5403823857209396,0.5086683866946672,stressed_panic,stressed,False,False,False,True
