variant,scenario,max_offense_increase,max_offense_reduction,transition_boost,deterioration_cut,ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar_5,avg_turnover,cost_drag,n_weeks,avg_BIL,avg_SPY,avg_offense,avg_defense,holdout_2020_sharpe,y2022_sharpe,stressed_panic_sharpe
c4_final_bounded_safety_check,base,0.03,0.07,mild,medium,0.07179021826215348,0.07632974071034307,0.940527474534255,-0.11662281653708206,0.6155760973182006,-0.025448120618713693,0.0631148428030353,0.06999436066856615,1110,0.26460245518203984,0.06062168399902799,0.4179826267581758,0.5434013469599722,1.0834125396189318,-0.2166846749702209,0.4778592018917879
c4_final_bounded_safety_check,max_inc_0pct,0.0,0.07,mild,medium,0.07117361658399424,0.07576956330222329,0.9393431013994746,-0.11680481823155309,0.6093380192835893,-0.025265334812911877,0.062238048733897815,0.06902199604589268,1110,0.2702299293169805,0.06012432863845071,0.4144842596526322,0.5471823682142801,1.0838472881530319,-0.21489406724073315,0.4781790079123075
c4_final_bounded_safety_check,max_inc_2pct,0.02,0.07,mild,medium,0.0715864472665444,0.07615797796592712,0.9399730557259803,-0.11672751630832623,0.613278252896726,-0.025393821833299354,0.0628281021098453,0.06967636523981843,1110,0.2663893398676497,0.060462763789738506,0.4168755680238307,0.5445987743983516,1.083564642237971,-0.2160871998026379,0.47796810384759847
c4_final_bounded_safety_check,max_inc_5pct,0.05,0.07,mild,medium,0.07179021826215348,0.07632974071034307,0.940527474534255,-0.11662281653708206,0.6155760973182006,-0.025448120618713693,0.0631148428030353,0.06999436066856615,1110,0.26460245518203984,0.06062168399902799,0.4179826267581758,0.5434013469599722,1.0834125396189318,-0.2166846749702209,0.4778592018917879
c4_final_bounded_safety_check,max_red_3pct,0.03,0.03,mild,mild,0.07187474378478775,0.0764363241288767,0.9403218247858464,-0.11662281653708206,0.6163008742113002,-0.02546911619877577,0.06302028990074816,0.06988950149992972,1110,0.26367005481675315,0.060674578592957704,0.41834686035975543,0.5429452523092578,1.084051265833052,-0.21941941340418658,0.4803013111027338
c4_final_bounded_safety_check,max_red_5pct,0.03,0.05,mild,medium,0.07179021826215348,0.07632974071034307,0.940527474534255,-0.11662281653708206,0.6155760973182006,-0.025448120618713693,0.0631148428030353,0.06999436066856615,1110,0.26460245518203984,0.06062168399902799,0.4179826267581758,0.5434013469599722,1.0834125396189318,-0.2166846749702209,0.4778592018917879
c4_final_bounded_safety_check,transition_medium,0.03,0.07,medium,medium,0.07179021826215348,0.07632974071034307,0.940527474534255,-0.11662281653708206,0.6155760973182006,-0.025448120618713693,0.0631148428030353,0.06999436066856615,1110,0.26460245518203984,0.06062168399902799,0.4179826267581758,0.5434013469599722,1.0834125396189318,-0.2166846749702209,0.4778592018917879
c4_final_bounded_safety_check,deterioration_mild,0.03,0.07,mild,mild,0.07179021826215348,0.07632974071034307,0.940527474534255,-0.11662281653708206,0.6155760973182006,-0.025448120618713693,0.0631148428030353,0.06999436066856615,1110,0.26460245518203984,0.06062168399902799,0.4179826267581758,0.5434013469599722,1.0834125396189318,-0.2166846749702209,0.4778592018917879
c4_regime_multiplier_confidence_offset,base,0.03,0.07,mild,medium,0.07163884176566859,0.0762957873387113,0.9389619566756886,-0.11744180689905381,0.6099943764254683,-0.02543608369946539,0.06349258017990025,0.07041327141950939,1110,0.2652404890716984,0.06048756963481958,0.4178998900253373,0.5431389431836516,1.080512885045169,-0.20780970565594464,0.4730300812549387
c4_regime_multiplier_confidence_offset,max_inc_0pct,0.0,0.07,mild,medium,0.07102227147822138,0.07579472677109232,0.9370344680140581,-0.11773854403501682,0.6032202288580919,-0.025278811858648508,0.0624163322297223,0.06921971244276204,1110,0.2703485713149427,0.060026608165657275,0.4146964433321074,0.5466031316287934,1.0806501132066975,-0.2065464721710405,0.4733489005969139
c4_regime_multiplier_confidence_offset,max_inc_2pct,0.02,0.07,mild,medium,0.07144925964436344,0.07613421776652489,0.9384644873277813,-0.117540718633667,0.6078681539037174,-0.025384715779779892,0.06312731179255039,0.07000818877793838,1110,0.2669068941716751,0.06033733128969216,0.4168607522099111,0.5442625393646625,1.080576371493158,-0.2073887745443256,0.4731392871218182
c4_regime_multiplier_confidence_offset,max_inc_5pct,0.05,0.07,mild,medium,0.07200948191694145,0.07661767397173624,0.9398547121582583,-0.1172439853619488,0.6141848700778806,-0.02553778323842327,0.06421171987928104,0.07121079734612268,1110,0.2620037799244263,0.060780245807705975,0.41990397684937647,0.5409702003124345,1.0803264895646358,-0.20866494423046608,0.47280702725591905
c4_regime_multiplier_confidence_offset,max_red_3pct,0.03,0.03,mild,mild,0.07184584544847183,0.07653219268166306,0.938766327358682,-0.11744180689905359,0.6117569828453551,-0.025492264560190468,0.06313049731550256,0.07001172152289235,1110,0.26308709206972314,0.06061897361060112,0.41878066536300496,0.5420647706787507,1.0824138803293264,-0.21165378830020373,0.47792077197058874
c4_regime_multiplier_confidence_offset,max_red_5pct,0.03,0.05,mild,medium,0.07174278555657287,0.07641351220714526,0.9388756449525476,-0.1174418068990537,0.6108794427715072,-0.025464171480252432,0.06330431101287662,0.07020448091328016,1110,0.26416379057071077,0.06055327162271035,0.4183402776941711,0.5426018569312011,1.0814775579932747,-0.20974130464193827,0.47550571704592914
c4_regime_multiplier_confidence_offset,transition_medium,0.03,0.07,medium,medium,0.07163884176566859,0.0762957873387113,0.9389619566756886,-0.11744180689905381,0.6099943764254683,-0.02543608369946539,0.06349258017990025,0.07041327141950939,1110,0.2652404890716984,0.06048756963481958,0.4178998900253373,0.5431389431836516,1.080512885045169,-0.20780970565594464,0.4730300812549387
c4_regime_multiplier_confidence_offset,deterioration_mild,0.03,0.07,mild,mild,0.07163884176566859,0.0762957873387113,0.9389619566756886,-0.11744180689905381,0.6099943764254683,-0.02543608369946539,0.06349258017990025,0.07041327141950939,1110,0.2652404890716984,0.06048756963481958,0.4178998900253373,0.5431389431836516,1.080512885045169,-0.20780970565594464,0.4730300812549387
