halfspread_bps,cand_ann_return,prod_ann_return,delta_ann_return,cand_sharpe,prod_sharpe,delta_sharpe,cand_max_dd,cand_cvar5,cand_calmar
0,0.06562475523215405,0.06275440458600534,0.0028703506461487116,0.8566540353280989,0.8008624109549246,0.05579162437317431,-0.1269898717704896,-0.026078937760873,0.5167715686079163
5,0.06391447157047447,0.06120427681737284,0.0027101947531016357,0.83433673554352,0.7811728386405778,0.0531638969029421,-0.12726860697368259,-0.026118379088252677,0.5022013919244918
10,0.06220670674622175,0.05965622791986869,0.0025504788263530642,0.8120292245535086,0.7614888286344553,0.05054039591905324,-0.12754733310743227,-0.026158051476315964,0.48771467995983464
