halfspread_bps,cand_ann_return,prod_ann_return,delta_ann_return,cand_sharpe,prod_sharpe,delta_sharpe,cand_max_dd,cand_cvar5,cand_calmar
0,0.0634621923952472,0.06275440458600534,0.0007077878092418555,0.8040927916575293,0.8008624109549246,0.0032303807026047293,-0.1494037002331391,-0.02713892414945915,0.4247698838530554
5,0.061874146735345636,0.06120427681737284,0.0006698699179727985,0.7840703964298056,0.7811728386405778,0.0028975577892277338,-0.14962360616788173,-0.027168582394881836,0.4135319841571067
10,0.06028829068051933,0.05965622791986869,0.0006320627606506424,0.7640548912935659,0.7614888286344553,0.002566062659110524,-0.14984350579263483,-0.027198240640304516,0.40234169883846005
