series,metric,point_estimate,ci_lo_5pct,ci_hi_95pct,n_samples
candidate,ann_return,0.060388839368241465,0.03718099070918211,0.08555783245423562,1000
candidate,sharpe,0.7815097940226744,0.4669322789018003,1.151911766530484,1000
candidate,max_drawdown,-0.14418048984626863,-0.20455270627632732,-0.09508131418266305,1000
candidate,cvar_5,-0.02667320405192301,-0.031026678637225764,-0.02250451589710298,1000
production,ann_return,0.06898764270531332,0.04592930760813796,0.09446031328669531,1000
production,sharpe,0.8852468248276507,0.5721725271687458,1.2544836411914937,1000
production,max_drawdown,-0.139754039463866,-0.1913316711632996,-0.09066387170558143,1000
production,cvar_5,-0.026181041847003924,-0.030385209222383493,-0.022159609447855694,1000
