as_of,market_state,refined_state,deterioration_rank,defensive_overlay_hint,risk_state,production_BIL,production_SPY,biggest_4w_move_abs,driver
2026-04-10,recovery_confirmed,recovery_confirmed,,-1,neutral,0.2106132903036579,0.0482199450356302,0.0665709821930844,regime-driven (state transition in the last 4 weeks); allocator-driven (>10% L1 weight change in last 4 weeks); market-driven (largest ETF moved >5% over 4 weeks)
