,market_state,market_state_stable,market_state_reason,risk_state,signal_environment,risk_regime_score,market_drawdown,market_trend_positive,breadth_sma_43,breadth_26w_mom,breadth_13w_mom,breadth_change_4w,canary_breadth_default,canary_breadth_pair,recent_stress_26w,avg_corr_risk_off_z,google_fear_z_tradable,transition_persistence_prob,transition_good_state_prob,transition_non_stress_prob
2009-01-02,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.1804090948313943,-0.38781578742883194,0.0,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.0,0.5,1.0,2.094284257263767,0.8597667067274817,0.8833333333333333,0.016666666666666666,0.11666666666666667
2009-01-09,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.1373866943662885,-0.41330138315867715,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.07142857142857142,0.0,0.5,1.0,1.916618678913663,0.8597667067274817,0.8852459016393442,0.01639344262295082,0.11475409836065574
2009-01-16,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.8984699224033801,-0.43984100349820887,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.5,1.0,1.801614193350592,0.1629106624542866,0.8870967741935484,0.016129032258064516,0.11290322580645161
2009-01-23,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.8763981588871493,-0.4526825979207516,0.0,0.21428571428571427,0.14285714285714285,0.5,0.0,0.0,0.5,1.0,1.7846515821418532,0.147782565883863,0.8888888888888888,0.015873015873015872,0.1111111111111111
2009-01-30,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.8811650229000962,-0.45452623924582636,0.0,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.0,0.0,0.5,1.0,1.7320838599099593,0.1324816585874716,0.890625,0.015625,0.109375
2009-02-06,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.8758824669140883,-0.4271969678388349,0.0,0.21428571428571427,0.14285714285714285,0.5,0.07142857142857142,0.0,0.5,1.0,1.6397221746663808,0.1324816585874716,0.8923076923076924,0.015384615384615385,0.1076923076923077
2009-02-13,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.8335949994884513,-0.4549874845097922,0.0,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.07142857142857142,0.0,0.5,1.0,1.567583183687009,0.1324816585874716,0.8939393939393939,0.015151515151515152,0.10606060606060606
2009-02-20,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.9597608302427925,-0.490153768803551,0.0,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.0,0.0,0.5,1.0,1.5144559099923536,1.0009101279409518,0.8955223880597015,0.014925373134328358,0.1044776119402985
2009-02-27,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,1.0693253999612844,-0.5131370222374012,0.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,-0.07142857142857142,0.0,0.5,1.0,1.4564581637154947,0.9743990350792444,0.8970588235294118,0.014705882352941176,0.10294117647058823
2009-03-06,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.8937924843880833,-0.546130194488375,0.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,-0.07142857142857142,0.0,0.5,1.0,1.4287297815201128,0.961297267764608,0.8985507246376812,0.014492753623188406,0.10144927536231885
2009-03-13,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.9926153639911881,-0.4989125164726771,0.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,-0.07142857142857142,0.0,0.5,1.0,1.3820959080995652,0.961297267764608,0.9,0.014285714285714285,0.1
2009-03-20,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.8912128078870027,-0.49121370196953484,0.0,0.14285714285714285,0.21428571428571427,0.14285714285714285,-0.07142857142857142,0.0,0.5,1.0,1.3099523668371698,1.1529152957740416,0.9014084507042254,0.014084507042253521,0.09859154929577464
2009-03-27,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.8850770655663709,-0.4587140659297323,0.0,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.0,0.0,0.5,1.0,1.3720018664868276,1.1207700779487917,0.9027777777777778,0.013888888888888888,0.09722222222222222
2009-04-03,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",stressed,reversal_friendly,0.7930516191404806,-0.4411377254930089,0.0,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.0,0.0,0.5,1.0,1.2481124883405743,1.1033508258661198,0.9041095890410958,0.0136986301369863,0.0958904109589041
2009-04-10,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",neutral,reversal_friendly,0.7159331237920772,-0.4308572154087179,0.0,0.21428571428571427,0.5714285714285714,0.21428571428571427,0.07142857142857142,0.0,0.5,1.0,1.0501944052896888,1.1033508258661198,0.9054054054054054,0.013513513513513514,0.0945945945945946
2009-04-17,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",neutral,reversal_friendly,0.40559077375134317,-0.4224334691408128,0.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.0,0.5,1.0,0.24484644787394658,0.2978596746154919,0.9066666666666666,0.013333333333333334,0.09333333333333334
2009-04-24,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",neutral,reversal_friendly,0.33898547943988017,-0.42521966260357236,0.0,0.2857142857142857,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.0,0.5,1.0,0.3101699915020898,0.2823176088833036,0.9078947368421053,0.013157894736842105,0.09210526315789473
2009-05-01,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",neutral,reversal_friendly,0.4223329704926799,-0.4170611486796816,0.0,0.2857142857142857,0.5,0.7142857142857143,0.14285714285714285,0.0,0.5,1.0,0.2978029541622891,0.2666857512162386,0.9090909090909091,0.012987012987012988,0.09090909090909091
2009-05-08,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.42023238068652136,-0.38330137560122135,0.0,0.35714285714285715,0.8571428571428571,0.7857142857142857,0.14285714285714288,0.0,0.5,1.0,0.34795885194423665,0.2666857512162386,0.8793103448275862,0.0603448275862069,0.9396551724137931
2009-05-15,stressed_panic,stressed_panic,"stress state, weak breadth, or deep drawdown",neutral,reversal_friendly,0.3003848714890655,-0.41162280353713665,0.0,0.2857142857142857,0.8571428571428571,0.7857142857142857,0.0,0.0,0.5,1.0,0.39425307764259865,-0.1627632741892742,0.8987341772151899,0.012658227848101266,0.10126582278481013
2009-05-22,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.31293537412416056,-0.40956648853743516,0.0,0.5714285714285714,0.8571428571428571,0.7857142857142857,0.2857142857142857,0.0,0.5,1.0,0.28598410582792744,-0.1756443778507374,0.8717948717948718,0.05982905982905983,0.9316239316239316
2009-05-29,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,0.2714970309608685,-0.3862861583892946,0.0,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.3571428571428572,0.0,0.5,1.0,0.394083541725004,-0.1887439570824061,0.8717948717948718,0.05982905982905983,0.9316239316239316
2009-06-05,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,reversal_friendly,0.13786368302383586,-0.3728883008730304,1.0,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.0,0.5,1.0,0.2317554263597447,-0.1887439570824061,,,
2009-06-12,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,reversal_friendly,0.07116099120061195,-0.3693729846927857,1.0,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.5,0.0,0.5,1.0,0.23113208982795083,-0.1887439570824061,,,
2009-06-19,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,reversal_friendly,-0.11408111195384651,-0.38608780952848143,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.2142857142857143,0.0,0.5,1.0,-0.08124057012076308,-0.7790255415515077,,,
2009-06-26,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,reversal_friendly,-0.18753866867160945,-0.38742176916878224,1.0,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.1428571428571428,0.0,0.5,1.0,-0.24690713216588878,-0.7973852584003756,,,
2009-07-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.251144276821987,-0.40096191296517947,1.0,0.7142857142857143,0.5714285714285714,0.8571428571428571,-0.0714285714285714,0.0,0.5,1.0,-0.12772158214651028,-0.7883841289779484,0.865546218487395,0.06722689075630252,0.9327731092436975
2009-07-10,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.19859271127020062,-0.41330158927110605,1.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,-0.1428571428571428,0.0,0.5,1.0,-0.08923082106360262,-0.7883841289779484,0.865546218487395,0.06722689075630252,0.9327731092436975
2009-07-17,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.2447318497436079,-0.37214712057845045,1.0,0.7142857142857143,0.7142857142857143,0.7857142857142857,-0.0714285714285714,0.0,0.5,1.0,-0.039991965350494756,-1.1162610039690408,0.8666666666666667,0.06666666666666667,0.9333333333333333
2009-07-24,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.36811571491012884,-0.34593442890333825,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.0,0.0,0.5,1.0,-0.2116440095888693,-1.1306735438001985,0.8677685950413223,0.06611570247933884,0.9338842975206612
2009-07-31,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,reversal_friendly,-0.35259100962336815,-0.34093159932320927,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.1428571428571428,0.0,0.5,1.0,-0.24774278973049782,-1.1454205150564425,0.5,0.5,0.9
2009-08-07,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,reversal_friendly,-0.2881312680919902,-0.32498990220858404,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.2142857142857142,0.0,0.5,1.0,-0.17454099041003393,-1.1454205150564425,0.5,0.5,0.9
2009-08-14,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,reversal_friendly,-0.3168044544445491,-0.3277248767327442,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.1428571428571428,0.0,0.5,1.0,-0.13455756024078241,-1.1454205150564425,0.5454545454545454,0.5454545454545454,0.9090909090909091
2009-08-21,recovery_fragile,recovery_fragile,recent stress with improving breadth but confirmation still partial,neutral,reversal_friendly,-0.3744328783314619,-0.31318405709369246,1.0,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.0714285714285714,0.0,0.5,1.0,-0.15225675232767705,-1.137492409291844,0.5833333333333334,0.5833333333333334,0.9166666666666666
2009-08-28,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.3927764467749361,-0.3104490825695322,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.2,0.5,1.0,-0.2072399332134364,-1.140730372855253,0.8617886178861789,0.07317073170731707,0.9349593495934959
2009-09-04,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-1.4120918213720186,-0.3192535871978899,1.0,0.7857142857142857,0.8571428571428571,0.8571428571428571,-0.0714285714285714,0.0,0.5,1.0,-0.8802763088893378,-1.1226502060477808,0.7727272727272727,0.8181818181818182,1.0
2009-09-11,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-0.5526235906044816,-0.3011778706978411,1.0,0.7857142857142857,0.8571428571428571,0.8571428571428571,-0.0714285714285714,0.0,0.5,1.0,-1.4010367312081662,-1.1226502060477808,0.7727272727272727,0.8181818181818182,1.0
2009-09-18,neutral_mixed,neutral_mixed,mixed inputs,neutral,reversal_friendly,-0.4811884295568718,-0.28478052770690376,1.0,0.7857142857142857,0.7857142857142857,0.8571428571428571,-0.0714285714285714,0.2,0.5,1.0,-1.4152694425286867,-0.7746423809391706,0.8548387096774194,0.08064516129032258,0.9354838709677419
2009-09-25,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-1.1696062312601154,-0.2999938234975452,1.0,0.7857142857142857,0.8571428571428571,0.8571428571428571,-0.0714285714285714,0.4,1.0,1.0,-1.5691177870472528,-0.7816569142115236,0.75,0.7916666666666666,1.0
2009-10-02,calm_trend,calm_trend,calm regime with strong trend breadth,calm,reversal_friendly,-1.1903359331180874,-0.31312957470830105,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.0714285714285714,0.6,1.0,0.0,-1.3613150825980418,-0.7887499283855399,0.75,0.7916666666666666,1.0
2009-10-09,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0255586452713146,-0.2811618117914585,1.0,0.7857142857142857,0.7857142857142857,0.9285714285714286,0.0,0.6,1.0,0.0,-0.9821861545576225,-0.7887499283855399,0.76,0.8,1.0
2009-10-16,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.975823332624878,-0.27023750953527625,1.0,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.0714285714285714,0.8,1.0,0.0,-0.7945080776389709,-0.6002654564953818,0.7692307692307693,0.8076923076923077,1.0
2009-10-23,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0944203284002216,-0.27566616739365957,1.0,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.0714285714285714,0.8,1.0,0.0,-0.76100408202118,-0.6076917525459826,0.7777777777777778,0.8148148148148148,1.0
2009-10-30,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9625513378009154,-0.30595823626296725,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.8,1.0,0.0,-0.6358397976874866,-0.6152034806610632,0.7857142857142857,0.8214285714285714,1.0
2009-11-06,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.5815892658959282,-0.28203284291629027,1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.0714285714285714,0.8,1.0,0.0,-0.13749928510078907,-0.6152034806610632,0.7931034482758621,0.8275862068965517,1.0
2009-11-13,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7639711772723632,-0.2653452249212187,1.0,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.0,0.8,1.0,0.0,-0.20522645005150233,-0.6152034806610632,0.8,0.8333333333333334,1.0
2009-11-20,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7759034312245178,-0.26661872491568794,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.8,1.0,0.0,-0.12929051586988657,-0.6533682562825976,0.8064516129032258,0.8387096774193549,1.0
2009-11-27,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.776586175562209,-0.26568050113901165,1.0,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.07142857142857151,0.8,1.0,0.0,0.026396316745176156,-0.6527100476164293,0.8125,0.84375,1.0
2009-12-04,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7437851078718479,-0.25602969887729876,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.8,0.5,0.0,-0.2907262594076127,-0.6462892988273379,0.8181818181818182,0.8484848484848485,1.0
2009-12-11,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8839730866929083,-0.2553595586665708,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.0,0.8,0.5,0.0,-0.3459666438647806,-0.6462892988273379,0.8235294117647058,0.8529411764705882,1.0
2009-12-18,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9169176882985692,-0.25741504921655634,1.0,0.8571428571428571,0.9285714285714286,0.5714285714285714,0.0,0.8,0.5,0.0,-0.08682331005920559,-0.9790869231706112,0.8285714285714286,0.8571428571428571,1.0
2009-12-25,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9470769437062947,-0.24211985808747039,1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,-0.07142857142857151,0.8,0.5,0.0,-0.3994265246973683,-0.9818763800378938,0.8333333333333334,0.8611111111111112,1.0
2010-01-01,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0107425404124077,-0.24912754326420117,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.8,0.5,0.0,-0.48473930480698285,-0.9846778389115916,0.8378378378378378,0.8648648648648649,1.0
2010-01-08,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0018876214807233,-0.22803756989873625,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.8,0.5,0.0,-0.701043156231274,-0.9846778389115916,0.8421052631578947,0.868421052631579,1.0
2010-01-15,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.100118503490144,-0.23430373126017212,1.0,0.8571428571428571,0.9285714285714286,0.8571428571428571,0.0,0.8,0.5,0.0,-0.7370093774710107,-0.959011582272942,0.8461538461538461,0.8717948717948718,1.0
2010-01-22,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0950953156777765,-0.264152933223764,1.0,0.8571428571428571,0.9285714285714286,0.5714285714285714,0.0,0.8,0.5,0.0,-0.44104034162307093,-0.934086201002316,0.85,0.875,1.0
2010-01-29,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.7863324251187056,-0.27641579829782736,1.0,0.7857142857142857,0.7857142857142857,0.6428571428571429,-0.0714285714285714,0.8,0.5,0.0,-0.5093279136549548,-0.9098623832688952,0.8536585365853658,0.8780487804878049,1.0
2010-02-05,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9378345191033824,-0.2813343278945073,1.0,0.7857142857142857,0.7857142857142857,0.5,-0.0714285714285714,0.8,0.5,0.0,-0.6723770698218189,-0.9098623832688952,0.8571428571428571,0.8809523809523809,1.0
2010-02-12,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8290221354919914,-0.2720363214070498,1.0,0.7857142857142857,0.7142857142857143,0.21428571428571427,-0.0714285714285714,0.8,0.5,0.0,-0.08241279663802355,-0.9098623832688952,0.8604651162790697,0.8837209302325582,1.0
2010-02-19,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8966812037562256,-0.25114868174269156,1.0,0.8571428571428571,0.7857142857142857,0.42857142857142855,0.0,0.8,0.5,0.0,-0.048828363140033436,-0.6545389993745147,0.8636363636363636,0.8863636363636364,1.0
2010-02-26,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.90914502980954,-0.2538435330473454,1.0,0.7857142857142857,0.7142857142857143,0.5,0.0,0.8,1.0,0.0,0.07251854973228014,-0.643091829919781,0.8666666666666667,0.8888888888888888,1.0
2010-03-05,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9152685607933787,-0.2301937120182027,1.0,0.7857142857142857,0.8571428571428571,0.5714285714285714,0.0,0.8,0.5,0.0,-0.062315401743033336,-0.6368212697697133,0.8695652173913043,0.8913043478260869,1.0
2010-03-12,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9060413275995085,-0.22204086618610863,1.0,0.7857142857142857,0.8571428571428571,0.7142857142857143,0.0,0.8,0.5,0.0,0.20336713607617007,-0.6368212697697133,0.8723404255319149,0.8936170212765957,1.0
2010-03-19,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.0041267642135114,-0.2153865951209203,1.0,0.7857142857142857,0.8571428571428571,0.7142857142857143,-0.0714285714285714,0.8,0.5,0.0,-0.7792259066403134,-0.6197049770001685,0.875,0.8958333333333334,1.0
2010-03-26,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9750413734444233,-0.21125960595563242,1.0,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.0,0.8,0.5,0.0,-0.5333439137061327,-0.6027748320627425,0.8775510204081632,0.8979591836734694,1.0
2010-04-02,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.8761149381860572,-0.20300535280848453,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.0,0.8,0.5,0.0,-0.11739942861314884,-0.5860160652005479,0.88,0.9,1.0
2010-04-09,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9732702503162793,-0.1911655678469557,1.0,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.0,0.8,0.5,0.0,-0.9156671911820855,-0.5860160652005479,0.8823529411764706,0.9019607843137255,1.0
2010-04-16,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.027625799536948,-0.19245115977059135,1.0,0.7857142857142857,0.7857142857142857,0.6428571428571429,0.0,0.8,0.5,0.0,-1.1653621088606751,-0.6386363763540156,0.8846153846153846,0.9038461538461539,1.0
2010-04-23,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-0.9518987487631411,-0.17587532341616507,1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.0,0.8,0.5,0.0,-1.0538780975036233,-0.6238231591322755,0.8867924528301887,0.9056603773584906,1.0
2010-04-30,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.029526494523731,-0.19617210745080627,1.0,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.0714285714285714,0.8,0.5,0.0,-0.8404064611360376,-0.6091834133081293,0.8888888888888888,0.9074074074074074,1.0
2010-05-07,calm_trend,calm_trend,calm regime with strong trend breadth,calm,trend_friendly,-1.070994588927558,-0.24725295072270914,1.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,-0.1428571428571428,0.8,0.5,0.0,-2.257110286506059,-0.6091834133081293,0.8909090909090909,0.9090909090909091,1.0
2010-05-14,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.17433124283190915,-0.2294591960254928,1.0,0.6428571428571429,0.6428571428571429,0.7142857142857143,-0.1428571428571428,0.8,0.5,0.0,0.051070663219000945,-0.6091834133081293,0.848,0.088,0.936
2010-05-21,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.40652186552474945,-0.26179899187662825,0.0,0.5,0.6428571428571429,0.42857142857142855,-0.2857142857142857,0.8,1.0,0.0,-0.13630792223480415,-0.4404053739502545,0.848,0.088,0.936
2010-05-28,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.10142660957674815,-0.260039959703646,0.0,0.5,0.6428571428571429,0.42857142857142855,-0.3571428571428571,0.8,1.0,0.0,0.31717949431294995,-0.4382139564525631,0.8492063492063492,0.0873015873015873,0.9365079365079365
2010-06-04,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2758396495296629,-0.2772924631623843,0.0,0.5,0.5,0.2857142857142857,-0.1428571428571429,0.8,1.0,0.0,0.28188396118217673,-0.4346158664313418,0.8503937007874016,0.08661417322834646,0.937007874015748
2010-06-11,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.13004682251712207,-0.25794262833057935,0.0,0.5,0.5,0.2857142857142857,-0.1428571428571429,0.8,1.0,0.0,0.89842219359379,-0.4346158664313418,0.8515625,0.0859375,0.9375
2010-06-18,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3969341928803491,-0.24047652369128403,1.0,0.6428571428571429,0.6428571428571429,0.35714285714285715,0.1428571428571429,0.8,1.0,0.0,1.0734173788513273,-1.1870352793183858,0.8527131782945736,0.08527131782945736,0.937984496124031
2010-06-25,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.40148240719620787,-0.26671649091116323,0.0,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.0714285714285714,0.8,1.0,0.0,1.7539340538401285,-1.1685256662746353,0.8538461538461538,0.08461538461538462,0.9384615384615385
2010-07-02,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2413851160312363,-0.3052599273536133,0.0,0.35714285714285715,0.35714285714285715,0.21428571428571427,-0.14285714285714285,0.8,1.0,0.0,1.687967207487511,-1.150471787696158,0.8549618320610687,0.08396946564885496,0.9389312977099237
2010-07-09,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.199525942318941,-0.2661044744054052,0.0,0.42857142857142855,0.35714285714285715,0.35714285714285715,-0.07142857142857145,0.8,1.0,0.0,1.6440169121334338,-1.150471787696158,0.8560606060606061,0.08333333333333333,0.9393939393939394
2010-07-16,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2296175462301106,-0.27494168220582615,0.0,0.42857142857142855,0.35714285714285715,0.35714285714285715,-0.21428571428571436,0.8,1.0,0.0,1.2139836724191577,-1.2807710321131904,0.8571428571428571,0.08270676691729323,0.9398496240601504
2010-07-23,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.25833998018473825,-0.249449559582397,1.0,0.7142857142857143,0.6428571428571429,0.35714285714285715,0.1428571428571429,0.8,1.0,0.0,1.1391380095246573,-1.2486511224593695,0.8582089552238806,0.08208955223880597,0.9402985074626866
2010-07-30,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.28594760391933666,-0.2504013867793854,0.0,0.6428571428571429,0.8571428571428571,0.35714285714285715,0.28571428571428575,0.6,1.0,0.0,0.655508434502415,-1.217773687783338,0.8592592592592593,0.08148148148148149,0.9407407407407408
2010-08-06,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.2738063970104489,-0.23599000574572748,1.0,0.9285714285714286,0.9285714285714286,0.7142857142857143,0.5,0.8,1.0,0.0,0.07824154469735645,-1.217773687783338,0.8602941176470589,0.08088235294117647,0.9411764705882353
2010-08-13,neutral_mixed,neutral_mixed,mixed inputs,calm,trend_friendly,-0.5533057206259844,-0.26372538734193496,0.0,0.5,0.7142857142857143,0.5,0.07142857142857145,0.6,1.0,0.0,-0.2997697957774865,-1.217773687783338,0.8613138686131386,0.08029197080291971,0.9416058394160584
2010-08-20,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.3457287835649732,-0.26902762957721604,0.0,0.5,0.5714285714285714,0.7142857142857143,-0.2142857142857143,0.8,1.0,0.0,-0.28163822060578614,-1.2416509056856562,0.8623188405797102,0.07971014492753623,0.9420289855072463
2010-08-27,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.48666519533431574,-0.27358237073676195,0.0,0.5,0.5,0.7142857142857143,-0.1428571428571429,0.8,1.0,0.0,-0.025789384892136658,-1.22678276751241,0.8633093525179856,0.07913669064748201,0.9424460431654677
2010-09-03,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.48038843367931056,-0.24618679983178482,1.0,0.8571428571428571,0.5,0.9285714285714286,-0.07142857142857151,0.8,1.0,0.0,0.02021792545700537,-1.205640940805659,0.8642857142857143,0.07857142857142857,0.9428571428571428
2010-09-10,neutral_mixed,neutral_mixed,mixed inputs,neutral,mixed,-0.49742447490397373,-0.2421760580764365,1.0,0.7857142857142857,0.5,0.8571428571428571,0.2857142857142857,0.6,1.0,0.0,0.011686185236319572,-1.205640940805659,0.8652482269503546,0.07801418439716312,0.9432624113475178
