decision_date,realization_date,net_return
2017-08-04,2017-08-11,-0.016623627136
2017-08-11,2017-08-18,-0.001163806347
2017-08-18,2017-08-25,0.008832069227
2017-08-25,2017-09-01,0.00420599004
2017-09-01,2017-09-08,0.003522215829
2017-09-08,2017-09-15,0.004545827446
2017-09-15,2017-09-22,0.000531143983
2017-09-22,2017-09-29,0.002121460624
2017-09-29,2017-10-06,0.002807678583
2017-10-06,2017-10-13,0.011740492865
2017-10-13,2017-10-20,-0.000293216257
2017-10-20,2017-10-27,0.001958804525
2017-10-27,2017-11-03,0.006610404246
2017-11-03,2017-11-10,-0.005581980525
2017-11-10,2017-11-17,-0.00109901093
2017-11-17,2017-11-24,0.01472049933
2017-11-24,2017-12-01,-0.005467258964
2017-12-01,2017-12-08,-1.05174e-06
2017-12-08,2017-12-15,0.007738178796
2017-12-15,2017-12-22,0.001124674666
2017-12-22,2017-12-29,0.002859275642
2017-12-29,2018-01-05,0.022031648767
2018-01-05,2018-01-12,0.01182543581
2018-01-12,2018-01-19,0.004924251882
2018-01-19,2018-01-26,0.014527134309
2018-01-26,2018-02-02,-0.035702083847
2018-02-02,2018-02-09,-0.047309632221
2018-02-09,2018-02-16,0.042450609005
2018-02-16,2018-02-23,0.004969945301
2018-02-23,2018-03-02,-0.009496060532
2018-03-02,2018-03-09,0.005203290464
2018-03-09,2018-03-16,-0.002313707443
2018-03-16,2018-03-23,-0.006060975505
2018-03-23,2018-03-30,0.003407976986
2018-03-30,2018-04-06,-0.007639084576
2018-04-06,2018-04-13,0.011558223191
2018-04-13,2018-04-20,0.003377165988
2018-04-20,2018-04-27,-0.000703942902
2018-04-27,2018-05-04,0.000299866194
2018-05-04,2018-05-11,0.009407629493
2018-05-11,2018-05-18,-0.001338942682
2018-05-18,2018-05-25,0.000493842237
2018-05-25,2018-06-01,8.7116166e-05
2018-06-01,2018-06-08,0.003399820882
2018-06-08,2018-06-15,-0.004934763138
2018-06-15,2018-06-22,-0.000766614402
2018-06-22,2018-06-29,-0.004255542234
2018-06-29,2018-07-06,0.004700833856
2018-07-06,2018-07-13,-0.003062259818
2018-07-13,2018-07-20,0.00046875278
2018-07-20,2018-07-27,0.001165199156
2018-07-27,2018-08-03,0.006072953147
2018-08-03,2018-08-10,-0.001136685717
2018-08-10,2018-08-17,0.004452354155
2018-08-17,2018-08-24,0.005547862561
2018-08-24,2018-08-31,0.004776694039
2018-08-31,2018-09-07,-0.01115370222
2018-09-07,2018-09-14,0.004867963613
2018-09-14,2018-09-21,-0.000949271044
2018-09-21,2018-09-28,0.000492967441
2018-09-28,2018-10-05,-0.008510384379
2018-10-05,2018-10-12,-0.012651425553
2018-10-12,2018-10-19,-0.001632245909
2018-10-19,2018-10-26,-0.012372255951
2018-10-26,2018-11-02,0.000806335752
2018-11-02,2018-11-09,0.000465036025
2018-11-09,2018-11-16,-0.009341093625
2018-11-16,2018-11-23,-0.022053689504
2018-11-23,2018-11-30,0.014378758481
2018-11-30,2018-12-07,-0.005075490125
2018-12-07,2018-12-14,-0.003593235136
2018-12-14,2018-12-21,-0.020278150515
2018-12-21,2018-12-28,0.003703213666
2018-12-28,2019-01-04,0.003045953398
2019-01-04,2019-01-11,0.006772826552
2019-01-11,2019-01-18,0.004952217746
2019-01-18,2019-01-25,0.001579610344
2019-01-25,2019-02-01,0.003892759119
2019-02-01,2019-02-08,0.001353799
2019-02-08,2019-02-15,0.003635571207
2019-02-15,2019-02-22,0.000741521625
2019-02-22,2019-03-01,-0.01238250327
2019-03-01,2019-03-08,0.006289459483
2019-03-08,2019-03-15,0.006783765348
2019-03-15,2019-03-22,0.009588512265
2019-03-22,2019-03-29,0.005192959711
2019-03-29,2019-04-05,0.002886553201
2019-04-05,2019-04-12,-0.000249712073
2019-04-12,2019-04-19,-0.006998701467
2019-04-19,2019-04-26,0.005860285066
2019-04-26,2019-05-03,0.000850102961
2019-05-03,2019-05-10,-0.013864527718
2019-05-10,2019-05-17,-0.006328166799
2019-05-17,2019-05-24,0.000140868208
2019-05-24,2019-05-31,-0.001699818703
2019-05-31,2019-06-07,0.016777868989
2019-06-07,2019-06-14,0.001218547034
2019-06-14,2019-06-21,0.016112615417
2019-06-21,2019-06-28,0.00032715214
2019-06-28,2019-07-05,0.002690127485
2019-07-05,2019-07-12,-0.003162987977
2019-07-12,2019-07-19,-0.000768152666
2019-07-19,2019-07-26,0.002775611804
2019-07-26,2019-08-02,0.003047919005
2019-08-02,2019-08-09,0.010665260205
2019-08-09,2019-08-16,0.009562830753
2019-08-16,2019-08-23,0.001597482387
2019-08-23,2019-08-30,0.009050879977
2019-08-30,2019-09-06,-0.002690948558
2019-09-06,2019-09-13,-0.02227586626
2019-09-13,2019-09-20,0.018676433814
2019-09-20,2019-09-27,-0.001306630533
2019-09-27,2019-10-04,-0.003287111784
2019-10-04,2019-10-11,0.004039532759
2019-10-11,2019-10-18,0.007545161873
2019-10-18,2019-10-25,0.006102178106
2019-10-25,2019-11-01,0.007835723029
2019-11-01,2019-11-08,-0.009454020635
2019-11-08,2019-11-15,0.006032497334
2019-11-15,2019-11-22,-0.003119557896
2019-11-22,2019-11-29,0.004922968609
2019-11-29,2019-12-06,0.004142567835
2019-12-06,2019-12-13,0.006533061896
2019-12-13,2019-12-20,0.003775816493
2019-12-20,2019-12-27,0.004946474774
2019-12-27,2020-01-03,-0.001800240804
2020-01-03,2020-01-10,0.004757524517
2020-01-10,2020-01-17,0.01045992372
2020-01-17,2020-01-24,-0.004736221289
2020-01-24,2020-01-31,-0.016385632212
2020-01-31,2020-02-07,0.01945188278
2020-02-07,2020-02-14,0.013076454991
2020-02-14,2020-02-21,-0.007781477871
2020-02-21,2020-02-28,-0.07815488579
2020-02-28,2020-03-06,0.018476485408
2020-03-06,2020-03-13,-0.076317198546
2020-03-13,2020-03-20,-0.110963014699
2020-03-20,2020-03-27,0.103979964669
2020-03-27,2020-04-03,-0.003932699162
2020-04-03,2020-04-10,0.009332740162
2020-04-10,2020-04-17,0.007868430958
2020-04-17,2020-04-24,0.00357860837
2020-04-24,2020-05-01,-0.011053882456
2020-05-01,2020-05-08,0.004445495138
2020-05-08,2020-05-15,0.008502833485
2020-05-15,2020-05-22,0.006232401833
2020-05-22,2020-05-29,0.002297700013
2020-05-29,2020-06-05,-0.007945929566
2020-06-05,2020-06-12,0.009873287625
2020-06-12,2020-06-19,0.010445574043
2020-06-19,2020-06-26,0.002659634585
2020-06-26,2020-07-03,0.010577207046
2020-07-03,2020-07-10,0.015173995311
2020-07-10,2020-07-17,0.000300071238
2020-07-17,2020-07-24,0.010811271331
2020-07-24,2020-07-31,0.01593861414
2020-07-31,2020-08-07,0.005659182384
2020-08-07,2020-08-14,-0.019513911368
2020-08-14,2020-08-21,0.006111083005
2020-08-21,2020-08-28,-0.003284129553
2020-08-28,2020-09-04,-0.012359675761
2020-09-04,2020-09-11,-0.011334622262
2020-09-11,2020-09-18,-0.002004045119
2020-09-18,2020-09-25,-0.003337262205
2020-09-25,2020-10-02,-0.002256123266
2020-10-02,2020-10-09,0.018208381379
2020-10-09,2020-10-16,-0.004308385138
2020-10-16,2020-10-23,-0.002525950641
2020-10-23,2020-10-30,-0.026965661609
2020-10-30,2020-11-06,0.043880950249
2020-11-06,2020-11-13,0.007427720383
2020-11-13,2020-11-20,0.009982042192
2020-11-20,2020-11-27,0.012120360858
2020-11-27,2020-12-04,0.001999293276
2020-12-04,2020-12-11,0.000524802076
2020-12-11,2020-12-18,0.010237247921
2020-12-18,2020-12-25,-0.000433860363
2020-12-25,2021-01-01,0.011971139527
2021-01-01,2021-01-08,0.020627351537
2021-01-08,2021-01-15,-0.006244213336
2021-01-15,2021-01-22,0.010743209854
2021-01-22,2021-01-29,-0.02149285431
2021-01-29,2021-02-05,0.037675228521
2021-02-05,2021-02-12,0.018806709087
2021-02-12,2021-02-19,0.00019743688
2021-02-19,2021-02-26,-0.023743586299
2021-02-26,2021-03-05,0.004794872996
2021-03-05,2021-03-12,0.014571596346
2021-03-12,2021-03-19,-0.004862085296
2021-03-19,2021-03-26,-0.001930975095
2021-03-26,2021-04-02,0.002608284951
2021-04-02,2021-04-09,0.011608307262
2021-04-09,2021-04-16,0.011776276057
2021-04-16,2021-04-23,0.005282876098
2021-04-23,2021-04-30,-0.003523773831
2021-04-30,2021-05-07,0.02068429948
2021-05-07,2021-05-14,-0.017541197481
2021-05-14,2021-05-21,-0.001022613024
2021-05-21,2021-05-28,0.015436531506
2021-05-28,2021-06-04,0.009120858777
2021-06-04,2021-06-11,0.007121642396
2021-06-11,2021-06-18,-0.021363877713
2021-06-18,2021-06-25,0.018210894231
2021-06-25,2021-07-02,0.00602963231
2021-07-02,2021-07-09,-0.001800317853
2021-07-09,2021-07-16,-0.007904636442
2021-07-16,2021-07-23,0.011780558544
2021-07-23,2021-07-30,0.003884992909
2021-07-30,2021-08-06,-0.000289085794
2021-08-06,2021-08-13,0.001595971765
2021-08-13,2021-08-20,-0.006274229219
2021-08-20,2021-08-27,0.013972348117
2021-08-27,2021-09-03,0.005766111169
2021-09-03,2021-09-10,-0.009617797152
2021-09-10,2021-09-17,-0.001550026349
2021-09-17,2021-09-24,-0.001308318879
2021-09-24,2021-10-01,-0.01704599897
2021-10-01,2021-10-08,-0.007785530001
2021-10-08,2021-10-15,0.018621102105
2021-10-15,2021-10-22,0.001926919432
2021-10-22,2021-10-29,0.007971683633
2021-10-29,2021-11-05,0.006202146929
2021-11-05,2021-11-12,-0.003464582699
2021-11-12,2021-11-19,0.000292580074
2021-11-19,2021-11-26,-0.01009655454
2021-11-26,2021-12-03,-0.003017374196
2021-12-03,2021-12-10,0.015930171548
2021-12-10,2021-12-17,-0.009254326551
2021-12-17,2021-12-24,0.014509996204
2021-12-24,2021-12-31,0.004017526213
2021-12-31,2022-01-07,-0.021519956884
2022-01-07,2022-01-14,-0.000515598549
2022-01-14,2022-01-21,-0.021041016093
2022-01-21,2022-01-28,-0.003522187475
2022-01-28,2022-02-04,0.0068800993
2022-02-04,2022-02-11,0.006422375275
2022-02-11,2022-02-18,0.000549609445
2022-02-18,2022-02-25,0.001582011886
2022-02-25,2022-03-04,0.043930141584
2022-03-04,2022-03-11,-0.008600602254
2022-03-11,2022-03-18,-0.003894425885
2022-03-18,2022-03-25,0.019833300294
2022-03-25,2022-04-01,-0.006858321067
2022-04-01,2022-04-08,0.006639957189
2022-04-08,2022-04-15,0.00483831716
2022-04-15,2022-04-22,-0.007259616024
2022-04-22,2022-04-29,-0.008198808926
2022-04-29,2022-05-06,-0.009919418851
2022-05-06,2022-05-13,-0.010387058662
2022-05-13,2022-05-20,0.000306728887
2022-05-20,2022-05-27,0.014832502862
2022-05-27,2022-06-03,-0.005506499894
2022-06-03,2022-06-10,-0.000540385289
2022-06-10,2022-06-17,-0.007950910686
2022-06-17,2022-06-24,-0.007579138395
2022-06-24,2022-07-01,-0.016018455168
2022-07-01,2022-07-08,-0.008350581983
2022-07-08,2022-07-15,-0.017211561349
2022-07-15,2022-07-22,-0.001014643223
2022-07-22,2022-07-29,0.023366206075
2022-07-29,2022-08-05,-0.004664221523
2022-08-05,2022-08-12,0.005216940225
2022-08-12,2022-08-19,-0.002991381168
2022-08-19,2022-08-26,0.00268673674
2022-08-26,2022-09-02,-0.003909412707
2022-09-02,2022-09-09,0.00114838728
2022-09-09,2022-09-16,-0.002417028168
2022-09-16,2022-09-23,-0.003133855048
2022-09-23,2022-09-30,-2.0329452e-05
2022-09-30,2022-10-07,0.006456489208
2022-10-07,2022-10-14,-0.003941374585
2022-10-14,2022-10-21,0.002203882141
2022-10-21,2022-10-28,0.001580331518
2022-10-28,2022-11-04,0.004787860676
2022-11-04,2022-11-11,0.001832819572
2022-11-11,2022-11-18,-0.002567927563
2022-11-18,2022-11-25,-0.000521252366
2022-11-25,2022-12-02,0.002467524846
2022-12-02,2022-12-09,-0.003233675354
2022-12-09,2022-12-16,0.001124180783
2022-12-16,2022-12-23,0.002818928948
2022-12-23,2022-12-30,0.0006471483
2022-12-30,2023-01-06,0.009487821997
2023-01-06,2023-01-13,0.020530208037
2023-01-13,2023-01-20,0.004251335839
2023-01-20,2023-01-27,0.005608022063
2023-01-27,2023-02-03,-0.014983858763
2023-02-03,2023-02-10,-0.00612495839
2023-02-10,2023-02-17,-0.005539460044
2023-02-17,2023-02-24,-0.021024263601
2023-02-24,2023-03-03,0.018961261242
2023-03-03,2023-03-10,-0.013567761321
2023-03-10,2023-03-17,-0.001416183617
2023-03-17,2023-03-24,0.01260601705
2023-03-24,2023-03-31,0.019312051065
2023-03-31,2023-04-07,-0.00070076175
2023-04-07,2023-04-14,0.00105966505
2023-04-14,2023-04-21,-0.000939432268
2023-04-21,2023-04-28,0.004788263292
2023-04-28,2023-05-05,0.001315608938
2023-05-05,2023-05-12,-0.006178955964
2023-05-12,2023-05-19,-0.002601944507
2023-05-19,2023-05-26,-0.012641066363
2023-05-26,2023-06-02,0.012718004527
2023-06-02,2023-06-09,0.005337960658
2023-06-09,2023-06-16,0.014699856406
2023-06-16,2023-06-23,-0.019157819321
2023-06-23,2023-06-30,0.007620449848
2023-06-30,2023-07-07,-0.012181130762
2023-07-07,2023-07-14,0.024429672865
2023-07-14,2023-07-21,0.004489154751
2023-07-21,2023-07-28,0.007003217887
2023-07-28,2023-08-04,-0.024509496339
2023-08-04,2023-08-11,-0.003752329784
2023-08-11,2023-08-18,-0.023404563552
2023-08-18,2023-08-25,0.008481706015
2023-08-25,2023-09-01,0.012433680307
2023-09-01,2023-09-08,-0.003605051088
2023-09-08,2023-09-15,0.007815943691
2023-09-15,2023-09-22,-0.013973104105
2023-09-22,2023-09-29,-0.007948444663
2023-09-29,2023-10-06,-0.007774254749
2023-10-06,2023-10-13,0.007633298057
2023-10-13,2023-10-20,-0.010131310006
2023-10-20,2023-10-27,-0.006209006427
2023-10-27,2023-11-03,0.019780127035
2023-11-03,2023-11-10,-0.002962847433
2023-11-10,2023-11-17,0.009137269985
2023-11-17,2023-11-24,0.00151684558
2023-11-24,2023-12-01,0.005654122742
2023-12-01,2023-12-08,-0.000483166452
2023-12-08,2023-12-15,0.014878424271
2023-12-15,2023-12-22,0.004532264191
2023-12-22,2023-12-29,0.000670007907
2023-12-29,2024-01-05,-0.016366214319
2024-01-05,2024-01-12,0.017442959884
2024-01-12,2024-01-19,0.003416047465
2024-01-19,2024-01-26,0.006765459784
2024-01-26,2024-02-02,0.009120893839
2024-02-02,2024-02-09,0.006104724648
2024-02-09,2024-02-16,-0.001851537953
2024-02-16,2024-02-23,0.014343093763
2024-02-23,2024-03-01,0.004608790872
2024-03-01,2024-03-08,0.006197765822
2024-03-08,2024-03-15,0.002677736456
2024-03-15,2024-03-22,0.014102059899
2024-03-22,2024-03-29,0.005392683973
2024-03-29,2024-04-05,-0.003421806838
2024-04-05,2024-04-12,-0.009464537442
2024-04-12,2024-04-19,-0.009130775332
2024-04-19,2024-04-26,0.015903419227
2024-04-26,2024-05-03,-0.008483876561
2024-05-03,2024-05-10,0.008870562231
2024-05-10,2024-05-17,0.003027083744
2024-05-17,2024-05-24,0.002619250284
2024-05-24,2024-05-31,-0.000926823291
2024-05-31,2024-06-07,0.002219433665
2024-06-07,2024-06-14,0.003858457264
2024-06-14,2024-06-21,0.000652213032
2024-06-21,2024-06-28,-0.002376678278
2024-06-28,2024-07-05,0.012261207879
2024-07-05,2024-07-12,0.007693008367
2024-07-12,2024-07-19,-0.01116457041
2024-07-19,2024-07-26,-0.001563628022
2024-07-26,2024-08-02,-0.009893491189
2024-08-02,2024-08-09,0.002241024793
2024-08-09,2024-08-16,0.024933396935
2024-08-16,2024-08-23,0.020162036991
2024-08-23,2024-08-30,-2.5119632e-05
2024-08-30,2024-09-06,-0.021947626312
2024-09-06,2024-09-13,0.025814768856
2024-09-13,2024-09-20,0.010314539375
2024-09-20,2024-09-27,0.00996940987
2024-09-27,2024-10-04,-0.003806509641
2024-10-04,2024-10-11,0.002272867678
2024-10-11,2024-10-18,0.007986276338
2024-10-18,2024-10-25,-0.003436174372
2024-10-25,2024-11-01,-0.006404578038
2024-11-01,2024-11-08,0.014009599961
2024-11-08,2024-11-15,-0.017749288358
2024-11-15,2024-11-22,0.016423091469
2024-11-22,2024-11-29,0.004178137258
2024-11-29,2024-12-06,-0.00140323284
2024-12-06,2024-12-13,-0.006740619107
2024-12-13,2024-12-20,-0.015921248526
2024-12-20,2024-12-27,0.00185295206
2024-12-27,2025-01-03,0.003146402471
2025-01-03,2025-01-10,-0.005098466866
2025-01-10,2025-01-17,0.013816736383
2025-01-17,2025-01-24,0.014160354126
2025-01-24,2025-01-31,0.00068610511
2025-01-31,2025-02-07,0.003867177256
2025-02-07,2025-02-14,0.013379424509
2025-02-14,2025-02-21,-0.003520889893
2025-02-21,2025-02-28,-0.01706589663
2025-02-28,2025-03-07,-0.005073369033
2025-03-07,2025-03-14,-0.001858811578
2025-03-14,2025-03-21,0.00685381568
2025-03-21,2025-03-28,-0.002261236494
2025-03-28,2025-04-04,-0.063487082277
2025-04-04,2025-04-11,0.042283991157
2025-04-11,2025-04-18,0.019508527416
2025-04-18,2025-04-25,0.022302167505
2025-04-25,2025-05-02,-0.009681718434
2025-05-02,2025-05-09,0.006603997275
2025-05-09,2025-05-16,-0.00189021343
2025-05-16,2025-05-23,0.007100942999
2025-05-23,2025-05-30,-0.005141139047
2025-05-30,2025-06-06,0.008831137438
2025-06-06,2025-06-13,-0.001340871311
2025-06-13,2025-06-20,-0.009770332304
2025-06-20,2025-06-27,0.016280261218
2025-06-27,2025-07-04,0.008443098111
2025-07-04,2025-07-11,-0.002284986407
2025-07-11,2025-07-18,0.002230591824
2025-07-18,2025-07-25,0.005231601661
2025-07-25,2025-08-01,-0.011380482508
2025-08-01,2025-08-08,0.011985700506
2025-08-08,2025-08-15,0.006569820188
2025-08-15,2025-08-22,0.006540900412
2025-08-22,2025-08-29,-0.002044323115
2025-08-29,2025-09-05,0.006665645675
2025-09-05,2025-09-12,0.014308635591
2025-09-12,2025-09-19,0.005223327524
2025-09-19,2025-09-26,-0.00291607013
2025-09-26,2025-10-03,0.015836388223
2025-10-03,2025-10-10,-0.014927952055
2025-10-10,2025-10-17,0.029154388083
2025-10-17,2025-10-24,0.002976957454
2025-10-24,2025-10-31,-0.011922596884
2025-10-31,2025-11-07,-0.012065400498
2025-11-07,2025-11-14,0.001842718309
2025-11-14,2025-11-21,-0.012441691087
2025-11-21,2025-11-28,0.025920984498
2025-11-28,2025-12-05,-0.000996709772
2025-12-05,2025-12-12,0.000215769626
2025-12-12,2025-12-19,0.004919501799
2025-12-19,2025-12-26,0.011293857339
2025-12-26,2026-01-02,-0.007756477504
2026-01-02,2026-01-09,0.018363420505
2026-01-09,2026-01-16,0.006200625963
2026-01-16,2026-01-23,0.019213741953
2026-01-23,2026-01-30,-0.00273297595
2026-01-30,2026-02-06,0.008744053693
2026-02-06,2026-02-13,0.011577385211
2026-02-13,2026-02-20,0.009038378531
2026-02-20,2026-02-27,0.006061068958
2026-02-27,2026-03-06,-0.044867291116
2026-03-06,2026-03-13,-0.01627446685
2026-03-13,2026-03-20,-0.025817006827
2026-03-20,2026-03-27,-0.001289494262
2026-03-27,2026-04-03,0.004742433793
2026-04-03,2026-04-10,0.001710259191
2026-04-10,2026-04-17,0.005698018458
2026-04-17,2026-04-24,0.006153968108
2026-04-24,2026-05-01,0.004425028014
2026-05-01,2026-05-08,0.009302811738
2026-05-08,2026-05-15,-0.012773870902
2026-05-15,2026-05-22,0.009767552237
2026-05-22,2026-05-29,0.003999057474
2026-05-29,2026-06-05,-0.02374483559
2026-06-05,2026-06-12,0.012961797113
2026-06-12,2026-06-19,0.004235029316
2026-06-19,2026-06-26,-0.005296315195
2026-06-26,2026-07-03,0.00212201977
2026-07-03,2026-07-10,0.001218397138
2026-07-10,2026-07-17,-0.001347239385
2026-07-17,2026-07-24,-0.002528969983
2026-07-24,2026-07-31,0.002105251205
2026-07-31,2026-08-07,0.018841638809
