candidate,trailing_1y_cagr,trailing_1y_sharpe,trailing_1y_drawdown,ytd_cagr,full_cagr,full_drawdown,trailing_1y_200bps_cagr,recent_return,ytd_return,recent_sharpe,recent_drawdown,full_return_gate,full_drawdown_gate,severe_cost,all_screen_gates,joint_improvement
cash_rel_16w_05_30,0.9133683841914406,2.4646463164571406,-0.14436056190433122,0.892870678862753,0.36504678084528486,-0.2328289535727036,0.783174475283547,False,True,True,True,True,True,False,False,False
cash_rel_16w_05_40,0.9132147558098092,2.447457140462677,-0.1518347240272997,0.8926189643503772,0.35941594240256225,-0.24009055380743416,0.7706466814540447,False,True,True,True,True,True,False,False,False
cash_rel_16w_05_50,0.9129116080113695,2.428233202645317,-0.15927728995385626,0.8921223066250947,0.35374194301357,-0.24732603888667093,0.7580192815662565,False,True,True,True,False,True,False,False,False
cash_rel_39w_05_30,0.9128525368970781,2.4972079887634977,-0.12563457613200313,0.8920255343487062,0.35417377091018887,-0.24398742631127235,0.8131042452976078,False,True,True,True,False,True,False,False,False
cash_rel_39w_05_40,0.9128525368970779,2.4972079887634973,-0.12563457613200302,0.8920255343487009,0.34508158415905377,-0.2555555290406881,0.8131042452976096,False,True,True,True,False,True,False,False,False
cash_rel_39w_05_20,0.9128525368970772,2.4972079887634995,-0.1256345761320029,0.8920255343487014,0.3632805094985141,-0.23230345024684051,0.8131042452976087,False,True,True,True,True,True,False,False,False
cash_rel_39w_05_50,0.9128525368970772,2.4972079887634955,-0.1256345761320028,0.892025534348704,0.3360040812176963,-0.2670081863724306,0.8131042452976116,False,True,True,True,False,True,False,False,False
cash_rel_12w_10_30,0.9116598618627005,2.6505229275704765,-0.10933748368052065,0.9161197163307222,0.3626297317679643,-0.23107230550394298,0.7995314177694837,False,True,True,True,True,True,False,False,False
cash_rel_10w_10_30,0.9116598618626981,2.6505229275704725,-0.10933748368052132,0.9161197163307175,0.36345611360521346,-0.23368073320605443,0.799531417769485,False,True,True,True,True,True,False,False,False
cash_rel_22w_10_30,0.9110212955364883,2.5484142587641183,-0.12895258477103066,0.9150597396363365,0.36014026134535726,-0.22906661379759796,0.7985702082441357,False,True,True,True,True,True,False,False,False
cash_rel_18w_00_20,0.908984590979415,2.3947202688811746,-0.14930868579764278,0.8602689630135993,0.3759667369675339,-0.2214925980397514,0.782980078896057,False,False,True,True,True,True,False,False,False
cash_rel_12w_10_20,0.9074034632565069,2.6104325609497336,-0.11341033176624826,0.9090587731715438,0.3659369421839269,-0.2275896219951219,0.8027686705546344,False,True,True,True,True,True,False,False,False
cash_rel_10w_10_20,0.9074034632565045,2.610432560949731,-0.11341033176624826,0.9090587731715443,0.3666410124027639,-0.22890138468736265,0.8027686705546353,False,True,True,True,True,True,False,False,False
cash_rel_22w_10_20,0.906819738082925,2.55554349549744,-0.12328244188211945,0.9080912365050486,0.36531640587666714,-0.22659815681271556,0.8018335199446565,False,True,True,True,True,True,False,False,False
cash_rel_16w_10_20,0.9027927589304405,2.5463457373462832,-0.12516953420379928,0.9014217308655996,0.3662914010029428,-0.2276808168156721,0.7932734328334918,False,True,True,True,True,True,False,False,False
cash_rel_16w_10_30,0.9027897732870003,2.529703596511596,-0.13277652362390324,0.9014167894592175,0.360722851336738,-0.23246535421429748,0.7808815864919041,False,True,True,True,True,True,False,False,False
cash_rel_16w_10_40,0.9026382005615612,2.510662058754445,-0.14035143030109376,0.901165934832745,0.3551107975798262,-0.23972944020810916,0.7683879921717591,False,True,True,True,False,True,False,False,False
cash_rel_18w_05_20,0.902507412533901,2.466446274554932,-0.1368547397263925,0.875108070445038,0.37165743344488833,-0.225044163247463,0.7845893670230162,False,False,True,True,True,True,False,False,False
cash_rel_16w_10_50,0.9023379390555841,2.4894051033914284,-0.14789431893308913,0.900669037263994,0.34945571406768017,-0.2469674147189308,0.7557947810379977,False,True,True,True,False,True,False,False,False
cash_rel_39w_10_20,0.9021839338782194,2.5593953361797404,-0.11771746769840497,0.9004141967299788,0.3588282685534474,-0.23090067712851003,0.803793430614788,False,True,True,True,True,True,False,False,False
cash_rel_39w_10_30,0.9021839338782163,2.5593953361797372,-0.11771746769840474,0.9004141967299732,0.349751876596446,-0.24141656541799938,0.8037934306147874,False,True,True,True,False,True,False,False,False
cash_rel_39w_10_50,0.9021839338782158,2.559395336179738,-0.11771746769840508,0.9004141967299715,0.33164271921271027,-0.2645141321058895,0.8037934306147867,False,True,True,True,False,True,False,False,False
cash_rel_39w_10_40,0.9021839338782158,2.5593953361797364,-0.11771746769840497,0.9004141967299715,0.34068998296813224,-0.2530232579248859,0.8037934306147889,False,True,True,True,False,True,False,False,False
cash_rel_18w_00_30,0.9017720767532591,2.3729922498811287,-0.1567066456849916,0.848642518580508,0.37090874913983596,-0.22742260429008154,0.7633737001545307,False,False,True,True,True,True,False,False,False
cash_rel_18w_10_20,0.8955861852052385,2.5377940507958554,-0.12516953420379917,0.8895092721882587,0.36723774079569593,-0.22859001400568613,0.7859435071898477,False,True,True,True,True,True,False,False,False
cash_rel_18w_05_30,0.8953205732298382,2.443268173407699,-0.14436056190433066,0.8633908421924779,0.36661624289539296,-0.230448350161219,0.7649833533006407,False,False,True,True,True,True,False,False,False
cash_rel_18w_00_40,0.8944592349036444,2.3497066595317406,-0.16407339653101682,0.8368838542621755,0.3658050022507462,-0.23345624888395322,0.743798981538434,False,False,True,True,True,True,False,False,False
cash_rel_18w_10_30,0.8884266839921393,2.5130991337378408,-0.13277652362390324,0.8777040175366353,0.3622137452638192,-0.23347283688903675,0.7663405743777021,False,False,True,True,True,True,False,False,False
cash_rel_18w_05_40,0.8880337417394908,2.4183670520309213,-0.15183472402729947,0.8515403213846264,0.36152943161394346,-0.23645807718079725,0.7454087448096156,False,False,True,True,True,True,False,False,False
cash_rel_18w_00_50,0.8870471698113171,2.3249643658555375,-0.17140900129772574,0.8249960020492706,0.36065587782338104,-0.23946552468080484,0.7242585855340138,False,False,True,False,True,True,False,False,False
cash_rel_18w_10_40,0.8811675494417006,2.486503863163473,-0.14035143030109343,0.8657644286208308,0.35714427104525526,-0.23945865873501537,0.7467687892768924,False,False,True,True,True,True,False,False,False
cash_rel_18w_05_50,0.8806480185128349,2.3918604707467055,-0.15927728995385704,0.8395595637412949,0.3563973798375897,-0.2424435340549489,0.7258682051637264,False,False,True,True,True,True,False,False,False
cash_rel_18w_10_50,0.8738098778185248,2.458144722178896,-0.14789431893308913,0.8536935841711866,0.3520296970611456,-0.24542030901800804,0.7272308162485426,False,False,True,True,False,True,False,False,False
