candidate,trailing_1y_cagr,trailing_1y_sharpe,trailing_1y_drawdown,ytd_cagr,full_cagr,full_drawdown,trailing_1y_200bps_cagr,recent_return,ytd_return,recent_sharpe,recent_drawdown,full_return_gate,full_drawdown_gate,severe_cost,all_screen_gates,joint_improvement
cash_rel_12w_10_50,0.9186617848742971,2.6954008012618216,-0.10143928749735975,0.9277576709774462,0.35560630804574433,-0.23868427447758256,0.7917639421309237,False,True,True,True,False,True,False,False,False
cash_rel_8w_10_20,0.9181421561284826,2.6089428359020235,-0.10566603643550754,0.9388917492846796,0.360956479112438,-0.2241408417282712,0.8080986947908049,False,True,True,True,True,True,False,False,False
cash_rel_18w_00_10,0.9160956682227552,2.4147972263592337,-0.14187945385373324,0.8717601498543028,0.38097858381997574,-0.21695612896206484,0.8026154091684299,False,False,True,True,True,True,False,False,False
cash_rel_20w_10_20,0.9159701762707473,2.578603712635241,-0.11939044987885161,0.9232806222196692,0.3664301285726579,-0.23164246784497422,0.8151102276348734,False,True,True,True,True,True,False,False,False
cash_rel_26w_10_20,0.9159701762707473,2.5786037126352412,-0.11939044987885172,0.9232806222196683,0.3667003626913925,-0.22542667469953714,0.8151102276348718,False,True,True,True,True,True,False,False,False
cash_rel_14w_10_20,0.9159701762707473,2.5786037126352404,-0.11939044987885172,0.9232806222196688,0.36620396933943544,-0.22636697774128633,0.815110227634871,False,True,True,True,True,True,False,False,False
cash_rel_15w_10_20,0.9159701762707464,2.57860371263524,-0.11939044987885128,0.923280622219667,0.3680016290844912,-0.2254029786074343,0.8151102276348727,False,True,True,True,True,True,False,False,False
cash_rel_12w_10_40,0.9154149034112475,2.6791861660023275,-0.10534683936031464,0.9223575303055882,0.35918615349802074,-0.23454509392765155,0.7958646261711868,False,True,True,True,True,True,False,False,False
cash_rel_10w_10_40,0.9154149034112471,2.6791861660023253,-0.10534683936031453,0.9223575303055873,0.36013238307581363,-0.23914349093628928,0.7958646261711892,False,True,True,True,True,True,False,False,False
cash_rel_22w_10_40,0.91508875128794,2.5388020100299764,-0.1346174910408623,0.9218154131683305,0.35492754814486505,-0.2338625626479398,0.7951479500981744,False,True,True,True,False,True,False,False,False
cash_rel_16w_05_20,0.9133725951906129,2.4796449235945177,-0.13685473972639295,0.8928775786184118,0.3706339824050282,-0.22554147677187386,0.7956005251946432,False,True,True,True,True,True,False,False,False
