candidate,first_hash,second_hash,hash_equal,maximum_difference
sleeve_momentum_26_mild,c19fb199516cc1f76523e999f347b24a5425bbbe2947f55a9c441d53f24af666,c19fb199516cc1f76523e999f347b24a5425bbbe2947f55a9c441d53f24af666,True,0.0
sleeve_momentum_26_assertive,623a6981094ca555c4efac80cd4b67c2a027e78b5c5c1529abbe4e7c42045ce2,623a6981094ca555c4efac80cd4b67c2a027e78b5c5c1529abbe4e7c42045ce2,True,0.0
sleeve_momentum_52,0b0ca13832757b5d64b67f9c04aaeb38aa0721aa65ab71049254f773161472b0,0b0ca13832757b5d64b67f9c04aaeb38aa0721aa65ab71049254f773161472b0,True,0.0
sleeve_sharpe_26,770f14d02d48ba9fabecc9b2b19582e34ee61c4c23fbbe4beed756c93454f758,770f14d02d48ba9fabecc9b2b19582e34ee61c4c23fbbe4beed756c93454f758,True,0.0
sleeve_sharpe_52,5492ad2aa09c1a2e17ed0ee116fe61423b4c775a40bb906309f649f023362adf,5492ad2aa09c1a2e17ed0ee116fe61423b4c775a40bb906309f649f023362adf,True,0.0
sleeve_momentum_lowvol_26,82369f75db78e124331bb9acf44da314f2dc133bdf56f3ec4b9d0c3a73c5b842,82369f75db78e124331bb9acf44da314f2dc133bdf56f3ec4b9d0c3a73c5b842,True,0.0
