candidate,cost_bps,window,weeks,start,end,cagr,arithmetic_ann_return,ann_vol,sharpe_zero_rf,max_drawdown
sleeve_momentum_26_assertive,100,full,1110,2005-01-07,2026-04-10,0.04145206813762825,0.04384174520064089,0.08003303636547458,0.547795600312295,-0.12614820415580197
sleeve_momentum_26_assertive,100,recent_3y,157,2023-04-14,2026-04-10,0.09172558456046631,0.0912739757163301,0.083175626376778,1.0973644526927553,-0.07889601421131964
sleeve_momentum_26_assertive,100,post_2024,119,2024-01-05,2026-04-10,0.11875598194226478,0.11574838106400753,0.08287067174408505,1.3967351612818217,-0.07889601421131975
sleeve_momentum_52,10,full,1110,2005-01-07,2026-04-10,0.06978117015784524,0.07046326866524044,0.07696470081159193,0.9155270912795872,-0.09175964490311517
sleeve_momentum_52,10,recent_3y,157,2023-04-14,2026-04-10,0.14012872485008465,0.13441277922062034,0.0790970387266624,1.699340220373027,-0.07099090682977427
sleeve_momentum_52,10,post_2024,119,2024-01-05,2026-04-10,0.16913348522018823,0.15964436423256115,0.07967863015813997,2.0036032737474447,-0.07099090682977438
sleeve_momentum_52,50,full,1110,2005-01-07,2026-04-10,0.05613543030335966,0.057615838711171735,0.0770186350929296,0.7480766004442078,-0.10549033645901351
sleeve_momentum_52,50,recent_3y,157,2023-04-14,2026-04-10,0.12334203040478653,0.1195651303500142,0.07934496946819922,1.5069024684411136,-0.07226815787073415
sleeve_momentum_52,50,post_2024,119,2024-01-05,2026-04-10,0.151340600037291,0.1443100778548851,0.08023625798050399,1.7985644082498204,-0.07226815787073426
sleeve_momentum_52,100,full,1110,2005-01-07,2026-04-10,0.03930265040485237,0.04155655126858586,0.0772791514514221,0.5377459571965982,-0.13670450844047144
sleeve_momentum_52,100,recent_3y,157,2023-04-14,2026-04-10,0.10267789154383222,0.10100556926175655,0.07989829376005429,1.2641767991327868,-0.07386427941845164
sleeve_momentum_52,100,post_2024,119,2024-01-05,2026-04-10,0.12944979467376538,0.12514221988279,0.08117871755570143,1.5415643859725017,-0.07386427941845164
sleeve_sharpe_26,10,full,1110,2005-01-07,2026-04-10,0.07168088525513117,0.07218959864931229,0.07631831886901068,0.9459013211915119,-0.09906855276509952
sleeve_sharpe_26,10,recent_3y,157,2023-04-14,2026-04-10,0.1362819406339315,0.13102879615902935,0.07912647088988889,1.655941364317472,-0.07439457652603698
sleeve_sharpe_26,10,post_2024,119,2024-01-05,2026-04-10,0.1636057837508551,0.15479514135493141,0.07842330631147057,1.9738410510280964,-0.07439457652603709
sleeve_sharpe_26,50,full,1110,2005-01-07,2026-04-10,0.058100280141381466,0.05942505066316759,0.07635675489849895,0.7782553192859141,-0.10266935393733057
sleeve_sharpe_26,50,recent_3y,157,2023-04-14,2026-04-10,0.12031508095393395,0.11685421011149186,0.07923830010390123,1.4747187907649049,-0.07531117558976852
sleeve_sharpe_26,50,post_2024,119,2024-01-05,2026-04-10,0.14685455511663448,0.14028441135847325,0.07879695234302987,1.7803278830857265,-0.07531117558976863
sleeve_sharpe_26,100,full,1110,2005-01-07,2026-04-10,0.041346516867364125,0.043469365680486705,0.07659539459944416,0.5675193124574902,-0.12582819124149536
sleeve_sharpe_26,100,recent_3y,157,2023-04-14,2026-04-10,0.10064715178966877,0.09913597755207,0.07959170447125397,1.2455566595872414,-0.0764565951085916
sleeve_sharpe_26,100,post_2024,119,2024-01-05,2026-04-10,0.1262280007919414,0.1221459988629006,0.07948507036914862,1.5367162448950968,-0.07645659510859137
sleeve_sharpe_52,10,full,1110,2005-01-07,2026-04-10,0.07005842304887211,0.0705681912364038,0.07495043515989952,0.941531441223168,-0.09599530436369574
sleeve_sharpe_52,10,recent_3y,157,2023-04-14,2026-04-10,0.14215201736891503,0.1359535271151002,0.07603952439304579,1.787932370701859,-0.06578218304278571
sleeve_sharpe_52,10,post_2024,119,2024-01-05,2026-04-10,0.1694320725046652,0.15963871473582508,0.07631292875596675,2.091896056647456,-0.06578218304278571
sleeve_sharpe_52,50,full,1110,2005-01-07,2026-04-10,0.056758651377901925,0.058050729816069,0.07499293272973052,0.7740826729003907,-0.11049623338688941
sleeve_sharpe_52,50,recent_3y,157,2023-04-14,2026-04-10,0.126252270455965,0.12191516223379618,0.0762166190817809,1.5995876450906392,-0.06683292764879412
sleeve_sharpe_52,50,post_2024,119,2024-01-05,2026-04-10,0.1528659695677239,0.14536553116646544,0.07676320164244828,1.8936877052569634,-0.06683292764879434
sleeve_sharpe_52,100,full,1110,2005-01-07,2026-04-10,0.04034665633799439,0.04240390304065049,0.07523926173622159,0.5635874417443474,-0.14112511686420393
sleeve_sharpe_52,100,recent_3y,157,2023-04-14,2026-04-10,0.10666289650527006,0.10436720613216614,0.07667202931659922,1.3612161705177537,-0.06814605608599977
sleeve_sharpe_52,100,post_2024,119,2024-01-05,2026-04-10,0.1324610995509128,0.127524051704766,0.07755934858124322,1.6442125164471293,-0.06814605608599977
sleeve_momentum_lowvol_26,10,full,1110,2005-01-07,2026-04-10,0.06995646621048679,0.07045112855132107,0.07464826895205683,0.9437744443420197,-0.09546481906490356
sleeve_momentum_lowvol_26,10,recent_3y,157,2023-04-14,2026-04-10,0.13801913214614636,0.13250989613950115,0.07849147688766124,1.6882074512262304,-0.07304947133937845
sleeve_momentum_lowvol_26,10,post_2024,119,2024-01-05,2026-04-10,0.16389829510792597,0.1550179103955749,0.07805430354607165,1.9860264374029726,-0.07304947133937822
sleeve_momentum_lowvol_26,50,full,1110,2005-01-07,2026-04-10,0.05656835263167781,0.05784956258114532,0.07470065955130634,0.7744183642905154,-0.10587074248886574
sleeve_momentum_lowvol_26,50,recent_3y,157,2023-04-14,2026-04-10,0.12210703344720875,0.11840752899122753,0.07862923604838701,1.505896978553393,-0.07402870220181235
sleeve_momentum_lowvol_26,50,post_2024,119,2024-01-05,2026-04-10,0.1470052335632015,0.14038728466580727,0.07843608712415273,1.7898302912993984,-0.07402870220181246
sleeve_momentum_lowvol_26,100,full,1110,2005-01-07,2026-04-10,0.0400488685505731,0.04209760511842561,0.07496151898704674,0.5615895420382293,-0.12445406919055457
sleeve_momentum_lowvol_26,100,recent_3y,157,2023-04-14,2026-04-10,0.10250465880341886,0.1007795700558855,0.07901972022656177,1.2753723977626708,-0.07525234654986945
sleeve_momentum_lowvol_26,100,post_2024,119,2024-01-05,2026-04-10,0.12620628836206138,0.12209900250359779,0.07914284032180485,1.5427675075487273,-0.07525234654986934
