candidate,recent_3y_50bps_cagr,recent_cagr_improvement,post_2024_cagr_improvement,full_cagr_improvement,recent_3y_50bps_sharpe,recent_3y_50bps_max_drawdown,maximum_prefix_difference,recent_cagr_gate,post_2024_gate,full_cagr_gate,recent_drawdown_gate,recent_sharpe_gate,prefix_gate,determinism_gate,manifest_gate,qualified_for_research_shortlist
sleeve_sharpe_52,0.126252270455965,-0.002621252883641123,-0.0009412488733129276,-0.0004011502387308852,1.5995876450906392,-0.06683292764879412,0.0,False,False,True,True,True,True,True,True,False
sleeve_momentum_52,0.12334203040478653,-0.005531492934819582,-0.002466618403745846,-0.0010243713132731536,1.5069024684411136,-0.07226815787073415,0.0,False,False,True,True,False,True,True,True,False
sleeve_momentum_lowvol_26,0.12210703344720875,-0.006766489892397365,-0.006801984877835343,-0.0005914489849550009,1.505896978553393,-0.07402870220181235,0.0,False,False,True,True,False,True,True,True,False
sleeve_momentum_26_mild,0.1214122973516496,-0.00746122598795651,-0.006079061762387816,0.0011388749013578892,1.4501454893333392,-0.07574762557386061,0.0,False,False,True,True,False,True,True,True,False
sleeve_sharpe_26,0.12031508095393395,-0.00855844238567216,-0.006952663324402364,0.0009404785247486558,1.4747187907649049,-0.07531117558976852,0.0,False,False,True,True,False,True,True,True,False
sleeve_momentum_26_assertive,0.11318323940961061,-0.015690283929995497,-0.012411511196328107,0.0015964888134092359,1.339070978104623,-0.077363293953014,0.0,False,False,True,True,False,True,True,True,False
