Date,research_only,etf_breadth_score,sector_breadth_score,risk_on_participation_score,breadth_persistence_score,breadth_deterioration_score,dollar_pressure_score,vix_pressure_score,credit_pressure_score,financial_conditions_pressure_score,signal_agreement_score,signal_dispersion_score,existing_deterioration_warning_score,breadth_confirmation_score,participation_quality_score,deterioration_score,offense_confidence_score,transition_quality_score,risk_appetite_score,market_quality_state,market_state,risk_state,market_drawdown,transition_non_stress_prob,transition_good_state_prob,future_4w_ggg_return,future_8w_ggg_return,future_4w_ggg_drawdown
2006-01-27,True,0.8909090909090909,0.8045454545454546,1.0,0.7959963385670933,0.10909090909090913,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.8827814520385274,0.3057727272727273,0.7763857443264283,0.8345408175550864,0.7774005719751946,high_confidence_offense,neutral_mixed,neutral,-0.0010880659984284,1.0,0.0638297872340425,0.0,0.0,0.0
2006-02-03,True,0.90625,0.9598214285714286,1.0,0.8637046719004267,0.5024038461538461,0.5,0.5,0.5,0.5,0.5,0.5,0.9423076923076923,1.0,0.9415043957614713,0.3641517857142857,0.7940542102355193,0.8375457417975106,0.7754604705141556,high_confidence_offense,neutral_mixed,neutral,-0.0187287041697197,1.0,0.0625,0.0,0.0,0.0
2006-02-10,True,0.8026315789473684,0.7938596491228069,1.0,0.9141432683916547,0.6737835153922542,0.5,0.5,0.5,0.5,0.5,0.5,0.3584905660377358,1.0,0.8604932742075865,0.41007199602780536,0.7507111739892431,0.8081089193463356,0.7357738635929612,high_confidence_offense,neutral_mixed,neutral,-0.0158535194809802,1.0,0.0612244897959183,0.0,0.0,0.0
2006-02-17,True,0.7025862068965517,0.7887931034482758,1.0,0.8797986618487723,0.7974137931034483,0.5,0.5,0.5,0.5,0.5,0.5,0.24074074074074073,0.896551724137931,0.8205229696331531,0.446735312899106,0.7117077980207427,0.7907836798284671,0.7037419403790902,constructive_transition,neutral_mixed,neutral,0.0,1.0,0.06,0.0,0.0,0.0
2006-02-24,True,0.8559322033898306,0.9067796610169492,0.6101694915254238,0.859718180023807,0.5349768875192603,0.5,0.5,0.5,0.5,0.5,0.5,0.3090909090909091,0.8983050847457628,0.8101243603752621,0.356728813559322,0.7207924028468341,0.8061853273819511,0.730906036926138,high_confidence_offense,neutral_mixed,neutral,0.0,1.0,0.0588235294117647,0.0,0.0,0.0
2006-03-03,True,0.8708333333333333,0.9375,0.4666666666666667,0.838190402246029,0.5354166666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.14285714285714285,0.8,0.7865273735579361,0.3406011904761904,0.6978471395296427,0.8035116052942459,0.721856813257857,constructive_transition,neutral_mixed,neutral,-0.0050237614737508,1.0,0.0576923076923076,0.0,0.0,0.0
2006-03-10,True,0.6926229508196721,0.959016393442623,0.6229508196721312,0.805142712231126,0.6100086281276963,0.5,0.5,0.5,0.5,0.5,0.5,0.19298245614035087,0.8688524590163934,0.7663749269608175,0.3910209951107276,0.6915434367182177,0.7883895327180589,0.704084379152381,constructive_transition,neutral_mixed,neutral,-0.0063369924535676,1.0,0.0566037735849056,0.0,0.0,0.0
2006-03-17,True,0.5241935483870968,0.7459677419354839,0.6290322580645161,0.7414666369623087,0.678392658509455,0.5,0.5,0.5,0.5,0.5,0.5,0.1206896551724138,0.6451612903225806,0.6386627927284889,0.46735956618464963,0.5890685153485097,0.7411937849451922,0.6234204799208825,constructive_transition,neutral_mixed,neutral,0.0,1.0,0.0555555555555555,0.0,0.0,0.0
2006-03-24,True,0.6388888888888888,0.9007936507936508,0.6349206349206349,0.7141761886192288,0.7170433145009417,0.5,0.5,0.5,0.5,0.5,0.5,0.2542372881355932,0.7936507936507936,0.7239969839412879,0.4317641915523272,0.6550816330883495,0.7696464076748565,0.6720819005361663,constructive_transition,neutral_mixed,neutral,-0.0031385871287507,1.0,0.0545454545454545,0.0,0.0,0.0
2006-03-31,True,0.65234375,0.8515625,0.640625,0.7058024458031369,0.7184895833333333,0.5,0.5,0.5,0.5,0.5,0.5,0.26666666666666666,0.640625,0.7145255570803136,0.43704166666666666,0.6270740006861412,0.766223055936745,0.6559955837907607,constructive_transition,neutral_mixed,neutral,-0.0060480759886255,1.0,0.0535714285714285,0.0,0.0,0.0
2006-04-07,True,0.6230769230769231,0.7500000000000001,1.0,0.6669932324176524,0.569546027742749,0.5,0.5,0.5,0.5,0.5,0.5,0.2786885245901639,0.6615384615384615,0.7597762463186883,0.43548486759142496,0.6508073499354652,0.777847088061387,0.6716608278678637,constructive_transition,neutral_mixed,neutral,-0.0082673968064834,1.0,0.0526315789473684,0.0,0.0,0.0
2006-04-14,True,0.5303030303030303,0.6704545454545454,0.6363636363636364,0.6102381819126018,0.4938905180840665,0.5,0.5,0.5,0.5,0.5,0.5,0.24193548387096775,0.5151515151515151,0.6068571515245935,0.4538844086021505,0.5572757841684718,0.7359374061607182,0.6086422322120213,constructive_transition,neutral_mixed,neutral,-0.0146220639125862,1.0,0.0517241379310344,0.0,0.0,0.0
2006-04-21,True,0.5149253731343283,0.6194029850746269,0.43283582089552236,0.5806219189650446,0.6239635157545605,0.5,0.5,0.5,0.5,0.5,0.5,0.09523809523809523,0.43283582089552236,0.5323159232397879,0.47840203743188814,0.5077072329774497,0.7123985733235694,0.5718927809994181,neutral_quality,neutral_mixed,neutral,0.0,1.0,0.0508474576271186,0.0,0.0,0.0
2006-04-28,True,0.6323529411764706,0.7169117647058824,1.0,0.5986484844299401,0.5199908088235294,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.6470588235294118,0.7462619072665233,0.4477941176470588,0.6407075641522885,0.7720066532872191,0.6623969545328982,constructive_transition,neutral_mixed,calm,0.0,1.0,0.05,0.0,0.0,0.0
2006-05-05,True,0.5797101449275363,0.7210144927536232,0.6376811594202898,0.5887853604363814,0.5433667781493868,0.5,0.5,0.5,0.5,0.5,0.5,0.26153846153846155,0.5217391304347826,0.6375017244494352,0.44432720178372354,0.5734875652999047,0.7455099907556142,0.621531339519892,constructive_transition,neutral_mixed,calm,0.0,1.0,0.0491803278688524,0.0,0.0,0.0
2006-05-12,True,0.6785714285714286,0.8035714285714286,1.0,0.5931566401982861,0.3517316017316017,0.5,0.5,0.5,0.5,0.5,0.5,0.8181818181818182,0.6857142857142857,0.7878870925912571,0.40736471861471857,0.6713016267310008,0.7904988294248706,0.6913275184700178,constructive_transition,neutral_mixed,calm,-0.0247510221162262,1.0,0.0483870967741935,0.0,0.004833810761298185,0.0
2006-05-19,True,0.39084507042253525,0.5,0.4225352112676056,0.5544513314225549,0.624080302711793,0.5,0.5,0.5,0.5,0.5,0.5,0.6268656716417911,0.4507042253521127,0.4478747106070442,0.5502102165230187,0.461617721097534,0.6769266343471574,0.5238448075483105,neutral_quality,neutral_mixed,neutral,-0.0408996421968493,1.0,0.0476190476190476,0.0,0.008403169786432407,0.0
2006-05-26,True,0.3125,0.4305555555555556,0.3472222222222222,0.5181508263720498,0.8198529411764706,0.5,0.5,0.5,0.5,0.5,0.5,0.07352941176470588,0.375,0.3771623048594272,0.5815196078431373,0.41374509601027165,0.6529866546462293,0.48646462283037717,fragile_or_choppy,stressed_panic,stressed,-0.0312407229895937,1.0,0.0476190476190476,0.0,-0.004391681557689875,0.0
2006-06-02,True,0.3561643835616438,0.4965753424657534,0.3561643835616438,0.49169066144326906,0.7235457613658924,0.5,0.5,0.5,0.5,0.5,0.5,0.07246376811594203,0.3561643835616438,0.41184029902103925,0.5465480444709153,0.43177058542307695,0.6624004658610767,0.5052958235756784,neutral_quality,neutral_mixed,neutral,-0.0265623610010224,0.984375,0.046875,0.0,0.01849651796240459,0.0
2006-06-09,True,0.42567567567567566,0.5979729729729729,0.44594594594594594,0.4572444505264699,0.752895752895753,0.5,0.5,0.5,0.5,0.5,0.5,0.12857142857142856,0.43243243243243246,0.48558930991751187,0.5235472972972973,0.47984795973315064,0.6855340218660724,0.5408747269669376,neutral_quality,neutral_mixed,neutral,-0.0541050240040301,0.9846153846153848,0.0461538461538461,0.004833810761298185,0.026713839015613416,0.0
2006-06-16,True,0.29333333333333333,0.43,0.29333333333333333,0.40951498192743613,0.5975117370892019,0.5,0.5,0.5,0.5,0.5,0.5,0.07042253521126761,0.30666666666666664,0.3459514981927436,0.5500896713615024,0.39416472348250925,0.6454093342152794,0.48068722773353795,fragile_or_choppy,neutral_mixed,neutral,-0.0552300098854823,0.9848484848484848,0.0454545454545454,0.008403169786432407,0.009887797401792131,0.0
2006-06-23,True,0.2532894736842105,0.39144736842105265,0.3026315789473684,0.3386346561128997,0.5592105263157895,0.5,0.5,0.5,0.5,0.5,0.5,0.027777777777777776,0.18421052631578946,0.31560688666392156,0.556421783625731,0.3611914104022734,0.6365567588802281,0.46027837614005895,fragile_or_choppy,stressed_panic,stressed,-0.0568215325596203,0.9848484848484848,0.0454545454545454,-0.004391681557689875,0.015524680914326794,-0.012688229993200073
2006-06-30,True,0.22402597402597402,0.33766233766233766,0.3116883116883117,0.31083147338013956,0.6321384095356698,0.5,0.5,0.5,0.5,0.5,0.5,0.0684931506849315,0.19480519480519481,0.28871301746788414,0.5846317381248889,0.34644687636259375,0.6183116082345306,0.4417905730266783,fragile_or_choppy,neutral_mixed,neutral,-0.0352961196733092,0.9701492537313432,0.044776119402985,0.01849651796240459,0.017349851804870475,-0.012688229993200073
2006-07-07,True,0.36217948717948717,0.5,0.32051282051282054,0.31911138791005406,0.5634961884961884,0.5,0.5,0.5,0.5,0.6730769230769231,0.5,0.10810810810810811,0.2948717948717949,0.3888021644320311,0.5208853083853082,0.4593281777366177,0.6562587735485932,0.5223646592558251,neutral_quality,neutral_mixed,neutral,-0.0403741323548472,0.9705882352941176,0.0441176470588235,0.021774773121674862,0.021539661524886622,-0.012688229993200073
2006-07-14,True,0.34493670886075944,0.4113924050632911,0.3291139240506329,0.31724010879324,0.4483966244725739,0.5,0.5,0.5,0.5,0.6792452830188679,0.4423076923076923,0.29333333333333333,0.34177215189873417,0.3581480615122353,0.5253536514118793,0.4534407235082511,0.6565259283509784,0.5186074099770432,fragile_or_choppy,neutral_mixed,neutral,-0.0637946791649549,0.9710144927536232,0.0434782608695652,0.001472255998237415,0.007108832938397924,-0.01638824857952026
2006-07-21,True,0.3375,0.34687500000000004,0.3375,0.3025441628472941,0.4157894736842105,0.5,0.5,0.5,0.5,0.6666666666666666,0.4339622641509434,0.6710526315789473,0.4,0.33681691628472943,0.5498354332174776,0.44575896401217324,0.6475485999064946,0.5071769753345394,fragile_or_choppy,stressed_panic,stressed,-0.060535501942279,0.9710144927536232,0.0434782608695652,0.02000421461240598,0.008973164307138015,-0.016388248579520148
2006-07-28,True,0.29320987654320985,0.3302469135802469,0.345679012345679,0.3025235867156068,0.43081609748276417,0.5,0.5,0.5,0.5,0.6727272727272727,0.7592592592592593,0.45454545454545453,0.2222222222222222,0.31836964262217793,0.5731701940035274,0.4088059615946025,0.583926625823093,0.46494692974352364,fragile_or_choppy,neutral_mixed,neutral,-0.0299902111401756,0.9571428571428572,0.0428571428571428,-0.0011258420007447256,-0.010776749366039118,-0.016388248579520148
2006-08-04,True,0.5121951219512195,0.46036585365853655,0.35365853658536583,0.3456745280934417,0.34998436522826765,0.5,0.5,0.5,0.5,0.6964285714285714,0.14545454545454545,0.358974358974359,0.35365853658536583,0.4403601357361734,0.45093568423446473,0.5076776317910561,0.7311833068182643,0.5830066710941144,neutral_quality,neutral_mixed,neutral,-0.0283230563632419,0.9577464788732394,0.0422535211267605,-0.00023010119546185148,-0.008383353578605313,0.0
2006-08-11,True,0.5512048192771084,0.5271084337349399,0.3614457831325301,0.40020433563529734,0.29373188958365104,0.5,0.5,0.5,0.5,0.6666666666666666,0.5535714285714286,0.21518987341772153,0.30120481927710846,0.48143609621413214,0.4406395564173511,0.5123976993919898,0.6825287318176818,0.5728295579578292,neutral_quality,neutral_mixed,neutral,-0.0373423512121626,0.9583333333333334,0.0416666666666666,0.0056282906554829815,0.0056547662314399005,-0.010624539274103229
