sleeve_name,avg_hidden_bil_contrib_all_states,avg_offensive_etf_contrib,avg_defensive_etf_contrib
composite_regime_conditioned,0.059866254271268377,0.14787004330541073,0.05555034056662841
dual_momentum_topn,0.0074967075447822246,0.0708632414973549,0.02873895188666996
taa_10m_sma,0.0005959754369958573,0.1028934573652141,0.03395285800409501
composite_selective_signals,0.0,0.13373952724018576,0.05226871262829836
cta_trend_long_only,0.0,0.08628776136332995,0.018027339939542333
