state,sleeve_name,n_weeks,avg_sleeve_weight,avg_internal_bil,avg_hidden_bil_contrib,avg_spy_contrib,avg_offensive_etf_contrib,avg_defensive_etf_contrib
calm_trend,composite_regime_conditioned,295,0.31097656350895186,0.11415254237288135,0.03436653412004407,0.01245710426862972,0.22946910364696993,0.047140925741937866
calm_trend,dual_momentum_topn,295,0.14330353236654286,0.030508474576271188,0.000597724892093682,0.03273153587134893,0.11915581638790798,0.02354999108654123
calm_trend,composite_selective_signals,295,0.21651682795945143,0.0,0.0,0.006789677096105227,0.17734129572939394,0.03917553223005748
calm_trend,cta_trend_long_only,295,0.12623478929714274,0.02711864406779661,0.0,0.017063573387944193,0.11782417631999277,0.008410612977149963
calm_trend,taa_10m_sma,295,0.16945186108466728,0.0,0.0,0.027144370991431518,0.13649708489440357,0.03295477619026364
neutral_healthy_proxy,composite_regime_conditioned,293,0.2748308920328668,0.22909556313993173,0.06259747059660038,0.01236625035595786,0.15989309558675485,0.05234032584951156
neutral_healthy_proxy,dual_momentum_topn,293,0.11358767733966417,0.06484641638225255,0.0012380460826747206,0.024400161195370123,0.08145038779947691,0.030899243457512545
neutral_healthy_proxy,composite_selective_signals,293,0.19770033122259362,0.0,0.0,0.007943548271180047,0.14602643372272373,0.051673897499869934
neutral_healthy_proxy,cta_trend_long_only,293,0.11410904699413926,0.10921501706484642,0.0,0.015216863950332768,0.10224810532388,0.011860941670259258
neutral_healthy_proxy,taa_10m_sma,293,0.15053865180273343,0.0,0.0,0.026356348688191453,0.12113910412072737,0.029399547682006047
neutral_mixed,composite_regime_conditioned,200,0.21126220643528348,0.2709375,0.04919922539382421,0.010911910282228533,0.1183078123277686,0.04375516871369069
neutral_mixed,dual_momentum_topn,200,0.09066523800188694,0.19,0.003966324688599973,0.01774501167088043,0.06172331720522209,0.024975596108064865
neutral_mixed,taa_10m_sma,200,0.11154105320324462,0.145,0.0011549998407597239,0.02162942071079339,0.08399713932958164,0.02638891403290324
neutral_mixed,composite_selective_signals,200,0.16419271118465723,0.0575,0.0,0.0041763714564844,0.11551646866261933,0.048676242522037894
neutral_mixed,cta_trend_long_only,200,0.090671152186009,0.18,0.0,0.010360130007304007,0.07338584390056785,0.01728530828544113
recovery_confirmed,composite_regime_conditioned,44,0.3310716607801548,0.18522727272727274,0.06183959185098217,0.003441077222525987,0.16703475917737307,0.10219730975179964
recovery_confirmed,composite_selective_signals,44,0.23107260197421764,0.0,0.0,0.0016431254001086964,0.1501795974768372,0.0808930044973804
recovery_confirmed,cta_trend_long_only,44,0.1083563731050289,0.0,0.0,0.011886760517218443,0.0841472577760861,0.02420911532894277
recovery_confirmed,dual_momentum_topn,44,0.08777399532253198,0.0,0.0,0.016073014462125935,0.050734270389541876,0.03703972493299012
recovery_confirmed,taa_10m_sma,44,0.17788775316154726,0.0,0.0,0.026516090110748715,0.12970723801916076,0.048180515142386485
recovery_fragile,composite_regime_conditioned,49,0.2789790554315232,0.23979591836734693,0.0648050998951828,0.0036243675675292904,0.15199157545447042,0.062182380081869965
recovery_fragile,dual_momentum_topn,49,0.14373837251295407,0.1836734693877551,0.029899629693285884,0.021310613579270197,0.07365100745803513,0.04018773536163306
recovery_fragile,composite_selective_signals,49,0.19013151490391494,0.0,0.0,0.00227866293943248,0.1347265743281203,0.05540494057579467
recovery_fragile,cta_trend_long_only,49,0.1245680607289731,0.0,0.0,0.009677411725991658,0.09704867063089524,0.027519390098077842
recovery_fragile,taa_10m_sma,49,0.1390698256782358,0.0,0.0,0.02542055493469568,0.10458113561427865,0.034488690063957154
stressed_panic,composite_regime_conditioned,229,0.17259945067106483,0.537991266375546,0.08638960377097663,0.0030499566519093277,0.06052391363912748,0.0256859332609607
stressed_panic,dual_momentum_topn,229,0.06352459002926245,0.17321688500727805,0.009278519912039093,0.011219411768937869,0.038464649743945416,0.01578142037327794
stressed_panic,taa_10m_sma,229,0.07616459990740157,0.056768558951965066,0.0024208527812154194,0.008062943120187821,0.041439042213132625,0.032304704913053525
stressed_panic,composite_selective_signals,229,0.11643545196606989,0.0,0.0,0.0009465365583680568,0.07864679352142007,0.037788658444649806
stressed_panic,cta_trend_long_only,229,0.061951185505940795,0.008733624454148471,0.0,0.00426070578075846,0.04307251422855774,0.018878671277383026
