cik10,company_name,recent_cagr,cagr_change
0001107843,"QUALYS, INC.",0.9313184942566033,-0.09301721204818447
0001327567,PALO ALTO NETWORKS INC,0.9391763682636594,-0.08515933804112841
0001660134,"OKTA, INC.",0.9446022313929237,-0.07973347491186411
0001561550,"DATADOG, INC.",0.9499024193080843,-0.07443328699670348
0001273441,GRAN TIERRA ENERGY INC.,1.0055620367471279,-0.01877366955765991
0001393052,VEEVA SYSTEMS INC,1.007127151313517,-0.01720855499127083
0001569345,"SPRINKLR, INC.",1.0105666625783325,-0.013769043726455266
0001773383,"DYNATRACE, INC.",1.0139810867240224,-0.010354619580765334
0001031308,BENTLEY SYSTEMS INC,1.0149968524661461,-0.009338853838641636
0001314727,SONOS INC,1.015086405854178,-0.009249300450609788
0001724965,TALOS ENERGY INC.,1.0155268366302943,-0.008808869674493458
0001658566,PERMIAN RESOURCES CORP,1.01701704510522,-0.0073186611995677
0001013857,PEGASYSTEMS INC,1.0177552677141475,-0.006580438590640281
0001493761,TURTLE BEACH CORP,1.021677263022911,-0.00265844328187681
0001124804,VERADIGM INC.,1.0222808228092863,-0.002054883495501425
0000320193,APPLE INC,1.0231407794750393,-0.0011949268297484217
0000006281,ANALOG DEVICES INC,1.023538013345549,-0.000797692959238816
0001171486,NATURAL RESOURCE PARTNERS LP,1.0243357063047864,-1.3322676295501878e-15
0001640147,SNOWFLAKE INC.,1.0243357063047869,-8.881784197001252e-16
0001580808,"A10 NETWORKS, INC.",1.0243357063047873,-4.440892098500626e-16
0001866633,"CONSENSUS CLOUD SOLUTIONS, INC.",1.0243357063047873,-4.440892098500626e-16
0001038074,SILICON LABORATORIES INC.,1.0243357063047873,-4.440892098500626e-16
0001014473,VERISIGN INC/CA,1.0243357063047873,-4.440892098500626e-16
0001834494,"MERIDIANLINK, INC.",1.0243357063047873,-4.440892098500626e-16
0001373715,"SERVICENOW, INC.",1.0243357063047878,0.0
0001902733,"NCINO, INC.",1.0243357063047878,0.0
0000315852,RANGE RESOURCES CORP,1.0243357063047878,0.0
0001280452,MONOLITHIC POWER SYSTEMS INC,1.0243357063047878,0.0
0001511737,UBIQUITI INC.,1.0243357063047878,0.0
0001794515,ZOOMINFO TECHNOLOGIES INC.,1.0243357063047878,0.0
0000033213,EQT CORP,1.0243357063047878,0.0
0000723125,MICRON TECHNOLOGY INC,1.0243357063047878,0.0
0001910139,MOBILEYE GLOBAL INC.,1.0243357063047878,0.0
0000866291,"ALLEGRO MICROSYSTEMS, INC.",1.0243357063047878,0.0
0001418819,IRIDIUM COMMUNICATIONS INC.,1.0243357063047878,0.0
0001493594,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",1.0243357063047878,0.0
0001078075,NETSCOUT SYSTEMS INC,1.0243357063047882,4.440892098500626e-16
0001614178,"YEXT, INC.",1.0243357063047882,4.440892098500626e-16
0001315098,ROBLOX CORP,1.0243357063047882,4.440892098500626e-16
0000917273,RAMBUS INC,1.0243357063047882,4.440892098500626e-16
0001002047,"NETAPP, INC.",1.0243357063047882,4.440892098500626e-16
0001615063,"INSPIRED ENTERTAINMENT, INC.",1.0243357063047882,4.440892098500626e-16
0001590955,"PAYCOM SOFTWARE, INC.",1.0243357063047887,8.881784197001252e-16
0000004127,SKYWORKS SOLUTIONS INC,1.0243357063047887,8.881784197001252e-16
0000772406,"CIRRUS LOGIC, INC.",1.0243357063047887,8.881784197001252e-16
0000785786,PLEXUS CORP,1.0243357063047887,8.881784197001252e-16
0001361113,VARONIS SYSTEMS INC,1.0243357063047887,8.881784197001252e-16
0001286139,"LEGALZOOM.COM, INC.",1.0243357063047887,8.881784197001252e-16
0000857005,PTC INC.,1.0243357063047887,8.881784197001252e-16
0000874499,GULFPORT ENERGY CORP,1.0243357063047887,8.881784197001252e-16
0001520006,MATADOR RESOURCES CO,1.024335706304789,1.3322676295501878e-15
0000789019,MICROSOFT CORP,1.024335706304789,1.3322676295501878e-15
0001562088,"DUOLINGO, INC.",1.024335706304789,1.3322676295501878e-15
0001013462,ANSYS INC,1.024335706304789,1.3322676295501878e-15
0001114995,IMPINJ INC,1.024335706304789,1.3322676295501878e-15
0001657788,"KIMBELL ROYALTY PARTNERS, LP",1.024335706304789,1.3322676295501878e-15
0001442145,"VERISK ANALYTICS, INC.",1.024335706304789,1.3322676295501878e-15
0001601046,"KEYSIGHT TECHNOLOGIES, INC.",1.024335706304789,1.3322676295501878e-15
0001713683,"ZSCALER, INC.",1.024335706304789,1.3322676295501878e-15
0001928446,"GRANITE RIDGE RESOURCES, INC.",1.024335706304789,1.3322676295501878e-15
0001262039,"FORTINET, INC.",1.0243357063047895,1.7763568394002505e-15
0001475115,"EVENTBRITE, INC.",1.0243357063047895,1.7763568394002505e-15
0001861795,DEFINITIVE HEALTHCARE CORP.,1.0270027905625905,0.00266708425780271
0001856314,"CLEAR SECURE, INC.",1.0281128639536292,0.003777157648841456
0001768267,CERENCE INC.,1.032649018549204,0.008313312244416338
