candidate,scenario,cost_bps,window,weeks,start,end,cagr,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover,total_return,annual_volatility,win_rate,best_week,worst_week
age26__persist2__a00__e10__buf0,base,50,full_recent,188,2023-01-06,2026-08-07,0.4156967569726635,1.6377977643705854,2.717715345584713,-0.20852075538046877,2.1065922250581437,2.514110980069716,0.2288438476054976,0.6117021276595744,0.11529536904474091,-0.12569620363330747
age26__persist2__a00__e10__buf0,base,50,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.4139237551018484,1.570387561429248,2.597686950825974,-0.208520755380469,2.010942114552485,1.8645973656067172,0.23940944746840787,0.6139240506329114,0.11529536904474091,-0.12569620363330747
age26__persist2__a00__e10__buf0,base,50,trailing_3y,157,2023-08-11,2026-08-07,0.4233064361727581,1.5955212190890224,2.6397311524780767,-0.20852075538046866,2.0221865502294794,1.9029749354461583,0.23988332184241032,0.6178343949044586,0.11529536904474091,-0.12569620363330747
age26__persist2__a00__e10__buf0,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.5994642464865272,1.9095925507112737,3.237838514571147,-0.20852075538046877,1.7744472142870584,1.5814972120419655,0.26529890237909115,0.6476190476190476,0.11529536904474091,-0.12569620363330747
age26__persist2__a00__e10__buf0,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.957166197726262,2.4852808247765377,4.755521426141102,-0.13495427637595436,0.516333911616932,0.9826037877705525,0.2881195148138411,0.660377358490566,0.11529536904474091,-0.0724939435810178
age26__persist2__a00__e10__buf0,base,50,ytd,32,2026-01-02,2026-08-07,0.938675474539107,2.227068510139492,4.260705712425497,-0.13495427637595447,0.8551780411155436,0.5028866455295944,0.32129741360890707,0.625,0.11529536904474091,-0.0724939435810178
age26__persist2__a00__e10__buf0,base,100,full_recent,188,2023-01-06,2026-08-07,0.3730901781017715,1.4970920741905585,2.443892445608446,-0.21484287180517636,2.107520709581588,2.146553100621489,0.23000151113490508,0.6117021276595744,0.11524988102393063,-0.1275485828049836
age26__persist2__a00__e10__buf0,base,100,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.3707685226499242,1.4339808924119968,2.3345822984495195,-0.21484287180517625,2.012046182966486,1.6071151901244787,0.2406545100334664,0.6139240506329114,0.11524988102393063,-0.1275485828049836
age26__persist2__a00__e10__buf0,base,100,trailing_3y,157,2023-08-11,2026-08-07,0.379604350289126,1.4583431319261648,2.374730721964761,-0.21484287180517647,2.02329800271394,1.6421121794839646,0.24114981487311504,0.6178343949044586,0.11524988102393063,-0.1275485828049836
age26__persist2__a00__e10__buf0,base,100,trailing_2y,105,2024-08-09,2026-08-07,0.5522567402277394,1.7897910508217598,2.9917785219292625,-0.21484287180517636,1.7755533466041158,1.42996201442081,0.2663400947209887,0.6476190476190476,0.11524988102393063,-0.1275485828049836
