candidate,fundamental_age_weeks,earnings_event_count,acceleration_weight,earnings_weight,rank_buffer,acceleration_coverage,earnings_coverage,peak_total_stock_weight,sleeve_annual_turnover,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,severe_recent_cagr,surface_gates
age26__persist3__a30__e00__buf5,26,3,0.3,0.0,5,0.8227884754596786,0.7877515563920661,0.04709785497159079,2.2971467622955375,1.0201237911397705,2.6548692491739128,-0.10205056438110716,0.37123371924578286,0.9031678310966185,False
age52__persist2__a30__e10__buf5,52,2,0.3,0.1,5,0.8291588243810627,0.8495728970609526,0.048587237754313506,2.4342275458203395,1.014799666870636,2.6634205025740525,-0.09369244426254864,0.3558994847773238,0.8981098171913409,False
age52__persist2__a30__e00__buf5,52,2,0.3,0.0,5,0.8291588243810627,0.8495728970609526,0.047110316183583016,2.2487643483215924,1.0142956366519793,2.6429368403270446,-0.10704400906117095,0.3705764400982976,0.8979299672911072,False
age52__persist3__a30__e00__buf5,52,3,0.3,0.0,5,0.8291588243810627,0.7877515563920661,0.047110316183583016,2.2487643483215924,1.0142956366519793,2.6429368403270446,-0.10704400906117095,0.3705764400982976,0.8979299672911072,False
age26__persist3__a20__e10__buf5,26,3,0.2,0.1,5,0.8227884754596786,0.7877515563920661,0.0473707284554987,2.118746737662261,1.0133514561035106,2.6503907757813012,-0.10050909879144143,0.3616405717289255,0.8967169891501943,False
age52__persist3__a20__e10__buf5,52,3,0.2,0.1,5,0.8291588243810627,0.7877515563920661,0.04737072845549871,2.159670049487705,1.0133514561035093,2.6503907757812986,-0.10050909879144176,0.3643384128923213,0.8967169891501947,False
age52__persist3__a20__e10__buf0,52,3,0.2,0.1,0,0.8291588243810627,0.7877515563920661,0.04737072845549871,2.312444014953514,1.0133514561035089,2.6503907757812994,-0.10050909879144154,0.36934254380900877,0.8967169891501934,False
age26__persist3__a20__e10__buf0,26,3,0.2,0.1,0,0.8227884754596786,0.7877515563920661,0.04737072845549871,2.3394688713683283,1.013351456103508,2.650390775781298,-0.10050909879144165,0.37023521622771294,0.8967169891501947,False
age52__persist2__a20__e10__buf5,52,2,0.2,0.1,5,0.8291588243810627,0.8495728970609526,0.04841143258285001,2.1326242792139762,1.0087415579411787,2.6419286199877337,-0.10246838309820905,0.37100156319880284,0.8925819019985997,False
age26__persist2__a20__e10__buf5,26,2,0.2,0.1,5,0.8227884754596786,0.8495728970609526,0.04866334928740409,2.12990634950444,1.0087415579411765,2.6419286199877297,-0.10246838309820938,0.37303613660807633,0.8925819019986001,False
age26__persist2__a20__e10__buf0,26,2,0.2,0.1,0,0.8227884754596786,0.8495728970609526,0.04881069484616303,2.3225638010227114,1.008243596254915,2.657891253993514,-0.09484688442817446,0.3800239761517692,0.8920924642079044,False
age52__persist2__a20__e10__buf0,52,2,0.2,0.1,0,0.8291588243810627,0.8495728970609526,0.04924480125995259,2.349353948916272,1.008243596254914,2.6578912539935136,-0.09484688442817424,0.3754118697730475,0.8920924642079038,False
age26__persist3__a30__e10__buf5,26,3,0.3,0.1,5,0.8227884754596786,0.7877515563920661,0.046429001286156124,2.3097622497325805,0.9913279456686015,2.6225812805939333,-0.09953326264282003,0.3357793213656617,0.8758687248628549,False
age52__persist3__a30__e10__buf5,52,3,0.3,0.1,5,0.8291588243810627,0.7877515563920661,0.04642900128615611,2.3135976598934347,0.9913279456686015,2.6225812805939324,-0.09953326264281992,0.3257553308111105,0.8758687248628543,False
age26__persist2__a10__e00__buf5,26,2,0.1,0.0,5,0.8227884754596786,0.8495728970609526,0.04749375712837839,1.5934790651892798,0.9863494689801726,2.532335531349107,-0.13111621429432418,0.371721474009705,0.8713796350793035,False
age26__persist3__a10__e00__buf5,26,3,0.1,0.0,5,0.8227884754596786,0.7877515563920661,0.04749375712837839,1.5934790651892798,0.9863494689801726,2.532335531349107,-0.13111621429432418,0.371721474009705,0.8713796350793035,False
age52__persist2__a10__e00__buf5,52,2,0.1,0.0,5,0.8291588243810627,0.8495728970609526,0.046801454466116256,1.5927645245674928,0.9863494689801722,2.532335531349108,-0.1311162142943243,0.3633647971587186,0.8713796350793055,False
age52__persist3__a10__e00__buf5,52,3,0.1,0.0,5,0.8291588243810627,0.7877515563920661,0.046801454466116256,1.5927645245674928,0.9863494689801722,2.532335531349108,-0.1311162142943243,0.3633647971587186,0.8713796350793055,False
age52__persist3__a30__e10__buf0,52,3,0.3,0.1,0,0.8291588243810627,0.7877515563920661,0.04729760190643107,2.61196073014725,0.9827092975922258,2.6126646138257366,-0.09749122984604441,0.34677445633494797,0.8676854005898578,False
age26__persist3__a30__e10__buf0,26,3,0.3,0.1,0,0.8227884754596786,0.7877515563920661,0.046684217197933066,2.5987890395184188,0.9827092975922245,2.612664613825735,-0.09749122984604441,0.3354960973060983,0.8676854005898578,False
age26__persist2__a00__e20__buf5,26,2,0.0,0.2,5,0.8227884754596786,0.8495728970609526,0.048440532208004844,2.1543378766657986,0.9741932192991256,2.53902479738015,-0.1207083900627588,0.3752164001701319,0.8600215746967375,False
age52__persist2__a00__e20__buf5,52,2,0.0,0.2,5,0.8291588243810627,0.8495728970609526,0.048440532208004844,2.1543378766657986,0.9741932192991256,2.53902479738015,-0.1207083900627588,0.3752164001701319,0.8600215746967375,False
age26__persist2__a00__e10__buf5,26,2,0.0,0.1,5,0.8227884754596786,0.8495728970609526,0.047847560627193926,1.7754482566311873,0.9675860421463731,2.4997368783414284,-0.13456800856568352,0.3943535105230449,0.8537486790663016,False
age52__persist2__a00__e10__buf5,52,2,0.0,0.1,5,0.8291588243810627,0.8495728970609526,0.047847560627193926,1.7754482566311873,0.9675860421463731,2.4997368783414284,-0.13456800856568352,0.3943535105230449,0.8537486790663016,False
age26__persist2__a10__e00__buf0,26,2,0.1,0.0,0,0.8227884754596786,0.8495728970609526,0.04754586959538918,1.8040467872515695,0.9646105316213556,2.4985922387976136,-0.1336955601004267,0.3597814305380902,0.850973659194022,False
age26__persist3__a10__e00__buf0,26,3,0.1,0.0,0,0.8227884754596786,0.7877515563920661,0.04754586959538918,1.8040467872515695,0.9646105316213556,2.4985922387976136,-0.1336955601004267,0.3597814305380902,0.850973659194022,False
age52__persist2__a10__e00__buf0,52,2,0.1,0.0,0,0.8291588243810627,0.8495728970609526,0.04789696618705717,1.7947801969180426,0.9646105316213556,2.4985922387976136,-0.1336955601004267,0.3597814305380902,0.850973659194022,False
age52__persist3__a10__e00__buf0,52,3,0.1,0.0,0,0.8291588243810627,0.7877515563920661,0.04789696618705717,1.7947801969180426,0.9646105316213556,2.4985922387976136,-0.1336955601004267,0.3597814305380902,0.850973659194022,False
age26__persist3__a00__e10__buf5,26,3,0.0,0.1,5,0.8227884754596786,0.7877515563920661,0.04690342107269282,1.7814308673772967,0.9602023499296755,2.4781883744188584,-0.13937074562622032,0.38254242201292654,0.846758773569062,False
age52__persist3__a00__e10__buf5,52,3,0.0,0.1,5,0.8291588243810627,0.7877515563920661,0.04690342107269282,1.7814308673772967,0.9602023499296755,2.4781883744188584,-0.13937074562622032,0.38254242201292654,0.846758773569062,False
age26__persist3__a00__e10__buf0,26,3,0.0,0.1,0,0.8227884754596786,0.7877515563920661,0.046412925001360406,2.027808093931049,0.9575515942637898,2.48601349109709,-0.13587216680833736,0.4008083490604175,0.8443896483641391,False
age52__persist3__a00__e10__buf0,52,3,0.0,0.1,0,0.8291588243810627,0.7877515563920661,0.046412925001360406,2.027808093931049,0.9575515942637898,2.48601349109709,-0.13587216680833736,0.4008083490604175,0.8443896483641391,False
age26__persist2__a00__e10__buf0,26,2,0.0,0.1,0,0.8227884754596786,0.8495728970609526,0.04709426237493524,1.9762795863817753,0.957166197726262,2.4852808247765377,-0.13495427637595436,0.4156967569726635,0.8439628522330809,False
age52__persist2__a00__e10__buf0,52,2,0.0,0.1,0,0.8291588243810627,0.8495728970609526,0.04709426237493524,1.9762795863817753,0.957166197726262,2.4852808247765377,-0.13495427637595436,0.4156967569726635,0.8439628522330809,False
age26__persist2__a20__e00__buf0,26,2,0.2,0.0,0,0.8227884754596786,0.8495728970609526,0.046518388467767846,2.1794968203936236,0.9551542516400344,2.482324324959945,-0.13436611379977936,0.3416600563528409,0.842071045726005,False
age26__persist3__a20__e00__buf0,26,3,0.2,0.0,0,0.8227884754596786,0.7877515563920661,0.046518388467767846,2.1794968203936236,0.9551542516400344,2.482324324959945,-0.13436611379977936,0.3416600563528409,0.842071045726005,False
age52__persist2__a20__e00__buf0,52,2,0.2,0.0,0,0.8291588243810627,0.8495728970609526,0.04640518536010713,2.171591534369945,0.9551542516400324,2.4823243249599436,-0.13436611379977959,0.34761480778463616,0.8420710457260052,False
age52__persist3__a20__e00__buf0,52,3,0.2,0.0,0,0.8291588243810627,0.7877515563920661,0.04640518536010713,2.171591534369945,0.9551542516400324,2.4823243249599436,-0.13436611379977959,0.34761480778463616,0.8420710457260052,False
age26__persist3__a10__e10__buf5,26,3,0.1,0.1,5,0.8227884754596786,0.7877515563920661,0.0469780223695205,1.8684161282785183,0.9526080933038421,2.4728948489818974,-0.13582564010851994,0.3518147307004744,0.839647183958568,False
age52__persist3__a10__e10__buf5,52,3,0.1,0.1,5,0.8291588243810627,0.7877515563920661,0.0469780223695205,1.8684161282785183,0.9526080933038421,2.4728948489818974,-0.13582564010851994,0.3518147307004744,0.839647183958568,False
age52__persist2__a10__e10__buf5,52,2,0.1,0.1,5,0.8291588243810627,0.8495728970609526,0.047856082339372746,1.9497470773530572,0.9493319399487075,2.479622875304739,-0.13319283340193655,0.37608009576867407,0.83663733961584,False
age26__persist2__a10__e10__buf5,26,2,0.1,0.1,5,0.8227884754596786,0.8495728970609526,0.04747741893088385,1.93714330649646,0.9493319399487068,2.4796228753047393,-0.13319283340193655,0.3769046661545239,0.8366373396158389,False
age52__persist2__a30__e10__buf0,52,2,0.3,0.1,0,0.8291588243810627,0.8495728970609526,0.0485872377543135,2.5807587974656196,0.9476714292711965,2.4935432278755942,-0.12391123806712823,0.33243417792708674,0.8349527530877938,False
age26__persist2__a30__e10__buf0,26,2,0.3,0.1,0,0.8227884754596786,0.8495728970609526,0.048587237754313506,2.5538095685566624,0.9474472484414085,2.494284597266858,-0.1234103889295104,0.33308745498626924,0.8347988360270227,False
age26__persist3__a10__e10__buf0,26,3,0.1,0.1,0,0.8227884754596786,0.7877515563920661,0.046423270194162945,2.022572609080908,0.9468040789233314,2.467012029813137,-0.13732065823277495,0.34628248809729545,0.8342299050390529,False
age52__persist3__a10__e10__buf0,52,3,0.1,0.1,0,0.8291588243810627,0.7877515563920661,0.04642327019416296,2.0240040879803702,0.9468040789233314,2.467012029813137,-0.13732065823277495,0.34628248809729545,0.8342299050390529,False
age26__persist2__a00__e30__buf5,26,2,0.0,0.3,5,0.8227884754596786,0.8495728970609526,0.047765565428485535,2.4268271107552426,0.9382676643541923,2.512292033917363,-0.09737218631040923,0.3521150064358478,0.7997391382915982,False
age52__persist2__a00__e30__buf5,52,2,0.0,0.3,5,0.8291588243810627,0.8495728970609526,0.047765565428485535,2.4268271107552426,0.9382676643541923,2.512292033917363,-0.09737218631040923,0.3521150064358478,0.7997391382915982,False
age26__persist3__a00__e20__buf5,26,3,0.0,0.2,5,0.8227884754596786,0.7877515563920661,0.046926298314950175,2.047023395558122,0.9313181905677368,2.4433726070499704,-0.13441888678479008,0.3953638897430214,0.8199605982562757,False
age52__persist3__a00__e20__buf5,52,3,0.0,0.2,5,0.8291588243810627,0.7877515563920661,0.046926298314950175,2.047023395558122,0.9313181905677368,2.4433726070499704,-0.13441888678479008,0.3953638897430214,0.8199605982562757,False
age26__persist3__a00__e20__buf0,26,3,0.0,0.2,0,0.8227884754596786,0.7877515563920661,0.046797731286481244,2.181804980964958,0.9313181905677366,2.443372607049968,-0.1344188867847902,0.362894593236744,0.8199605982562759,False
age52__persist3__a00__e20__buf0,52,3,0.0,0.2,0,0.8291588243810627,0.7877515563920661,0.046797731286481244,2.181804980964958,0.9313181905677366,2.443372607049968,-0.1344188867847902,0.362894593236744,0.8199605982562759,False
age26__persist3__a10__e20__buf5,26,3,0.1,0.2,5,0.8227884754596786,0.7877515563920661,0.048369935821216486,2.11960724044302,0.9303454021075781,2.4499954882232893,-0.1342104806111143,0.3330877713188818,0.8188264704334436,False
age52__persist3__a10__e20__buf5,52,3,0.1,0.2,5,0.8291588243810627,0.7877515563920661,0.04836993582121651,2.1324388976460273,0.9303454021075777,2.449995488223289,-0.1342104806111145,0.3279279267845707,0.8188264704334445,False
age26__persist3__a10__e30__buf5,26,3,0.1,0.3,5,0.8227884754596786,0.7877515563920661,0.04775058827503723,2.194222048265432,0.929221562391267,2.4602738936541786,-0.12995002187804583,0.3509289785471268,0.8176319747018728,False
age52__persist3__a10__e30__buf5,52,3,0.1,0.3,5,0.8291588243810627,0.7877515563920661,0.04775058827503723,2.192543349034251,0.9292215623912659,2.460273893654175,-0.12995002187804616,0.35190175352957165,0.8176319747018728,False
age26__persist3__a10__e20__buf0,26,3,0.1,0.2,0,0.8227884754596786,0.7877515563920661,0.04882895134976619,2.305265896960969,0.921348807882094,2.433167074539632,-0.13688549892190804,0.3291967109044316,0.8103941774041716,False
age52__persist3__a10__e20__buf0,52,3,0.1,0.2,0,0.8291588243810627,0.7877515563920661,0.048828951349766204,2.2930649676002095,0.9213488078820924,2.4331670745396297,-0.13688549892190816,0.33171050116526013,0.8103941774041725,False
age26__persist3__a30__e20__buf0,26,3,0.3,0.2,0,0.8227884754596786,0.7877515563920661,0.047475238621298835,2.778530407027829,0.9204989892518669,2.4611173166374187,-0.12214669536694678,0.33950774265037365,0.8093148121487033,False
age52__persist3__a30__e20__buf0,52,3,0.3,0.2,0,0.8291588243810627,0.7877515563920661,0.047475238621298835,2.778530407027829,0.9204989892518669,2.4611173166374187,-0.12214669536694678,0.33950774265037365,0.8093148121487033,False
age26__persist3__a20__e30__buf0,26,3,0.2,0.3,0,0.8227884754596786,0.7877515563920661,0.04591341830994645,2.5970672674456043,0.9178872900796267,2.4454787060857126,-0.12853433476716758,0.3356347101129278,0.8068490636431289,False
age52__persist3__a20__e30__buf0,52,3,0.2,0.3,0,0.8291588243810627,0.7877515563920661,0.04591341830994645,2.5970672674456043,0.9178872900796267,2.4454787060857126,-0.12853433476716758,0.3356347101129278,0.8068490636431289,False
age26__persist3__a20__e30__buf5,26,3,0.2,0.3,5,0.8227884754596786,0.7877515563920661,0.04711017460388274,2.4690904442349773,0.9139229262301085,2.4344056401598686,-0.13184645589106359,0.33923157515323177,0.8031283963386173,False
age52__persist3__a20__e30__buf5,52,3,0.2,0.3,5,0.8291588243810627,0.7877515563920661,0.04711017460388274,2.4690904442349773,0.9139229262301085,2.4344056401598686,-0.13184645589106359,0.33923157515323177,0.8031283963386173,False
age52__persist3__a30__e30__buf5,52,3,0.3,0.3,5,0.8291588243810627,0.7877515563920661,0.046798349327792574,2.6108545049320853,0.9131442904029508,2.4251440286711974,-0.1344188867847902,0.34543484461611174,0.8028177620711319,False
age26__persist2__a20__e20__buf5,26,2,0.2,0.2,5,0.8227884754596786,0.8495728970609526,0.04927488871000919,2.4273370616865155,0.9126256434195092,2.4289559197430073,-0.1240541770650998,0.36305044305811496,0.7801652224617728,False
age26__persist2__a20__e20__buf0,26,2,0.2,0.2,0,0.8227884754596786,0.8495728970609526,0.04900634733993101,2.6095590349942808,0.9126256434195079,2.4289559197430046,-0.12405417706510002,0.3646818258755957,0.7801652224617726,False
age26__persist3__a20__e20__buf5,26,3,0.2,0.2,5,0.8227884754596786,0.7877515563920661,0.04854656100588199,2.2488619468312887,0.9125211154857944,2.430266074327995,-0.13133196669878222,0.32063700780987014,0.8017323019884968,False
age52__persist3__a20__e20__buf5,52,3,0.2,0.2,5,0.8291588243810627,0.7877515563920661,0.04854656100588197,2.224092703577931,0.912521115485794,2.4302660743279927,-0.13133196669878244,0.31931258260303585,0.8017323019884957,False
age26__persist3__a30__e20__buf5,26,3,0.3,0.2,5,0.8227884754596786,0.7877515563920661,0.0471460434439294,2.5459710904206583,0.9085564610774506,2.426134636559386,-0.13199017898790855,0.333349661939387,0.7980581535689304,False
age52__persist3__a30__e20__buf5,52,3,0.3,0.2,5,0.8291588243810627,0.7877515563920661,0.04714604344392939,2.559598184080089,0.9085564610774501,2.4261346365593828,-0.13199017898790877,0.3299848132796612,0.7980581535689311,False
age52__persist3__a30__e30__buf0,52,3,0.3,0.3,0,0.8291588243810627,0.7877515563920661,0.04703491557994979,2.761604756445868,0.9065745725836676,2.4163007886783574,-0.13441888678479008,0.33332202502352914,0.7965459535083095,False
age52__persist2__a20__e20__buf0,52,2,0.2,0.2,0,0.8291588243810627,0.8495728970609526,0.04900634733993101,2.6099716318062,0.9028766998453879,2.4137024585441837,-0.122336321139637,0.3592305652003429,0.7495565218857685,False
age52__persist2__a20__e20__buf5,52,2,0.2,0.2,5,0.8291588243810627,0.8495728970609526,0.04927488871000921,2.4145417537003095,0.9028766998453874,2.413702458544183,-0.12233632113963722,0.3592631988630306,0.7495565218857692,False
age26__persist3__a20__e20__buf0,26,3,0.2,0.2,0,0.8227884754596786,0.7877515563920661,0.04760472411545917,2.4775920135430063,0.8999865507485474,2.4095621027975973,-0.13412215976104946,0.3051771779989383,0.7900486316736239,False
age52__persist3__a20__e20__buf0,52,3,0.2,0.2,0,0.8291588243810627,0.7877515563920661,0.04760472411545917,2.4775920135430063,0.8999865507485474,2.4095621027975973,-0.13412215976104946,0.3051771779989383,0.7900486316736239,False
age26__persist2__a00__e30__buf0,26,2,0.0,0.3,0,0.8227884754596786,0.8495728970609526,0.048293489021261043,2.5574535985680735,0.8883139600387557,2.442709583899999,-0.08997107158827589,0.3516913920844893,0.7354758841317746,False
age52__persist2__a00__e30__buf0,52,2,0.0,0.3,0,0.8291588243810627,0.8495728970609526,0.048293489021261043,2.5574535985680735,0.8883139600387557,2.442709583899999,-0.08997107158827589,0.3516913920844893,0.7354758841317746,False
age26__persist3__a00__e30__buf0,26,3,0.0,0.3,0,0.8227884754596786,0.7877515563920661,0.04756861093042716,2.2489313553648733,0.8820301578221108,2.3550645579016893,-0.14826512156604532,0.3525338974461065,0.7477257975603897,False
age52__persist3__a00__e30__buf0,52,3,0.0,0.3,0,0.8291588243810627,0.7877515563920661,0.04756861093042716,2.2489313553648733,0.8820301578221108,2.3550645579016893,-0.14826512156604532,0.3525338974461065,0.7477257975603897,False
age26__persist2__a20__e30__buf5,26,2,0.2,0.3,5,0.8227884754596786,0.8495728970609526,0.047509752902258943,2.595025056485012,0.8797973563850563,2.4257975105762335,-0.09534940258367952,0.351300848817393,0.7065001263536033,False
age52__persist2__a20__e30__buf5,52,2,0.2,0.3,5,0.8291588243810627,0.8495728970609526,0.047509752902258943,2.595025056485012,0.8797973563850563,2.4257975105762335,-0.09534940258367952,0.351300848817393,0.7065001263536033,False
age52__persist2__a10__e30__buf5,52,2,0.1,0.3,5,0.8291588243810627,0.8495728970609526,0.04865338432529859,2.505512751356167,0.8758256122085641,2.4019965841485025,-0.09382433944975255,0.3394027903519994,0.6992602067424802,False
age26__persist3__a00__e30__buf5,26,3,0.0,0.3,5,0.8227884754596786,0.7877515563920661,0.049229976315302085,2.1274516645044375,0.8741653383485968,2.3376745459075505,-0.15106220982504248,0.3605418484852303,0.7404693751549123,False
age52__persist3__a00__e30__buf5,52,3,0.0,0.3,5,0.8291588243810627,0.7877515563920661,0.049229976315302085,2.1274516645044375,0.8741653383485968,2.3376745459075505,-0.15106220982504248,0.3605418484852303,0.7404693751549123,False
age52__persist3__a10__e30__buf0,52,3,0.1,0.3,0,0.8291588243810627,0.7877515563920661,0.04775058827503724,2.3541959834561323,0.8714199946634476,2.330252229161607,-0.15379760346763838,0.33682773196940397,0.7379417574837237,False
age26__persist3__a10__e30__buf0,26,3,0.1,0.3,0,0.8227884754596786,0.7877515563920661,0.04775058827503724,2.354621612873507,0.8714199946634473,2.330252229161606,-0.15379760346763838,0.33682773196940397,0.7379417574837237,False
age26__persist2__a00__e20__buf0,26,2,0.0,0.2,0,0.8227884754596786,0.8495728970609526,0.048440532208004844,2.34756763885521,0.8577581578539499,2.336583964070739,-0.11937704902893742,0.3489436446160308,0.7259632265323572,False
age52__persist2__a00__e20__buf0,52,2,0.0,0.2,0,0.8291588243810627,0.8495728970609526,0.048440532208004844,2.34756763885521,0.8577581578539499,2.336583964070739,-0.11937704902893742,0.3489436446160308,0.7259632265323572,False
age26__persist2__a10__e20__buf0,26,2,0.1,0.2,0,0.8227884754596786,0.8495728970609526,0.04865338432529859,2.4705412686651123,0.8573832108136994,2.326558112819947,-0.12021567253210552,0.3726530240808765,0.6989401540557938,False
age26__persist2__a10__e20__buf5,26,2,0.1,0.2,5,0.8227884754596786,0.8495728970609526,0.04888697479997185,2.3139285052098746,0.8548244777562384,2.330884652423692,-0.1196890841099576,0.3578852861257791,0.7175674983000653,False
age26__persist3__a30__e30__buf5,26,3,0.3,0.3,5,0.8227884754596786,0.7877515563920661,0.04615578044158317,2.5975257033344095,0.8512258364878287,2.2989424607467472,-0.14803520055344943,0.33357137210038657,0.6981403565651911,False
age52__persist2__a10__e30__buf0,52,2,0.1,0.3,0,0.8291588243810627,0.8495728970609526,0.04735120929132547,2.638761117141973,0.846704569397944,2.355233560388544,-0.09382433944975255,0.31300904360628534,0.6728069562187049,False
age52__persist2__a10__e20__buf0,52,2,0.1,0.2,0,0.8291588243810627,0.8495728970609526,0.0486533843252986,2.4580518577071446,0.8462095661923481,2.316489454079505,-0.12167077546524097,0.3703200366357735,0.6887235887400878,False
age26__persist3__a30__e30__buf0,26,3,0.3,0.3,0,0.8227884754596786,0.7877515563920661,0.04624211242549547,2.72451909580494,0.8442777774811088,2.3036016361901117,-0.13441888678478986,0.3303259587321792,0.6958475839163882,False
age52__persist2__a10__e20__buf5,52,2,0.1,0.2,5,0.8291588243810627,0.8495728970609526,0.04888697479997187,2.2862154942479944,0.8390968954375113,2.3008982002959586,-0.12171285523877995,0.36683135719845295,0.6823489776782878,False
age26__persist2__a10__e30__buf5,26,2,0.1,0.3,5,0.8227884754596786,0.8495728970609526,0.04865338432529859,2.505512751356167,0.8180205689775923,2.2552566847630553,-0.11974720879958634,0.32763575997354,0.6470485568897482,False
age26__persist2__a20__e30__buf0,26,2,0.2,0.3,0,0.8227884754596786,0.8495728970609526,0.04711212963188233,2.786812291867485,0.8092124215871694,2.2492267091476337,-0.12607448294731427,0.3237109612095188,0.642157923431125,False
age52__persist2__a20__e30__buf0,52,2,0.2,0.3,0,0.8291588243810627,0.8495728970609526,0.04711212963188233,2.786812291867485,0.8092124215871694,2.2492267091476337,-0.12607448294731427,0.3237109612095188,0.642157923431125,False
age52__persist2__a30__e20__buf0,52,2,0.3,0.2,0,0.8291588243810627,0.8495728970609526,0.04862397509317472,2.659049126368041,0.8088308100617356,2.2456182983649837,-0.12499392055630121,0.3366653771906398,0.6554746773432014,False
age26__persist2__a30__e20__buf5,26,2,0.3,0.2,5,0.8227884754596786,0.8495728970609526,0.048592133634672525,2.5360870320352427,0.806899388468997,2.244244450229752,-0.12542372515888311,0.3343644210732153,0.6537225420570134,False
age26__persist2__a30__e20__buf0,26,2,0.3,0.2,0,0.8227884754596786,0.8495728970609526,0.048623975093174725,2.6549745930188657,0.8068993884689966,2.2442444502297523,-0.12542372515888323,0.3318202273715798,0.6537225420570123,False
age52__persist2__a30__e30__buf5,52,2,0.3,0.3,5,0.8291588243810627,0.8495728970609526,0.04738505723485095,2.7003129804289836,0.7972259583722145,2.2303571743037796,-0.1269468218512364,0.32951365569740565,0.6271172486680126,False
age52__persist2__a30__e20__buf5,52,2,0.3,0.2,5,0.8291588243810627,0.8495728970609526,0.04859213363467253,2.536145574502337,0.7933799514093518,2.216927335678543,-0.1249939205563011,0.3323714504881148,0.621481880119158,False
age26__persist2__a30__e30__buf5,26,2,0.3,0.3,5,0.8227884754596786,0.8495728970609526,0.047385057234850946,2.6726282165910993,0.7928967359354901,2.2383362658118697,-0.12741483353722982,0.32744920190531235,0.6231540635199029,False
age52__persist2__a30__e30__buf0,52,2,0.3,0.3,0,0.8291588243810627,0.8495728970609526,0.047385057234850946,2.86871510760409,0.7916629884117801,2.2385239930538363,-0.12603318648950224,0.3440770749760238,0.6211956832659031,False
age26__persist2__a10__e30__buf0,26,2,0.1,0.3,0,0.8227884754596786,0.8495728970609526,0.04735120929132547,2.649776515955635,0.7896309382533264,2.2083670115310503,-0.119747208799587,0.3014398638761131,0.6208082440700784,False
age26__persist2__a30__e30__buf0,26,2,0.3,0.3,0,0.8227884754596786,0.8495728970609526,0.047385057234850946,2.8675007588460395,0.7725278454342606,2.2107174590138072,-0.12603318648950168,0.3365858718818473,0.6074172596298442,False
