cik10,company_name,recent_cagr,cagr_change
0001107843,"QUALYS, INC.",1.0916574328451771,-0.10052671531699575
0001653482,GITLAB INC.,1.1027413981642242,-0.08944274999794866
0001327567,PALO ALTO NETWORKS INC,1.1044159928624335,-0.08776815529973936
0001713683,"ZSCALER, INC.",1.1097561179332396,-0.0824280302289333
0001393052,VEEVA SYSTEMS INC,1.110356883214969,-0.08182726494720383
0001773383,"DYNATRACE, INC.",1.1195035557744255,-0.07268059238774738
0001373715,"SERVICENOW, INC.",1.1222273085801184,-0.06995683958205445
0001044777,ONESPAN INC.,1.1234092882443263,-0.0687748599178466
0001361113,VARONIS SYSTEMS INC,1.1268655246441939,-0.06531862351797901
0001124804,VERADIGM INC.,1.1325886081335632,-0.05959554002860967
0001792849,"HIGHPEAK ENERGY, INC.",1.1349664036649605,-0.0572177444972124
0001855747,"BLEND LABS, INC.",1.1439515015960842,-0.04823264656608872
0001493761,TURTLE BEACH CORP,1.1440784938468602,-0.04810565431531266
0000851310,HARMONIC INC.,1.1456874871621947,-0.04649666099997818
0000033213,EQT CORP,1.1481501681273572,-0.044033980034815734
0000874499,GULFPORT ENERGY CORP,1.1518243105029584,-0.04035983765921447
0001070412,CNX RESOURCES CORP,1.152617431168875,-0.039566716993297835
0001013462,ANSYS INC,1.1560311656598414,-0.036152982502331454
0001108524,"SALESFORCE, INC.",1.1560660481569176,-0.03611810000525528
0001528129,"VITAL ENERGY, INC.",1.1566703366984514,-0.035513811463721456
0001104485,"NORTHERN OIL & GAS, INC.",1.1802502199636025,-0.01193392819857042
0001031308,BENTLEY SYSTEMS INC,1.1833557666401866,-0.008828381521986284
0001013857,PEGASYSTEMS INC,1.1857112299488262,-0.006472918213346723
0001650372,ATLASSIAN CORP,1.1882606355304852,-0.0039235126316876645
0001314727,SONOS INC,1.1901092389619037,-0.0020749092002692038
0001834494,"MERIDIANLINK, INC.",1.1905576355680907,-0.0016265125940821967
0001724965,TALOS ENERGY INC.,1.1910371814833747,-0.0011469666787982113
0001658566,PERMIAN RESOURCES CORP,1.1910568328307964,-0.001127315331376444
0001615165,"VERITONE, INC.",1.1921841481621716,-1.3322676295501878e-15
0001171486,NATURAL RESOURCE PARTNERS LP,1.1921841481621724,-4.440892098500626e-16
0001585521,"ZOOM COMMUNICATIONS, INC.",1.1921841481621724,-4.440892098500626e-16
0001459417,"2U, INC.",1.1921841481621724,-4.440892098500626e-16
0001114995,IMPINJ INC,1.1921841481621724,-4.440892098500626e-16
0001679268,"MAMMOTH ENERGY SERVICES, INC.",1.1921841481621729,0.0
0001657788,"KIMBELL ROYALTY PARTNERS, LP",1.1921841481621733,4.440892098500626e-16
0001819974,"SKYWATER TECHNOLOGY, INC",1.1933350618592926,0.0011509136971197265
0001520006,MATADOR RESOURCES CO,1.1937445240744564,0.0015603759122835292
0000785786,PLEXUS CORP,1.1975855160246907,0.00540136786251777
0001621434,"BLACK STONE MINERALS, L.P.",1.19759555775006,0.005411409587887217
0001475115,"EVENTBRITE, INC.",1.199951202751211,0.007767054589038036
0001861795,DEFINITIVE HEALTHCARE CORP.,1.2052639023258118,0.013079754163638935
0000917273,RAMBUS INC,1.2236030628580878,0.03141891469591496
