Date,base_return,spike_return,base_cash_weight,spike_cash_weight,increment_weight,weekly_excess_return,active_increment,episode
2023-01-06,0.0398810316109126,0.0398810316109126,0.0,0.0,0.0,0.0,False,0
2023-01-13,0.0053489702783335,0.0053489702783335,0.0,0.0,0.0,0.0,False,0
2023-01-20,0.0255903554144734,0.0255903554144734,0.0,0.0,0.0,0.0,False,0
2023-01-27,0.0200652585431007,0.0200652585431007,0.0,0.0,0.0,0.0,False,0
2023-02-03,-0.0098754760923926,-0.0098754760923926,0.0,0.0,0.0,0.0,False,0
2023-02-10,-0.0030374722256475,-0.0030374722256475,0.0,0.0,0.0,0.0,False,0
2023-02-17,-0.0244495205442011,-0.0244495205442011,0.0,0.0,0.0,0.0,False,0
2023-02-24,0.0272139430764819,0.0272139430764819,0.0,0.0,0.0,0.0,False,0
2023-03-03,-0.0366762271444246,-0.0366762271444246,0.0,0.0,0.0,0.0,False,0
2023-03-10,0.0205959411841947,0.0205959411841947,0.0,0.0,0.0,0.0,False,0
2023-03-17,0.0211607904735846,0.0211607904735846,0.0,0.0,0.0,0.0,False,0
2023-03-24,0.0398469927041782,0.0398469927041782,0.5,0.5,0.0,0.0,False,0
2023-03-31,-0.016411247231603,-0.016411247231603,0.0,0.0,0.0,0.0,False,0
2023-04-07,0.0022577227378204,0.0022577227378204,0.0,0.0,0.0,0.0,False,0
2023-04-14,-0.006009715859201,-0.006009715859201,0.0,0.0,0.0,0.0,False,0
2023-04-21,0.0100608036287683,0.0100608036287683,0.0,0.0,0.0,0.0,False,0
2023-04-28,0.0012671563402333,0.0012671563402333,0.0,0.0,0.0,0.0,False,0
2023-05-05,-0.0039823065415317,-0.0039823065415317,0.0,0.0,0.0,0.0,False,0
2023-05-12,0.0293774880193604,0.0293774880193604,0.0,0.0,0.0,0.0,False,0
2023-05-19,0.0286604208297012,0.0286604208297012,0.0,0.0,0.0,0.0,False,0
2023-05-26,0.0158226905314413,0.0158226905314413,0.0,0.0,0.0,0.0,False,0
2023-06-02,-0.0036863948411224,-0.0036863948411224,0.0,0.0,0.0,0.0,False,0
2023-06-09,0.0368814633677738,0.0368814633677738,0.0,0.0,0.0,0.0,False,0
2023-06-16,-0.0272432703726697,-0.0272432703726697,0.0,0.0,0.0,0.0,False,0
2023-06-23,0.0298677996430154,0.0298677996430154,0.0,0.0,0.0,0.0,False,0
2023-06-30,-0.0115357144270473,-0.0115357144270473,0.0,0.0,0.0,0.0,False,0
2023-07-07,0.0316602837427493,0.0316602837427493,0.0,0.0,0.0,0.0,False,0
2023-07-14,-0.0128946635261621,-0.0128946635261621,0.5,0.5,0.0,0.0,False,0
2023-07-21,0.020798232778765,0.020798232778765,0.5,0.5,0.0,0.0,False,0
2023-07-28,-0.0286196078543311,-0.0286196078543311,0.5,0.5,0.0,0.0,False,0
2023-08-04,-0.0202513324165525,-0.0202513324165525,0.5,0.5,0.0,0.0,False,0
2023-08-11,-0.0244285359383522,-0.0244285359383522,0.5,0.5,0.0,0.0,False,0
2023-08-18,0.0203388905445378,0.0203388905445378,0.5,0.5,0.0,0.0,False,0
2023-08-25,0.0415545734075875,0.0415545734075875,0.5,0.5,0.0,0.0,False,0
2023-09-01,-0.0142128280865574,-0.0142128280865574,0.5,0.5,0.0,0.0,False,0
2023-09-08,-0.0126492460713482,-0.0126492460713482,0.5,0.5,0.0,0.0,False,0
2023-09-15,-0.0227970784680985,-0.0227970784680985,0.5,0.5,0.0,0.0,False,0
2023-09-22,0.0036682224872817,0.0036682224872817,0.5,0.5,0.0,0.0,False,0
2023-09-29,0.0109877276277559,0.0109877276277559,0.0,0.0,0.0,0.0,False,0
2023-10-06,0.0117402343297883,0.0117402343297883,0.0,0.0,0.0,0.0,False,0
2023-10-13,-0.0215916898422177,-0.0215916898422177,0.0,0.0,0.0,0.0,False,0
2023-10-20,-0.0181190284667972,-0.0181190284667972,0.0,0.0,0.0,0.0,False,0
2023-10-27,0.0619057257234529,0.0619057257234529,0.0,0.0,0.0,0.0,False,0
2023-11-03,0.0358498933335902,0.0358498933335902,0.0,0.0,0.0,0.0,False,0
2023-11-10,0.018810299337189,0.018810299337189,0.0,0.0,0.0,0.0,False,0
2023-11-17,0.0079296150408618,0.0079296150408618,0.0,0.0,0.0,0.0,False,0
2023-11-24,0.0049200998356901,0.0049200998356901,0.0,0.0,0.0,0.0,False,0
2023-12-01,0.0012839212348001,0.0012839212348001,0.0,0.0,0.0,0.0,False,0
2023-12-08,0.0303656231136628,0.0303656231136628,0.0,0.0,0.0,0.0,False,0
2023-12-15,0.0037727497442876,0.0037727497442876,0.0,0.0,0.0,0.0,False,0
2023-12-22,0.0016952783828882,0.0016952783828882,0.0,0.0,0.0,0.0,False,0
2023-12-29,-0.045476688199485,-0.045476688199485,0.5,0.5,0.0,0.0,False,0
2024-01-05,0.031745276522904,0.031745276522904,0.0,0.0,0.0,0.0,False,0
2024-01-12,0.0365930177317035,0.0365930177317035,0.0,0.0,0.0,0.0,False,0
2024-01-19,0.0066572612658368,0.0066572612658368,0.0,0.0,0.0,0.0,False,0
2024-01-26,-0.0023923176145298,-0.0023923176145298,0.5,0.5,0.0,0.0,False,0
2024-02-02,0.0214466622808819,0.0337935311785464,0.0,0.5,0.5,0.012346868897664502,True,1
2024-02-09,-0.0229417603654946,-0.0254075518751625,0.0,0.0,0.0,-0.0024657915096679,False,1
2024-02-16,0.0110783674744459,-0.0206077746887451,0.0,0.8,0.8,-0.031686142163191,True,2
2024-02-23,0.0192315165553758,0.0151833567201404,0.0,0.0,0.0,-0.004048159835235401,False,2
2024-03-01,-0.0061759862348518,-0.0258192191872154,0.0,0.8,0.8,-0.0196432329523636,True,3
2024-03-08,-0.012316305996412,-0.0030411785094057,0.0,0.8,0.8,0.0092751274870063,True,4
2024-03-15,0.0229338488617671,0.030072951930808,0.0,0.8,0.8,0.007139103069040902,True,5
2024-03-22,-0.0024224680720532,-0.0064197013199146,0.0,0.0,0.0,-0.0039972332478614,False,5
2024-03-29,-0.0156962071282025,-0.0156962071282027,0.0,0.0,0.0,-1.97758476261356e-16,False,5
2024-04-05,-0.0188474469218706,-0.0188474469218706,0.0,0.0,0.0,0.0,False,5
2024-04-12,-0.0352882126636721,-0.0491309413381535,0.0,0.8,0.8,-0.0138427286744814,True,6
2024-04-19,0.0309778576345709,0.0268647712074248,0.0,0.0,0.0,-0.004113086427146102,False,6
2024-04-26,-8.023370364462767e-05,-8.023370364451665e-05,0.0,0.0,0.0,1.1102230246251565e-16,False,6
2024-05-03,0.0225060859917691,0.0225060859917691,0.0,0.0,0.0,0.0,False,6
2024-05-10,0.0271354538495287,0.0271354538495287,0.0,0.0,0.0,0.0,False,6
2024-05-17,-0.0141224993570684,-0.0141224993570683,0.8,0.8,0.0,9.8879238130678e-17,False,6
2024-05-24,0.008162193541189,0.0081621935411888,0.8,0.8,0.0,-1.9949319973733282e-16,False,6
2024-05-31,-0.0058481945139571,-0.0058481945139572,0.8,0.8,0.0,-9.974659986866641e-17,False,6
2024-06-07,0.013664361903189,0.0136643619031888,0.0,0.0,0.0,-1.9949319973733282e-16,False,6
2024-06-14,-0.0010696756296556,-0.0010696756296556,0.0,0.0,0.0,0.0,False,6
2024-06-21,-0.0021525468663793,-0.0021525468663795,0.0,0.0,0.0,-1.9992688060632702e-16,False,6
2024-06-28,0.0259043278744703,0.0259043278744703,0.0,0.0,0.0,0.0,False,6
2024-07-05,0.0034226599737143,0.0034226599737143,0.0,0.0,0.0,0.0,False,6
