block_weeks,annualized_mean_difference,lower_5pct,median,upper_95pct,probability_positive
4,0.025921389793089764,-0.058043157316461556,0.019037218062824088,0.1342356065712554,0.6326
13,0.025921389793089764,-0.05330950734864424,0.021795580533286014,0.12186413365896004,0.6434
